Node	HOG	change	pvalue	direction	source
26	N0.HOG0009777	-1	0.038275	contraction	main_model
26	N0.HOG0009878	-1	0.038275	contraction	main_model
26	N0.HOG0010017	-1	0.038275	contraction	main_model
26	N0.HOG0010028	-1	0.038275	contraction	main_model
26	N0.HOG0010124	-1	0.038275	contraction	main_model
26	N0.HOG0010180	-1	0.038275	contraction	main_model
26	N0.HOG0010181	-1	0.038275	contraction	main_model
26	N0.HOG0010189	-1	0.038275	contraction	main_model
26	N0.HOG0010404	-1	0.038275	contraction	main_model
26	N0.HOG0010464	-1	0.038275	contraction	main_model
26	N0.HOG0010467	-1	0.038275	contraction	main_model
26	N0.HOG0010524	-1	0.038275	contraction	main_model
26	N0.HOG0010528	-1	0.038275	contraction	main_model
26	N0.HOG0010619	-1	0.038275	contraction	main_model
26	N0.HOG0010621	-1	0.038275	contraction	main_model
26	N0.HOG0010772	-1	0.038275	contraction	main_model
26	N0.HOG0010791	-1	0.038275	contraction	main_model
26	N0.HOG0010817	-1	0.038275	contraction	main_model
26	N0.HOG0010930	-1	0.038275	contraction	main_model
26	N0.HOG0011073	-1	0.038275	contraction	main_model
26	N0.HOG0011218	-1	0.038275	contraction	main_model
26	N0.HOG0011236	-1	0.038275	contraction	main_model
26	N0.HOG0011472	-1	0.038275	contraction	main_model
26	N0.HOG0011661	-1	0.038275	contraction	main_model
26	N0.HOG0011809	-1	0.038275	contraction	main_model
26	N0.HOG0011813	-1	0.038275	contraction	main_model
26	N0.HOG0011956	-1	0.038275	contraction	main_model
26	N0.HOG0012216	-1	0.038275	contraction	main_model
26	N0.HOG0012652	-1	0.038275	contraction	main_model
26	N0.HOG0012856	-1	0.038275	contraction	main_model
26	N0.HOG0013281	-1	0.038275	contraction	main_model
26	N0.HOG0013844	-1	0.038275	contraction	main_model
26	N0.HOG0015154	-1	0.038275	contraction	main_model
26	N0.HOG0015161	-1	0.038275	contraction	main_model
26	N0.HOG0015316	-1	0.038275	contraction	main_model
26	N0.HOG0016956	-1	0.038275	contraction	main_model
26	N0.HOG0016968	-1	0.038275	contraction	main_model
26	N0.HOG0018187	-1	0.038275	contraction	main_model
26	N0.HOG0000103	1	0.0388844	expansion	main_model
27	N0.HOG0000090	5	1.78273e-08	expansion	main_model
27	N0.HOG0000103	4	8.07083e-07	expansion	main_model
27	N0.HOG0000045	-2	0.000120183	contraction	main_model
27	N0.HOG0000048	-2	0.000120183	contraction	main_model
27	N0.HOG0000163	-2	0.000681067	contraction	main_model
27	N0.HOG0000039	2	0.00499623	expansion	main_model
27	N0.HOG0000062	2	0.00499623	expansion	main_model
27	N0.HOG0000594	1	0.00734658	expansion	main_model
27	N0.HOG0000738	1	0.00734658	expansion	main_model
27	N0.HOG0000780	1	0.00734658	expansion	main_model
27	N0.HOG0000803	1	0.00734658	expansion	main_model
27	N0.HOG0000884	1	0.00734658	expansion	main_model
27	N0.HOG0001930	1	0.00734658	expansion	main_model
27	N0.HOG0002800	1	0.00734658	expansion	main_model
27	N0.HOG0010022	1	0.00734658	expansion	main_model
27	N0.HOG0000091	1	0.0146933	expansion	main_model
27	N0.HOG0000350	1	0.0146933	expansion	main_model
27	N0.HOG0000465	1	0.0146933	expansion	main_model
27	N0.HOG0000007	-1	0.0218285	contraction	main_model
27	N0.HOG0000031	-1	0.0218285	contraction	main_model
27	N0.HOG0000159	-1	0.0218285	contraction	main_model
27	N0.HOG0000166	-1	0.0218285	contraction	main_model
27	N0.HOG0000187	-1	0.0218285	contraction	main_model
27	N0.HOG0000249	-1	0.0218285	contraction	main_model
27	N0.HOG0000555	-1	0.0218285	contraction	main_model
27	N0.HOG0000685	-1	0.0218285	contraction	main_model
27	N0.HOG0000747	-1	0.0218285	contraction	main_model
27	N0.HOG0000788	-1	0.0218285	contraction	main_model
