Node	HOG	change	pvalue	direction	significant
20	N0.HOG0001162	-1		contraction	FALSE
20	N0.HOG0001491	-1		contraction	FALSE
20	N0.HOG0001663	-1		contraction	FALSE
20	N0.HOG0001780	-1		contraction	FALSE
20	N0.HOG0001875	-1		contraction	FALSE
20	N0.HOG0002334	-1		contraction	FALSE
20	N0.HOG0007907	-1		contraction	FALSE
20	N0.HOG0008713	-1		contraction	FALSE
20	N0.HOG0008830	-1		contraction	FALSE
20	N0.HOG0008882	-1		contraction	FALSE
20	N0.HOG0008990	-1		contraction	FALSE
20	N0.HOG0009006	-1		contraction	FALSE
20	N0.HOG0009091	-1		contraction	FALSE
20	N0.HOG0009236	-1		contraction	FALSE
20	N0.HOG0009296	-1		contraction	FALSE
20	N0.HOG0009367	-1		contraction	FALSE
20	N0.HOG0009465	-1		contraction	FALSE
20	N0.HOG0009505	-1		contraction	FALSE
20	N0.HOG0009555	-1		contraction	FALSE
20	N0.HOG0009560	-1		contraction	FALSE
20	N0.HOG0009793	-1		contraction	FALSE
20	N0.HOG0010283	-1		contraction	FALSE
20	N0.HOG0010383	-1		contraction	FALSE
20	N0.HOG0010397	-1		contraction	FALSE
20	N0.HOG0010455	-1		contraction	FALSE
20	N0.HOG0010672	-1		contraction	FALSE
20	N0.HOG0010675	-1		contraction	FALSE
20	N0.HOG0010676	-1		contraction	FALSE
20	N0.HOG0010911	-1		contraction	FALSE
20	N0.HOG0011057	-1		contraction	FALSE
20	N0.HOG0011217	-1		contraction	FALSE
20	N0.HOG0011457	-1		contraction	FALSE
20	N0.HOG0012178	-1		contraction	FALSE
20	N0.HOG0012187	-1		contraction	FALSE
20	N0.HOG0013775	-1		contraction	FALSE
20	N0.HOG0015152	-1		contraction	FALSE
20	N0.HOG0015155	-1		contraction	FALSE
20	N0.HOG0015156	-1		contraction	FALSE
20	N0.HOG0015164	-1		contraction	FALSE
20	N0.HOG0017857	-1		contraction	FALSE
20	N0.HOG0017860	-1		contraction	FALSE
20	N0.HOG0000058	3	0.000638988	expansion	TRUE
20	N0.HOG0000103	2	0.000699837	expansion	TRUE
20	N0.HOG0000299	2	0.000699837	expansion	TRUE
20	N0.HOG0000470	2	0.000699837	expansion	TRUE
20	N0.HOG0000518	2	0.000699837	expansion	TRUE
20	N0.HOG0000592	2	0.000699837	expansion	TRUE
20	N0.HOG0000639	2	0.000699837	expansion	TRUE
20	N0.HOG0000166	-2	0.00244355	contraction	TRUE
20	N0.HOG0000159	-2	0.00741577	contraction	TRUE
20	N0.HOG0000028	2	0.00774613	expansion	TRUE
20	N0.HOG0000066	1	0.018693	expansion	TRUE
20	N0.HOG0000351	1	0.018693	expansion	TRUE
20	N0.HOG0000382	1	0.018693	expansion	TRUE
20	N0.HOG0000465	1	0.018693	expansion	TRUE
20	N0.HOG0000496	1	0.018693	expansion	TRUE
20	N0.HOG0000504	1	0.018693	expansion	TRUE
20	N0.HOG0000550	1	0.018693	expansion	TRUE
20	N0.HOG0000589	1	0.018693	expansion	TRUE
20	N0.HOG0000633	1	0.018693	expansion	TRUE
20	N0.HOG0000643	1	0.018693	expansion	TRUE
20	N0.HOG0000658	1	0.018693	expansion	TRUE
20	N0.HOG0000666	1	0.018693	expansion	TRUE
20	N0.HOG0000668	1	0.018693	expansion	TRUE
20	N0.HOG0000679	1	0.018693	expansion	TRUE
20	N0.HOG0000690	1	0.018693	expansion	TRUE
20	N0.HOG0000765	1	0.018693	expansion	TRUE
20	N0.HOG0000769	1	0.018693	expansion	TRUE
20	N0.HOG0000770	1	0.018693	expansion	TRUE
20	N0.HOG0000814	1	0.018693	expansion	TRUE
20	N0.HOG0000815	1	0.018693	expansion	TRUE
20	N0.HOG0000841	1	0.018693	expansion	TRUE
20	N0.HOG0000858	1	0.018693	expansion	TRUE
20	N0.HOG0000865	1	0.018693	expansion	TRUE
20	N0.HOG0000881	1	0.018693	expansion	TRUE
20	N0.HOG0000894	1	0.018693	expansion	TRUE
20	N0.HOG0000895	1	0.018693	expansion	TRUE
20	N0.HOG0000901	1	0.018693	expansion	TRUE
20	N0.HOG0000947	1	0.018693	expansion	TRUE
20	N0.HOG0000957	1	0.018693	expansion	TRUE
20	N0.HOG0001035	1	0.018693	expansion	TRUE
20	N0.HOG0001062	1	0.018693	expansion	TRUE
20	N0.HOG0001071	1	0.018693	expansion	TRUE
20	N0.HOG0001142	1	0.018693	expansion	TRUE
20	N0.HOG0001238	1	0.018693	expansion	TRUE
20	N0.HOG0001313	1	0.018693	expansion	TRUE
20	N0.HOG0001360	1	0.018693	expansion	TRUE
20	N0.HOG0001531	1	0.018693	expansion	TRUE
20	N0.HOG0001978	1	0.018693	expansion	TRUE
20	N0.HOG0000019	2	0.0279526	expansion	TRUE
20	N0.HOG0000163	1	0.0373917	expansion	TRUE
20	N0.HOG0000179	1	0.0373917	expansion	TRUE
20	N0.HOG0000203	1	0.0373917	expansion	TRUE
20	N0.HOG0000207	1	0.0373917	expansion	TRUE
20	N0.HOG0000222	1	0.0373917	expansion	TRUE
20	N0.HOG0000262	1	0.0373917	expansion	TRUE
20	N0.HOG0000269	1	0.0373917	expansion	TRUE
20	N0.HOG0000295	1	0.0373917	expansion	TRUE
20	N0.HOG0000499	1	0.0373917	expansion	TRUE
20	N0.HOG0001179	1	0.0373917	expansion	TRUE
20	N0.HOG0000154	-1	0.0547561	contraction	FALSE
20	N0.HOG0000372	-1	0.0547561	contraction	FALSE
20	N0.HOG0009140	-1	0.0547561	contraction	FALSE
20	N0.HOG0009229	-1	0.0547561	contraction	FALSE
20	N0.HOG0000043	1	0.0559699	expansion	FALSE
20	N0.HOG0000090	1	0.0559699	expansion	FALSE
20	N0.HOG0000059	1	0.0743267	expansion	FALSE
20	N0.HOG0000106	1	0.0743267	expansion	FALSE
20	N0.HOG0000148	1	0.0743267	expansion	FALSE
20	N0.HOG0000039	1	0.0923831	expansion	FALSE
20	N0.HOG0000062	1	0.0923831	expansion	FALSE
20	N0.HOG0000100	1	0.0923831	expansion	FALSE
20	N0.HOG0000051	-1	0.104267	contraction	FALSE
20	N0.HOG0000304	-1	0.104267	contraction	FALSE
20	N0.HOG0000425	-1	0.104267	contraction	FALSE
20	N0.HOG0000432	-1	0.104267	contraction	FALSE
20	N0.HOG0000534	-1	0.104267	contraction	FALSE
20	N0.HOG0000867	-1	0.104267	contraction	FALSE
20	N0.HOG0000900	-1	0.104267	contraction	FALSE
20	N0.HOG0001260	-1	0.104267	contraction	FALSE
20	N0.HOG0009535	-1	0.104267	contraction	FALSE
20	N0.HOG0000069	1	0.110078	expansion	FALSE
20	N0.HOG0000040	1	0.127364	expansion	FALSE
20	N0.HOG0000045	-1	0.14912	contraction	FALSE
20	N0.HOG0000048	-1	0.14912	contraction	FALSE
20	N0.HOG0000147	-1	0.14912	contraction	FALSE
20	N0.HOG0000029	1	0.160586	expansion	FALSE
20	N0.HOG0000369	-1	0.189833	contraction	FALSE
21	N0.HOG0000157	1		expansion	FALSE
21	N0.HOG0000168	1		expansion	FALSE
21	N0.HOG0000176	1		expansion	FALSE
21	N0.HOG0000473	1		expansion	FALSE
21	N0.HOG0000731	1		expansion	FALSE
21	N0.HOG0000741	1		expansion	FALSE
21	N0.HOG0000877	1		expansion	FALSE
21	N0.HOG0001033	1		expansion	FALSE
21	N0.HOG0001074	1		expansion	FALSE
21	N0.HOG0001090	1		expansion	FALSE
21	N0.HOG0001104	1		expansion	FALSE
21	N0.HOG0001175	1		expansion	FALSE
21	N0.HOG0001186	1		expansion	FALSE
21	N0.HOG0001232	1		expansion	FALSE
21	N0.HOG0001298	1		expansion	FALSE
21	N0.HOG0001341	1		expansion	FALSE
21	N0.HOG0001461	1		expansion	FALSE
21	N0.HOG0001466	1		expansion	FALSE
21	N0.HOG0001716	1		expansion	FALSE
21	N0.HOG0001730	1		expansion	FALSE
21	N0.HOG0001835	1		expansion	FALSE
21	N0.HOG0002229	1		expansion	FALSE
21	N0.HOG0002258	1		expansion	FALSE
21	N0.HOG0002530	1		expansion	FALSE
21	N0.HOG0003550	1		expansion	FALSE
21	N0.HOG0000226	-1		contraction	FALSE
21	N0.HOG0000250	-1		contraction	FALSE
21	N0.HOG0000321	-1		contraction	FALSE
21	N0.HOG0000616	-1		contraction	FALSE
21	N0.HOG0000647	-1		contraction	FALSE
21	N0.HOG0000686	-1		contraction	FALSE
21	N0.HOG0000706	-1		contraction	FALSE
21	N0.HOG0000764	-1		contraction	FALSE
21	N0.HOG0000775	-1		contraction	FALSE
21	N0.HOG0000892	-1		contraction	FALSE
21	N0.HOG0001252	-1		contraction	FALSE
21	N0.HOG0001411	-1		contraction	FALSE
21	N0.HOG0002533	-1		contraction	FALSE
21	N0.HOG0003831	-1		contraction	FALSE
21	N0.HOG0005811	-1		contraction	FALSE
21	N0.HOG0007180	-1		contraction	FALSE
21	N0.HOG0008071	-1		contraction	FALSE
21	N0.HOG0008187	-1		contraction	FALSE
21	N0.HOG0008274	-1		contraction	FALSE
21	N0.HOG0008369	-1		contraction	FALSE
21	N0.HOG0008417	-1		contraction	FALSE
21	N0.HOG0008480	-1		contraction	FALSE
21	N0.HOG0008698	-1		contraction	FALSE
21	N0.HOG0008748	-1		contraction	FALSE
21	N0.HOG0008860	-1		contraction	FALSE
21	N0.HOG0009444	-1		contraction	FALSE
21	N0.HOG0009457	-1		contraction	FALSE
21	N0.HOG0009559	-1		contraction	FALSE
21	N0.HOG0009946	-1		contraction	FALSE
21	N0.HOG0009980	-1		contraction	FALSE
21	N0.HOG0010002	-1		contraction	FALSE
21	N0.HOG0010049	-1		contraction	FALSE
21	N0.HOG0010050	-1		contraction	FALSE
21	N0.HOG0010051	-1		contraction	FALSE
21	N0.HOG0010169	-1		contraction	FALSE
21	N0.HOG0010331	-1		contraction	FALSE
21	N0.HOG0010452	-1		contraction	FALSE
21	N0.HOG0010603	-1		contraction	FALSE
21	N0.HOG0010620	-1		contraction	FALSE
21	N0.HOG0010769	-1		contraction	FALSE
21	N0.HOG0011058	-1		contraction	FALSE
21	N0.HOG0011464	-1		contraction	FALSE
21	N0.HOG0000098	6	2.74863e-09	expansion	TRUE
21	N0.HOG0000175	5	1.35118e-08	expansion	TRUE
21	N0.HOG0000228	4	4.40842e-07	expansion	TRUE
21	N0.HOG0000046	4	2.09741e-06	expansion	TRUE
21	N0.HOG0000770	4	2.09741e-06	expansion	TRUE
21	N0.HOG0000733	2	0.000469269	expansion	TRUE
21	N0.HOG0001419	2	0.000469269	expansion	TRUE
21	N0.HOG0000275	-2	0.00160359	contraction	TRUE
21	N0.HOG0000201	2	0.00229019	expansion	TRUE
21	N0.HOG0000061	2	0.00527046	expansion	TRUE
21	N0.HOG0000179	2	0.00527046	expansion	TRUE
21	N0.HOG0000053	1	0.0153106	expansion	TRUE
21	N0.HOG0000145	1	0.0153106	expansion	TRUE
21	N0.HOG0000266	1	0.0153106	expansion	TRUE
21	N0.HOG0000353	1	0.0153106	expansion	TRUE
21	N0.HOG0000354	1	0.0153106	expansion	TRUE
21	N0.HOG0000594	1	0.0153106	expansion	TRUE
21	N0.HOG0000849	1	0.0153106	expansion	TRUE
21	N0.HOG0000898	1	0.0153106	expansion	TRUE
21	N0.HOG0000920	1	0.0153106	expansion	TRUE
