HOG	n_species_present	n_max	n_min	total_genes	differential	exclusion_reason	excluded
N0.HOG0014877	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014878	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014879	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014880	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014881	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014882	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014883	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014884	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014885	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014886	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014887	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014890	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014891	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014892	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014893	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014895	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014896	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014897	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014898	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014899	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014900	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014904	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014905	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014906	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014907	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014909	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014910	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014911	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014912	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014913	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014914	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014915	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014916	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014917	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014918	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014919	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014920	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014921	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014922	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014923	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014924	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014925	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014926	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014927	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014928	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014929	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014930	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014931	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014934	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014935	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014936	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014937	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014940	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014941	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014942	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014944	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014945	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014948	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014951	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014954	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014956	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014957	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014958	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014959	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014960	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014961	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014964	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014965	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014966	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014968	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014969	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014970	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014971	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0014972	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015004	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015005	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015006	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015007	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015008	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015009	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015010	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015011	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015012	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015013	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015014	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015015	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015017	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015018	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015019	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015020	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015021	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015022	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015023	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015024	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015026	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015027	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015028	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015029	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015030	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015031	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015032	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015033	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015034	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015035	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015036	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015037	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015038	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015039	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015040	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015041	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015042	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015043	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015044	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015045	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015046	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015047	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015048	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015049	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015061	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015062	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015063	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015064	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015065	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015066	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015067	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015068	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015069	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015070	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015074	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015075	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015076	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015077	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015078	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015079	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015080	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015081	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015082	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015083	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015084	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015085	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015086	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015087	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015088	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015089	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015090	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015091	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015092	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015093	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015094	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015095	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015096	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015097	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015098	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015099	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015100	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015101	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015102	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015107	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015108	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015109	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015110	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015111	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015112	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015113	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015114	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015115	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015116	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015117	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015118	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015119	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015120	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015121	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015122	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015123	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015124	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015125	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015126	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015127	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015128	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015129	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015130	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015131	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015132	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015133	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015135	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015136	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015137	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015138	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015139	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015140	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015141	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015166	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015167	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015168	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015169	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015170	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015171	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015172	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015173	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015174	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015175	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015176	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015177	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015178	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015179	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015180	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015181	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015182	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015183	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015184	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015185	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015187	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015188	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015189	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015190	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015191	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015192	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015193	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015194	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015195	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015196	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015197	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015198	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015199	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015200	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015201	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015202	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015203	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015204	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015205	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015206	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015207	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015208	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015209	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015210	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015211	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015213	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015214	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015215	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015216	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015217	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015218	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015219	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015220	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015221	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015222	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015223	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015224	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015228	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015229	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015231	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015232	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015233	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015234	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015235	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015236	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015237	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015238	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015239	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015240	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015241	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015242	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015243	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015244	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015245	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015246	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015247	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015248	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015249	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015250	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015251	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015252	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015253	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015255	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015256	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015257	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015258	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015259	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015260	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015261	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015263	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015264	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015265	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015268	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015270	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015271	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015272	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015273	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015274	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015275	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015276	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015277	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015280	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015281	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015282	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015283	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015284	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015285	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015287	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015288	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015289	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015290	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015291	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015292	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015293	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015294	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015295	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015296	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015298	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015299	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015319	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015320	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015321	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015322	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015323	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015324	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015325	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015326	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015327	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015328	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015329	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015330	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015331	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015332	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015333	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015334	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015335	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015336	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015339	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015340	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015341	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015342	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015343	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015344	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015345	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015346	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015347	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015348	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015349	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015351	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015352	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015355	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015356	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015357	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015359	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015360	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015361	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015362	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015363	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015365	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015366	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015367	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015368	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015371	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015372	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015373	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015374	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015375	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015376	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015377	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015378	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015379	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015380	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015381	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015382	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015383	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015384	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015385	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015386	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015387	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015388	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015389	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015390	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015391	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015392	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015393	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015394	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015395	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015396	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015397	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015398	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015399	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015400	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015401	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015402	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015403	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015404	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015405	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015406	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015407	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015409	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015410	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015411	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015412	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015413	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015414	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015415	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015416	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015417	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015418	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015419	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015420	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015421	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015423	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015424	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015425	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015426	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015427	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015428	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015430	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015431	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015432	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015433	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015434	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015435	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015436	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015437	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015438	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015439	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015440	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015441	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015442	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0015443	0	0	0	0	0	empty_after_subset	TRUE
