HOG	n_species_present	n_max	n_min	total_genes	differential	exclusion_reason	excluded
N0.HOG0004307	17	1	1	17	0	retained	FALSE
N0.HOG0004312	17	1	1	17	0	retained	FALSE
N0.HOG0004313	17	1	1	17	0	retained	FALSE
N0.HOG0004314	17	1	1	17	0	retained	FALSE
N0.HOG0004315	17	1	1	17	0	retained	FALSE
N0.HOG0004316	17	1	1	17	0	retained	FALSE
N0.HOG0004317	17	1	1	17	0	retained	FALSE
N0.HOG0004320	17	1	1	17	0	retained	FALSE
N0.HOG0004321	17	1	1	17	0	retained	FALSE
N0.HOG0004323	17	1	1	17	0	retained	FALSE
N0.HOG0004327	17	1	1	17	0	retained	FALSE
N0.HOG0004328	17	1	1	17	0	retained	FALSE
N0.HOG0004330	17	1	1	17	0	retained	FALSE
N0.HOG0004331	17	1	1	17	0	retained	FALSE
N0.HOG0004333	17	1	1	17	0	retained	FALSE
N0.HOG0004335	17	1	1	17	0	retained	FALSE
N0.HOG0004337	17	1	1	17	0	retained	FALSE
N0.HOG0004338	17	1	1	17	0	retained	FALSE
N0.HOG0004339	17	1	1	17	0	retained	FALSE
N0.HOG0004342	17	1	1	17	0	retained	FALSE
N0.HOG0004343	17	1	1	17	0	retained	FALSE
N0.HOG0004346	17	1	1	17	0	retained	FALSE
N0.HOG0004348	17	1	1	17	0	retained	FALSE
N0.HOG0004349	17	1	1	17	0	retained	FALSE
N0.HOG0004350	17	1	1	17	0	retained	FALSE
N0.HOG0004351	17	1	1	17	0	retained	FALSE
N0.HOG0004352	17	1	1	17	0	retained	FALSE
N0.HOG0004355	17	1	1	17	0	retained	FALSE
N0.HOG0004356	17	1	1	17	0	retained	FALSE
N0.HOG0004358	17	1	1	17	0	retained	FALSE
N0.HOG0004361	17	1	1	17	0	retained	FALSE
N0.HOG0004362	17	1	1	17	0	retained	FALSE
N0.HOG0004365	17	1	1	17	0	retained	FALSE
N0.HOG0004367	17	1	1	17	0	retained	FALSE
N0.HOG0004368	17	1	1	17	0	retained	FALSE
N0.HOG0004371	17	1	1	17	0	retained	FALSE
N0.HOG0004373	17	1	1	17	0	retained	FALSE
N0.HOG0004374	17	1	1	17	0	retained	FALSE
N0.HOG0004375	17	1	1	17	0	retained	FALSE
N0.HOG0004376	17	1	1	17	0	retained	FALSE
N0.HOG0004378	17	1	1	17	0	retained	FALSE
N0.HOG0004379	17	1	1	17	0	retained	FALSE
N0.HOG0004381	17	1	1	17	0	retained	FALSE
N0.HOG0004382	17	1	1	17	0	retained	FALSE
N0.HOG0004384	17	1	1	17	0	retained	FALSE
N0.HOG0004394	17	1	1	17	0	retained	FALSE
N0.HOG0004395	17	1	1	17	0	retained	FALSE
N0.HOG0004398	17	1	1	17	0	retained	FALSE
N0.HOG0004399	17	1	1	17	0	retained	FALSE
N0.HOG0004400	17	1	1	17	0	retained	FALSE
N0.HOG0004401	17	1	1	17	0	retained	FALSE
N0.HOG0004402	17	1	1	17	0	retained	FALSE
N0.HOG0004404	17	1	1	17	0	retained	FALSE
N0.HOG0004405	17	1	1	17	0	retained	FALSE
N0.HOG0004406	17	1	1	17	0	retained	FALSE
N0.HOG0004407	17	1	1	17	0	retained	FALSE
N0.HOG0004408	17	1	1	17	0	retained	FALSE
N0.HOG0004409	17	1	1	17	0	retained	FALSE
N0.HOG0004411	17	1	1	17	0	retained	FALSE
N0.HOG0004412	17	1	1	17	0	retained	FALSE
N0.HOG0004413	17	1	1	17	0	retained	FALSE
N0.HOG0004415	17	1	1	17	0	retained	FALSE
N0.HOG0004416	17	1	1	17	0	retained	FALSE
N0.HOG0004417	17	1	1	17	0	retained	FALSE
N0.HOG0004419	17	1	1	17	0	retained	FALSE
N0.HOG0004420	17	1	1	17	0	retained	FALSE
N0.HOG0004421	17	1	1	17	0	retained	FALSE
N0.HOG0004422	17	1	1	17	0	retained	FALSE
N0.HOG0004424	17	1	1	17	0	retained	FALSE
N0.HOG0004425	17	1	1	17	0	retained	FALSE
N0.HOG0004426	17	1	1	17	0	retained	FALSE
N0.HOG0004427	17	1	1	17	0	retained	FALSE
N0.HOG0004429	17	1	1	17	0	retained	FALSE
N0.HOG0004431	17	1	1	17	0	retained	FALSE
N0.HOG0004432	17	1	1	17	0	retained	FALSE
N0.HOG0004435	17	1	1	17	0	retained	FALSE
N0.HOG0004436	17	1	1	17	0	retained	FALSE
N0.HOG0004439	17	1	1	17	0	retained	FALSE
N0.HOG0004440	17	1	1	17	0	retained	FALSE
N0.HOG0004441	17	1	1	17	0	retained	FALSE
N0.HOG0004444	17	1	1	17	0	retained	FALSE
N0.HOG0004446	17	1	1	17	0	retained	FALSE
N0.HOG0004450	17	1	1	17	0	retained	FALSE
N0.HOG0004452	17	1	1	17	0	retained	FALSE
N0.HOG0004453	17	1	1	17	0	retained	FALSE
N0.HOG0004454	17	1	1	17	0	retained	FALSE
N0.HOG0004456	17	1	1	17	0	retained	FALSE
N0.HOG0004457	17	1	1	17	0	retained	FALSE
N0.HOG0004460	17	1	1	17	0	retained	FALSE
N0.HOG0004461	17	1	1	17	0	retained	FALSE
N0.HOG0004464	17	1	1	17	0	retained	FALSE
N0.HOG0004465	17	1	1	17	0	retained	FALSE
N0.HOG0004467	17	1	1	17	0	retained	FALSE
N0.HOG0004473	17	1	1	17	0	retained	FALSE
N0.HOG0004474	17	1	1	17	0	retained	FALSE
N0.HOG0004476	17	1	1	17	0	retained	FALSE
N0.HOG0004477	17	1	1	17	0	retained	FALSE
N0.HOG0004479	17	1	1	17	0	retained	FALSE
N0.HOG0004480	17	1	1	17	0	retained	FALSE
N0.HOG0004483	17	1	1	17	0	retained	FALSE
N0.HOG0004484	17	1	1	17	0	retained	FALSE
N0.HOG0004486	17	1	1	17	0	retained	FALSE
N0.HOG0004487	17	1	1	17	0	retained	FALSE
N0.HOG0004488	17	1	1	17	0	retained	FALSE
N0.HOG0004489	17	1	1	17	0	retained	FALSE
N0.HOG0004490	17	1	1	17	0	retained	FALSE
N0.HOG0004493	17	1	1	17	0	retained	FALSE
N0.HOG0004495	17	1	1	17	0	retained	FALSE
N0.HOG0004496	17	1	1	17	0	retained	FALSE
N0.HOG0004497	17	1	1	17	0	retained	FALSE
N0.HOG0004499	17	1	1	17	0	retained	FALSE
N0.HOG0004500	17	1	1	17	0	retained	FALSE
N0.HOG0004501	17	1	1	17	0	retained	FALSE
N0.HOG0004502	17	1	1	17	0	retained	FALSE
N0.HOG0004505	17	1	1	17	0	retained	FALSE
N0.HOG0004506	17	1	1	17	0	retained	FALSE
N0.HOG0004507	17	1	1	17	0	retained	FALSE
N0.HOG0004509	17	1	1	17	0	retained	FALSE
N0.HOG0004512	17	1	1	17	0	retained	FALSE
N0.HOG0004513	17	1	1	17	0	retained	FALSE
N0.HOG0004515	17	1	1	17	0	retained	FALSE
N0.HOG0004517	17	1	1	17	0	retained	FALSE
N0.HOG0004518	17	1	1	17	0	retained	FALSE
N0.HOG0004519	17	1	1	17	0	retained	FALSE
N0.HOG0004520	17	1	1	17	0	retained	FALSE
N0.HOG0004522	17	1	1	17	0	retained	FALSE
N0.HOG0004523	17	1	1	17	0	retained	FALSE
N0.HOG0004524	17	1	1	17	0	retained	FALSE
N0.HOG0004525	17	1	1	17	0	retained	FALSE
N0.HOG0004527	17	1	1	17	0	retained	FALSE
N0.HOG0004528	17	1	1	17	0	retained	FALSE
N0.HOG0004529	17	1	1	17	0	retained	FALSE
N0.HOG0004532	17	1	1	17	0	retained	FALSE
N0.HOG0004534	17	1	1	17	0	retained	FALSE
N0.HOG0004535	17	1	1	17	0	retained	FALSE
N0.HOG0004536	17	1	1	17	0	retained	FALSE
N0.HOG0004538	17	1	1	17	0	retained	FALSE
N0.HOG0004540	17	1	1	17	0	retained	FALSE
N0.HOG0004541	17	1	1	17	0	retained	FALSE
N0.HOG0004542	17	1	1	17	0	retained	FALSE
N0.HOG0004545	17	1	1	17	0	retained	FALSE
N0.HOG0004547	17	1	1	17	0	retained	FALSE
N0.HOG0004548	17	1	1	17	0	retained	FALSE
N0.HOG0004551	17	1	1	17	0	retained	FALSE
N0.HOG0004552	17	1	1	17	0	retained	FALSE
N0.HOG0004554	17	1	1	17	0	retained	FALSE
N0.HOG0004555	17	1	1	17	0	retained	FALSE
N0.HOG0004556	17	1	1	17	0	retained	FALSE
N0.HOG0004561	17	1	1	17	0	retained	FALSE
N0.HOG0004566	17	1	1	17	0	retained	FALSE
N0.HOG0004569	17	1	1	17	0	retained	FALSE
N0.HOG0004571	17	1	1	17	0	retained	FALSE
N0.HOG0004572	17	1	1	17	0	retained	FALSE
N0.HOG0004573	17	1	1	17	0	retained	FALSE
N0.HOG0004577	17	1	1	17	0	retained	FALSE
N0.HOG0004578	17	1	1	17	0	retained	FALSE
N0.HOG0004581	17	1	1	17	0	retained	FALSE
N0.HOG0004582	17	1	1	17	0	retained	FALSE
N0.HOG0004587	17	1	1	17	0	retained	FALSE
N0.HOG0004588	17	1	1	17	0	retained	FALSE
N0.HOG0004589	17	1	1	17	0	retained	FALSE
N0.HOG0004590	17	1	1	17	0	retained	FALSE
N0.HOG0004591	17	1	1	17	0	retained	FALSE
N0.HOG0004592	17	1	1	17	0	retained	FALSE
N0.HOG0004593	17	1	1	17	0	retained	FALSE
N0.HOG0004595	17	1	1	17	0	retained	FALSE
N0.HOG0004597	17	1	1	17	0	retained	FALSE
N0.HOG0004598	17	1	1	17	0	retained	FALSE
N0.HOG0004602	17	1	1	17	0	retained	FALSE
N0.HOG0004603	17	1	1	17	0	retained	FALSE
N0.HOG0004605	17	1	1	17	0	retained	FALSE
N0.HOG0004606	17	1	1	17	0	retained	FALSE
N0.HOG0004607	17	1	1	17	0	retained	FALSE
N0.HOG0004608	17	1	1	17	0	retained	FALSE
N0.HOG0004611	17	1	1	17	0	retained	FALSE
N0.HOG0004612	17	1	1	17	0	retained	FALSE
N0.HOG0004613	17	1	1	17	0	retained	FALSE
N0.HOG0004614	17	1	1	17	0	retained	FALSE
N0.HOG0004616	17	1	1	17	0	retained	FALSE
N0.HOG0004618	17	1	1	17	0	retained	FALSE
N0.HOG0004620	17	1	1	17	0	retained	FALSE
N0.HOG0004621	17	1	1	17	0	retained	FALSE
N0.HOG0004622	17	1	1	17	0	retained	FALSE
N0.HOG0004623	17	1	1	17	0	retained	FALSE
N0.HOG0004625	17	1	1	17	0	retained	FALSE
N0.HOG0004626	17	1	1	17	0	retained	FALSE
N0.HOG0004627	17	1	1	17	0	retained	FALSE
N0.HOG0004628	17	1	1	17	0	retained	FALSE
N0.HOG0004630	17	1	1	17	0	retained	FALSE
N0.HOG0004631	17	1	1	17	0	retained	FALSE
N0.HOG0004632	17	1	1	17	0	retained	FALSE
N0.HOG0004633	17	1	1	17	0	retained	FALSE
N0.HOG0004634	17	1	1	17	0	retained	FALSE
N0.HOG0004636	17	1	1	17	0	retained	FALSE
N0.HOG0004637	17	1	1	17	0	retained	FALSE
N0.HOG0004638	17	1	1	17	0	retained	FALSE
N0.HOG0004639	17	1	1	17	0	retained	FALSE
N0.HOG0004640	17	1	1	17	0	retained	FALSE
N0.HOG0004645	17	1	1	17	0	retained	FALSE
N0.HOG0004646	17	1	1	17	0	retained	FALSE
N0.HOG0004647	17	1	1	17	0	retained	FALSE
N0.HOG0004648	17	1	1	17	0	retained	FALSE
N0.HOG0004649	17	1	1	17	0	retained	FALSE
N0.HOG0004650	17	1	1	17	0	retained	FALSE
N0.HOG0004651	17	1	1	17	0	retained	FALSE
N0.HOG0004652	17	1	1	17	0	retained	FALSE
N0.HOG0004653	17	1	1	17	0	retained	FALSE
N0.HOG0004655	17	1	1	17	0	retained	FALSE
N0.HOG0004656	17	1	1	17	0	retained	FALSE
N0.HOG0004657	17	1	1	17	0	retained	FALSE
N0.HOG0004658	17	1	1	17	0	retained	FALSE
N0.HOG0004660	17	1	1	17	0	retained	FALSE
N0.HOG0004662	17	1	1	17	0	retained	FALSE
N0.HOG0004665	17	1	1	17	0	retained	FALSE
N0.HOG0004667	17	1	1	17	0	retained	FALSE
N0.HOG0004668	17	1	1	17	0	retained	FALSE
N0.HOG0004669	17	1	1	17	0	retained	FALSE
N0.HOG0004673	17	1	1	17	0	retained	FALSE
N0.HOG0004674	17	1	1	17	0	retained	FALSE
N0.HOG0004676	17	1	1	17	0	retained	FALSE
N0.HOG0004677	17	1	1	17	0	retained	FALSE
N0.HOG0004678	17	1	1	17	0	retained	FALSE
N0.HOG0004679	17	1	1	17	0	retained	FALSE
N0.HOG0004681	17	1	1	17	0	retained	FALSE
N0.HOG0004682	17	1	1	17	0	retained	FALSE
N0.HOG0004683	17	1	1	17	0	retained	FALSE
N0.HOG0004685	17	1	1	17	0	retained	FALSE
N0.HOG0004686	17	1	1	17	0	retained	FALSE
N0.HOG0004687	17	1	1	17	0	retained	FALSE
N0.HOG0004688	17	1	1	17	0	retained	FALSE
N0.HOG0004689	17	1	1	17	0	retained	FALSE
N0.HOG0004690	17	1	1	17	0	retained	FALSE
N0.HOG0004691	17	1	1	17	0	retained	FALSE
N0.HOG0004692	17	1	1	17	0	retained	FALSE
N0.HOG0004693	17	1	1	17	0	retained	FALSE
N0.HOG0004695	17	1	1	17	0	retained	FALSE
N0.HOG0004696	17	1	1	17	0	retained	FALSE
N0.HOG0004697	17	1	1	17	0	retained	FALSE
N0.HOG0004698	17	1	1	17	0	retained	FALSE
N0.HOG0004700	17	1	1	17	0	retained	FALSE
N0.HOG0004701	17	1	1	17	0	retained	FALSE
N0.HOG0004702	17	1	1	17	0	retained	FALSE
N0.HOG0004703	17	1	1	17	0	retained	FALSE
N0.HOG0004710	17	1	1	17	0	retained	FALSE
N0.HOG0004711	17	1	1	17	0	retained	FALSE
N0.HOG0004713	17	1	1	17	0	retained	FALSE
N0.HOG0004714	17	1	1	17	0	retained	FALSE
N0.HOG0004715	17	1	1	17	0	retained	FALSE
N0.HOG0004716	17	1	1	17	0	retained	FALSE
N0.HOG0004718	17	1	1	17	0	retained	FALSE
N0.HOG0004719	17	1	1	17	0	retained	FALSE
N0.HOG0004721	17	1	1	17	0	retained	FALSE
N0.HOG0004724	17	1	1	17	0	retained	FALSE
N0.HOG0004725	17	1	1	17	0	retained	FALSE
N0.HOG0004726	17	1	1	17	0	retained	FALSE
N0.HOG0004728	17	1	1	17	0	retained	FALSE
N0.HOG0004729	17	1	1	17	0	retained	FALSE
N0.HOG0004730	17	1	1	17	0	retained	FALSE
N0.HOG0004732	17	1	1	17	0	retained	FALSE
N0.HOG0004733	17	1	1	17	0	retained	FALSE
N0.HOG0004735	17	1	1	17	0	retained	FALSE
N0.HOG0004736	17	1	1	17	0	retained	FALSE
N0.HOG0004739	17	1	1	17	0	retained	FALSE
N0.HOG0004740	17	1	1	17	0	retained	FALSE
N0.HOG0004741	17	1	1	17	0	retained	FALSE
N0.HOG0004742	17	1	1	17	0	retained	FALSE
N0.HOG0004746	17	1	1	17	0	retained	FALSE
N0.HOG0004747	17	1	1	17	0	retained	FALSE
N0.HOG0004749	17	1	1	17	0	retained	FALSE
N0.HOG0004752	17	1	1	17	0	retained	FALSE
N0.HOG0004753	17	1	1	17	0	retained	FALSE
N0.HOG0004755	17	1	1	17	0	retained	FALSE
N0.HOG0004756	17	1	1	17	0	retained	FALSE
N0.HOG0004757	17	1	1	17	0	retained	FALSE
N0.HOG0004761	17	1	1	17	0	retained	FALSE
N0.HOG0004762	17	1	1	17	0	retained	FALSE
N0.HOG0004763	17	1	1	17	0	retained	FALSE
N0.HOG0004764	17	1	1	17	0	retained	FALSE
N0.HOG0004765	17	1	1	17	0	retained	FALSE
N0.HOG0004766	17	1	1	17	0	retained	FALSE
N0.HOG0004767	17	1	1	17	0	retained	FALSE
N0.HOG0004770	17	1	1	17	0	retained	FALSE
N0.HOG0004771	17	1	1	17	0	retained	FALSE
N0.HOG0004773	17	1	1	17	0	retained	FALSE
N0.HOG0004776	17	1	1	17	0	retained	FALSE
N0.HOG0004779	17	1	1	17	0	retained	FALSE
N0.HOG0004782	17	1	1	17	0	retained	FALSE
N0.HOG0004783	17	1	1	17	0	retained	FALSE
N0.HOG0004784	17	1	1	17	0	retained	FALSE
N0.HOG0004787	17	1	1	17	0	retained	FALSE
N0.HOG0004789	17	1	1	17	0	retained	FALSE
N0.HOG0004790	17	1	1	17	0	retained	FALSE
N0.HOG0004791	17	1	1	17	0	retained	FALSE
N0.HOG0004792	17	1	1	17	0	retained	FALSE
N0.HOG0004793	17	1	1	17	0	retained	FALSE
N0.HOG0004794	17	1	1	17	0	retained	FALSE
N0.HOG0004795	17	1	1	17	0	retained	FALSE
N0.HOG0004796	17	1	1	17	0	retained	FALSE
N0.HOG0004797	17	1	1	17	0	retained	FALSE
N0.HOG0004801	17	1	1	17	0	retained	FALSE
N0.HOG0004803	17	1	1	17	0	retained	FALSE
N0.HOG0004804	17	1	1	17	0	retained	FALSE
N0.HOG0004805	17	1	1	17	0	retained	FALSE
N0.HOG0004808	17	1	1	17	0	retained	FALSE
N0.HOG0004810	17	1	1	17	0	retained	FALSE
N0.HOG0004814	17	1	1	17	0	retained	FALSE
N0.HOG0004815	17	1	1	17	0	retained	FALSE
N0.HOG0004816	17	1	1	17	0	retained	FALSE
N0.HOG0004819	17	1	1	17	0	retained	FALSE
N0.HOG0004820	17	1	1	17	0	retained	FALSE
N0.HOG0004822	17	1	1	17	0	retained	FALSE
N0.HOG0004823	17	1	1	17	0	retained	FALSE
N0.HOG0004824	17	1	1	17	0	retained	FALSE
N0.HOG0004825	17	1	1	17	0	retained	FALSE
N0.HOG0004826	17	1	1	17	0	retained	FALSE
N0.HOG0004827	17	1	1	17	0	retained	FALSE
N0.HOG0004829	17	1	1	17	0	retained	FALSE
N0.HOG0004830	17	1	1	17	0	retained	FALSE
N0.HOG0004831	17	1	1	17	0	retained	FALSE
N0.HOG0004832	17	1	1	17	0	retained	FALSE
N0.HOG0004834	17	1	1	17	0	retained	FALSE
N0.HOG0004835	17	1	1	17	0	retained	FALSE
N0.HOG0004838	17	1	1	17	0	retained	FALSE
N0.HOG0004839	17	1	1	17	0	retained	FALSE
N0.HOG0004840	17	1	1	17	0	retained	FALSE
N0.HOG0004841	17	1	1	17	0	retained	FALSE
N0.HOG0004842	17	1	1	17	0	retained	FALSE
N0.HOG0004845	17	1	1	17	0	retained	FALSE
N0.HOG0004846	17	1	1	17	0	retained	FALSE
N0.HOG0004847	17	1	1	17	0	retained	FALSE
N0.HOG0004848	17	1	1	17	0	retained	FALSE
N0.HOG0004849	17	1	1	17	0	retained	FALSE
N0.HOG0004850	17	1	1	17	0	retained	FALSE
N0.HOG0004852	17	1	1	17	0	retained	FALSE
N0.HOG0004853	17	1	1	17	0	retained	FALSE
N0.HOG0004854	17	1	1	17	0	retained	FALSE
N0.HOG0004855	17	1	1	17	0	retained	FALSE
N0.HOG0004856	17	1	1	17	0	retained	FALSE
N0.HOG0004857	17	1	1	17	0	retained	FALSE
N0.HOG0004858	17	1	1	17	0	retained	FALSE
N0.HOG0004860	17	1	1	17	0	retained	FALSE
N0.HOG0004861	17	1	1	17	0	retained	FALSE
N0.HOG0004864	17	1	1	17	0	retained	FALSE
N0.HOG0004865	17	1	1	17	0	retained	FALSE
N0.HOG0004866	17	1	1	17	0	retained	FALSE
N0.HOG0004867	17	1	1	17	0	retained	FALSE
N0.HOG0004868	17	1	1	17	0	retained	FALSE
N0.HOG0004869	17	1	1	17	0	retained	FALSE
N0.HOG0004870	17	1	1	17	0	retained	FALSE
N0.HOG0004871	17	1	1	17	0	retained	FALSE
N0.HOG0004872	17	1	1	17	0	retained	FALSE
N0.HOG0004873	17	1	1	17	0	retained	FALSE
N0.HOG0004877	17	1	1	17	0	retained	FALSE
N0.HOG0004879	17	1	1	17	0	retained	FALSE
N0.HOG0004880	17	1	1	17	0	retained	FALSE
N0.HOG0004881	17	1	1	17	0	retained	FALSE
N0.HOG0004882	17	1	1	17	0	retained	FALSE
N0.HOG0004883	17	1	1	17	0	retained	FALSE
N0.HOG0004884	17	1	1	17	0	retained	FALSE
N0.HOG0004885	17	1	1	17	0	retained	FALSE
N0.HOG0004886	17	1	1	17	0	retained	FALSE
N0.HOG0004887	17	1	1	17	0	retained	FALSE
N0.HOG0004890	17	1	1	17	0	retained	FALSE
N0.HOG0004892	17	1	1	17	0	retained	FALSE
N0.HOG0004893	17	1	1	17	0	retained	FALSE
N0.HOG0004894	17	1	1	17	0	retained	FALSE
N0.HOG0004896	17	1	1	17	0	retained	FALSE
N0.HOG0004897	17	1	1	17	0	retained	FALSE
N0.HOG0004898	17	1	1	17	0	retained	FALSE
N0.HOG0004899	17	1	1	17	0	retained	FALSE
N0.HOG0004901	17	1	1	17	0	retained	FALSE
N0.HOG0004902	17	1	1	17	0	retained	FALSE
N0.HOG0004905	17	1	1	17	0	retained	FALSE
N0.HOG0004906	17	1	1	17	0	retained	FALSE
N0.HOG0004907	17	1	1	17	0	retained	FALSE
N0.HOG0004908	17	1	1	17	0	retained	FALSE
N0.HOG0004910	17	1	1	17	0	retained	FALSE
N0.HOG0004913	17	1	1	17	0	retained	FALSE
N0.HOG0004914	17	1	1	17	0	retained	FALSE
N0.HOG0004915	17	1	1	17	0	retained	FALSE
N0.HOG0004916	17	1	1	17	0	retained	FALSE
N0.HOG0004917	17	1	1	17	0	retained	FALSE
N0.HOG0004918	17	1	1	17	0	retained	FALSE
N0.HOG0004919	17	1	1	17	0	retained	FALSE
N0.HOG0004920	17	1	1	17	0	retained	FALSE
N0.HOG0004921	17	1	1	17	0	retained	FALSE
N0.HOG0004922	17	1	1	17	0	retained	FALSE
N0.HOG0004923	17	1	1	17	0	retained	FALSE
N0.HOG0004924	17	1	1	17	0	retained	FALSE
N0.HOG0004925	17	1	1	17	0	retained	FALSE
N0.HOG0004926	17	1	1	17	0	retained	FALSE
N0.HOG0004929	17	1	1	17	0	retained	FALSE
N0.HOG0004930	17	1	1	17	0	retained	FALSE
N0.HOG0004931	17	1	1	17	0	retained	FALSE
N0.HOG0004932	17	1	1	17	0	retained	FALSE
N0.HOG0004933	17	1	1	17	0	retained	FALSE
N0.HOG0004934	17	1	1	17	0	retained	FALSE
N0.HOG0004935	17	1	1	17	0	retained	FALSE
N0.HOG0004937	17	1	1	17	0	retained	FALSE
N0.HOG0004938	17	1	1	17	0	retained	FALSE
N0.HOG0004940	17	1	1	17	0	retained	FALSE
N0.HOG0004944	17	1	1	17	0	retained	FALSE
N0.HOG0004946	17	1	1	17	0	retained	FALSE
N0.HOG0004947	17	1	1	17	0	retained	FALSE
N0.HOG0004949	17	1	1	17	0	retained	FALSE
N0.HOG0004950	17	1	1	17	0	retained	FALSE
N0.HOG0004951	17	1	1	17	0	retained	FALSE
N0.HOG0004954	17	1	1	17	0	retained	FALSE
N0.HOG0004955	17	1	1	17	0	retained	FALSE
N0.HOG0004956	17	1	1	17	0	retained	FALSE
N0.HOG0004957	17	1	1	17	0	retained	FALSE
N0.HOG0004958	17	1	1	17	0	retained	FALSE
N0.HOG0004959	17	1	1	17	0	retained	FALSE
N0.HOG0004962	17	1	1	17	0	retained	FALSE
N0.HOG0004967	17	1	1	17	0	retained	FALSE
N0.HOG0004970	17	1	1	17	0	retained	FALSE
N0.HOG0004971	17	1	1	17	0	retained	FALSE
N0.HOG0004972	17	1	1	17	0	retained	FALSE
N0.HOG0004973	17	1	1	17	0	retained	FALSE
N0.HOG0004976	17	1	1	17	0	retained	FALSE
N0.HOG0004977	17	1	1	17	0	retained	FALSE
N0.HOG0004978	17	1	1	17	0	retained	FALSE
N0.HOG0004979	17	1	1	17	0	retained	FALSE
N0.HOG0004981	17	1	1	17	0	retained	FALSE
N0.HOG0004984	17	1	1	17	0	retained	FALSE
N0.HOG0004985	17	1	1	17	0	retained	FALSE
N0.HOG0004986	17	1	1	17	0	retained	FALSE
N0.HOG0004988	17	1	1	17	0	retained	FALSE
N0.HOG0004991	17	1	1	17	0	retained	FALSE
N0.HOG0004992	17	1	1	17	0	retained	FALSE
N0.HOG0004998	17	1	1	17	0	retained	FALSE
N0.HOG0004999	17	1	1	17	0	retained	FALSE
N0.HOG0005000	17	1	1	17	0	retained	FALSE
N0.HOG0005003	17	1	1	17	0	retained	FALSE
N0.HOG0005004	17	1	1	17	0	retained	FALSE
N0.HOG0005007	17	1	1	17	0	retained	FALSE
N0.HOG0005008	17	1	1	17	0	retained	FALSE
N0.HOG0005009	17	1	1	17	0	retained	FALSE
N0.HOG0005014	17	1	1	17	0	retained	FALSE
N0.HOG0005015	17	1	1	17	0	retained	FALSE
N0.HOG0005017	17	1	1	17	0	retained	FALSE
N0.HOG0005021	17	1	1	17	0	retained	FALSE
N0.HOG0005022	17	1	1	17	0	retained	FALSE
N0.HOG0005025	17	1	1	17	0	retained	FALSE
N0.HOG0005026	17	1	1	17	0	retained	FALSE
N0.HOG0005028	17	1	1	17	0	retained	FALSE
N0.HOG0005029	17	1	1	17	0	retained	FALSE
N0.HOG0005035	17	1	1	17	0	retained	FALSE
N0.HOG0005036	17	1	1	17	0	retained	FALSE
N0.HOG0005037	17	1	1	17	0	retained	FALSE
N0.HOG0005039	17	1	1	17	0	retained	FALSE
N0.HOG0005040	17	1	1	17	0	retained	FALSE
N0.HOG0005042	17	1	1	17	0	retained	FALSE
N0.HOG0005044	17	1	1	17	0	retained	FALSE
N0.HOG0005045	17	1	1	17	0	retained	FALSE
N0.HOG0005047	17	1	1	17	0	retained	FALSE
N0.HOG0005048	17	1	1	17	0	retained	FALSE
N0.HOG0005049	17	1	1	17	0	retained	FALSE
N0.HOG0005052	17	1	1	17	0	retained	FALSE
N0.HOG0005053	17	1	1	17	0	retained	FALSE
N0.HOG0005054	17	1	1	17	0	retained	FALSE
N0.HOG0005056	17	1	1	17	0	retained	FALSE
N0.HOG0005057	17	1	1	17	0	retained	FALSE
N0.HOG0005058	17	1	1	17	0	retained	FALSE
N0.HOG0005060	17	1	1	17	0	retained	FALSE
N0.HOG0005061	17	1	1	17	0	retained	FALSE
N0.HOG0005062	17	1	1	17	0	retained	FALSE
N0.HOG0005063	17	1	1	17	0	retained	FALSE
N0.HOG0005064	17	1	1	17	0	retained	FALSE
N0.HOG0005065	17	1	1	17	0	retained	FALSE
N0.HOG0005067	17	1	1	17	0	retained	FALSE
N0.HOG0005069	17	1	1	17	0	retained	FALSE
N0.HOG0005070	17	1	1	17	0	retained	FALSE
N0.HOG0005071	17	1	1	17	0	retained	FALSE
N0.HOG0005072	17	1	1	17	0	retained	FALSE
N0.HOG0005073	17	1	1	17	0	retained	FALSE
N0.HOG0005074	17	1	1	17	0	retained	FALSE
N0.HOG0005075	17	1	1	17	0	retained	FALSE
N0.HOG0005078	17	1	1	17	0	retained	FALSE
N0.HOG0005079	17	1	1	17	0	retained	FALSE
N0.HOG0005080	17	1	1	17	0	retained	FALSE
N0.HOG0005081	17	1	1	17	0	retained	FALSE
N0.HOG0005082	17	1	1	17	0	retained	FALSE
N0.HOG0005083	17	1	1	17	0	retained	FALSE
N0.HOG0005084	17	1	1	17	0	retained	FALSE
N0.HOG0005085	17	1	1	17	0	retained	FALSE
N0.HOG0005086	17	1	1	17	0	retained	FALSE
N0.HOG0005087	17	1	1	17	0	retained	FALSE
N0.HOG0005088	17	1	1	17	0	retained	FALSE
N0.HOG0005089	17	1	1	17	0	retained	FALSE
N0.HOG0005090	17	1	1	17	0	retained	FALSE
N0.HOG0005091	17	1	1	17	0	retained	FALSE
N0.HOG0005092	17	1	1	17	0	retained	FALSE
N0.HOG0005093	17	1	1	17	0	retained	FALSE
N0.HOG0005094	17	1	1	17	0	retained	FALSE
N0.HOG0005095	17	1	1	17	0	retained	FALSE
N0.HOG0005096	17	1	1	17	0	retained	FALSE
N0.HOG0005097	17	1	1	17	0	retained	FALSE
