gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0263133,mEFG1,mitochondrial translation elongation factor G 1,PROTEIN_CODING,Ovary,Fat Body,Ganglion,0.348993825069075,1.3547038602826045,1.4312970808636063,0.47087488667271077,0.4983361064891847,0.5468642788527515
FBgn0263143,vret,vreteno,PROTEIN_CODING,Ovary,Fat Body,Brain,0.67385544557003485,-0.689298475536033,-1.5703128250972704,0.9254573170731707,0.640625,0.38095238095238093
FBgn0263144,bin3,bicoid-interacting protein 3,PROTEIN_CODING,Ovary,Fat Body,Brain,0.3885652707137985,1.6765752093157744,1.017073416820067,0.5955825617283951,0.5116753150481839,0.3613445378151261
FBgn0263197,Patronin,Patronin,PROTEIN_CODING,Brain,Midgut,Brain,0.9302339514133283,0.6157543024705647,1.0637523305651166,0.401430565247732,0.08685286103542231,0.429230135858378
FBgn0263198,Acn,Acinus,PROTEIN_CODING,Brain,Salivary Gland,Brain,1.3197279434190976,0.6041610158613588,1.8929376601640788,0.5470240366272415,0.31842923794712286,0.5822294681067862
FBgn0263199,Galk,Galactokinase,PROTEIN_CODING,Fat Body,Salivary Gland,Fat Body,3.4468582067828244,2.34397408865974,2.485351866931722,0.8198779041230366,0.5440584088620343,0.8000676129734454
FBgn0263200,Galt,Galactose-1-phosphate uridylyltransferase,PROTEIN_CODING,Fat Body,Tubule,Fat Body,3.664045362652644,2.5325893618890953,2.4937953704875295,0.8313622964626615,0.6673915531647019,0.8430714751654086
FBgn0263201,scaRNA:MeU1b-A234,small Cajal body-specific RNA : MeU1b-A234,snoRNA,Eye,Tubule,Midgut,21.332107045383193,21.61414231610939,-1.0821266074533382,1,1,0.766288105200239
FBgn0263206,CG43376,NA,PROTEIN_CODING,Tubule,Salivary Gland,Tubule,20.447584725205136,18.81127747189662,-2.3346381230205773,0.7604895104895105,0.5489130434782609,0.5916561314791402
FBgn0263207,CR43377,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263208,CR43378,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263209,CR43379,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263210,CR43380,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263211,CR43381,NA,PSEUDO,Eye,Fat Body,Eye,17.09507760653483,-16.747157113536595,15.872698924987581,1,NA,1
FBgn0263212,CR43382,NA,PSEUDO,Eye,Fat Body,Eye,19.17035787415505,0,-2.3066552799033815,0.9639830508474576,NA,1
FBgn0263213,CR43383,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263214,CR43384,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263215,CR43385,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263216,CG43386,NA,PROTEIN_CODING,Eye,Hindgut,Eye,1.4594287496475902,1.506350541331721,0.8724489430986284,0.7769886363636364,0.78,0.900360144057623
FBgn0263217,lncRNA:CR43387,long non-coding RNA:CR43387,ncRNA,Brain,Hindgut,Tubule,0,16.98816319530202,-3.306921459427319,NA,1,0.9014778325123152
FBgn0263219,Dscam4,Down syndrome cell adhesion molecule 4,PROTEIN_CODING,Brain,Salivary Gland,Brain,5.157114038184453,-1.9205579496413674,3.368416350774313,0.9145700636942675,0.5892857142857144,0.9139297848244621
FBgn0263220,Hk,Hyperkinetic,PROTEIN_CODING,Ganglion,Hindgut,Eye,3.9099892136584486,1.954182930659038,2.317579490081496,0.7921520539546291,0.7419354838709677,0.7665830327740316
FBgn0263231,bel,belle,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.25517466058868493,0.9658006377524753,0.1121192215752592,0.329033889731917,0.38108795735401024,0.23838471558836297
FBgn0263232,Nxf3,Nuclear export factor 3,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.6171917437574415,1.310101781055068,2.006425301638298,0.7833633904418396,0.4783950617283951,0.5895238095238096
FBgn0263233,robls54B,roadblock similar 54B,PROTEIN_CODING,Brain,Salivary Gland,Ganglion,0,2.375861355610963,-1.544312615795172,0.5357142857142857,0.9747706422018348,0.9166666666666667
FBgn0263234,Phae1,Phaedra 1,PROTEIN_CODING,Midgut,Tubule,Midgut,4.333285375486788,-0.9173290176221223,3.963084467601472,0.9304581097812629,0.6756877656005368,0.9660535278361071
FBgn0263235,Phae2,Phaedra 2,PROTEIN_CODING,Midgut,Midgut,Midgut,4.119404569781809,-1.033276072897063,3.9219938369811906,0.987677304964539,0.6983333333333334,0.9915988314954013
FBgn0263236,SP1029,SP1029,PROTEIN_CODING,Brain,Hindgut,Brain,0.8857427367453989,-2.081529244893038,1.9912370265040051,0.6893887362637362,0.752906976744186,0.7084421235857267
FBgn0263237,Cdk7,Cyclin-dependent kinase 7,PROTEIN_CODING,Ovary,Fat Body,Ganglion,0.42136426530923216,0.681663737002816,1.784634445575737,0.5742277992277992,0.32015985790408524,0.5375769355361192
FBgn0263239,dar1,dendritic arbor reduction 1,PROTEIN_CODING,Hindgut,Midgut,Hindgut,3.3671109465121267,2.213479416343713,1.6251499382824603,0.9245594713656388,0.8485130111524164,0.8516483516483516
FBgn0263240,Coop,Corepressor of Pangolin,PROTEIN_CODING,Eye,Hindgut,Eye,0.9609575587087528,0.2507559980304429,1.1394496530977727,0.7680798004987531,0.8205128205128205,0.8552166934189406
FBgn0263241,Mocs1,Molybdenum cofactor synthesis 1,PROTEIN_CODING,Midgut,Fat Body,Midgut,1.8718079003030248,1.0968613021574978,2.5080242146711584,0.7144615384615385,0.6331168831168831,0.8665332120109189
FBgn0263246,CG43389,NA,PROTEIN_CODING,Midgut,Midgut,Eye,-0.48541858333990234,2.0030784674706648,-1.9998918046340932,0.85,0.7590618336886994,1
FBgn0263247,CG43390,NA,PROTEIN_CODING,Brain,Fat Body,Brain,-21.437460007045253,0,0,NA,NA,NA
FBgn0263248,CG43391,NA,PROTEIN_CODING,Brain,Fat Body,Ganglion,-21.022422677096746,0,17.988157646506952,NA,NA,1
FBgn0263249,CG43392,NA,PROTEIN_CODING,Ovary,Hindgut,Fat Body,-0.27301745799151067,20.52611807430139,-1.9565114442219487,0.859375,0.9105960264900662,0.9652374178689967
FBgn0263250,CG43393,NA,PROTEIN_CODING,Eye,Fat Body,Fat Body,16.095087911388998,-14.872722969303823,-2.853445686312317,0.9464285714285714,NA,0.7272727272727273
FBgn0263251,vnc,variable nurse cells,PROTEIN_CODING,Ovary,Fat Body,Fat Body,0.38902834388344837,2.139730725600632,-0.2731287688222361,0.7976262933657943,0.6517790495148046,0.2790624010136205
FBgn0263256,CG43394,NA,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,4.2077113065706415,2.032515447798919,2.6434000984956723,0.9559676250302005,0.7393961179007907,0.8961892721690445
FBgn0263257,Cngl,Cyclic nucleotide-gated ion channel-like,PROTEIN_CODING,Brain,Fat Body,Brain,4.447672008974816,-0.8073394649143597,2.5017744828037274,0.8816148390616475,0.9375,0.8789882150043116
FBgn0263258,chas,chascon,PROTEIN_CODING,Salivary Gland,Hindgut,Salivary Gland,2.161326970637441,1.4032672737131149,2.3316032171226024,0.7750298864315601,0.9201323251417769,0.8236167842554771
FBgn0263260,sel,seele,PROTEIN_CODING,Midgut,Fat Body,Midgut,1.7898646488450063,2.441132432431335,1.0262967086209478,0.771204461563152,0.8337674682731717,0.7296672363526692
FBgn0263270,CG43396,NA,PROTEIN_CODING,Brain,Fat Body,Brain,3.5145669039925385,-16.872686902679188,-1.4405721714894246,0.8453125,NA,0.7156023699802502
FBgn0263271,CG43397,NA,PROTEIN_CODING,Ovary,Fat Body,Tubule,3.9998647545247334,0.15259906544493668,-3.8672598216175453,0.7890625,1,0.8666283414774361
FBgn0263278,Fic,Fic domain-containing protein,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.3815046752539497,1.8705886589776641,1.2118385386020514,0.685532084495815,0.6912678682411436,0.6164254247954688
FBgn0263289,scrib,scribble,PROTEIN_CODING,Eye,Salivary Gland,Eye,0.8293174984648264,1.1839013228645408,0.824804249781242,0.38145678595543553,0.3006981382978723,0.4716449696012091
FBgn0263290,lncRNA:CR43399,long non-coding RNA:CR43399,ncRNA,Tubule,Tubule,Tubule,3.7407501482068297,1.9634633963099222,1.1078026229103308,0.7667322834645669,0.6153846153846154,0.808
FBgn0263314,CG43400,NA,PROTEIN_CODING,Tubule,Midgut,Tubule,22.126916482645274,0.23851183968959436,1.7842684649271776,0.9617903930131004,0.7380952380952381,0.934331797235023
FBgn0263316,Mrp4,Multidrug resistance protein 4,PROTEIN_CODING,Tubule,Tubule,Tubule,4.267112443563095,3.76399991428759,2.9237642504379675,0.9110115816141875,0.8947765164952111,0.891275993601575
FBgn0263320,CG43401,NA,PROTEIN_CODING,Brain,Fat Body,Fat Body,15.287748446474637,17.19461259309285,-2.651389227347194,1,1,0.975317875841436
FBgn0263321,CG43402,NA,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.89373647687211,2.068169730598572,1.1876046386312393,0.9385344987911475,0.9836538461538462,0.9748647788736876
FBgn0263322,CG43403,NA,PROTEIN_CODING,Brain,Midgut,Fat Body,0,16.457653410847605,-0.9584804822333324,NA,1,0.939209726443769
FBgn0263323,lncRNA:CR43404,long non-coding RNA:CR43404,ncRNA,Fat Body,Fat Body,Fat Body,17.68003667228824,0,-2.341357643467197,0.9583333333333334,NA,0.8147699757869249
FBgn0263324,CG43405,NA,PROTEIN_CODING,Midgut,Fat Body,Tubule,19.375177342408584,20.029180714263088,-3.167685932899174,0.9448529411764706,1,0.9295681063122924
FBgn0263325,lncRNA:CR43406,long non-coding RNA:CR43406,ncRNA,Brain,Midgut,Brain,20.08212954562423,16.457653410847605,-1.2200475451964043,0.9121621621621622,1,0.7987012987012987
FBgn0263326,CG43407,NA,PROTEIN_CODING,Ganglion,Fat Body,Fat Body,16.287730413124752,0,-2.9999987977547766,1,NA,0.8965986394557823
FBgn0263327,lncRNA:CR43408,long non-coding RNA:CR43408,ncRNA,Brain,Tubule,Brain,20.342995899783343,-1.3784938672529248,0.2051142971265405,0.9088345864661654,1,0.8700516351118761
FBgn0263328,lncRNA:CR43409,long non-coding RNA:CR43409,ncRNA,Brain,Fat Body,Tubule,0,0,-2.5145561697809087,NA,NA,1
FBgn0263329,lncRNA:CR43410,long non-coding RNA:CR43410,ncRNA,Brain,Fat Body,Brain,0.5742350414172538,0.11547708530515675,-0.5474874448504835,0.6138059701492538,0.6730769230769231,0.6857142857142857
FBgn0263330,lncRNA:CR43411,long non-coding RNA:CR43411,ncRNA,Fat Body,Tubule,Fat Body,3.1018302946022396,20.59149404082439,1.8412136711893272,0.8633084144645341,0.7341772151898734,0.9261729434041658
FBgn0263331,lncRNA:CR43412,long non-coding RNA:CR43412,ncRNA,Brain,Fat Body,Fat Body,0,0,-2.1639571046893105,NA,NA,0.9604157452454666
FBgn0263332,asRNA:CR43413,antisense RNA:CR43413,ncRNA,Brain,Fat Body,Brain,20.79550781243751,-18.332110870704433,-0.129837381962616,0.9162087912087912,NA,0.89942344650864825
FBgn0263333,lncRNA:CR43414,long non-coding RNA:CR43414,ncRNA,Brain,Fat Body,Tubule,0,0.15200149046748046,-2.7204719086495635,NA,1,0.8441558441558442
FBgn0263334,lncRNA:CR43415,long non-coding RNA:CR43415,ncRNA,Brain,Fat Body,Tubule,0,-17.287721396365278,-2.8819406756823613,NA,NA,0.9755102040816326
FBgn0263335,lncRNA:CR43416,long non-coding RNA:CR43416,ncRNA,Brain,Fat Body,Fat Body,0,0,-1.5305094761594666,NA,NA,0.9206349206349207
FBgn0263336,lncRNA:CR43417,long non-coding RNA:CR43417,ncRNA,Fat Body,Fat Body,Fat Body,3.1449196761449745,0.6674236132059862,0.8392242572363837,0.8766025641025641,0.9290123456790124,0.9092268678067494
FBgn0263337,lncRNA:CR43418,long non-coding RNA:CR43418,ncRNA,Midgut,Hindgut,Fat Body,1.5235501950552097,0.2630320013640998,-1.2094527259207803,0.9891304347826086,1,0.8794642857142857
FBgn0263338,lncRNA:CR43419,long non-coding RNA:CR43419,ncRNA,Brain,Fat Body,Brain,20.21845089964877,-0.2630295969384872,-0.308122075170939,0.8944672131147541,1,0.8730158730158729
FBgn0263339,lncRNA:CR43420,long non-coding RNA:CR43420,ncRNA,Ganglion,Fat Body,Brain,4.523492959398435,2.3218992414193456,0.11547703245932983,0.8858695652173914,0.9625,0.9186813186813187
FBgn0263340,lncRNA:CR43421,long non-coding RNA:CR43421,ncRNA,Brain,Fat Body,Brain,0,-15.609669328049094,-17.931574340092794,NA,NA,NA
FBgn0263341,lncRNA:CR43422,long non-coding RNA:CR43422,ncRNA,Brain,Fat Body,Fat Body,14.287784512498185,0,-4.6293479675806655,1,NA,0.9642857142857143
FBgn0263342,lncRNA:CR43423,long non-coding RNA:CR43423,ncRNA,Midgut,Fat Body,Midgut,1.6236942322606982,1.1096204168267871,1.1016616337616703,0.7218543046357616,0.4695121951219512,0.7346097201767304
FBgn0263343,lncRNA:CR43424,long non-coding RNA:CR43424,ncRNA,Ganglion,Fat Body,Fat Body,-0.3785082939869327,-0.10691441123280897,-1.830072694256389,0.8875000000000001,0.6346153846153846,0.8634920634920634
FBgn0263344,asRNA:CR43425,antisense RNA:CR43425,ncRNA,Brain,Fat Body,Brain,16.287730413124752,0,17.19461259309285,0.765625,NA,0.8285714285714285
FBgn0263345,asRNA:CR43426,antisense RNA:CR43426,ncRNA,Ganglion,Fat Body,Ganglion,5.906748737807155,1.807329160060191,0.7520709442047533,0.8770833333333333,0.875,0.8214285714285714
FBgn0263346,smash,smallish,PROTEIN_CODING,Midgut,Hindgut,Salivary Gland,1.4469668670422091,1.1312880437820434,1.1860172159201476,0.497390947467167,0.2715873015873016,0.45443692797453245
FBgn0263351,AP-2mu,"Adaptor Protein complex 2, mu subunit",PROTEIN_CODING,Ganglion,Fat Body,Ganglion,1.409929223704468,0.5918022214843398,1.6523131152596562,0.5328640020763042,0.32592905405405415,0.49655765920826156
FBgn0263352,Unr,Upstream of N-ras,PROTEIN_CODING,Brain,Fat Body,Brain,0.39754248381328067,0.7333787615910765,1.0536983197730487,0.45886437908496736,0.25356415478615074,0.5076538444668626
FBgn0263353,dths,deathstar,PROTEIN_CODING,Brain,Salivary Gland,Brain,4.861291871754973,1.2700841957153883,2.7632356654026657,0.8947821100917431,0.9146341463414633,0.8630178046879683
FBgn0263354,CG42784,NA,PROTEIN_CODING,Brain,Fat Body,Brain,4.482548502464506,-0.2895037026889883,2.6060238798312407,0.869177449168207,0.6388888888888888,0.8749942489072924
FBgn0263355,CG31688,NA,PROTEIN_CODING,Brain,Fat Body,Midgut,0.975032910768893,1.0995353071523017,1.9079153753697398,0.25514339152119697,0.23166666666666666,0.5652597402597402
FBgn0263376,CG43428,NA,PROTEIN_CODING,Brain,Salivary Gland,Brain,16.457653410847605,14.287784512498185,0.999981966650114,0.875,1,0.8928571428571429
FBgn0263377,asRNA:CR43429,antisense RNA:CR43429,ncRNA,Midgut,Fat Body,Salivary Gland,-0.3219208815744574,14.872722969303823,-0.41502547717081456,0.75,0.6666666666666666,0.5238095238095237
FBgn0263378,asRNA:CR43430,antisense RNA:CR43430,ncRNA,Ovary,Fat Body,Fat Body,0.5569636398354693,1.7024542466347468,-0.1282544628450383,0.8968015117581187,0.3994413407821229,0.5008098477486234
FBgn0263379,lncRNA:CR43431,long non-coding RNA:CR43431,ncRNA,Ganglion,Fat Body,Ganglion,4.222346908542075,-1.2630175746300918,2.3219136680451546,0.8995535714285714,0.95,0.8285714285714285
FBgn0263380,lncRNA:marge,long non-coding RNA:marge,ncRNA,Tubule,Hindgut,Tubule,2.1861442602241272,-3.4405708903284413,4.375889080922919,0.9441981495759445,0.49350649350649345,0.9538084010970505
FBgn0263381,asRNA:CR43433,antisense RNA:CR43433,ncRNA,Ganglion,Fat Body,Tubule,17.747150555876573,16.747157113536595,-2.2043535869651034,0.8465909090909091,1,0.732919254658385
FBgn0263382,lncRNA:CR43434,long non-coding RNA:CR43434,ncRNA,Brain,Tubule,Ganglion,15.609669328049094,16.095087911388998,15.872698924987581,1,0.7857142857142858,1
FBgn0263383,lncRNA:CR43435,long non-coding RNA:CR43435,ncRNA,Ganglion,Fat Body,Ganglion,5.58492718519944,-0.45942670041184325,3.332978285226806,0.9915364583333334,1,0.9934569247546347
FBgn0263384,lncRNA:CR43436,long non-coding RNA:CR43436,ncRNA,Hindgut,Salivary Gland,Tubule,16.287730413124752,2.5360494889473046,-3.483076915473395,0.875,0.9605911330049262,0.7597402597402597
FBgn0263385,lncRNA:CR43437,long non-coding RNA:CR43437,ncRNA,Ganglion,Fat Body,Tubule,19.218452082184236,-17.19461259309285,-4.691158602536257,0.8852459016393442,NA,0.6156462585034014
FBgn0263386,CG43438,NA,PROTEIN_CODING,Brain,Fat Body,Eye,0,0,-1.3218848155509093,NA,NA,1
FBgn0263387,CG43439,NA,PROTEIN_CODING,Tubule,Fat Body,Fat Body,-1.3536271973323546,-0.29822373451132955,-3.453849995928443,0.7222222222222222,0.9861111111111112,0.8599129402453503
FBgn0263388,lncRNA:CR43440,long non-coding RNA:CR43440,ncRNA,Salivary Gland,Salivary Gland,Salivary Gland,20.960138428724225,1.8300730783061494,1.028288316358428,0.9957107843137255,1,0.9916782246879334
FBgn0263389,CR43441,NA,PSEUDO,Eye,Fat Body,Ganglion,16.095087911388998,-16.872686902679188,-5.247911905428335,1,NA,0.8412698412698413
FBgn0263390,Nha2,Na[+]/H[+] hydrogen antiporter 2,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,6.7347245869649015,3.8630027359503023,4.903003335747696,0.9724989402289106,0.7704908990623276,0.9459677602194664
FBgn0263391,hts,hu li tai shao,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.0200029991230168,1.410305107233407,0.7625519356683677,0.46712564543889845,0.5110656499907011,0.34012793176972284
FBgn0263392,Tet,Ten-Eleven Translocation (TET) family protein,PROTEIN_CODING,Tubule,Fat Body,Tubule,2.7613024215794257,0.595516063944299,1.7267799416733132,0.7115973072215422,0.3819241982507289,0.639676113360324
FBgn0263395,hppy,happyhour,PROTEIN_CODING,Ganglion,Midgut,Brain,1.0099290169267483,1.2351229644927813,1.0756169333140218,0.48233882030178327,0.3887596899224806,0.4002026342451875
FBgn0263396,sqd,squid,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.39380614094210326,0.934372618727494,0.8122608065311501,0.43299947052594423,0.38554639947560637,0.33790462695882456
FBgn0263397,Ih,I[[h]] channel,PROTEIN_CODING,Eye,Fat Body,Eye,2.9310798340861064,1.2863729456609148,1.6937456626651952,0.7078681710213777,0.950220156555773,0.7493144101099771
FBgn0263398,Uck,Uridine-cytidine kinase,PROTEIN_CODING,Ganglion,Tubule,Salivary Gland,1.056866198612655,2.3396096452467803,0.5543122464173471,0.32376156777354387,0.7345831747240198,0.18220858895705527
FBgn0263399,CG43445,NA,PROTEIN_CODING,Brain,Fat Body,Brain,18.095072454080142,0,1.7127124782131031,0.8571428571428572,NA,0.784503631961259
FBgn0263400,CG43446,NA,PROTEIN_CODING,Midgut,Midgut,Midgut,2.074960590638108,1.9097046052696134,2.8039988108274216,0.7614715189873418,0.9638084632516704,0.8933976384500248
FBgn0263401,CG43447,NA,PROTEIN_CODING,Brain,Salivary Gland,Fat Body,14.287784512498185,0,-3.0071904483941303,1,1,0.8514285714285714
FBgn0263402,CG43448,NA,PROTEIN_CODING,Eye,Salivary Gland,Eye,1.7083253001251297,-3.554572352883478,-0.6374298013448909,0.9221804511278195,1,0.8452380952380952
FBgn0263403,CG43449,NA,PROTEIN_CODING,Brain,Fat Body,Fat Body,14.287784512498185,0,-2.15252115071692,1,NA,0.8540596094552929
FBgn0263404,CG43450,NA,PROTEIN_CODING,Brain,Fat Body,Fat Body,0,-18.872677885882144,-2.726785495336346,NA,NA,0.9196428571428571
FBgn0263405,lncRNA:CR43451,long non-coding RNA:CR43451,ncRNA,Ovary,Fat Body,Brain,14.287784512498185,15.287748446474637,-18.902425167937245,1,1,NA
FBgn0263406,lncRNA:CR43452,long non-coding RNA:CR43452,ncRNA,Ganglion,Hindgut,Ganglion,1.485424177327345,-2.662924516801025,0.1910481346551716,0.9158163265306123,1,0.6976744186046512
FBgn0263407,lncRNA:CR43453,long non-coding RNA:CR43453,ncRNA,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263408,asRNA:CR43454,antisense RNA:CR43454,ncRNA,Tubule,Tubule,Tubule,4.221499080569221,4.488271165658928,3.4654702021979147,0.8909426987060998,0.9245049504950495,0.8764424990051731
FBgn0263409,lncRNA:CR43455,long non-coding RNA:CR43455,ncRNA,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0263410,lncRNA:CR43456,long non-coding RNA:CR43456,ncRNA,Fat Body,Fat Body,Fat Body,2.5235321617053237,0,-2.071603767807652,0.9021739130434783,NA,0.8824273072060682
FBgn0263411,lncRNA:CR43457,long non-coding RNA:CR43457,ncRNA,Ganglion,Midgut,Hindgut,17.609647687893982,17.609647687893982,-3.7412637393403205,0.925,1,0.6460554371002133
FBgn0263412,lncRNA:CR43458,long non-coding RNA:CR43458,ncRNA,Hindgut,Fat Body,Fat Body,-2.3767168099638756,0,0.884521934843431,0.8064516129032258,NA,0.9444444444444444
FBgn0263413,lncRNA:CR43459,long non-coding RNA:CR43459,ncRNA,Ganglion,Midgut,Ganglion,2.3126500966367907,1.468254903823593,0.32365187980928206,0.6088306451612904,0.3619733924611973,0.43841692255202996
FBgn0263414,asRNA:CR43460,antisense RNA:CR43460,ncRNA,Ovary,Midgut,Tubule,0.8326483397213594,1.0573311495241413,-0.043721311174766714,0.8108288770053476,0.5909090909090909,0.5252747252747253
FBgn0263415,lncRNA:CR43461,long non-coding RNA:CR43461,ncRNA,Tubule,Salivary Gland,Tubule,6.171567866520505,3.2882691716592864,4.23992883126809,0.992390516616627,0.9367968232958306,0.9815432510562597
FBgn0263441,asRNA:CR43464,antisense RNA:CR43464,ncRNA,Brain,Midgut,Brain,5.014938690885962,2.1429486534970095,2.387021840818114,0.8559922680412371,0.7641509433962265,0.8892557022809123
FBgn0263442,asRNA:CR43465,antisense RNA:CR43465,ncRNA,Tubule,Salivary Gland,Tubule,2.5024946829174195,0.9411053892255341,-2.7813585280940725,0.7321428571428571,0.6475694444444444,0.625
FBgn0263443,asRNA:CR43466,antisense RNA:CR43466,ncRNA,Brain,Fat Body,Fat Body,18.287716887964407,-16.98816319530202,-0.442003828557287,0.94140625,NA,0.8355795148247979
FBgn0263444,asRNA:CR43467,antisense RNA:CR43467,ncRNA,Eye,Fat Body,Eye,14.287784512498185,0,14.872722969303823,0.8125,NA,0.8571428571428571
FBgn0263445,asRNA:CR43468,antisense RNA:CR43468,ncRNA,Midgut,Midgut,Midgut,4.18667016976189,1.6091828532504024,3.5243251442422254,0.9321196445151877,0.8972900480947096,0.9214242528934184
FBgn0263446,asRNA:CR43469,antisense RNA:CR43469,ncRNA,Midgut,Midgut,Midgut,1.9068641466182104,0.26302959693848715,4.392180030447694,0.8,0.8333333333333333,0.8707482993197279
