comparison	set	pathway	pathway_name	foreground_ratio	background_ratio	p_value	p_BH	q_value	foreground_HOGs	foreground_n	foreground_total	background_total
P_to_P	concordant_down	map00040	Pentose and glucuronate interconversions	1/34	22/3559	0.19088185421422565	0.46685014644733397	0.3973192735721991	N13.HOG0002589	1	34	3559
P_to_P	concordant_down	map04530	Tight junction	2/34	86/3559	0.19781090530463116	0.46685014644733397	0.3973192735721991	N13.HOG0001450/N13.HOG0007025	2	34	3559
P_to_P	concordant_down	map05204	Chemical carcinogenesis - DNA adducts	1/34	23/3559	0.19865963678609955	0.46685014644733397	0.3973192735721991	N13.HOG0002589	1	34	3559
P_to_P	concordant_down	map04810	Regulation of actin cytoskeleton	2/34	95/3559	0.22958329095013066	0.526361691446641	0.4479673969758647	N13.HOG0001450/N13.HOG0007025	2	34	3559
P_to_P	concordant_down	map00380	Tryptophan metabolism	1/34	29/3559	0.24382480708987253	0.5317714945847059	0.4525714847529412	N13.HOG0002362	1	34	3559
P_to_P	concordant_down	map04512	ECM-receptor interaction	1/34	30/3559	0.2511080809026045	0.5317714945847059	0.4525714847529412	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map04961	Endocrine and other factor-regulated calcium reabsorption	1/34	30/3559	0.2511080809026045	0.5317714945847059	0.4525714847529412	N13.HOG0006550	1	34	3559
P_to_P	concordant_down	map04932	Non-alcoholic fatty liver disease	2/34	102/3559	0.2545714601735294	0.5317714945847059	0.4525714847529412	N13.HOG0002755/N13.HOG0008110	2	34	3559
P_to_P	concordant_down	map00620	Pyruvate metabolism	1/34	34/3559	0.2795662609580595	0.5460107519758668	0.46469000168158875	N13.HOG0003542	1	34	3559
P_to_P	concordant_down	map05012	Parkinson disease	2/34	110/3559	0.28324267499131484	0.5460107519758668	0.46469000168158875	N13.HOG0002755/N13.HOG0008110	2	34	3559
P_to_P	concordant_down	map05110	Vibrio cholerae infection	1/34	36/3559	0.2933989181656885	0.5460107519758668	0.46469000168158875	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map05132	Salmonella infection	1/34	36/3559	0.2933989181656885	0.5460107519758668	0.46469000168158875	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map03050	Proteasome	1/34	38/3559	0.30697364776214187	0.5460107519758668	0.46469000168158875	N13.HOG0002572	1	34	3559
P_to_P	concordant_down	map04924	Renin secretion	1/34	38/3559	0.30697364776214187	0.5460107519758668	0.46469000168158875	N13.HOG0011191	1	34	3559
P_to_P	concordant_down	map05130	Pathogenic Escherichia coli infection	1/34	38/3559	0.30697364776214187	0.5460107519758668	0.46469000168158875	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map05010	Alzheimer disease	2/34	118/3559	0.3118724513793487	0.5460107519758668	0.46469000168158875	N13.HOG0002755/N13.HOG0008110	2	34	3559
P_to_P	concordant_down	map05230	Central carbon metabolism in cancer	1/34	39/3559	0.31366575113507245	0.5460107519758668	0.46469000168158875	N13.HOG0003542	1	34	3559
P_to_P	concordant_down	map00983	Drug metabolism - other enzymes	1/34	41/3559	0.3268623129853657	0.5486617396540068	0.4669461614076653	N13.HOG0002589	1	34	3559
P_to_P	concordant_down	map05142	Chagas disease	1/34	41/3559	0.3268623129853657	0.5486617396540068	0.4669461614076653	N13.HOG0011191	1	34	3559
P_to_P	concordant_down	map00010	Glycolysis / Gluconeogenesis	1/34	43/3559	0.33981245996017795	0.5507305385561504	0.46870684132438334	N13.HOG0003542	1	34	3559
P_to_P	concordant_down	map05131	Shigellosis	1/34	43/3559	0.33981245996017795	0.5507305385561504	0.46870684132438334	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04976	Bile secretion	1/34	44/3559	0.3461965260470249	0.5515673465833956	0.4694190183688473	N13.HOG0006817	1	34	3559
P_to_P	concordant_down	map01524	Platinum drug resistance	1/34	45/3559	0.3525206563782911	0.5522823616593228	0.4700275418377215	N13.HOG0010172	1	34	3559
P_to_P	concordant_down	map04113	Meiosis - yeast	1/34	47/3559	0.3649912881611258	0.553373888502352	0.47095650085306556	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map04713	Circadian entrainment	1/34	47/3559	0.3649912881611258	0.553373888502352	0.47095650085306556	N13.HOG0002073	1	34	3559
P_to_P	concordant_down	map04520	Adherens junction	1/34	48/3559	0.3711388668064908	0.5537627536477799	0.4712874499130042	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04066	HIF-1 signaling pathway	1/34	51/3559	0.38923701749634165	0.5628966099177863	0.4790609446108821	N13.HOG0003542	1	34	3559
P_to_P	concordant_down	map05100	Bacterial invasion of epithelial cells	1/34	51/3559	0.38923701749634165	0.5628966099177863	0.4790609446108821	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04974	Protein digestion and absorption	1/34	54/3559	0.4068292069554358	0.5782147876569566	0.49209769162294176	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map04922	Glucagon signaling pathway	1/34	55/3559	0.4125832175013743	0.5782147876569566	0.49209769162294176	N13.HOG0003542	1	34	3559
P_to_P	concordant_down	map04391	Hippo signaling pathway - fly	1/34	56/3559	0.4182830378795005	0.5782147876569566	0.49209769162294176	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04970	Salivary secretion	1/34	59/3559	0.4350622864208996	0.5892904174521026	0.5015237595337044	N13.HOG0006550	1	34	3559
P_to_P	concordant_down	map04210	Apoptosis	1/34	60/3559	0.44055025278138193	0.5892904174521026	0.5015237595337044	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04111	Cell cycle - yeast	1/34	61/3559	0.445986460670903	0.5892904174521026	0.5015237595337044	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map04145	Phagocytosis	1/34	62/3559	0.4513713835803339	0.5892904174521026	0.5015237595337044	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04212	Longevity regulating pathway - worm	1/34	65/3559	0.4672231145920115	0.5953358953046829	0.5066688470678152	N13.HOG0000339	1	34	3559
P_to_P	concordant_down	map04114	Oocyte meiosis	1/34	66/3559	0.4724075490808127	0.5953358953046829	0.5066688470678152	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map05164	Influenza A	1/34	68/3559	0.48262992758807555	0.5953358953046829	0.5066688470678152	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map05418	Fluid shear stress and atherosclerosis	1/34	68/3559	0.48262992758807555	0.5953358953046829	0.5066688470678152	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04921	Oxytocin signaling pathway	1/34	69/3559	0.48766876530277214	0.5953358953046829	0.5066688470678152	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04080	Neuroactive ligand-receptor interaction	1/34	73/3559	0.5073520149361769	0.606478367261984	0.5161518019250928	N13.HOG0005462	1	34	3559
P_to_P	concordant_down	map04919	Thyroid hormone signaling pathway	1/34	74/3559	0.512156957991877	0.606478367261984	0.5161518019250928	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04020	Calcium signaling pathway	1/34	76/3559	0.5216307657719061	0.606478367261984	0.5161518019250928	N13.HOG0005462	1	34	3559
P_to_P	concordant_down	map04390	Hippo signaling pathway	1/34	78/3559	0.5309259032042486	0.606478367261984	0.5161518019250928	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map00240	Pyrimidine metabolism	1/34	79/3559	0.5355074944972837	0.606478367261984	0.5161518019250928	N13.HOG0002588	1	34	3559
P_to_P	concordant_down	map05225	Hepatocellular carcinoma	1/34	79/3559	0.5355074944972837	0.606478367261984	0.5161518019250928	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04110	Cell cycle	1/34	82/3559	0.5489931865462301	0.6143495182779242	0.5228506538535524	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map04015	Rap1 signaling pathway	1/34	87/3559	0.5706292874518686	0.6310488590644194	0.5370628587782292	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map05206	MicroRNAs in cancer	1/34	89/3559	0.5789986464562518	0.6328589856614845	0.5386033920523272	N13.HOG0001553	1	34	3559
P_to_P	concordant_down	map05205	Proteoglycans in cancer	1/34	110/3559	0.6578475374189954	0.7098720691129095	0.6041464417982209	N13.HOG0001450	1	34	3559
P_to_P	concordant_down	map04151	PI3K-Akt signaling pathway	1/34	112/3559	0.664561085978043	0.7098720691129095	0.6041464417982209	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map05169	Epstein-Barr virus infection	1/34	116/3559	0.6776067598943771	0.7156745553940612	0.6090847279949457	N13.HOG0002572	1	34	3559
P_to_P	concordant_down	map04010	MAPK signaling pathway	1/34	124/3559	0.7022371735877087	0.7284323015274211	0.6199423842786561	N13.HOG0010989	1	34	3559
P_to_P	concordant_down	map03010	Ribosome	1/34	125/3559	0.7051844621169714	0.7284323015274211	0.6199423842786561	N13.HOG0004950	1	34	3559
P_to_P	concordant_down	map04141	Protein processing in endoplasmic reticulum	1/34	132/3559	0.725037061735105	0.740798736990216	0.6304670102044391	N13.HOG0008110	1	34	3559
P_to_P	concordant_down	map05165	Human papillomavirus infection	1/34	135/3559	0.7331423764602214	0.7410256278200087	0.6306601087829862	N13.HOG0001627	1	34	3559
P_to_P	concordant_down	map05200	Pathways in cancer	1/34	223/3559	0.890370403821207	0.890370403821207	0.7577620458052826	N13.HOG0001553	1	34	3559
