comparison	set	pathway	pathway_name	foreground_ratio	background_ratio	p_value	p_BH	q_value	foreground_HOGs	foreground_n	foreground_total	background_total
L4_to_L2	concordant_all	map04659	Th17 cell differentiation	1/39	26/3559	0.24986394736940565	0.5789656419895265	0.5405445810794663	N13.HOG0005004	1	39	3559
L4_to_L2	concordant_all	map05217	Basal cell carcinoma	1/39	26/3559	0.24986394736940565	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map05202	Transcriptional misregulation in cancer	2/39	89/3559	0.25490385684360706	0.5789656419895265	0.5405445810794663	N13.HOG0002535/N13.HOG0003957	2	39	3559
L4_to_L2	concordant_all	map00600	Sphingolipid metabolism	1/39	27/3559	0.2581445321564404	0.5789656419895265	0.5405445810794663	N13.HOG0010318	1	39	3559
L4_to_L2	concordant_all	map04662	B cell receptor signaling pathway	1/39	27/3559	0.2581445321564404	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04740	Olfactory transduction	1/39	27/3559	0.2581445321564404	0.5789656419895265	0.5405445810794663	N13.HOG0001538	1	39	3559
L4_to_L2	concordant_all	map04150	mTOR signaling pathway	2/39	92/3559	0.2672173596256656	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map00330	Arginine and proline metabolism	1/39	29/3559	0.27443936836683047	0.5789656419895265	0.5405445810794663	N13.HOG0008233	1	39	3559
L4_to_L2	concordant_all	map04917	Prolactin signaling pathway	1/39	29/3559	0.27443936836683047	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04341	Hedgehog signaling pathway - fly	1/39	30/3559	0.28245547732821696	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04961	Endocrine and other factor-regulated calcium reabsorption	1/39	30/3559	0.28245547732821696	0.5789656419895265	0.5405445810794663	N13.HOG0008458	1	39	3559
L4_to_L2	concordant_all	map04657	IL-17 signaling pathway	1/39	31/3559	0.29038526944615395	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map03020	RNA polymerase	1/39	32/3559	0.29822964997098356	0.5789656419895265	0.5405445810794663	N13.HOG0007119	1	39	3559
L4_to_L2	concordant_all	map00020	Citrate cycle (TCA cycle)	1/39	33/3559	0.3059895149131816	0.5789656419895265	0.5405445810794663	N13.HOG0006961	1	39	3559
L4_to_L2	concordant_all	map04932	Non-alcoholic fatty liver disease	2/39	102/3559	0.3082436317595033	0.5789656419895265	0.5405445810794663	N13.HOG0004754/N13.HOG0006185	2	39	3559
L4_to_L2	concordant_all	map01130	Biosynthesis of antibiotics	3/39	178/3559	0.30937763395969725	0.5789656419895265	0.5405445810794663	N13.HOG0006883/N13.HOG0006961/N13.HOG0009822	3	39	3559
L4_to_L2	concordant_all	map00270	Cysteine and methionine metabolism	1/39	34/3559	0.3136657511350721	0.5789656419895265	0.5405445810794663	N13.HOG0008233	1	39	3559
L4_to_L2	concordant_all	map00620	Pyruvate metabolism	1/39	34/3559	0.3136657511350721	0.5789656419895265	0.5405445810794663	N13.HOG0006961	1	39	3559
L4_to_L2	concordant_all	map04012	ErbB signaling pathway	1/39	35/3559	0.32125923644166277	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map01521	EGFR tyrosine kinase inhibitor resistance	1/39	36/3559	0.32877083967060017	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map05032	Morphine addiction	1/39	37/3559	0.3362014207812578	0.5789656419895265	0.5405445810794663	N13.HOG0001538	1	39	3559
L4_to_L2	concordant_all	map00480	Glutathione metabolism	1/39	38/3559	0.3435518309429645	0.5789656419895265	0.5405445810794663	N13.HOG0008233	1	39	3559
L4_to_L2	concordant_all	map04971	Gastric acid secretion	1/39	38/3559	0.3435518309429645	0.5789656419895265	0.5405445810794663	N13.HOG0008981	1	39	3559
L4_to_L2	concordant_all	map00310	Lysine degradation	1/39	39/3559	0.3508229126223804	0.5789656419895265	0.5405445810794663	N13.HOG0009822	1	39	3559
L4_to_L2	concordant_all	map05230	Central carbon metabolism in cancer	1/39	39/3559	0.3508229126223804	0.5789656419895265	0.5405445810794663	N13.HOG0008912	1	39	3559
L4_to_L2	concordant_all	map04927	Cortisol synthesis and secretion	1/39	40/3559	0.3580154996700301	0.5789656419895265	0.5405445810794663	N13.HOG0002860	1	39	3559
L4_to_L2	concordant_all	map05162	Measles	1/39	41/3559	0.36513041740599783	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map00010	Glycolysis / Gluconeogenesis	1/39	43/3559	0.37913050407940696	0.5789656419895265	0.5405445810794663	N13.HOG0006961	1	39	3559
L4_to_L2	concordant_all	map03420	Nucleotide excision repair	1/39	43/3559	0.37913050407940696	0.5789656419895265	0.5405445810794663	N13.HOG0007144	1	39	3559
L4_to_L2	concordant_all	map05211	Renal cell carcinoma	1/39	43/3559	0.37913050407940696	0.5789656419895265	0.5405445810794663	N13.HOG0008912	1	39	3559
L4_to_L2	concordant_all	map04721	Synaptic vesicle cycle	1/39	44/3559	0.38601728176453276	0.5789656419895265	0.5405445810794663	N13.HOG0008458	1	39	3559
L4_to_L2	concordant_all	map04911	Insulin secretion	1/39	44/3559	0.38601728176453276	0.5789656419895265	0.5405445810794663	N13.HOG0008912	1	39	3559
L4_to_L2	concordant_all	map04916	Melanogenesis	1/39	44/3559	0.38601728176453276	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04976	Bile secretion	1/39	44/3559	0.38601728176453276	0.5789656419895265	0.5405445810794663	N13.HOG0008912	1	39	3559
L4_to_L2	concordant_all	map05145	Toxoplasmosis	1/39	44/3559	0.38601728176453276	0.5789656419895265	0.5405445810794663	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map01524	Platinum drug resistance	1/39	45/3559	0.3928296077990089	0.5789656419895265	0.5405445810794663	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map05210	Colorectal cancer	1/39	45/3559	0.3928296077990089	0.5789656419895265	0.5405445810794663	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04010	MAPK signaling pathway	2/39	124/3559	0.3967106749160031	0.5789656419895265	0.5405445810794663	N13.HOG0001538/N13.HOG0009263	2	39	3559
L4_to_L2	concordant_all	map05120	Epithelial cell signaling in Helicobacter pylori infection	1/39	46/3559	0.39956826610744345	0.5789656419895265	0.5405445810794663	N13.HOG0008444	1	39	3559
L4_to_L2	concordant_all	map00230	Purine metabolism	2/39	127/3559	0.4084382156462233	0.5789656419895265	0.5405445810794663	N13.HOG0006883/N13.HOG0007119	2	39	3559
L4_to_L2	concordant_all	map05166	Human T-cell leukemia virus 1 infection	2/39	128/3559	0.41232485588072654	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0008912	2	39	3559
L4_to_L2	concordant_all	map04520	Adherens junction	1/39	48/3559	0.4128276751577493	0.5789656419895265	0.5405445810794663	N13.HOG0009263	1	39	3559
L4_to_L2	concordant_all	map04066	HIF-1 signaling pathway	1/39	51/3559	0.43218342124492504	0.5988083547369443	0.5590705005324331	N13.HOG0008912	1	39	3559
L4_to_L2	concordant_all	map04211	Longevity regulating pathway	1/39	53/3559	0.4447403606063406	0.6088707317824901	0.5684651225795331	N13.HOG0006858	1	39	3559
L4_to_L2	concordant_all	map04925	Aldosterone synthesis and secretion	1/39	56/3559	0.46306994552063774	0.6137699477908972	0.5730392189901283	N13.HOG0002860	1	39	3559
L4_to_L2	concordant_all	map04144	Endocytosis	2/39	143/3559	0.4691183731635633	0.6137699477908972	0.5730392189901283	N13.HOG0001538/N13.HOG0008458	2	39	3559
L4_to_L2	concordant_all	map04071	Sphingolipid signaling pathway	1/39	60/3559	0.486594735465259	0.6137699477908972	0.5730392189901283	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map04210	Apoptosis	1/39	60/3559	0.486594735465259	0.6137699477908972	0.5730392189901283	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map04926	Relaxin signaling pathway	1/39	60/3559	0.486594735465259	0.6137699477908972	0.5730392189901283	N13.HOG0001538	1	39	3559
L4_to_L2	concordant_all	map05224	Breast cancer	1/39	60/3559	0.486594735465259	0.6137699477908972	0.5730392189901283	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map05231	Choline metabolism in cancer	1/39	60/3559	0.486594735465259	0.6137699477908972	0.5730392189901283	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map04611	Platelet activation	1/39	62/3559	0.497977443633833	0.6137699477908972	0.5730392189901283	N13.HOG0009354	1	39	3559
L4_to_L2	concordant_all	map05167	Kaposi sarcoma-associated herpesvirus infection	1/39	62/3559	0.497977443633833	0.6137699477908972	0.5730392189901283	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map05016	Huntington disease	2/39	152/3559	0.5016902181942986	0.6137699477908972	0.5730392189901283	N13.HOG0000187/N13.HOG0008458	2	39	3559
L4_to_L2	concordant_all	map05226	Gastric cancer	1/39	64/3559	0.5091141166354906	0.6162960359271727	0.5753976719869256	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04114	Oocyte meiosis	1/39	66/3559	0.5200099354793168	0.6165066245373344	0.5755942856092275	N13.HOG0010831	1	39	3559
L4_to_L2	concordant_all	map04728	Dopaminergic synapse	1/39	66/3559	0.5200099354793168	0.6165066245373344	0.5755942856092275	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map05164	Influenza A	1/39	68/3559	0.5306699749608543	0.6227249706173291	0.5813999725672088	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04146	Peroxisome	1/39	75/3559	0.5661942001010016	0.6577003334506584	0.6140543158990129	N13.HOG0002974	1	39	3559
L4_to_L2	concordant_all	map00240	Pyrimidine metabolism	1/39	79/3559	0.5853027064633952	0.666433774686044	0.6222081923842243	N13.HOG0007119	1	39	3559
L4_to_L2	concordant_all	map05225	Hepatocellular carcinoma	1/39	79/3559	0.5853027064633952	0.666433774686044	0.6222081923842243	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04110	Cell cycle	1/39	82/3559	0.5990933670431163	0.6688906525238677	0.6245020279856707	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map04360	Axon guidance	1/39	82/3559	0.5990933670431163	0.6688906525238677	0.6245020279856707	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map01110	Biosynthesis of secondary metabolites	3/39	286/3559	0.6176271716849071	0.6802424781437891	0.6351005287932858	N13.HOG0006883/N13.HOG0006961/N13.HOG0009822	3	39	3559
L4_to_L2	concordant_all	map04015	Rap1 signaling pathway	1/39	87/3559	0.6210909583051987	0.6802424781437891	0.6351005287932858	N13.HOG0009354	1	39	3559
L4_to_L2	concordant_all	map04142	Lysosome biogenesis	1/39	91/3559	0.6378380794045615	0.6919941427502319	0.6460723346501019	N13.HOG0010318	1	39	3559
L4_to_L2	concordant_all	map05203	Viral carcinogenesis	1/39	100/3559	0.672925269591737	0.7232374392808388	0.6752422774063667	N13.HOG0008955	1	39	3559
L4_to_L2	concordant_all	map05205	Proteoglycans in cancer	1/39	110/3559	0.7080302324307228	0.7470784901619737	0.6975011990528267	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map05200	Pathways in cancer	2/39	223/3559	0.7124695298870438	0.7470784901619737	0.6975011990528267	N13.HOG0006185/N13.HOG0008912	2	39	3559
L4_to_L2	concordant_all	map04024	cAMP signaling pathway	1/39	112/3559	0.7145968166766705	0.7470784901619737	0.6975011990528267	N13.HOG0002885	1	39	3559
L4_to_L2	concordant_all	map05010	Alzheimer disease	1/39	118/3559	0.7334449108420331	0.7592605605296608	0.7088748482748322	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map03040	Spliceosome	1/39	120/3559	0.7394537632984524	0.7592605605296608	0.7088748482748322	N13.HOG0005532	1	39	3559
L4_to_L2	concordant_all	map05165	Human papillomavirus infection	1/39	135/3559	0.7805005722578467	0.7830007117677602	0.7310395661355749	N13.HOG0006185	1	39	3559
L4_to_L2	concordant_all	map01120	Microbial metabolism in diverse environments	1/39	136/3559	0.7830007117677602	0.7830007117677602	0.7310395661355749	N13.HOG0006961	1	39	3559
L4_to_L2	concordant_all	map03013	Nucleocytoplasmic transport	1/39	136/3559	0.7830007117677602	0.7830007117677602	0.7310395661355749	N13.HOG0008780	1	39	3559
L4_to_L2	concordant_up	map04931	Insulin resistance	6/31	62/3559	1.146407996469589e-5	0.0012037283962930685	0.0010981381860919223	N13.HOG0004754/N13.HOG0006185/N13.HOG0006961/N13.HOG0007424/N13.HOG0008912/N13.HOG0010043	6	31	3559
L4_to_L2	concordant_up	map04550	Signaling pathways regulating pluripotency of stem cells	4/31	75/3559	0.003719572053064244	0.1307442889972135	0.11927549171675618	N13.HOG0003957/N13.HOG0006185/N13.HOG0006201/N13.HOG0009018	4	31	3559
L4_to_L2	concordant_up	map03320	PPAR signaling pathway	3/31	42/3559	0.0054605000836426	0.1307442889972135	0.11927549171675618	N13.HOG0004754/N13.HOG0006961/N13.HOG0007424	3	31	3559
L4_to_L2	concordant_up	map04910	Insulin signaling pathway	4/31	84/3559	0.0055905392656909175	0.1307442889972135	0.11927549171675618	N13.HOG0006185/N13.HOG0006961/N13.HOG0007424/N13.HOG0010043	4	31	3559
L4_to_L2	concordant_up	map05160	Hepatitis C	3/31	44/3559	0.006225918523676833	0.1307442889972135	0.11927549171675618	N13.HOG0004754/N13.HOG0006185/N13.HOG0007424	3	31	3559
L4_to_L2	concordant_up	map04068	FoxO signaling pathway	3/31	61/3559	0.015312673126422717	0.24590480906166748	0.22433421177555635	N13.HOG0006961/N13.HOG0007424/N13.HOG0009263	3	31	3559
L4_to_L2	concordant_up	map05213	Endometrial cancer	2/31	25/3559	0.019450009465696055	0.24590480906166748	0.22433421177555635	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map04011	MAPK signaling pathway - yeast	2/31	27/3559	0.02251262764428167	0.24590480906166748	0.22433421177555635	N13.HOG0007424/N13.HOG0010318	2	31	3559
L4_to_L2	concordant_up	map04919	Thyroid hormone signaling pathway	3/31	74/3559	0.02556190209008366	0.24590480906166748	0.22433421177555635	N13.HOG0006185/N13.HOG0007424/N13.HOG0008912	3	31	3559
L4_to_L2	concordant_up	map04340	Hedgehog signaling pathway	2/31	29/3559	0.025761456187412785	0.24590480906166748	0.22433421177555635	N13.HOG0001538/N13.HOG0006185	2	31	3559
L4_to_L2	concordant_up	map04920	Adipocytokine signaling pathway	2/31	29/3559	0.025761456187412785	0.24590480906166748	0.22433421177555635	N13.HOG0006961/N13.HOG0008912	2	31	3559
L4_to_L2	concordant_up	map04140	Autophagy - animal	3/31	85/3559	0.03652827597426652	0.2991102874272611	0.2728725429160978	N13.HOG0006858/N13.HOG0007424/N13.HOG0009701	3	31	3559
L4_to_L2	concordant_up	map04660	T cell receptor signaling pathway	2/31	36/3559	0.03850007700623293	0.2991102874272611	0.2728725429160978	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map04934	Cushing syndrome	3/31	88/3559	0.039881371656968145	0.2991102874272611	0.2728725429160978	N13.HOG0002860/N13.HOG0005004/N13.HOG0006185	3	31	3559
L4_to_L2	concordant_up	map04350	TGF-beta signaling pathway	2/31	43/3559	0.05315517937697634	0.3720862556388344	0.3394471104073577	N13.HOG0005090/N13.HOG0006201	2	31	3559
L4_to_L2	concordant_up	map05215	Prostate cancer	2/31	45/3559	0.057657737115885045	0.3783788998229956	0.345187768259575	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map04151	PI3K-Akt signaling pathway	3/31	112/3559	0.07206951994205898	0.4451352702303643	0.40608831670138507	N13.HOG0006185/N13.HOG0006961/N13.HOG0007424	3	31	3559
L4_to_L2	concordant_up	map04922	Glucagon signaling pathway	2/31	55/3559	0.08200634876377504	0.46749215580149023	0.4264840719592543	N13.HOG0006961/N13.HOG0008912	2	31	3559
L4_to_L2	concordant_up	map04391	Hippo signaling pathway - fly	2/31	56/3559	0.0845938186688411	0.46749215580149023	0.4264840719592543	N13.HOG0003957/N13.HOG0010318	2	31	3559
L4_to_L2	concordant_up	map04214	Apoptosis - fly	2/31	58/3559	0.08984386133502464	0.4716802720088794	0.43030480955196015	N13.HOG0003585/N13.HOG0004754	2	31	3559
L4_to_L2	concordant_up	map04722	Neurotrophin signaling pathway	2/31	62/3559	0.10062779424573677	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map04062	Chemokine signaling pathway	2/31	63/3559	0.10337955253962265	0.477008475643156	0.4351656269025283	N13.HOG0001538/N13.HOG0006185	2	31	3559
L4_to_L2	concordant_up	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/31	13/3559	0.10767344290407199	0.477008475643156	0.4351656269025283	N13.HOG0008057	1	31	3559
L4_to_L2	concordant_up	map04152	AMPK signaling pathway	2/31	72/3559	0.1290346864355511	0.477008475643156	0.4351656269025283	N13.HOG0006961/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map00511	Other glycan degradation	1/31	16/3559	0.13087874548997425	0.477008475643156	0.4351656269025283	N13.HOG0010318	1	31	3559
L4_to_L2	concordant_up	map04310	Wnt signaling pathway	2/31	73/3559	0.13197455844471453	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0009263	2	31	3559
L4_to_L2	concordant_up	map04964	Proximal tubule bicarbonate reclamation	1/31	17/3559	0.1384832498336971	0.477008475643156	0.4351656269025283	N13.HOG0006961	1	31	3559
L4_to_L2	concordant_up	map04960	Aldosterone-regulated sodium reabsorption	1/31	18/3559	0.14602334561437302	0.477008475643156	0.4351656269025283	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04390	Hippo signaling pathway	2/31	78/3559	0.14690499574642035	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0010318	2	31	3559
L4_to_L2	concordant_up	map04392	Hippo signaling pathway - multiple species	1/31	19/3559	0.15349956032376455	0.477008475643156	0.4351656269025283	N13.HOG0010318	1	31	3559
L4_to_L2	concordant_up	map04510	Focal adhesion	2/31	85/3559	0.16837185238288296	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map05202	Transcriptional misregulation in cancer	2/31	89/3559	0.18088392364988684	0.477008475643156	0.4351656269025283	N13.HOG0002535/N13.HOG0003957	2	31	3559
L4_to_L2	concordant_up	map00410	beta-Alanine metabolism	1/31	23/3559	0.18277601292174195	0.477008475643156	0.4351656269025283	N13.HOG0008233	1	31	3559
L4_to_L2	concordant_up	map04216	Ferroptosis	1/31	24/3559	0.18994058973153416	0.477008475643156	0.4351656269025283	N13.HOG0005532	1	31	3559
L4_to_L2	concordant_up	map05223	Non-small cell lung cancer	1/31	24/3559	0.18994058973153416	0.477008475643156	0.4351656269025283	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04150	mTOR signaling pathway	2/31	92/3559	0.1903654451982666	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0007424	2	31	3559
L4_to_L2	concordant_up	map04320	Dorso-ventral axis formation	1/31	25/3559	0.1970443639092775	0.477008475643156	0.4351656269025283	N13.HOG0003585	1	31	3559
L4_to_L2	concordant_up	map04664	Fc epsilon RI signaling pathway	1/31	25/3559	0.1970443639092775	0.477008475643156	0.4351656269025283	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04659	Th17 cell differentiation	1/31	26/3559	0.20408783440130152	0.477008475643156	0.4351656269025283	N13.HOG0005004	1	31	3559
L4_to_L2	concordant_up	map05217	Basal cell carcinoma	1/31	26/3559	0.20408783440130152	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map00600	Sphingolipid metabolism	1/31	27/3559	0.21107149619964838	0.477008475643156	0.4351656269025283	N13.HOG0010318	1	31	3559
L4_to_L2	concordant_up	map04662	B cell receptor signaling pathway	1/31	27/3559	0.21107149619964838	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04740	Olfactory transduction	1/31	27/3559	0.21107149619964838	0.477008475643156	0.4351656269025283	N13.HOG0001538	1	31	3559
L4_to_L2	concordant_up	map04932	Non-alcoholic fatty liver disease	2/31	102/3559	0.2224388376367724	0.477008475643156	0.4351656269025283	N13.HOG0004754/N13.HOG0006185	2	31	3559
L4_to_L2	concordant_up	map00330	Arginine and proline metabolism	1/31	29/3559	0.22486135409319008	0.477008475643156	0.4351656269025283	N13.HOG0008233	1	31	3559
L4_to_L2	concordant_up	map04917	Prolactin signaling pathway	1/31	29/3559	0.22486135409319008	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04341	Hedgehog signaling pathway - fly	1/31	30/3559	0.2316685206719754	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04961	Endocrine and other factor-regulated calcium reabsorption	1/31	30/3559	0.2316685206719754	0.477008475643156	0.4351656269025283	N13.HOG0008458	1	31	3559
L4_to_L2	concordant_up	map04657	IL-17 signaling pathway	1/31	31/3559	0.23841781958361274	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map00020	Citrate cycle (TCA cycle)	1/31	33/3559	0.25174471330761783	0.477008475643156	0.4351656269025283	N13.HOG0006961	1	31	3559
L4_to_L2	concordant_up	map00270	Cysteine and methionine metabolism	1/31	34/3559	0.25832324815942254	0.477008475643156	0.4351656269025283	N13.HOG0008233	1	31	3559
L4_to_L2	concordant_up	map00620	Pyruvate metabolism	1/31	34/3559	0.25832324815942254	0.477008475643156	0.4351656269025283	N13.HOG0006961	1	31	3559
L4_to_L2	concordant_up	map04012	ErbB signaling pathway	1/31	35/3559	0.26484579548057374	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map01521	EGFR tyrosine kinase inhibitor resistance	1/31	36/3559	0.2713128160084123	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05032	Morphine addiction	1/31	37/3559	0.27772476681844316	0.477008475643156	0.4351656269025283	N13.HOG0001538	1	31	3559
L4_to_L2	concordant_up	map00480	Glutathione metabolism	1/31	38/3559	0.2840821013524091	0.477008475643156	0.4351656269025283	N13.HOG0008233	1	31	3559
L4_to_L2	concordant_up	map04971	Gastric acid secretion	1/31	38/3559	0.2840821013524091	0.477008475643156	0.4351656269025283	N13.HOG0008981	1	31	3559
L4_to_L2	concordant_up	map00310	Lysine degradation	1/31	39/3559	0.2903852694461537	0.477008475643156	0.4351656269025283	N13.HOG0009822	1	31	3559
L4_to_L2	concordant_up	map05230	Central carbon metabolism in cancer	1/31	39/3559	0.2903852694461537	0.477008475643156	0.4351656269025283	N13.HOG0008912	1	31	3559
L4_to_L2	concordant_up	map04010	MAPK signaling pathway	2/31	124/3559	0.2942319467879192	0.477008475643156	0.4351656269025283	N13.HOG0001538/N13.HOG0009263	2	31	3559
L4_to_L2	concordant_up	map04927	Cortisol synthesis and secretion	1/31	40/3559	0.2966347173572814	0.477008475643156	0.4351656269025283	N13.HOG0002860	1	31	3559
L4_to_L2	concordant_up	map05162	Measles	1/31	41/3559	0.3028308877926109	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05166	Human T-cell leukemia virus 1 infection	2/31	128/3559	0.3072966882084609	0.477008475643156	0.4351656269025283	N13.HOG0006185/N13.HOG0008912	2	31	3559
L4_to_L2	concordant_up	map00010	Glycolysis / Gluconeogenesis	1/31	43/3559	0.3150651494725336	0.477008475643156	0.4351656269025283	N13.HOG0006961	1	31	3559
L4_to_L2	concordant_up	map05211	Renal cell carcinoma	1/31	43/3559	0.3150651494725336	0.477008475643156	0.4351656269025283	N13.HOG0008912	1	31	3559
L4_to_L2	concordant_up	map04721	Synaptic vesicle cycle	1/31	44/3559	0.3211041086210976	0.477008475643156	0.4351656269025283	N13.HOG0008458	1	31	3559
L4_to_L2	concordant_up	map04911	Insulin secretion	1/31	44/3559	0.3211041086210976	0.477008475643156	0.4351656269025283	N13.HOG0008912	1	31	3559
L4_to_L2	concordant_up	map04916	Melanogenesis	1/31	44/3559	0.3211041086210976	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04976	Bile secretion	1/31	44/3559	0.3211041086210976	0.477008475643156	0.4351656269025283	N13.HOG0008912	1	31	3559
L4_to_L2	concordant_up	map05145	Toxoplasmosis	1/31	44/3559	0.3211041086210976	0.477008475643156	0.4351656269025283	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map01524	Platinum drug resistance	1/31	45/3559	0.327091526155307	0.477008475643156	0.4351656269025283	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map05210	Colorectal cancer	1/31	45/3559	0.327091526155307	0.477008475643156	0.4351656269025283	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05120	Epithelial cell signaling in Helicobacter pylori infection	1/31	46/3559	0.33302782743282133	0.47901262849926357	0.4369939768765212	N13.HOG0008444	1	31	3559
L4_to_L2	concordant_up	map04520	Adherens junction	1/31	48/3559	0.3447487657231241	0.48917054595848686	0.4462608489445845	N13.HOG0009263	1	31	3559
L4_to_L2	concordant_up	map04144	Endocytosis	2/31	143/3559	0.35588849256102695	0.4982438895854377	0.45453828523583795	N13.HOG0001538/N13.HOG0008458	2	31	3559
L4_to_L2	concordant_up	map04066	HIF-1 signaling pathway	1/31	51/3559	0.36195724162343756	0.5000725048744861	0.4562064956749699	N13.HOG0008912	1	31	3559
L4_to_L2	concordant_up	map04211	Longevity regulating pathway	1/31	53/3559	0.37318570580271515	0.5088895988218842	0.4642501603287366	N13.HOG0006858	1	31	3559
L4_to_L2	concordant_up	map05016	Huntington disease	2/31	152/3559	0.3845597619734159	0.5137489109216377	0.4686832169811432	N13.HOG0000187/N13.HOG0008458	2	31	3559
L4_to_L2	concordant_up	map04925	Aldosterone synthesis and secretion	1/31	56/3559	0.38967063394833656	0.5137489109216377	0.4686832169811432	N13.HOG0002860	1	31	3559
L4_to_L2	concordant_up	map04071	Sphingolipid signaling pathway	1/31	60/3559	0.41099912873731015	0.5137489109216377	0.4686832169811432	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04210	Apoptosis	1/31	60/3559	0.41099912873731015	0.5137489109216377	0.4686832169811432	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04926	Relaxin signaling pathway	1/31	60/3559	0.41099912873731015	0.5137489109216377	0.4686832169811432	N13.HOG0001538	1	31	3559
L4_to_L2	concordant_up	map05224	Breast cancer	1/31	60/3559	0.41099912873731015	0.5137489109216377	0.4686832169811432	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05231	Choline metabolism in cancer	1/31	60/3559	0.41099912873731015	0.5137489109216377	0.4686832169811432	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04611	Platelet activation	1/31	62/3559	0.42139108603636477	0.5144891166723058	0.4693584924028053	N13.HOG0009354	1	31	3559
L4_to_L2	concordant_up	map05167	Kaposi sarcoma-associated herpesvirus infection	1/31	62/3559	0.42139108603636477	0.5144891166723058	0.4693584924028053	N13.HOG0006185	1	31	3559
