sample	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
Pd122	137.624225631375	168.052399622788	172.750317609636	151.102753786386	98.3563161698093	65.9355136144743	67.4070114303456	70.7748847353864	180.246628651304	79.0507831011916	0	123.231387323098	100.997229619526	196.129314816129	111.744575490477	152.300252989962	131.336580933222	89.8998338813112	176.535579112563	175.401027737219	110.236942776794	90.8287098344155	131.133111288933	107.643350097392	112.937015471971	129.737960474665	110.268167802805	169.76536753017	118.647515995921	100.041410884201	92.3547766014867	128.154572559738	89.2241286525493	186.556081103654	198.084044137776	145.850204630161	167.057423478097	122.981039004048	90.3307157422383	150.422985010716	95.5169964832378	89.1671413853902	93.1567329936876	96.0434987547309	100.790046568221	80.7168544659591	185.349424656073	180.153212694778	115.939420756383	106.663884955472	92.0601100494575	100.515301529994	122.082686232672	70.3437735870714	118.13964819201	81.9532244331222	133.273682801918	107.782201732083	106.133818794732	90.72321019561	79.9060999534257	118.123296403996	147.77571129703	188.632764820885	78.3024548447859	173.061104292387	142.427356374872	187.227514172504	87.3666339309835	89.0455415186607	156.495268740349	97.3109092505619	85.6524861767475	164.625917113756	94.54099878201	95.1860601456065	109.116273662353
Pd123	174.405089814549	195.867799219362	196.589780280745	164.581121531603	157.067705032915	108.447875224646	116.569975010853	139.340019676948	201.66544003964	140.458289875745	123.231387323098	0	125.970236292062	202.395554014729	124.54542387087	189.579042406149	138.278100956164	141.702452777875	181.112729831248	195.555400391113	136.727698676292	148.898522500302	162.874886257369	169.144550240776	146.490344145943	146.185050879795	134.15798147496	205.100993279815	157.048088315018	170.0033965528	155.977970459977	168.167996544576	139.831686994454	193.623194091832	198.104531284623	176.22833527479	214.967299900798	186.691394741227	145.840819409776	204.187701156488	145.114735024218	154.386288242359	124.36490926576	165.452526347839	140.719814235335	146.194281146587	191.264896497368	182.662004141339	150.918974998798	136.436175483701	121.39663329057	112.077592148003	129.200995600704	145.711906466291	132.49752140905	121.086514518639	149.100389357357	135.631424132313	139.991540764341	126.128509754656	127.484706141177	138.739238695141	168.81648999182	195.629096903166	132.883778551888	195.951484781631	200.013393994624	232.675363305172	145.30570364292	152.107388660521	214.218485935445	127.832803767252	150.532666430964	203.56002011665	141.222514426694	157.027053697695	147.058600277148
Pd128	133.751370443373	180.23873438142	184.47924499189	166.437131810864	142.043563490061	108.487550743132	103.983464493903	119.025668750043	192.70798759958	116.168187558761	100.997229619526	125.970236292062	0	204.301887105813	52.1973238724251	156.046322514506	82.1622624035258	132.404237494821	188.821870695497	186.886367188808	135.518149572649	135.527902990414	157.217650890024	138.776122323208	145.896751575754	158.859749311095	143.21550473288	197.797679186672	147.319821857024	110.256757956585	121.537466168202	120.584461185828	102.073644060763	196.975824308733	205.711558594771	176.563786877485	195.456600577079	158.246418729688	136.984202182898	175.780788494375	124.450852551187	118.012491434259	126.319351505505	118.147165471506	79.0065923555514	94.0679180723783	197.940385704821	191.607127165076	144.191854315536	135.217153240094	129.747814210438	131.587479252569	149.523294931329	111.717789806481	141.534982683506	118.499156399506	151.739041145957	78.534560169377	82.0013667079128	69.9714844448639	95.7079642560133	70.0338048926281	126.752054032438	198.764329101809	93.7567330896765	185.379347767688	176.658003575268	217.4071565905	95.8299720544346	133.306739775186	179.752260951786	130.029882560325	106.549456000178	175.355348421669	75.7272815771337	91.8336886065723	94.8971997552302
Pd13	188.808201765565	163.274196841687	155.439468651409	158.459156391881	198.086757926006	190.707681072676	190.734501293905	195.038977346965	146.744458506145	195.669940935504	196.129314816129	202.395554014729	204.301887105813	0	206.059080831478	183.956231787633	202.588446096792	173.221664403927	96.048840716997	154.61515852739	182.69669053366	187.830077466541	168.921162558335	196.565597318569	184.981833556096	172.756876513732	185.215420100943	200.962452095614	176.181588019746	208.764422700726	197.272778900613	161.326843156418	193.524851486673	76.936180572456	108.995711232773	192.89885487623	218.895395615555	203.469571158575	182.382895871653	205.588832376838	184.787526000358	191.849182912639	178.233827890886	204.268352893273	200.662659087572	203.854891803469	94.2953052807422	105.740767269548	190.98496144316	189.680186725175	195.76373991959	188.789598588195	172.932876611758	198.660096047114	199.082012416811	197.907384050581	199.307553476406	208.556804228893	216.703132987215	208.484012114488	199.961718370839	211.692175101595	194.311576841998	136.721726039039	194.600383018043	163.565387998771	199.285774618039	234.943375394672	190.900582371596	191.982517406	230.053700131371	180.890448738649	195.85943600469	173.54287660322	204.927117987664	206.086861012668	195.130754684713
Pd130	136.763954267986	180.682983470869	184.485010255698	168.402899231837	149.791419359897	113.751798038885	109.442296127921	129.556833026145	192.717251788285	125.294313479872	111.744575490477	124.54542387087	52.1973238724251	206.059080831478	0	158.629555272579	81.3302127111837	139.359991191916	190.552054798532	187.70719293563	140.00812370227	144.571840224533	159.814061017523	148.477463949892	152.711694811555	163.978725043831	151.402209658554	207.691463719033	155.549909164786	123.96543383587	130.157526355963	125.120814480823	111.558034513906	199.266415836982	205.62516699267	187.339963530655	205.554002404643	169.763977893778	146.37550388721	185.689283833712	130.078573200862	127.06969381687	136.02371855833	132.151873006317	87.088459743794	107.51678868688	200.897728937421	192.882244368911	149.730471482804	139.232529621095	139.090562341938	138.999886188959	156.699637523624	124.298106426667	149.69802767844	129.622063866818	160.636043433349	86.8285685284472	93.7237481780154	79.0545670580564	101.745673088914	72.052135434058	128.604297817448	198.750671521719	103.22341919483	184.365338705524	187.389884435465	229.581806340308	106.510198450395	144.363417279803	190.871721176667	140.031492592039	115.708009056288	178.348325515928	84.9738233208661	106.38512013204	100.125810476436
Pd134	73.8453345631535	97.5845843440317	108.786668023208	127.59273861965	162.453505322779	153.231759563809	148.723429208565	145.067532725858	125.143638866329	139.060400061152	152.300252989962	189.579042406149	156.046322514506	183.956231787633	158.629555272579	0	135.202546389615	147.074061737797	160.196363889549	121.965660891695	150.490191305597	151.483906532889	163.378950094587	159.157317143033	157.633342803013	167.161597797957	169.731964569638	203.972544358898	158.121809204419	152.055480628178	152.356504391097	133.943541524726	151.795783376634	175.688051498072	171.924844483338	194.31076628943	207.256106695294	175.873829224151	157.324876945917	186.404895267146	138.162552437302	161.42154393471	163.851869792296	158.634554468223	133.438460223719	150.474336879786	169.586061603016	164.93075912045	153.240464991443	142.840765130866	168.227057161675	165.998679940529	175.341059988051	154.034902794682	177.274594857927	164.835253574116	187.835158470397	165.991158284587	165.553664662646	156.373188744586	152.545189941996	160.146647289297	100.577909350522	152.579011526862	149.309995061953	111.609248321457	173.268167710262	217.804721211912	142.984196516134	152.001114074047	196.486111167416	172.514861224693	146.766020147911	71.1277823191474	142.573025894563	142.987747453695	112.173400863448
Pd137	110.068794543105	165.203790015185	170.786110259254	158.371410953791	163.759519899615	131.594148187209	128.883441475625	143.482922690706	180.747674821396	137.434890099692	131.336580933222	138.278100956164	82.1622624035258	202.588446096792	81.3302127111837	135.202546389615	0	150.35267229778	183.483542099683	174.342814381911	148.888470033188	154.790246737883	169.027343699503	159.430447105802	159.858143284928	168.398285335069	159.107344134291	210.927194282747	161.729823263045	134.739447212353	142.154367096291	122.343743766072	124.634922425157	194.193276858027	196.864840227856	193.385342314683	210.935481343091	180.562973995532	157.184920470387	193.077278214639	140.345958991847	145.677622032063	149.874841116154	146.737920061922	90.4493780803846	125.0328234113	192.853548646604	185.182445421175	156.452914052603	146.691225500944	149.854889154709	148.079692862953	162.716810026466	141.97890773466	156.682021746412	140.860688485305	165.693929987206	105.699759308208	106.14818694756	100.407953920349	123.876178091823	87.9158046149912	94.553689394455	187.832824265927	123.607934854324	171.335436539885	192.479262042526	231.850710997401	124.170112614007	153.931865566493	197.592660837167	153.437514291168	132.832273971929	160.690076453129	98.3264512761634	111.860503642803	79.8148649413756
Pd14	138.53752609018	152.627241435351	157.04418460447	140.621066469272	94.6040983258977	78.145717102662	86.6533694928178	73.8818793492866	159.305833218732	85.8305579128766	89.8998338813112	141.702452777875	132.404237494821	173.221664403927	139.359991191916	147.074061737797	150.35267229778	0	161.482157825501	161.041648260449	102.555556426246	57.7561192914239	88.1811940468613	90.0403993823758	95.9293678614663	108.657516521198	105.669501312012	134.477599715054	104.588377224366	113.28687823257	99.9709000238484	126.787163988965	102.196599704142	168.504585932204	183.013630220956	115.800960333477	136.915894754731	97.5451920985728	67.9031241125504	119.514853371428	79.5844712979632	91.2223760852162	84.0060290432457	103.560865405025	124.588899005804	107.425469540593	165.301836316647	163.7171302536	91.9518762825586	89.5491945832712	88.1631438541038	90.741501957272	95.0482123183711	92.7328389250273	123.451802353402	93.9836328859386	127.260525359833	133.876210773099	132.734788824345	120.235473912535	104.125711735393	140.233268903775	149.34948071195	171.407269618745	98.5850327804075	156.82876487615	104.332396583407	162.434250200341	103.06356782086	73.6425312279386	138.61986252724	94.9501294559647	107.190685094992	146.539239566465	121.830080645672	122.860478604734	127.001606801814
Pd142	167.729197589199	136.849680043088	126.469220229353	133.248252535105	187.746141704689	173.840777603898	175.150937662672	177.598084441502	121.421552125999	175.82005338877	176.535579112563	181.112729831248	188.821870695497	96.048840716997	190.552054798532	160.196363889549	183.483542099683	161.482157825501	0	120.949241118702	164.018355877299	173.738250136352	164.940906047136	188.558283600754	168.023794130751	153.917623704208	166.779796480542	196.584815017267	174.364832845358	194.53792276308	183.347732757343	175.993016855879	178.740486783059	96.4137868940391	118.220960932819	187.236676471671	215.810295944924	198.802762127566	170.421153638009	206.710887683908	171.777208250003	186.699135456599	166.116039464111	192.199410084645	182.106728513527	186.745519085908	57.9422576643458	71.3215801660409	175.187244897973	170.063003789792	178.680597741938	170.988035899535	160.154783702518	182.352794534467	178.61520930302	179.015712207381	184.767794828523	199.408411625528	199.178265338856	189.8721213351	181.126152077011	196.102710401671	173.837578872581	105.872809431301	177.222104774133	136.595757844967	193.248695671779	227.19361032721	175.233296655671	176.013803360574	223.26067257384	168.652478325066	184.575437053388	153.161277288694	188.257735073742	189.289480625689	174.242375384246
Pd143	141.464224060359	89.7195205004603	66.4520711936532	131.316160175684	182.7660417302	171.826218790075	171.095081512672	168.93579756023	49.0385766052149	159.911780416539	175.401027737219	195.555400391113	186.886367188808	154.61515852739	187.70719293563	121.965660891695	174.342814381911	161.041648260449	120.949241118702	0	147.289882364091	170.114859876828	169.362447599544	180.764833725253	153.148822425197	154.085612038228	171.836919424243	205.928034790854	158.71125036424	187.330021045547	178.852433866519	166.583054954549	177.737927815902	145.285723956095	117.257163059945	201.902727767992	220.021827936073	196.992596788585	173.782615447671	205.140737815592	159.661600418487	186.45087450448	178.75654591189	188.496066865655	173.1189413258	182.312512221192	129.00352300556	118.592748357736	157.527324754422	148.587498367206	184.408027765283	179.107430511451	176.645001303805	179.054384083957	181.35853674491	183.751807233583	189.127509984227	195.55361153395	196.264611333984	185.782884213667	177.909660540268	191.254523700669	151.879040330798	81.3609496438588	175.146828483612	91.2571122568104	187.87344675614	229.852296855559	171.492079921942	171.827861884793	217.314772728374	184.369293723905	177.7194461973	106.938100341289	182.447957518199	181.663561295861	159.700400125127
Pd149	144.712154114329	160.336795685115	157.163460234276	153.88516520279	125.855526897	99.3895595789173	100.882745070754	96.6998197442356	153.069173912521	83.4516176488786	110.236942776794	136.727698676292	135.518149572649	182.69669053366	140.00812370227	150.490191305597	148.888470033188	102.555556426246	164.018355877299	147.289882364091	0	108.224202263837	129.889524160948	118.351182783817	61.1018720491116	79.574703929636	87.8164662566546	152.964212242347	75.5294178739841	134.006810557546	122.19295301567	142.849821418414	118.121473695892	170.768517362026	168.878039397455	146.95798735245	173.443438232881	139.286555023454	114.195453634005	153.415537729315	91.3160838547194	123.325887238649	107.982147537706	124.683891020701	128.831931651146	117.246329990293	169.046738963666	158.192722576915	81.147678621383	76.6230403918115	113.067540289001	107.121028532438	107.698348590927	110.855872372196	100.042887222762	116.037986288777	109.219035231419	138.018659292414	138.638697584452	124.730337934361	106.341046179588	142.380967715826	151.226550647857	154.474077075646	106.658105489378	162.583022168466	146.251142653324	183.993804480534	112.413177126649	107.396789397839	164.566495466429	111.050132510222	123.754278068561	150.833017195344	130.981105224359	135.173423706415	131.795509217082
Pd15	143.78607127652	162.720094547435	168.134269448411	148.585857108541	99.0500714329901	84.8546969436666	92.0837590742174	67.9424962826002	171.281676857994	84.826852181538	90.8287098344155	148.898522500302	135.527902990414	187.830077466541	144.571840224533	151.483906532889	154.790246737883	57.7561192914239	173.738250136352	170.114859876828	108.224202263837	0	110.996041878786	83.3860459208785	98.4018733103913	114.375719338142	103.775871817513	132.36625260831	101.939005769153	101.792638835578	95.4088853252708	131.459785363011	94.5442841950252	180.025431985415	193.639137894363	110.59113854892	131.574488205911	89.2970535588865	69.6519545137429	116.244614959447	89.3428324306012	93.9718075852926	88.0102963650416	92.5486341375207	124.700646866688	102.396568859322	176.415359742236	176.177536341179	92.4397725933152	96.2946461976912	80.517630605355	84.5537034679337	104.641332144747	86.5424846398551	113.265590548776	87.4020687726409	118.363235266926	126.69323307122	127.879243789596	119.0480945273	102.520795303827	140.351107321499	152.553177749922	182.212156785314	98.6248969981812	162.61330517024	100.837815091035	149.04062048048	103.6617213986	69.2586611632253	128.210429294145	101.749511997217	110.199744271613	152.300862731332	119.556877325333	119.120402836368	129.949643372629
Pd150	159.212588813206	159.770493297211	162.790752683965	151.79171772478	124.796669441898	113.607630887712	117.387621629513	118.759458481979	161.779995112689	122.745159754909	131.133111288933	162.874886257369	157.217650890024	168.921162558335	159.814061017523	163.378950094587	169.027343699503	88.1811940468613	164.940906047136	169.362447599544	129.889524160948	110.996041878786	0	128.079224166018	130.392949521198	129.45850732083	141.048793570698	139.889781246581	138.100906040154	153.794550733762	134.083399794853	143.843700803339	139.865987770559	171.615361985167	184.669004991742	137.198115799134	147.202370065174	127.643425194317	97.8075098056787	131.76047790113	110.723734576135	121.512959018068	118.93348338118	142.569919877457	157.170600762033	145.7343601818	167.861702453061	169.595322067789	120.75024759173	119.354382915943	126.223590065759	125.537375523214	112.745266522162	134.448220650674	157.787516608706	135.425334881499	157.92481437916	163.582154088474	166.245344348406	153.858555954113	138.04158235902	165.269773609024	168.673388666715	173.725159388594	131.030591930321	164.468798281851	119.577523560636	182.928492112637	129.520027079523	114.31937612177	160.149438461191	118.051031907373	139.212909811372	155.735621268557	154.006144877542	159.89300046017	155.83656882247
Pd152	151.120611205649	175.952620101026	178.756493707584	170.971505574737	95.62811803028	101.005459978759	101.531424836472	84.1739255178231	180.967977516729	90.2805843358168	107.643350097392	169.144550240776	138.776122323208	196.565597318569	148.477463949892	159.157317143033	159.430447105802	90.0403993823758	188.558283600754	180.764833725253	118.351182783817	83.3860459208785	128.079224166018	0	109.883907788412	133.189509300384	120.94200811736	130.350644240667	107.850933308679	108.491815201272	104.71969557027	141.255105617146	113.259048255417	191.944215236638	207.623098573337	105.63047420007	116.390524618485	66.490725278191	90.6504244044377	94.112421048661	91.5541797100879	78.6086934992259	102.379044315399	95.1970932638198	132.954822124674	108.054273362566	189.46366147184	189.847653905919	102.097842241118	108.121868767414	105.96987293282	115.199339359584	125.106849044295	95.6560524810051	135.121849335576	114.395002917763	131.069390898507	135.479752975669	133.854384117791	127.33844154386	116.00822518773	144.291483465498	157.178175361098	196.020241786821	111.256954708675	180.365638434235	100.411075311174	140.827002705057	112.67260191049	85.5023016786892	101.825495651828	114.403583745713	105.611067306221	159.019438976879	127.64098616438	122.329719233609	138.428542358715
Pd16	152.196990360514	167.000423214712	164.613352592999	157.178815280435	121.899186576	106.134192799731	107.738935566015	97.9017617914054	158.335585337521	92.7520701473301	112.937015471971	146.490344145943	145.896751575754	184.981833556096	152.711694811555	157.633342803013	159.858143284928	95.9293678614663	168.023794130751	153.148822425197	61.1018720491116	98.4018733103913	130.392949521198	109.883907788412	0	63.3531656270527	76.9553945743412	141.797618711225	66.3660212157325	127.95696285144	116.057356741273	147.563568111188	115.524607482482	174.834899023959	171.835966972885	132.471914837695	162.536251452537	126.279179746393	108.415670103288	144.85843777015	95.8398790100302	118.608939923846	103.550118731494	120.539305184793	136.971932729914	123.239784697226	167.915616302041	158.916347378008	81.2836729371165	86.0807431889471	110.496870543065	105.631050580095	102.049627928045	113.542259308497	94.2566076325929	115.116634652891	98.950666942666	146.356517942859	144.122701660713	135.158718204916	121.399779644555	152.805609969341	158.637908959554	157.735456342904	120.083489911444	168.149549617876	136.900574842257	171.344387457922	122.420808036656	104.847361620095	156.675941060299	110.057862525786	124.900676904375	154.877191289106	137.935583443522	138.332237377657	140.213393073995
Pd17	163.391390878244	168.662746461614	166.172707634961	149.87413625631	146.792596919183	123.94874028488	126.12684144572	119.49647618234	158.989892629165	116.645292196202	129.737960474665	146.185050879795	158.859749311095	172.756876513732	163.978725043831	167.161597797957	168.398285335069	108.657516521198	153.917623704208	154.085612038228	79.574703929636	114.375719338142	129.45850732083	133.189509300384	63.3531656270527	0	71.2858415704574	132.929343162543	88.9058889408987	146.228494641642	130.581106839454	155.970947947433	132.167550924533	164.744561963855	158.577167360002	129.328304505109	166.929197237566	143.858996122103	117.324224810808	157.006928795172	117.629448157793	137.949236207928	107.840001579874	136.65031762298	152.298658501896	139.271211851984	151.527320688378	143.046882027425	106.59045409671	110.015464626438	121.351247727747	110.418068474073	91.0424408392945	129.067388194288	91.4829017252667	123.905952222333	95.942112389456	158.602081630418	157.493659535038	148.601136012621	133.65503856337	164.269513905056	166.020895252389	146.091530570817	129.902004065006	169.894188419088	145.980061505355	174.964855291804	131.925653790264	119.057931341767	172.862685437679	112.280832212094	148.105088410923	160.641749566648	154.891064372223	154.718769234335	153.92855694352
Pd19	160.159190577399	179.024083399904	179.26479647895	152.867047078801	132.07044759568	110.295109763609	114.697619452985	104.768840460147	177.391406931028	104.170245672897	110.268167802805	134.15798147496	143.21550473288	185.215420100943	151.402209658554	169.731964569638	159.107344134291	105.669501312012	166.779796480542	171.836919424243	87.8164662566546	103.775871817513	141.048793570698	120.94200811736	76.9553945743412	71.2858415704574	0	134.291246816076	84.0284365796229	123.642795378377	117.817608904904	150.963099871308	109.651586667709	176.088847782041	177.589000979213	121.207909097008	162.279285176432	134.252555927778	110.349296085568	151.334875020204	108.334096523871	122.66978612959	88.7384516167733	116.179055604566	133.179599369249	115.637162363948	165.507249666329	157.958969534082	103.101830614098	111.475076134845	100.131300842999	89.2840087558607	86.0381297562709	112.409723158892	66.9321302422372	104.163565677736	74.6115781784769	139.610610240577	136.859859266883	128.785793773952	114.764822806933	148.232214273975	163.044442593286	168.488710767016	113.647312644202	179.782432931362	144.589136349783	163.561654756165	120.99628491147	106.306567598667	158.804778996906	92.7331732468748	132.040198243382	170.865124555209	135.251318100376	133.470772698897	140.771620718653
Pd2	201.840183199014	206.689805627867	209.330560232933	183.611175329811	163.507564621698	163.309378984824	169.040795382365	145.637702355106	205.133481174569	151.060404680028	169.76536753017	205.100993279815	197.797679186672	200.962452095614	207.691463719033	203.972544358898	210.927194282747	134.477599715054	196.584815017267	205.928034790854	152.964212242347	132.36625260831	139.889781246581	130.350644240667	141.797618711225	132.929343162543	134.291246816076	0	138.614701069054	162.016573183302	156.810620103641	186.839535564887	172.287855461108	198.738019823764	218.336080638629	81.3538881468101	98.8943981635776	113.3925017365	116.198479786379	118.112865695579	156.467176193655	151.376195518258	132.133494245163	148.067198455297	194.599022719669	167.889905110717	188.520884750409	197.146241296315	143.389890830641	161.667430785157	138.541875148849	140.620308277393	115.24387877154	146.884876065407	150.754871882002	150.413635031345	136.592741067213	191.300683476023	184.034082324123	185.311916408201	169.074609161008	200.998637044075	200.000570602344	207.991516199175	159.0462837143	213.600102992562	98.6808770048475	104.277619070658	157.31465621777	123.870816027873	126.205071987986	131.417695511068	177.013756035138	186.638814131227	190.915566775029	179.320002668845	195.346252177055
Pd20	153.396704902295	170.079092295417	168.441800198276	159.691619326507	123.817583658693	113.347263132055	113.373526477703	102.557767245772	163.510297566567	97.8688257269256	118.647515995921	157.048088315018	147.319821857024	176.181588019746	155.549909164786	158.121809204419	161.729823263045	104.588377224366	174.364832845358	158.71125036424	75.5294178739841	101.939005769153	138.100906040154	107.850933308679	66.3660212157325	88.9058889408987	84.0284365796229	138.614701069054	0	124.893770151723	117.131047889254	128.919348684119	118.070467113189	165.577077854011	166.153958602845	131.567240627008	157.959571991539	123.881145557634	112.468814359234	137.149711397709	99.5762689832715	119.957897428438	109.540466355964	117.930170185073	136.819105587478	121.603486980864	173.737429378814	166.734725775837	87.8370643382228	98.3517247242437	114.633770330466	111.339842207165	113.297467634538	113.714684168057	102.187952579181	119.951574669021	102.755640633385	140.682244972213	144.484013916536	136.472899121279	120.394077635677	152.654089424212	158.795226414593	165.418079447571	119.509318024119	172.268394611088	130.963212929577	161.841235106486	121.905477976727	103.702605978757	148.539394811466	114.946292855449	124.454584846803	155.208379904545	136.837810331958	132.632463775917	140.244480380902
Pd21	135.222814778143	178.873810928684	186.076855597792	164.935996970693	131.515403221403	118.160132334998	115.287187667213	101.409487562525	191.470364213704	106.194064851788	100.041410884201	170.0033965528	110.256757956585	208.764422700726	123.96543383587	152.055480628178	134.739447212353	113.28687823257	194.53792276308	187.330021045547	134.006810557546	101.792638835578	153.794550733762	108.491815201272	127.95696285144	146.228494641642	123.642795378377	162.016573183302	124.893770151723	0	86.1400586405289	116.771107492734	78.8760576763097	200.656915656253	214.282148013075	142.603509072013	155.549274770154	116.822914641919	111.241218814639	138.586116517287	110.756957847377	101.09316434953	112.310229712907	70.0755706548061	89.6950969098599	77.095037858895	196.657784096031	196.123589950216	132.488630985927	135.386834638127	116.432797696654	122.646889955868	142.278888192963	85.3162668816388	132.61010801211	105.010107669669	134.7428663212	106.563084948855	99.8725384851452	97.8478033734525	99.8214489006131	115.141068401723	141.443328494847	203.167545652731	89.3245089803336	183.330598674368	136.277222558486	168.975428788813	83.4618968783696	104.694947112408	140.337199586282	120.792835505865	103.076849233344	162.479836318965	90.5578542519877	83.7074409087999	107.573601616702
Pd22	142.390472735173	172.527286560491	176.709301743527	159.749374711577	117.244810418091	100.1692716457	96.9208980338683	99.4182057480006	179.574994094379	103.10910658899	92.3547766014867	155.977970459977	121.537466168202	197.272778900613	130.157526355963	152.356504391097	142.154367096291	99.9709000238484	183.347732757343	178.852433866519	122.19295301567	95.4088853252708	134.083399794853	104.71969557027	116.057356741273	130.581106839454	117.817608904904	156.810620103641	117.131047889254	86.1400586405289	0	123.653903428159	81.6013663911583	189.409623531207	201.549099287468	138.660436665298	150.642306317053	111.842152362429	102.386709424138	132.245643822403	97.6734847590482	88.1403538459662	111.895853307517	81.5286774033992	108.805168653294	92.7398031672979	185.242277781087	183.649006078346	119.617530343844	121.724770025512	110.548168128502	112.399195302023	130.11945730361	83.1747601383393	127.345668074352	103.407228516919	129.265948084775	117.340802630708	115.008869504978	107.750078513221	97.3361433742682	127.414199690602	147.601396534865	190.434761695078	92.9246404721448	172.757503189926	133.768201579767	172.643506947951	92.6359163089248	106.160866321139	142.738539664195	114.364450057809	90.7503742064243	159.319634646274	111.173685852604	109.526854259309	121.552199693939
Pd23	120.68001286461	154.38231230361	160.763227661226	149.873544877647	150.211863664442	132.785240267555	127.802157252766	132.349446475759	166.334394848486	131.507532438704	128.154572559738	168.167996544576	120.584461185828	161.326843156418	125.120814480823	133.943541524726	122.343743766072	126.787163988965	175.993016855879	166.583054954549	142.849821418414	131.459785363011	143.843700803339	141.255105617146	147.563568111188	155.970947947433	150.963099871308	186.839535564887	128.919348684119	116.771107492734	123.653903428159	0	112.33836965316	157.056888706156	167.366861434713	171.495859777899	185.510206921793	153.974257974845	135.239831919253	163.2538916939	126.225486439541	127.290096619613	138.348422264125	126.788910592378	105.75309364666	122.845069042094	180.906140899225	177.41530107924	147.815176822178	143.038295441814	146.265224406437	144.846885089508	155.441060777187	128.961843276771	158.076348468484	138.874404897799	163.867942258241	118.606982412515	133.899569971731	125.3093465542	129.466755454619	127.883700582643	128.478441135837	179.175728281964	121.426792000972	157.535104236204	161.902383808645	209.124842193048	113.149811800735	137.466779900651	182.111127614962	144.629727768095	123.084331919841	145.905453570223	110.642366657481	113.947754100242	105.482817254115
Pd24	134.919291546576	172.995121001002	177.096042183256	156.825007129706	122.314936036043	97.2024679513637	96.3035012165559	101.067690531242	180.149918490503	101.94584672822	89.2241286525493	139.831686994454	102.073644060763	193.524851486673	111.558034513906	151.795783376634	124.634922425157	102.196599704142	178.740486783059	177.737927815902	118.121473695892	94.5442841950252	139.865987770559	113.259048255417	115.524607482482	132.167550924533	109.651586667709	172.287855461108	118.070467113189	78.8760576763097	81.6013663911583	112.33836965316	0	185.96550665953	193.132049916985	147.999914403142	168.275222678172	128.511977883934	111.253712132712	147.126232642381	98.8398420495181	90.3676579752036	107.456044724205	84.4301767370721	89.0612279389935	82.3307654674042	182.381187834639	176.923475831179	117.848645660429	119.489614073009	107.079019688591	105.276316407032	130.881226679356	92.5059103974902	114.319772985069	98.0854530458296	119.986314517331	97.4723217304943	102.296723146953	90.8204898873961	92.9641665522507	108.417929383034	139.095794711561	184.966848088065	88.8618314833841	168.992488794785	152.066063136414	191.094401655628	93.7375410647718	111.754520066059	157.669331377573	112.668438504262	97.8651365912878	165.863599031748	88.1539625016894	99.1423750076164	106.31050865658
