sample	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
Pd37	176.904172055275	145.444154474667	135.065087867083	139.925150755311	193.195856189349	181.960539945866	183.35627114844	183.744093309084	126.73423706972	183.195169290753	185.349424656073	191.264896497368	197.940385704821	94.2953052807422	200.897728937421	169.586061603016	192.853548646604	165.301836316647	57.9422576643458	129.00352300556	169.046738963666	176.415359742236	167.861702453061	189.46366147184	167.915616302041	151.527320688378	165.507249666329	188.520884750409	173.737429378814	196.657784096031	185.242277781087	180.906140899225	182.381187834639	105.075769427504	112.711783568507	181.008455727009	210.836487323196	196.12209246758	172.787101090614	202.290333560377	175.838968184071	188.506786654962	168.446776002142	192.390784960465	190.094796966089	192.279347748046	0	56.995533888328	177.844488554071	176.801374689779	181.710823826604	173.494443424132	158.010203824824	186.439518480723	177.523269409147	182.582072991175	179.006495869292	204.667548750733	203.955396854248	197.325943069215	189.968604737372	203.940366213064	178.997855885898	103.756291486632	184.198349031848	142.698736045125	190.763558638437	221.521493680257	181.62086861096	179.988949569911	221.123399644578	171.374088316267	191.272220026029	157.828611510894	197.418847731398	196.056967534733	183.798695410517
Pd38	171.62932093433	142.422327839051	129.271101519451	141.361570264342	189.093606323603	175.722786588114	177.059506741313	180.750797597163	119.191036219752	178.421327122256	180.153212694778	182.662004141339	191.607127165076	105.740767269548	192.882244368911	164.93075912045	185.182445421175	163.7171302536	71.3215801660409	118.592748357736	158.192722576915	176.177536341179	169.595322067789	189.847653905919	158.916347378008	143.046882027425	157.958969534082	197.146241296315	166.734725775837	196.123589950216	183.649006078346	177.41530107924	176.923475831179	117.778195200999	96.1513840220333	188.211394302402	219.025172907835	200.525553975161	174.738685274981	207.88812977233	170.708780047935	187.374557802395	168.940443186445	192.932736633091	182.669070985675	188.591301528315	56.995533888328	0	170.334246388669	168.91155482133	181.068036299764	171.970955142542	158.575447469018	186.088448971503	169.995921407766	181.946409336619	174.416505653164	200.581010094454	201.050190387544	191.905551561599	184.622144238951	197.563266976893	175.340708641247	85.6722320727152	181.527245617717	139.409779912111	196.901399709275	229.574613189635	180.12892216798	180.453897055112	226.528189940641	171.628161802728	186.785313459527	157.687400591938	191.416908392269	192.569192788872	176.523866371165
Pd40	148.337026273218	164.624487863523	162.304905602479	162.903816893233	104.971040649377	94.3189799299181	99.4937789677472	92.0426221010769	158.985230367674	84.8556486807843	115.939420756383	150.918974998798	144.191854315536	190.98496144316	149.730471482804	153.240464991443	156.452914052603	91.9518762825586	175.187244897973	157.527324754422	81.147678621383	92.4397725933152	120.75024759173	102.097842241118	81.2836729371165	106.59045409671	103.101830614098	143.389890830641	87.8370643382228	132.488630985927	119.617530343844	147.815176822178	117.848645660429	181.309724340752	183.693946648119	138.138162834739	156.39471948447	119.298869132781	105.736751435229	136.608926106239	86.5459021818237	116.443055714145	112.858335997384	124.123251422907	135.643187818828	123.787921133851	177.844488554071	170.334246388669	0	62.9441861433055	99.0216454342144	99.1734195249259	106.718261831149	116.960365667089	110.736045743843	116.754975984907	111.645416240634	141.539249325043	139.772153593101	130.694385225255	118.551177406473	146.768417649327	152.816816932666	166.508070819935	119.64215332484	163.340427024328	122.311384998169	165.693867321305	125.359635876954	99.3513004201907	141.245255625992	119.130130728624	119.952608942527	153.396645227881	134.967450315726	138.284887154766	138.16224157429
Pd43	137.684566065843	153.717028430203	150.656981183323	157.33585224546	108.445834664292	82.5366126698662	88.3784379905479	84.6588062681661	150.944960923942	70.5589376294477	106.663884955472	136.436175483701	135.217153240094	189.680186725175	139.232529621095	142.840765130866	146.691225500944	89.5491945832712	170.063003789792	148.587498367206	76.6230403918115	96.2946461976912	119.354382915943	108.121868767414	86.0807431889471	110.015464626438	111.475076134845	161.667430785157	98.3517247242437	135.386834638127	121.724770025512	143.038295441814	119.489614073009	178.247361653143	182.080773858802	151.441981844452	171.071345030685	129.825706773439	107.398727312733	149.50294243487	74.7696595155258	120.154938777257	113.098021229364	127.335331814271	127.520361346963	119.580394560042	176.801374689779	168.91155482133	62.9441861433055	0	101.432626872482	101.174985373326	110.402151293021	112.362021458616	120.526002241894	113.842011923002	130.234862621466	136.773731768832	136.286648167404	122.139619128694	108.946662220363	140.420745457833	144.781487916602	164.930823628071	110.890602447111	153.850874471749	134.461381577007	184.678032785429	118.047130449377	98.5058906624522	156.644009497361	121.956580692412	116.932781394242	144.816377941259	129.093030028642	134.144214923008	127.378032859856
Pd45	155.505323637368	178.581150426519	183.756730319223	150.630851520352	113.978168709041	84.1613552255332	96.8839773735439	81.1207052918141	187.676983711041	90.3703715127018	92.0601100494575	121.39663329057	129.747814210438	195.76373991959	139.090562341938	168.227057161675	149.854889154709	88.1631438541038	178.680597741938	184.408027765283	113.067540289001	80.517630605355	126.223590065759	105.96987293282	110.496870543065	121.351247727747	100.131300842999	138.541875148849	114.633770330466	116.432797696654	110.548168128502	146.265224406437	107.079019688591	186.56860484202	202.507874714474	113.403498601408	139.540726175994	113.996899317236	80.369930795567	136.559957097534	102.75723481754	111.052244124924	78.3863341268796	102.622640641419	126.333005762347	101.968486198608	181.710823826604	181.068036299764	99.0216454342144	101.432626872482	0	51.9079197652657	85.5938888221262	92.0364304870465	99.8604507061518	61.5955696519431	105.379170116941	120.990701607948	112.788285625457	108.286942955667	98.0561318222389	133.075334437466	152.619891196312	192.164921828643	94.9621463198096	180.85893356082	122.311035006988	152.921628824363	106.652272021042	77.1305953654693	135.1328568645	88.4512198656189	120.584949572552	171.542160019825	123.860728845748	122.066951547972	134.05200987399
Pd46	154.284718586929	175.417741404909	179.443305788055	145.737695207223	124.27060408614	88.0170320654456	100.309584098815	90.9512149836924	182.095460490087	96.3978201178102	100.515301529994	112.077592148003	131.587479252569	188.789598588195	138.999886188959	165.998679940529	148.079692862953	90.741501957272	170.988035899535	179.107430511451	107.121028532438	84.5537034679337	125.537375523214	115.199339359584	105.631050580095	110.418068474073	89.2840087558607	140.620308277393	111.339842207165	122.646889955868	112.399195302023	144.846885089508	105.276316407032	180.409497247246	191.95919874999	115.238985495544	149.899600889385	126.523020009429	94.6996141404476	144.586908027918	103.044093301844	117.428573106499	73.7064290125323	107.291232336279	126.081573079132	106.5328686511	173.494443424132	171.970955142542	99.1734195249259	101.174985373326	51.9079197652657	0	73.3967055804734	103.669886138475	84.8229085978895	73.163643421276	93.8111245125562	121.404988738695	115.378012215867	110.427988970579	99.9222125315538	132.95532444767	151.077235701714	182.512148374907	97.8243357288142	173.639736513756	133.689656446802	157.993580298708	111.225731270409	89.3530859060916	145.568610736417	85.4045587554511	127.473264337447	169.959812971719	125.446260708591	129.40915640844	134.13446775621
Pd49	165.718780675222	176.678501347938	178.901142319502	147.885554101928	134.507789873713	107.082414147699	117.543498399301	110.240889163536	177.514445086739	112.746897988514	122.082686232672	129.200995600704	149.523294931329	172.932876611758	156.699637523624	175.341059988051	162.716810026466	95.0482123183711	160.154783702518	176.645001303805	107.698348590927	104.641332144747	112.745266522162	125.106849044295	102.049627928045	91.0424408392945	86.0381297562709	115.24387877154	113.297467634538	142.278888192963	130.11945730361	155.441060777187	130.881226679356	169.491346344971	182.805190720296	104.69331733639	147.261975317545	130.299523705739	99.57460234674	142.492110837046	114.471528836013	126.521798346122	76.9386547663269	127.30893791096	148.825272138103	130.474702000116	158.010203824824	158.575447469018	106.718261831149	110.402151293021	85.5938888221262	73.3967055804734	0	120.790962974133	96.0311125054178	101.46246638105	97.6305899224667	147.113376909638	139.37651205213	136.469061638601	125.047690064141	154.753011626975	162.436871942641	172.313613478929	118.182706789749	179.922226231911	128.06339212207	153.188946972423	123.793020091669	101.294112771208	152.194685962191	79.7633940774386	141.343698373208	170.374916516676	147.919271414664	147.673340768045	150.829652175414
Pd5	142.508492236291	172.086889974025	177.422935690943	156.097956516737	108.847939909705	88.4333449398954	87.5315393640324	74.3096263794	182.421584796752	82.2382354124943	70.3437735870714	145.711906466291	111.717789806481	198.660096047114	124.298106426667	154.034902794682	141.97890773466	92.7328389250273	182.352794534467	179.054384083957	110.855872372196	86.5424846398551	134.448220650674	95.6560524810051	113.542259308497	129.067388194288	112.409723158892	146.884876065407	113.714684168057	85.3162668816388	83.1747601383393	128.961843276771	92.5059103974902	189.47983508192	205.332494144817	129.172596292093	146.00002145224	103.110518215623	81.0737948924103	131.35713345529	96.7855006095386	88.3652514340591	93.3836218440535	75.0937956878562	107.559453004363	73.9934819803384	186.439518480723	186.088448971503	116.960365667089	112.362021458616	92.0364304870465	103.669886138475	120.790962974133	0	121.124828931358	81.5609782633917	128.444304328222	109.115346793954	103.38059899615	92.9715523998798	75.1120578656627	123.444999162443	147.652721230603	194.11347268565	63.9315221455051	178.379579916497	121.987903376914	161.46041875826	68.1142513304685	82.2951025451797	134.957149204542	103.31340467693	89.0092183910914	159.163808229951	104.678143735814	94.2599460526782	117.840245609837
Pd51	167.192368584166	189.985647354633	190.27883426333	161.94638058831	150.493569878476	118.568222878667	123.931117319162	117.286306098575	189.134704606753	113.35610797327	118.13964819201	132.49752140905	141.534982683506	199.082012416811	149.69802767844	177.274594857927	156.682021746412	123.451802353402	178.61520930302	181.35853674491	100.042887222762	113.265590548776	157.787516608706	135.121849335576	94.2566076325929	91.4829017252667	66.9321302422372	150.754871882002	102.187952579181	132.61010801211	127.345668074352	158.076348468484	114.319772985069	188.225463776338	185.450862955361	139.119048214993	175.101750695063	151.081486883659	127.104672241781	166.946888631236	126.592572905047	135.775544880769	102.12429955845	120.919434331348	135.92098701927	120.270819839164	177.523269409147	169.995921407766	110.736045743843	120.526002241894	99.8604507061518	84.8229085978895	96.0311125054178	121.124828931358	0	99.2673592425311	59.5907475178396	130.032972988897	125.150101679598	123.27996485013	118.260087727769	141.952543360278	161.273075102619	176.179292540829	117.634486097412	185.192048402093	161.773984844936	176.935254837705	127.223748531308	118.969834390639	166.715813230953	105.296297739235	142.84862483995	181.030836752807	134.185987384987	137.603124163506	144.812303916042
Pd52	151.402886408733	177.476939951238	184.086996936841	147.99686290152	128.236437041995	91.9284421451697	100.505172471092	87.4797834068326	189.487524611128	95.0352804782724	81.9532244331222	121.086514518639	118.499156399506	197.907384050581	129.622063866818	164.835253574116	140.860688485305	93.9836328859386	179.015712207381	183.751807233583	116.037986288777	87.4020687726409	135.425334881499	114.395002917763	115.116634652891	123.905952222333	104.163565677736	150.413635031345	119.951574669021	105.010107669669	103.407228516919	138.874404897799	98.0854530458296	187.167470318104	202.552461784094	125.955126800638	148.340412235282	123.823810666135	84.3181164292212	145.619856885617	111.058550204002	110.27687350648	84.1683131334551	93.7055955262117	115.541183129188	91.0051124637463	182.582072991175	181.946409336619	116.754975984907	113.842011923002	61.5955696519431	73.163643421276	101.46246638105	81.5609782633917	99.2673592425311	0	108.314958445599	107.620620014837	97.6078706548249	94.1447062908585	88.562326300944	123.064013733554	146.417895885256	192.802451867996	83.0695158142908	180.738129726047	134.337382873749	166.333189086615	95.3436919794132	84.162611046403	145.150040700571	92.5107602258591	118.237586838805	171.47339089421	112.792815876961	109.607556581273	125.332491728064
Pd55	177.662797884018	199.110944733816	199.071701718046	173.172760269149	154.190396218523	129.014558291325	135.829744315224	126.493087487353	194.875981627722	122.730980757067	133.273682801918	149.100389357357	151.739041145957	199.307553476406	160.636043433349	187.835158470397	165.693929987206	127.260525359833	184.767794828523	189.127509984227	109.219035231419	118.363235266926	157.92481437916	131.069390898507	98.950666942666	95.942112389456	74.6115781784769	136.592741067213	102.755640633385	134.7428663212	129.265948084775	163.867942258241	119.986314517331	191.902510789105	190.974285949752	126.853847672122	159.299255894716	142.701607566285	128.911396266194	154.299043349593	131.782990720179	135.259859279726	109.612515439278	121.505456905862	147.262855926309	129.675814937748	179.006495869292	174.416505653164	111.645416240634	130.234862621466	105.379170116941	93.8111245125562	97.6305899224667	128.444304328222	59.5907475178396	108.314958445599	0	138.487280070504	131.692119925559	132.925629757128	129.769127354795	149.714014210985	166.656215637068	182.21077040789	127.434638056942	194.324931377509	153.887186707622	162.792025550904	135.813177531688	123.483349520452	153.313144035698	109.728241421755	151.234936193318	188.228738900149	148.321149280096	147.863520158787	157.472208826767
Pd56	146.144471615048	188.540938310907	193.464661590283	173.237012223583	149.863967132111	114.765379659711	112.874704424528	120.487734812037	201.091069220271	118.693508108538	107.782201732083	135.631424132313	78.534560169377	208.556804228893	86.8285685284472	165.991158284587	105.699759308208	133.876210773099	199.408411625528	195.55361153395	138.018659292414	126.69323307122	163.582154088474	135.479752975669	146.356517942859	158.602081630418	139.610610240577	191.300683476023	140.682244972213	106.563084948855	117.340802630708	118.606982412515	97.4723217304943	199.004965585235	209.675526635721	170.994884593894	187.063851040797	154.240982478011	135.705832518046	170.415919169863	128.797125462208	120.793827174112	125.700244386232	109.583361639666	95.291779767678	94.8538201938909	204.667548750733	200.581010094454	141.539249325043	136.773731768832	120.990701607948	121.404988738695	147.113376909638	109.115346793954	130.032972988897	107.620620014837	138.487280070504	0	71.250436537818	67.706994076891	96.3485394242853	75.8225008783962	132.262182467929	206.601233124782	94.0416224298684	188.614628786684	172.974463951675	207.490883424759	99.9739209990533	130.48289895436	170.219711614172	132.338520794369	117.132945538774	181.970117411458	90.7414212785033	102.11823698792	111.873529412231
Pd57	145.03068761369	189.551629820356	195.073167691062	171.722779012449	151.744347187458	115.243467793634	116.645107053777	119.126100366086	202.432745195758	113.944295053419	106.133818794732	139.991540764341	82.0013667079128	216.703132987215	93.7237481780154	165.553664662646	106.14818694756	132.734788824345	199.178265338856	196.264611333984	138.638697584452	127.879243789596	166.245344348406	133.854384117791	144.122701660713	157.493659535038	136.859859266883	184.034082324123	144.484013916536	99.8725384851452	115.008869504978	133.899569971731	102.296723146953	205.683036192602	219.442754916622	165.767459897328	179.367167736863	150.29555233071	132.944642184906	168.666173239189	128.057597600554	124.75278147023	119.777942580034	100.684550479127	92.1409217359492	85.5340086146427	203.955396854248	201.050190387544	139.772153593101	136.286648167404	112.788285625457	115.378012215867	139.37651205213	103.38059899615	125.150101679598	97.6078706548249	131.692119925559	71.250436537818	0	61.9378331593973	93.1266008095313	77.5455510257158	126.577215799906	208.799829569268	87.043910014206	192.222531023693	167.524519564657	196.300893354319	94.4791967622386	123.842368341782	159.075505939429	126.277233874843	117.514041974046	180.19783433822	90.0394737148732	94.1374422912239	108.862315639201
Pd58	135.533097054929	178.618368859346	183.374147993484	163.55257613502	137.798666442794	99.8452172790438	98.9261486478147	105.187170925545	191.463156748761	101.088805066659	90.72321019561	126.128509754656	69.9714844448639	208.484012114488	79.0545670580564	156.373188744586	100.407953920349	120.235473912535	189.8721213351	185.782884213667	124.730337934361	119.0480945273	153.858555954113	127.33844154386	135.158718204916	148.601136012621	128.785793773952	185.311916408201	136.472899121279	97.8478033734525	107.750078513221	125.3093465542	90.8204898873961	198.684942760811	208.799268336925	164.802415100464	182.043023395893	147.155678427248	124.971425739721	166.771354994457	113.656912689224	112.418163583734	112.793968356756	98.1815182218149	81.9262741207812	75.2748163390815	197.325943069215	191.905551561599	130.694385225255	122.139619128694	108.286942955667	110.427988970579	136.469061638601	92.9715523998798	123.27996485013	94.1447062908585	132.925629757128	67.706994076891	61.9378331593973	0	73.6293937735666	64.8122041402032	124.576407931686	198.627817765612	70.948979018098	181.199080454078	165.334576215403	200.666816435244	83.0256569743042	116.274003479832	162.648735660569	119.5210124527	106.025054256396	172.21068704029	82.0362637040533	91.5361511735807	100.029753282771
Pd6	138.08546922089	170.860776725972	174.894191297827	155.092767264652	124.393200852134	88.1093727881596	88.055166024958	87.7894096566693	182.111751368871	85.3655243394476	79.9060999534257	127.484706141177	95.7079642560133	199.961718370839	101.745673088914	152.545189941996	123.876178091823	104.125711735393	181.126152077011	177.909660540268	106.341046179588	102.520795303827	138.04158235902	116.00822518773	121.399779644555	133.65503856337	114.764822806933	169.074609161008	120.394077635677	99.8214489006131	97.3361433742682	129.466755454619	92.9641665522507	190.270715847776	201.765216700439	151.871939687778	167.516797638419	133.937939549695	106.997530512676	154.36990027947	97.8125861573064	106.748117665084	101.392893448009	89.6972223329485	92.9122419772714	67.9994529129281	189.968604737372	184.622144238951	118.551177406473	108.946662220363	98.0561318222389	99.9222125315538	125.047690064141	75.1120578656627	118.260087727769	88.562326300944	129.769127354795	96.3485394242853	93.1266008095313	73.6293937735666	0	100.146901668375	139.5517011975	192.051817247008	48.1611463478946	175.0435133748	149.246428263529	182.947979855947	67.6821013394558	95.1567256157243	149.953046072102	108.656655857019	101.526795877148	161.513141754055	93.836488606194	100.481619932415	110.580842208656
Pd63	137.848723776957	183.935374270664	188.34479351549	171.325144260494	155.863474310863	122.142524227347	119.50766219819	129.98647942746	196.331245361935	124.559362999718	118.123296403996	138.739238695141	70.0338048926281	211.692175101595	72.052135434058	160.146647289297	87.9158046149912	140.233268903775	196.102710401671	191.254523700669	142.380967715826	140.351107321499	165.269773609024	144.291483465498	152.805609969341	164.269513905056	148.232214273975	200.998637044075	152.654089424212	115.141068401723	127.414199690602	127.883700582643	108.417929383034	203.718963678354	211.774195924121	181.486444675372	196.771929731329	165.401709775077	146.693731147536	180.064424240118	131.171903630124	130.007524211089	134.054160906524	122.116944150431	86.8219854433123	100.503473944538	203.940366213064	197.563266976893	146.768417649327	140.420745457833	133.075334437466	132.95532444767	154.753011626975	123.444999162443	141.952543360278	123.064013733554	149.714014210985	75.8225008783962	77.5455510257158	64.8122041402032	100.146901668375	0	121.581289989504	202.955213538738	100.532131986894	185.741948093591	182.717237043943	218.074198367857	106.830199064783	139.87665430062	178.464985473971	139.911277508346	123.601238742201	177.430266228004	88.7958530441184	104.529657958928	103.791245306933
Pd66	75.2671546131559	136.780810231905	146.110697801845	142.423583676344	169.122564534247	146.731031761597	145.002295393476	147.075931949516	156.840345252668	140.675558290871	147.77571129703	168.81648999182	126.752054032438	194.311576841998	128.604297817448	100.577909350522	94.553689394455	149.34948071195	173.837578872581	151.879040330798	151.226550647857	152.553177749922	168.673388666715	157.178175361098	158.637908959554	166.020895252389	163.044442593286	200.000570602344	158.795226414593	141.443328494847	147.601396534865	128.478441135837	139.095794711561	184.828755697335	185.079800033845	187.688392402043	200.983941252838	174.996717631341	156.403635978533	185.644684588295	140.925074301767	155.874798115672	154.243668462183	149.255496893832	113.665727640737	138.024529221602	178.997855885898	175.340708641247	152.816816932666	144.781487916602	152.619891196312	151.077235701714	162.436871942641	147.652721230603	161.273075102619	146.417895885256	166.656215637068	132.262182467929	126.577215799906	124.576407931686	139.5517011975	121.581289989504	0	169.588990161206	134.795960878547	144.796787918688	179.747943607768	217.042144491267	132.737892407322	150.721142157282	189.084788327967	162.834986905601	146.354936432427	123.770269467991	125.946217254268	126.965244635511	95.5678999656638
Pd69	164.676991282513	121.746438272351	104.281684596874	140.096382582411	195.294639903049	183.179403838145	183.446641917407	186.282717601601	84.5316042204787	180.454442675073	188.632764820885	195.629096903166	198.764329101809	136.721726039039	198.750671521719	152.579011526862	187.832824265927	171.407269618745	105.872809431301	81.3609496438588	154.474077075646	182.212156785314	173.725159388594	196.020241786821	157.735456342904	146.091530570817	168.488710767016	207.991516199175	165.418079447571	203.167545652731	190.434761695078	179.175728281964	184.966848088065	137.802676471012	79.4507401842073	204.531775348926	229.871684668999	209.911165501303	184.751589950668	216.169919897286	174.606638448034	195.561281978269	183.459636736551	201.353051580709	188.703555601765	197.303535112156	103.756291486632	85.6722320727152	166.508070819935	164.930823628071	192.164921828643	182.512148374907	172.313613478929	194.11347268565	176.179292540829	192.802451867996	182.21077040789	206.601233124782	208.799829569268	198.627817765612	192.051817247008	202.955213538738	169.588990161206	0	189.102390903361	112.879696015601	202.635670849208	239.687174805942	186.51755422592	188.102913823265	233.724700018731	187.127468972122	192.040842435666	140.544105631189	196.682375579615	198.824396088548	178.034228304009
Pd7	134.430291085709	166.319270381116	171.951805387662	150.055026630316	125.296781511765	89.009560423262	88.7271924392066	84.8952638913339	178.50231463172	82.3397939768604	78.3024548447859	132.883778551888	93.7567330896765	194.600383018043	103.22341919483	149.309995061953	123.607934854324	98.5850327804075	177.222104774133	175.146828483612	106.658105489378	98.6248969981812	131.030591930321	111.256954708675	120.083489911444	129.902004065006	113.647312644202	159.0462837143	119.509318024119	89.3245089803336	92.9246404721448	121.426792000972	88.8618314833841	185.619563649898	200.031769645347	142.870964357144	158.817778655589	126.412247110564	98.6284531005235	146.043655261727	95.3536724277361	101.27197473287	92.7196669958136	78.2522227879167	91.2092745996506	61.0252367696448	184.198349031848	181.527245617717	119.64215332484	110.890602447111	94.9621463198096	97.8243357288142	118.182706789749	63.9315221455051	117.634486097412	83.0695158142908	127.434638056942	94.0416224298684	87.043910014206	70.948979018098	48.1611463478946	100.532131986894	134.795960878547	189.102390903361	0	172.399528118433	139.557730791784	176.341000463888	50.7632797349685	89.97556088681	144.84528359043	101.094444866939	98.8537778701001	156.483385754726	92.3599783878626	93.0609299019554	106.959136058341
Pd72	132.568609550393	66.1675840527117	63.8117215671968	122.30078619768	181.385477702379	168.546819480842	168.704334234886	168.939881282688	80.1063461663128	162.466096941586	173.061104292387	195.951484781631	185.379347767688	163.565387998771	184.365338705524	111.609248321457	171.335436539885	156.82876487615	136.595757844967	91.2571122568104	162.583022168466	162.61330517024	164.468798281851	180.365638434235	168.149549617876	169.894188419088	179.782432931362	213.600102992562	172.268394611088	183.330598674368	172.757503189926	157.535104236204	168.992488794785	157.563835181768	141.062556086785	205.057723518325	220.506374616816	196.927650527484	172.11431492456	205.13387492569	156.406978617863	181.760758831785	179.198116172412	183.894869058099	168.414216262904	179.568823728476	142.698736045125	139.409779912111	163.340427024328	153.850874471749	180.85893356082	173.639736513756	179.922226231911	178.379579916497	185.192048402093	180.738129726047	194.324931377509	188.614628786684	192.222531023693	181.199080454078	175.0435133748	185.741948093591	144.796787918688	112.879696015601	172.399528118433	0	189.617180552132	235.202419608762	170.65523892707	172.715041971203	218.17686270276	186.324379256381	175.531286786276	100.607711709606	177.400826140344	181.823734150334	155.946128174875
Pd75	172.554531185544	179.347224537908	184.670345366366	173.649319757269	126.421349126556	134.04935665339	138.828450752785	112.220660648721	186.231052565656	122.152734534659	142.427356374872	200.013393994624	176.658003575268	199.285774618039	187.389884435465	173.268167710262	192.479262042526	104.332396583407	193.248695671779	187.87344675614	146.251142653324	100.837815091035	119.577523560636	100.411075311174	136.900574842257	145.980061505355	144.589136349783	98.6808770048475	130.963212929577	136.277222558486	133.768201579767	161.902383808645	152.066063136414	196.241594908036	215.756077589645	99.6193320395036	98.7432695052613	80.4457915286426	90.826011737557	94.8027017780958	126.144870758702	126.866938738705	125.905185019775	124.767024148944	169.21086626026	143.675541784583	190.763558638437	196.901399709275	122.311384998169	134.461381577007	122.311035006988	133.689656446802	128.06339212207	121.987903376914	161.773984844936	134.337382873749	153.887186707622	172.974463951675	167.524519564657	165.334576215403	149.246428263529	182.717237043943	179.747943607768	202.635670849208	139.557730791784	189.617180552132	0	102.273191815309	136.337095474923	90.5311503049281	104.670033710335	131.251307122896	144.823677162601	161.661236673147	164.908599917631	152.574016853944	168.252330929059
Pd77	216.47537903043	226.348612366763	231.213725261855	209.833535032944	176.174721283203	184.775587760594	190.216494682499	160.352312555016	232.134980449981	167.581481473091	187.227514172504	232.675363305172	217.4071565905	234.943375394672	229.581806340308	217.804721211912	231.850710997401	162.434250200341	227.19361032721	229.852296855559	183.993804480534	149.04062048048	182.928492112637	140.827002705057	171.344387457922	174.964855291804	163.561654756165	104.277619070658	161.841235106486	168.975428788813	172.643506947951	209.124842193048	191.094401655628	230.954634561528	250.634051481179	107.894217621111	112.856456715118	123.486803427141	145.481153488866	132.230099340853	177.907511623234	173.252982788522	155.900779314541	154.235272186213	206.819833827647	175.635994472694	221.521493680257	229.574613189635	165.693867321305	184.678032785429	152.921628824363	157.993580298708	153.188946972423	161.46041875826	176.935254837705	166.333189086615	162.792025550904	207.490883424759	196.300893354319	200.666816435244	182.947979855947	218.074198367857	217.042144491267	239.687174805942	176.341000463888	235.202419608762	102.273191815309	0	175.7602604164	135.661745600863	104.255263840193	159.406917667316	189.42306024274	205.541973011973	205.144426467964	188.305086407882	209.575526146045
Pd8	128.659350188241	162.524486333244	168.965634175648	147.651153677619	127.341365697134	99.5133736788872	94.8075916520856	91.1003160831328	174.819482333931	90.6672794685095	87.3666339309835	145.30570364292	95.8299720544346	190.900582371596	106.510198450395	142.984196516134	124.170112614007	103.06356782086	175.233296655671	171.492079921942	112.413177126649	103.6617213986	129.520027079523	112.67260191049	122.420808036656	131.925653790264	120.99628491147	157.31465621777	121.905477976727	83.4618968783696	92.6359163089248	113.149811800735	93.7375410647718	183.216463134535	197.868484698809	144.256250855327	158.993278777932	124.371792752407	100.113716020159	143.023276328432	100.267150899965	101.025291984699	98.7717696813796	80.7151404734817	91.1555818286969	70.6859982275062	181.62086861096	180.12892216798	125.359635876954	118.047130449377	106.652272021042	111.225731270409	123.793020091669	68.1142513304685	127.223748531308	95.3436919794132	135.813177531688	99.9739209990533	94.4791967622386	83.0256569743042	67.6821013394558	106.830199064783	132.737892407322	186.51755422592	50.7632797349685	170.65523892707	136.337095474923	175.7602604164	0	95.6205633803256	146.801421768041	105.919055228693	93.9610495889075	149.135377337056	90.8650810574529	88.4578940842968	103.533969975055
Pd80	142.909265596364	162.464872749014	168.107977513869	149.049928905277	104.364161893093	88.593231255494	95.7393406882057	61.5403429999178	175.229214293701	71.3794669667823	89.0455415186607	152.107388660521	133.306739775186	191.982517406	144.363417279803	152.001114074047	153.931865566493	73.6425312279386	176.013803360574	171.827861884793	107.396789397839	69.2586611632253	114.31937612177	85.5023016786892	104.847361620095	119.057931341767	106.306567598667	123.870816027873	103.702605978757	104.694947112408	106.160866321139	137.466779900651	111.754520066059	183.635197407141	200.268238738931	109.2562108131	122.898648561745	93.6314535992042	67.011838430036	118.191222925073	92.9732127373442	102.722411277466	84.8002867692335	93.9812998471252	125.955505244574	96.3552241710756	179.988949569911	180.453897055112	99.3513004201907	98.5058906624522	77.1305953654693	89.3530859060916	101.294112771208	82.2951025451797	118.969834390639	84.162611046403	123.483349520452	130.48289895436	123.842368341782	116.274003479832	95.1567256157243	139.87665430062	150.721142157282	188.102913823265	89.97556088681	172.715041971203	90.5311503049281	135.661745600863	95.6205633803256	0	112.619934922642	90.9568243131771	111.788342198547	149.74722452928	118.62840583082	110.039309719881	126.993074984889
