Orthogroup	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean	Total
OG0000065	6	8	6	4	6	5	6	6	5	6	6	5	6	6	6	5	5	6	6	6	7	6	5	7	2	6	7	6	6	8	8	6	3	6	4	13	6	6	6	7	7	6	6	5	6	7	19	7	12	7	5	5	5	6	6	9	6	6	9	6	6	5	11	6	6	6	6	6	7	6	6	6	462
OG0000066	1	0	73	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	19	21	19	14	11	82	0	0	1	0	0	0	39	14	0	5	0	6	0	0	0	0	0	69	0	7	1	3	0	0	0	0	0	0	0	447
OG0000067	13	5	4	5	4	5	4	4	4	13	6	4	4	4	4	4	4	4	4	4	4	4	4	15	1	8	4	4	8	5	6	6	40	4	3	13	4	4	4	7	4	5	4	4	4	4	4	4	8	5	17	5	4	5	7	4	6	6	8	11	6	4	6	8	9	6	5	5	6	6	6	6	443
OG0000068	0	1	0	0	0	0	0	0	0	4	124	0	0	2	2	0	0	0	0	2	0	0	0	0	1	2	12	16	2	1	1	1	0	16	4	15	20	50	0	0	0	1	4	2	12	28	0	0	4	8	3	2	3	3	8	0	5	6	5	60	1	0	1	0	0	0	0	0	2	0	0	6	440
OG0000069	3	9	73	37	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	0	0	4	9	10	0	1	0	0	0	3	28	27	14	12	11	1	0	2	0	0	0	22	1	1	11	3	17	20	0	0	0	0	52	0	24	8	0	0	0	0	1	1	1	1	438
OG0000070	26	9	4	8	3	3	3	3	3	11	5	3	3	2	3	2	2	5	3	2	3	7	4	14	1	19	28	1	3	6	7	6	2	2	6	3	3	4	4	3	6	5	5	9	4	3	3	1	5	6	6	7	11	4	5	7	4	4	5	6	22	3	35	2	10	4	4	3	6	4	5	4	437
OG0000071	6	5	4	6	4	3	5	4	4	4	12	6	5	5	5	6	5	5	5	5	5	8	6	6	2	14	7	4	8	9	9	6	10	4	3	2	3	5	4	7	4	6	8	4	3	4	9	9	9	4	7	4	4	3	5	7	5	6	7	5	4	11	9	2	6	10	8	10	7	9	11	4	430
OG0000072	7	5	4	5	5	5	7	5	5	6	4	8	8	5	5	6	7	6	5	5	6	4	5	5	1	7	7	5	5	6	7	5	5	7	7	7	8	5	4	5	5	6	5	4	5	6	16	13	19	5	5	6	6	6	5	5	8	6	9	5	5	6	4	5	4	4	5	4	7	5	5	5	428
OG0000073	3	4	6	5	10	9	11	0	8	4	7	8	10	6	10	6	6	5	8	6	9	5	7	1	1	0	2	12	12	5	2	1	2	15	12	16	11	9	11	4	10	8	0	3	5	19	14	3	10	12	6	1	6	6	0	3	1	5	10	2	3	6	6	1	1	2	2	2	4	0	5	2	427
OG0000074	4	3	5	5	4	6	6	5	4	3	4	6	6	8	18	3	11	8	8	11	6	17	10	5	0	10	5	5	5	3	3	3	0	5	6	7	5	5	3	7	6	7	6	6	5	5	8	6	7	4	3	4	3	4	4	7	4	4	6	14	7	6	12	18	7	3	3	3	3	3	3	5	424
OG0000075	4	2	4	2	3	3	3	2	3	3	9	3	3	2	3	2	2	2	3	3	4	3	4	3	0	2	4	2	6	15	14	17	0	2	3	3	3	2	3	2	4	3	6	2	3	3	2	1	14	4	17	2	3	3	3	9	3	7	2	5	10	3	2	0	2	17	16	25	32	33	31	3	423
OG0000076	6	5	2	4	5	6	7	6	6	6	7	5	5	5	5	5	4	4	5	5	5	5	5	5	23	6	6	5	10	4	5	2	8	6	6	7	5	5	6	4	5	5	6	4	7	6	5	4	5	6	6	4	6	7	5	5	6	8	7	6	7	5	6	8	6	7	7	7	7	7	6	5	422
OG0000077	26	1	0	2	0	0	0	0	2	26	3	4	10	9	3	2	5	4	0	7	6	3	3	0	0	53	2	0	0	4	2	3	0	9	2	11	7	0	33	5	1	1	4	1	0	5	21	34	0	2	0	2	25	0	1	2	5	2	2	4	2	0	1	0	0	20	13	14	1	0	0	10	420
OG0000078	2	5	6	4	4	11	6	0	0	2	12	20	14	12	4	9	9	5	0	18	13	1	9	0	1	0	0	8	9	7	12	1	0	0	11	13	2	6	0	9	4	4	0	2	4	11	19	4	20	15	9	1	7	1	0	4	1	10	17	1	0	10	1	0	0	1	1	2	12	2	8	1	417
OG0000079	7	5	6	6	7	6	6	7	6	6	5	6	6	6	7	6	6	6	7	6	5	6	6	5	2	7	6	5	5	5	6	5	8	6	6	6	7	5	6	6	5	5	6	5	6	5	6	6	5	6	5	5	7	8	6	5	6	5	3	5	5	6	3	9	7	6	6	6	6	5	6	6	417
OG0000080	4	4	9	4	4	6	6	5	4	4	40	6	6	6	7	6	7	7	6	7	6	5	6	6	0	7	7	5	8	4	4	4	7	3	4	6	4	9	5	5	5	6	5	5	5	7	4	4	4	4	9	4	4	5	5	5	5	5	2	4	4	4	3	15	9	5	4	4	4	5	4	5	416
OG0000081	5	3	6	5	5	5	4	5	5	4	22	1	2	5	5	3	2	3	5	2	2	3	3	3	17	5	6	5	23	3	2	5	20	5	5	12	5	8	4	5	2	2	5	5	4	7	6	4	3	5	22	5	3	6	12	2	4	4	4	4	4	6	2	1	8	8	8	8	3	7	8	4	414
OG0000082	1	6	16	8	0	0	0	0	0	0	17	12	9	25	3	6	14	11	2	23	13	1	12	7	1	4	1	2	11	4	5	8	0	0	0	12	2	4	10	4	12	6	1	5	3	0	1	1	2	27	2	13	6	0	20	12	3	0	6	7	11	4	6	1	2	0	1	0	5	0	0	0	411
OG0000083	1	11	21	3	2	2	2	2	2	2	3	6	6	5	5	5	5	6	5	6	5	5	5	1	0	1	5	6	0	4	6	6	12	3	3	3	3	11	3	23	16	10	1	9	8	6	3	2	5	8	4	4	1	6	9	25	4	4	5	4	2	3	12	6	1	6	6	6	7	6	6	7	407
OG0000084	6	1	4	5	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	6	5	0	6	6	6	6	6	6	5	5	6	6	6	4	6	6	6	6	6	6	5	6	6	6	4	5	6	6	5	6	6	6	5	6	6	5	6	6	6	3	6	6	6	6	6	6	6	6	6	401
OG0000085	7	4	8	4	4	4	4	3	4	6	10	6	7	7	6	6	7	7	6	7	7	6	7	9	0	3	7	4	7	4	4	4	6	6	7	4	6	5	10	8	6	8	2	6	6	4	6	3	3	7	18	6	6	6	4	5	2	2	3	3	17	6	4	10	3	3	2	2	4	2	2	5	397
OG0000086	5	17	5	5	5	5	5	4	5	4	7	7	7	7	6	7	7	7	6	7	7	5	7	14	0	7	5	6	9	0	2	0	2	6	7	0	7	9	9	10	8	6	4	6	5	11	10	1	2	7	9	6	8	0	5	11	3	4	2	3	9	7	6	0	2	3	3	3	2	2	2	5	395
OG0000087	6	2	4	4	3	5	6	5	5	4	8	5	5	6	6	4	4	4	6	5	6	6	5	3	0	8	6	6	6	3	6	4	17	5	6	7	6	5	5	4	2	1	7	2	4	6	6	6	7	6	5	2	7	6	6	3	7	7	9	8	6	6	1	7	7	6	6	6	7	7	8	5	390
OG0000088	5	5	5	5	5	5	5	5	5	5	7	7	6	8	6	5	6	5	5	6	5	5	6	5	1	5	6	5	6	5	5	5	5	5	7	9	6	5	5	5	5	5	5	4	5	5	8	9	7	5	5	5	5	5	5	5	5	5	8	5	5	5	4	6	5	5	5	5	6	5	5	5	389
OG0000089	7	1	26	2	0	0	0	0	0	1	3	2	0	3	2	0	4	0	0	7	1	1	0	0	0	16	0	5	0	0	0	0	0	10	1	55	4	0	36	0	0	0	29	0	3	0	0	0	13	19	6	1	11	1	4	2	3	11	20	8	60	4	2	0	4	0	1	0	0	0	0	0	389
OG0000090	4	3	9	5	4	4	4	3	4	3	32	5	5	6	5	5	3	5	5	5	6	4	5	20	3	7	10	4	11	3	3	3	5	5	8	3	7	6	5	6	6	6	7	7	2	5	4	3	3	4	15	6	3	3	2	4	3	3	3	3	6	3	5	9	6	3	3	3	3	3	3	6	388
OG0000091	6	5	5	4	5	5	6	5	5	5	6	7	6	6	5	6	5	5	5	6	6	5	6	5	0	5	5	5	7	4	5	4	3	6	6	11	5	6	5	5	5	5	5	4	5	5	10	9	9	5	5	5	5	5	5	5	5	5	8	5	5	5	5	3	5	5	6	5	5	5	5	5	386
OG0000092	3	4	8	8	4	5	4	5	4	3	4	4	5	5	5	7	5	8	5	5	7	6	5	10	1	7	6	5	7	4	4	4	4	7	6	5	6	6	6	7	7	8	4	4	7	7	6	5	5	3	12	5	6	4	6	5	4	4	4	4	4	5	8	3	8	4	4	4	4	4	4	5	381
OG0000093	17	2	3	5	12	9	11	12	13	9	6	4	4	4	3	4	4	4	4	4	4	4	5	7	0	4	3	4	16	4	4	3	5	3	5	4	2	4	5	5	5	5	9	4	4	5	5	2	3	8	13	5	3	4	3	4	4	4	3	4	7	4	6	2	4	4	3	3	4	4	4	3	370
OG0000094	5	0	4	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	30	0	8	2	0	0	0	0	0	0	1	0	9	0	0	1	0	26	0	0	0	0	0	0	113	20	0	54	5	0	0	0	0	0	0	45	0	0	0	27	0	0	0	0	0	0	0	366
OG0000095	5	6	5	4	5	5	5	5	5	5	4	5	6	6	5	5	6	5	5	5	5	5	5	5	1	5	4	5	4	6	5	5	4	4	4	3	5	5	5	5	6	5	5	5	5	5	10	10	9	5	4	5	6	6	5	5	4	5	7	5	5	4	4	4	5	5	4	5	5	5	4	5	364
OG0000096	4	0	0	2	5	5	3	5	5	5	20	1	2	4	3	1	1	1	4	3	0	3	1	2	17	4	4	3	19	1	2	0	23	5	5	11	5	9	3	2	2	1	4	0	4	6	4	3	3	5	19	3	2	5	12	2	4	3	4	3	3	4	0	13	9	9	10	9	3	8	10	4	364
OG0000097	5	4	5	4	5	5	6	5	5	5	7	4	4	4	4	4	4	4	4	4	4	4	4	5	20	6	6	5	6	5	5	5	3	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	6	4	4	5	5	5	5	5	5	4	362
OG0000098	5	10	11	6	5	5	6	6	5	4	2	4	4	3	4	4	5	3	4	5	4	5	5	2	0	5	4	5	1	5	6	5	5	4	4	3	6	5	8	5	5	4	5	7	6	5	9	4	9	5	1	3	4	5	17	10	7	4	7	3	5	4	6	3	5	3	3	3	5	5	5	6	361
OG0000099	5	1	4	5	3	3	3	3	3	5	7	4	3	4	3	4	4	4	3	2	4	3	4	6	1	3	4	3	8	5	5	5	23	5	3	5	4	11	3	4	4	7	5	4	3	4	4	3	5	11	10	3	4	6	6	4	5	8	6	4	8	4	7	17	7	5	3	4	4	4	4	4	359
OG0000100	1	0	11	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	1	0	0	0	0	0	0	0	5	0	39	22	0	0	1	63	0	0	0	0	0	0	49	31	0	19	0	11	1	0	0	0	0	44	0	0	0	14	0	0	0	0	0	0	7	357
OG0000101	1	7	15	6	2	0	1	0	1	1	4	1	8	7	0	6	4	3	0	8	4	0	2	4	1	4	1	0	4	5	2	1	0	0	1	47	1	3	0	12	11	11	3	7	3	1	5	6	43	5	2	6	2	0	3	7	3	6	14	22	9	6	7	0	0	0	0	0	2	0	0	3	354
OG0000102	0	0	5	0	0	0	0	0	0	0	0	1	1	7	2	0	6	0	0	10	1	3	1	0	0	7	1	0	0	0	0	0	0	0	0	8	0	0	0	2	1	0	3	5	11	1	0	1	145	7	0	2	0	2	14	1	2	0	91	1	0	0	0	0	1	0	3	1	0	1	1	0	349
OG0000103	2	5	11	10	1	1	1	1	1	2	3	4	6	7	4	14	4	9	2	6	4	2	13	5	0	2	7	2	9	1	20	14	2	2	5	2	2	2	2	17	23	10	2	7	2	2	21	2	5	2	3	10	2	2	4	8	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	345
OG0000104	1	6	9	2	0	0	0	0	0	0	6	6	2	8	2	4	2	7	0	9	8	0	0	4	0	0	1	1	1	0	0	0	1	0	0	90	0	6	1	3	5	8	14	4	12	3	11	8	10	27	11	7	0	1	15	6	0	0	0	1	3	4	2	3	8	0	0	0	0	0	0	0	343
OG0000105	4	5	5	4	5	5	5	5	5	4	4	4	5	5	5	5	5	5	5	5	4	5	5	5	1	4	5	5	4	7	5	4	4	5	5	4	5	5	5	5	5	5	4	4	5	5	4	4	5	4	4	5	4	5	5	6	5	5	5	6	4	5	5	4	5	5	5	6	5	5	5	5	341
OG0000106	4	6	4	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	2	4	5	5	4	5	5	4	5	5	5	6	5	5	4	5	5	5	4	4	5	5	5	3	3	3	6	5	4	5	5	5	4	4	5	5	4	5	6	6	5	5	5	5	3	5	5	4	339
OG0000107	3	1	3	0	4	3	3	4	4	3	16	3	0	1	4	1	1	0	4	1	2	4	1	2	16	3	4	4	22	0	0	1	23	5	3	10	5	7	2	1	1	2	2	2	4	5	4	3	2	3	25	1	4	4	14	0	4	5	4	4	2	4	0	25	9	5	5	5	1	5	5	3	336
OG0000108	0	2	13	4	0	0	0	0	0	0	2	19	13	28	2	3	11	14	6	26	20	2	7	0	1	1	0	0	0	6	7	3	2	0	5	16	13	8	2	12	5	5	0	9	3	2	10	17	0	2	0	1	2	0	0	6	1	1	1	0	2	12	4	1	2	0	0	0	1	0	0	0	335
OG0000109	4	2	4	2	5	5	5	4	2	4	12	6	6	5	4	5	3	5	5	5	6	4	5	4	0	15	5	4	5	4	4	3	4	3	3	5	3	4	5	3	4	4	4	3	3	4	7	4	5	4	8	4	5	5	5	4	4	5	5	4	5	5	5	5	4	5	5	5	4	5	5	5	331
OG0000110	5	0	7	3	5	4	6	6	5	6	4	5	7	6	6	6	6	6	7	7	5	6	7	3	0	7	5	4	6	4	4	2	0	6	7	6	6	5	6	5	2	2	6	3	6	5	7	4	8	6	7	1	5	2	4	6	3	3	3	2	5	7	4	0	6	2	2	2	4	2	2	6	328
OG0000111	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	63	0	0	0	0	0	0	5	0	46	0	0	0	0	11	0	29	0	1	1	1	7	23	0	0	0	66	0	2	0	1	25	30	0	0	0	0	0	0	0	0	0	0	0	327
OG0000112	1	2	9	3	0	0	0	0	0	0	10	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	15	4	4	0	0	0	0	8	0	18	2	13	3	6	3	2	24	3	19	0	5	1	0	25	21	0	8	2	50	1	0	7	0	2	35	5	0	0	7	0	0	0	0	0	0	2	326
OG0000113	6	3	5	5	5	4	4	4	4	6	1	4	4	4	5	5	4	4	4	4	5	4	5	3	1	6	7	5	5	3	4	3	1	5	5	5	5	5	5	5	5	4	5	4	4	5	6	5	4	6	6	3	5	1	4	4	5	5	4	5	5	4	4	10	5	5	5	4	5	5	5	7	326
OG0000114	4	5	2	3	2	2	2	2	2	2	8	3	4	6	8	4	4	3	8	5	2	7	3	13	1	9	5	4	10	5	4	4	6	5	2	4	2	2	6	2	4	4	12	2	3	5	2	2	4	11	9	3	3	4	2	4	5	3	6	4	15	2	7	7	4	4	3	3	4	3	3	3	325
OG0000115	6	1	4	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	38	0	0	6	0	0	0	0	1	0	0	1	6	1	1	1	1	4	0	8	0	0	0	0	2	0	2	30	1	0	1	6	1	164	0	28	0	0	2	0	0	0	0	0	0	0	0	324
OG0000116	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	0	10	4	5	2	4	4	4	3	5	4	6	5	6	5	5	4	4	5	4	4	4	5	5	4	5	2	5	5	3	4	5	4	4	4	4	5	4	4	5	5	4	4	4	4	4	4	4	323
OG0000117	4	4	3	3	4	4	5	4	4	5	5	4	5	3	4	6	7	5	5	5	5	4	7	5	1	5	3	3	7	4	6	4	4	5	3	6	5	4	5	2	4	5	6	3	5	4	6	3	3	3	4	3	5	7	3	6	3	3	4	4	4	4	5	12	3	5	5	5	6	4	5	3	322
OG0000118	3	4	3	4	3	4	4	4	4	3	4	4	4	3	4	3	4	3	4	4	3	4	3	5	0	4	4	4	16	5	5	5	6	4	4	4	3	4	4	4	4	4	5	5	4	4	5	3	4	3	7	3	4	4	4	4	5	4	5	5	5	3	4	10	13	5	5	5	5	5	5	4	319
OG0000119	5	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	7	6	4	5	5	5	4	6	5	4	4	4	4	4	4	4	4	4	9	9	5	4	6	4	4	7	4	4	4	4	4	4	6	5	4	5	4	4	4	4	4	4	3	4	319
OG0000120	5	2	6	4	3	4	4	3	4	4	4	4	4	3	4	5	4	4	4	4	4	4	4	4	0	4	4	4	8	4	4	5	18	5	5	5	3	6	3	4	5	4	4	4	4	5	5	5	3	5	7	3	2	4	4	4	4	4	4	4	4	3	2	15	7	4	4	4	5	3	3	4	319
OG0000121	11	4	4	4	3	3	3	3	3	7	4	4	4	4	4	4	4	4	3	4	4	3	4	3	7	4	5	3	7	4	4	4	12	4	4	5	5	3	6	4	4	4	8	4	3	3	5	3	4	9	9	4	3	3	4	4	4	4	4	4	7	4	4	2	4	4	4	4	4	4	4	4	318
OG0000122	4	6	5	4	4	4	5	4	3	4	4	4	5	5	4	4	4	5	5	5	5	4	4	4	1	5	5	5	3	4	4	3	4	4	3	5	3	4	6	6	6	5	5	9	4	5	13	3	4	4	4	3	3	4	4	5	4	4	3	4	4	4	4	3	4	4	4	4	5	6	4	4	316
OG0000123	6	1	4	0	6	6	6	6	6	6	5	7	6	6	6	0	1	1	6	6	7	6	1	1	0	6	5	6	3	4	5	0	0	6	6	6	6	6	6	3	1	2	6	0	6	6	5	3	4	6	6	0	6	6	6	1	3	6	4	6	5	6	1	0	6	6	5	6	5	6	6	6	315
OG0000124	4	3	4	4	3	3	3	3	3	4	4	4	5	5	4	4	5	5	4	5	5	4	5	4	1	9	4	8	3	4	5	5	5	4	4	6	4	4	6	4	4	4	8	4	4	5	6	2	7	4	2	4	4	4	4	6	4	4	3	4	11	3	4	4	4	4	4	4	4	4	4	4	314
OG0000125	5	3	3	3	3	2	2	2	3	4	2	10	4	7	6	3	4	4	53	7	6	10	2	3	0	4	4	2	2	4	4	3	2	1	2	3	2	6	4	7	3	4	4	1	2	19	2	2	4	4	3	1	4	2	2	2	4	4	3	5	3	2	2	3	2	4	4	4	4	4	4	2	314
OG0000126	4	4	5	3	5	5	4	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	3	1	4	5	5	2	4	4	4	3	5	5	4	5	5	5	5	5	5	5	4	5	5	5	4	2	5	3	5	3	5	5	4	4	4	1	4	4	5	3	2	5	6	5	5	4	4	4	5	312
OG0000127	5	5	4	5	3	4	5	4	3	5	4	4	4	4	3	6	4	4	4	4	4	3	4	5	1	5	4	3	10	7	8	6	4	4	4	7	4	2	5	3	3	3	5	3	4	2	3	4	6	5	5	5	4	5	4	4	5	5	4	4	6	4	4	6	5	4	4	4	6	3	3	3	312
OG0000128	4	6	5	3	3	3	5	4	4	4	3	5	5	5	4	4	5	4	4	5	5	4	5	8	1	4	4	3	2	5	4	5	13	3	4	3	3	3	4	4	4	6	4	6	3	3	6	4	9	4	3	3	4	2	4	9	3	4	2	4	4	5	4	6	6	3	3	3	5	4	4	5	311
OG0000129	2	1	2	9	2	2	2	2	3	2	1	6	4	6	4	7	4	6	4	4	5	4	5	13	1	2	4	2	1	1	1	1	0	3	3	4	4	2	5	3	7	5	2	4	3	2	6	3	1	5	1	4	1	32	3	6	1	1	1	1	9	4	56	0	5	1	1	1	1	1	1	3	309
OG0000130	2	4	3	1	1	2	1	2	1	2	65	5	8	7	14	4	4	4	13	6	5	6	4	3	0	3	1	1	0	0	0	0	1	12	11	12	9	1	0	9	4	4	3	4	3	5	4	2	6	0	1	1	1	1	5	1	1	4	7	6	1	1	0	4	4	1	0	4	0	0	0	1	306
OG0000131	7	1	1	3	1	2	1	2	2	8	11	2	3	4	2	3	2	3	2	2	3	2	3	3	1	7	4	2	6	8	8	5	0	1	2	4	2	5	8	3	4	9	12	2	3	8	3	1	3	13	10	4	9	1	4	7	2	3	2	3	15	2	3	8	6	4	3	4	6	2	6	3	304
OG0000132	4	5	5	5	4	4	4	3	4	3	6	4	4	5	4	4	4	4	4	4	4	4	4	5	1	4	6	5	1	5	5	5	6	5	4	4	2	5	3	9	5	5	5	5	5	5	3	3	3	4	1	5	5	4	5	5	4	4	4	4	4	3	5	2	5	4	4	4	5	4	4	4	303
OG0000133	8	1	1	1	4	7	7	5	5	6	2	3	1	5	4	3	4	4	5	3	10	9	3	1	2	4	3	4	2	3	3	1	5	3	9	6	5	7	5	3	2	3	5	1	4	8	10	5	5	4	5	2	3	14	2	1	4	3	6	7	5	3	2	1	2	8	4	3	4	2	5	2	302
OG0000134	4	4	4	4	4	4	4	4	4	4	5	4	4	3	4	4	5	3	4	3	4	4	4	4	1	4	4	4	5	4	4	3	14	4	4	5	4	4	4	4	4	4	5	4	4	4	4	4	5	4	5	3	4	4	4	3	4	4	4	4	4	4	4	10	4	4	4	4	4	4	4	4	302
OG0000135	5	4	3	2	5	5	5	5	5	5	3	4	4	4	5	4	4	4	5	3	4	5	5	3	1	5	5	5	6	2	4	4	6	5	6	5	5	5	5	3	5	3	5	3	5	5	5	2	1	4	4	4	5	4	5	3	4	4	3	4	5	7	3	4	5	3	4	4	3	4	3	5	301
OG0000136	1	7	34	0	1	1	1	1	1	1	33	1	1	1	1	2	1	2	1	1	1	1	1	7	1	5	5	5	4	0	0	0	2	6	0	5	2	6	5	13	12	5	20	4	2	2	0	5	0	21	11	3	9	0	2	2	0	0	1	0	25	4	2	1	8	0	0	0	0	0	0	0	300
OG0000137	5	2	2	5	3	3	3	3	3	5	2	4	4	4	4	4	4	4	4	3	4	4	4	5	35	5	8	3	5	1	2	2	1	6	3	4	3	6	4	5	5	6	2	4	3	5	4	1	1	7	8	4	4	5	3	7	3	3	3	2	6	4	4	6	3	2	2	2	2	2	2	4	300
OG0000138	3	1	3	3	4	4	4	4	4	5	3	4	4	6	5	4	3	4	4	5	3	4	3	1	4	4	3	3	2	5	5	3	5	4	5	4	4	22	3	4	1	2	4	4	5	6	9	4	6	5	1	4	5	4	4	1	6	4	5	5	4	4	3	5	3	3	4	3	4	4	4	5	299
OG0000139	4	3	4	4	4	4	4	4	4	4	4	4	5	5	4	5	5	5	4	6	5	4	6	4	1	4	4	4	5	4	4	3	4	4	4	6	4	4	4	4	4	5	4	2	3	4	8	6	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	299
OG0000140	4	0	5	1	8	5	8	6	7	3	1	6	6	5	6	3	3	4	6	5	6	5	3	2	0	3	3	4	3	6	6	3	4	4	7	4	4	4	2	2	2	4	4	3	3	4	5	5	6	13	1	1	6	2	5	2	3	2	3	4	8	4	4	2	2	5	5	8	5	3	2	5	298
OG0000141	4	5	3	5	4	3	3	4	3	2	5	5	6	5	5	5	6	5	5	5	4	5	4	7	0	3	4	4	1	4	5	2	6	3	5	1	4	4	2	5	6	5	3	6	5	4	4	4	3	4	2	4	3	4	5	5	3	3	4	3	4	5	6	11	3	4	3	4	4	3	4	5	297
OG0000142	3	0	68	1	0	0	0	0	0	2	29	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	1	17	0	0	0	0	4	0	15	1	3	9	6	4	4	15	0	6	7	1	2	0	21	15	1	6	0	3	0	0	3	3	2	33	1	0	0	3	0	0	0	0	0	0	0	297
OG0000143	1	3	6	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	11	1	0	0	0	2	0	0	0	10	0	0	2	0	36	4	12	41	22	23	1	7	0	1	0	0	11	12	0	3	0	4	0	0	0	1	4	30	1	0	2	37	0	0	0	0	0	0	0	296
OG0000144	7	4	5	4	3	3	3	3	3	7	3	4	4	4	4	4	4	4	4	4	4	3	4	3	1	11	4	4	4	3	3	4	2	4	4	4	4	4	8	3	4	4	10	3	4	4	3	4	3	8	4	4	5	2	3	3	4	4	2	3	13	4	3	2	4	5	4	4	3	5	4	2	296
OG0000145	6	2	4	4	3	3	3	3	4	5	4	3	3	3	3	4	3	3	3	3	3	3	3	9	0	5	4	3	5	3	3	3	12	3	4	3	3	6	9	5	3	7	6	4	5	3	4	4	3	9	4	3	3	3	3	1	3	3	4	3	12	3	4	13	6	3	3	3	3	3	3	4	296
OG0000146	4	5	4	4	3	3	3	3	3	5	4	4	4	4	4	3	4	4	4	4	4	2	3	5	0	5	4	4	4	5	5	5	3	4	4	4	4	2	4	4	4	4	4	4	4	4	4	3	5	5	2	3	5	6	4	4	5	4	4	3	4	4	4	15	4	4	3	5	5	5	5	4	294
OG0000147	5	2	2	2	3	4	4	4	5	7	9	4	5	3	3	4	3	4	3	3	3	3	3	4	14	6	6	8	11	2	2	2	12	3	2	3	1	4	5	7	3	4	5	3	2	3	2	3	3	8	10	2	7	3	2	4	2	3	3	3	8	2	5	0	3	4	6	3	2	2	1	2	293
OG0000148	1	7	20	4	0	0	0	0	0	0	13	1	1	0	0	1	0	0	0	1	1	0	1	2	0	2	3	2	0	1	2	1	0	2	0	1	0	4	36	3	6	3	32	5	7	0	2	1	15	33	1	5	9	9	9	4	2	0	4	0	14	1	5	0	15	0	0	0	1	0	0	0	293
OG0000149	7	1	1	0	7	5	6	5	6	7	4	1	1	5	6	1	1	3	6	1	2	7	2	0	0	6	8	5	4	2	2	0	1	6	5	6	7	5	5	3	1	1	5	0	6	6	8	2	8	5	3	0	6	5	5	0	4	6	8	4	6	6	0	7	6	6	6	6	2	5	5	4	292
