annotation_set	foreground_top_k	topGO_algorithm	topGO_statistic	nodeSize	multiple_testing_correction	label	ontology	GO.ID	Term	Annotated	Significant	Expected	FoldEnrichment	p	algorithm	Members_n	MembersStr	definition
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006635	fatty acid beta-oxidation	26	13	1.85	7.027027027027026	4.1e-9	weight01	13	N13.HOG0002821;N13.HOG0005679;N13.HOG0006063;N13.HOG0006510;N13.HOG0007413;N13.HOG0007686;N13.HOG0007797;N13.HOG0007897;N13.HOG0007931;N13.HOG0008139;N13.HOG0008494;N13.HOG0008677;N13.HOG0008908	A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively).
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006805	xenobiotic metabolic process	229	45	16.29	2.7624309392265194	8.3e-9	weight01	45	N13.HOG0001720;N13.HOG0001742;N13.HOG0001967;N13.HOG0002474;N13.HOG0002708;N13.HOG0002709;N13.HOG0002865;N13.HOG0003761;N13.HOG0003997;N13.HOG0004383;N13.HOG0004659;N13.HOG0004983;N13.HOG0005080;N13.HOG0005107;N13.HOG0005222;N13.HOG0005558;N13.HOG0005679;N13.HOG0005767;N13.HOG0005834;N13.HOG0005897;N13.HOG0005899;N13.HOG0006012;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006298;N13.HOG0006510;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0006806;N13.HOG0007164;N13.HOG0007555;N13.HOG0007575;N13.HOG0007840;N13.HOG0007988;N13.HOG0008012;N13.HOG0008016;N13.HOG0008484;N13.HOG0008882;N13.HOG0009118;N13.HOG0010084;N13.HOG0011003;N13.HOG0011999	The chemical reactions and pathways involving a xenobiotic compound, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0051262	protein tetramerization	36	14	2.56	5.46875	5.7e-8	weight01	14	N13.HOG0002709;N13.HOG0002756;N13.HOG0004055;N13.HOG0004983;N13.HOG0005222;N13.HOG0005558;N13.HOG0006106;N13.HOG0006699;N13.HOG0006880;N13.HOG0006944;N13.HOG0007453;N13.HOG0007897;N13.HOG0008494;N13.HOG0009118	The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0051260	protein homooligomerization	81	19	5.76	3.298611111111111	2.3e-6	weight01	19	N13.HOG0002352;N13.HOG0002756;N13.HOG0004983;N13.HOG0005169;N13.HOG0005222;N13.HOG0005512;N13.HOG0005558;N13.HOG0005899;N13.HOG0006063;N13.HOG0006415;N13.HOG0006699;N13.HOG0007453;N13.HOG0007897;N13.HOG0008332;N13.HOG0008434;N13.HOG0008494;N13.HOG0009118;N13.HOG0009420;N13.HOG0009571	The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0046365	monosaccharide catabolic process	20	9	1.42	6.338028169014085	3.4e-6	weight01	9	N13.HOG0001742;N13.HOG0001745;N13.HOG0002865;N13.HOG0005629;N13.HOG0006174;N13.HOG0006298;N13.HOG0006783;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the breakdown of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	44	13	3.13	4.15335463258786	6.3e-6	weight01	13	N13.HOG0001742;N13.HOG0002474;N13.HOG0002865;N13.HOG0005767;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006298;N13.HOG0006806;N13.HOG0007469;N13.HOG0007575;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of purine ribonucleoside monophosphate, a compound consisting of a purine base linked to a ribose sugar esterified with phosphate on the sugar.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006767	water-soluble vitamin metabolic process	28	10	1.99	5.025125628140704	1.2e-5	weight01	10	N13.HOG0001720;N13.HOG0001745;N13.HOG0002563;N13.HOG0005080;N13.HOG0005767;N13.HOG0005897;N13.HOG0006012;N13.HOG0006699;N13.HOG0008016;N13.HOG0009118	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0043648	dicarboxylic acid metabolic process	41	12	2.92	4.109589041095891	1.6e-5	weight01	12	N13.HOG0001967;N13.HOG0002709;N13.HOG0003997;N13.HOG0005438;N13.HOG0005767;N13.HOG0005902;N13.HOG0006012;N13.HOG0006699;N13.HOG0006902;N13.HOG0008012;N13.HOG0009118;N13.HOG0011999	The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing two carboxyl (COOH) groups or anions (COO-).
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0170035	L-amino acid catabolic process	29	10	2.06	4.854368932038835	1.7e-5	weight01	10	N13.HOG0001967;N13.HOG0005222;N13.HOG0005438;N13.HOG0005902;N13.HOG0006706;N13.HOG0008016;N13.HOG0008139;N13.HOG0008957;N13.HOG0009118;N13.HOG0011003	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:1901137	carbohydrate derivative biosynthetic process	230	41	16.36	2.506112469437653	2.1e-5	weight01	41	N13.HOG0001742;N13.HOG0001745;N13.HOG0002474;N13.HOG0002563;N13.HOG0002865;N13.HOG0003614;N13.HOG0004055;N13.HOG0004383;N13.HOG0005629;N13.HOG0005767;N13.HOG0005834;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006298;N13.HOG0006468;N13.HOG0006495;N13.HOG0006518;N13.HOG0006783;N13.HOG0006806;N13.HOG0006946;N13.HOG0007037;N13.HOG0007211;N13.HOG0007450;N13.HOG0007469;N13.HOG0007555;N13.HOG0007575;N13.HOG0007789;N13.HOG0007833;N13.HOG0007840;N13.HOG0008133;N13.HOG0008395;N13.HOG0008484;N13.HOG0008502;N13.HOG0008679;N13.HOG0009118;N13.HOG0009991;N13.HOG0010849;N13.HOG0011005	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006081	aldehyde metabolic process	25	9	1.78	5.056179775280899	3e-5	weight01	9	N13.HOG0001745;N13.HOG0002865;N13.HOG0005080;N13.HOG0005902;N13.HOG0006298;N13.HOG0008012;N13.HOG0008484;N13.HOG0008818;N13.HOG0011003	The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0090407	organophosphate biosynthetic process	250	41	17.79	2.304665542439573	3.6e-5	weight01	41	N13.HOG0001742;N13.HOG0001745;N13.HOG0002474;N13.HOG0002709;N13.HOG0002865;N13.HOG0003437;N13.HOG0003614;N13.HOG0004055;N13.HOG0004383;N13.HOG0005080;N13.HOG0005461;N13.HOG0005512;N13.HOG0005629;N13.HOG0005767;N13.HOG0005834;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006180;N13.HOG0006298;N13.HOG0006495;N13.HOG0006518;N13.HOG0006783;N13.HOG0006806;N13.HOG0006946;N13.HOG0007211;N13.HOG0007450;N13.HOG0007469;N13.HOG0007555;N13.HOG0007575;N13.HOG0007592;N13.HOG0007840;N13.HOG0008012;N13.HOG0008109;N13.HOG0008395;N13.HOG0008454;N13.HOG0008484;N13.HOG0008502;N13.HOG0009118	The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009112	nucleobase metabolic process	21	8	1.49	5.369127516778524	5.3e-5	weight01	8	N13.HOG0003079;N13.HOG0004055;N13.HOG0004383;N13.HOG0006012;N13.HOG0006169;N13.HOG0007211;N13.HOG0007469;N13.HOG0009118	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0008340	determination of adult lifespan	138	23	9.82	2.3421588594704685	8.3e-5	weight01	23	N13.HOG0000906;N13.HOG0002327;N13.HOG0002352;N13.HOG0002573;N13.HOG0002709;N13.HOG0003075;N13.HOG0005169;N13.HOG0005222;N13.HOG0005558;N13.HOG0005679;N13.HOG0006468;N13.HOG0006699;N13.HOG0006805;N13.HOG0007383;N13.HOG0007641;N13.HOG0007797;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008484;N13.HOG0008808;N13.HOG0008908;N13.HOG0009247	The pathways that regulate the duration of the adult phase of the life-cycle of an animal.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0072329	monocarboxylic acid catabolic process	41	17	2.92	5.821917808219178	1e-4	weight01	17	N13.HOG0001745;N13.HOG0002821;N13.HOG0005629;N13.HOG0005679;N13.HOG0006063;N13.HOG0006510;N13.HOG0006783;N13.HOG0007413;N13.HOG0007686;N13.HOG0007797;N13.HOG0007897;N13.HOG0007931;N13.HOG0008139;N13.HOG0008494;N13.HOG0008677;N13.HOG0008908;N13.HOG0011003	The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0019674	NAD+ metabolic process	23	8	1.64	4.878048780487805	1.1e-4	weight01	8	N13.HOG0001742;N13.HOG0002865;N13.HOG0005899;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0006806;N13.HOG0008484	The chemical reactions and pathways involving nicotinamide adenine dinucleotide (NAD+), a coenzyme that interconverts with its reduced form, NADH, in many redox and catabolic reactions.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0010883	regulation of lipid storage	42	11	2.99	3.6789297658862874	1.1e-4	weight01	11	N13.HOG0000342;N13.HOG0003382;N13.HOG0004886;N13.HOG0004934;N13.HOG0005222;N13.HOG0005679;N13.HOG0006290;N13.HOG0006574;N13.HOG0007833;N13.HOG0008852;N13.HOG0008887	Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006575	modified amino acid metabolic process	49	12	3.49	3.438395415472779	1.1e-4	weight01	12	N13.HOG0003437;N13.HOG0004891;N13.HOG0004983;N13.HOG0005767;N13.HOG0005902;N13.HOG0006012;N13.HOG0006180;N13.HOG0006699;N13.HOG0006706;N13.HOG0008012;N13.HOG0009118;N13.HOG0011999	The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0034404	nucleobase-containing small molecule biosynthetic process	56	13	3.98	3.2663316582914574	1.1e-4	weight01	13	N13.HOG0001742;N13.HOG0002865;N13.HOG0004383;N13.HOG0005899;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006468;N13.HOG0006518;N13.HOG0007211;N13.HOG0007469;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0170040	proteinogenic amino acid catabolic process	29	9	2.06	4.368932038834951	1.2e-4	weight01	9	N13.HOG0001967;N13.HOG0005222;N13.HOG0005438;N13.HOG0005902;N13.HOG0008016;N13.HOG0008139;N13.HOG0008957;N13.HOG0009118;N13.HOG0011003	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009100	glycoprotein metabolic process	106	18	7.54	2.387267904509284	1.2e-4	weight01	18	N13.HOG0003075;N13.HOG0003332;N13.HOG0003614;N13.HOG0005142;N13.HOG0005899;N13.HOG0006381;N13.HOG0006468;N13.HOG0006495;N13.HOG0007037;N13.HOG0007789;N13.HOG0007833;N13.HOG0008133;N13.HOG0008446;N13.HOG0008679;N13.HOG0008844;N13.HOG0009991;N13.HOG0010849;N13.HOG0011005	The chemical reactions and pathways involving glycoproteins, a protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0030879	mammary gland development	30	9	2.13	4.225352112676057	1.6e-4	weight01	9	N13.HOG0004383;N13.HOG0005169;N13.HOG0005679;N13.HOG0005902;N13.HOG0006174;N13.HOG0006567;N13.HOG0010367;N13.HOG0011272;N13.HOG0011999	The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0043312	neutrophil degranulation	99	18	7.04	2.5568181818181817	1.6e-4	weight01	18	N13.HOG0002352;N13.HOG0002563;N13.HOG0002573;N13.HOG0003614;N13.HOG0004934;N13.HOG0005169;N13.HOG0005558;N13.HOG0005899;N13.HOG0006298;N13.HOG0006468;N13.HOG0006518;N13.HOG0007037;N13.HOG0007645;N13.HOG0007789;N13.HOG0008012;N13.HOG0008614;N13.HOG0008814;N13.HOG0008988	The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006091	generation of precursor metabolites and energy	200	33	14.23	2.3190442726633873	1.7e-4	weight01	33	N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002709;N13.HOG0002865;N13.HOG0003997;N13.HOG0005142;N13.HOG0005428;N13.HOG0005558;N13.HOG0005629;N13.HOG0005679;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006174;N13.HOG0006298;N13.HOG0006510;N13.HOG0006699;N13.HOG0006707;N13.HOG0006722;N13.HOG0006806;N13.HOG0006902;N13.HOG0007164;N13.HOG0007383;N13.HOG0007575;N13.HOG0007840;N13.HOG0007988;N13.HOG0008012;N13.HOG0008484;N13.HOG0008677;N13.HOG0008818;N13.HOG0008882;N13.HOG0010084	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	53	12	3.77	3.183023872679045	2.5e-4	weight01	12	N13.HOG0002495;N13.HOG0004087;N13.HOG0004297;N13.HOG0004793;N13.HOG0005049;N13.HOG0006582;N13.HOG0006797;N13.HOG0006880;N13.HOG0008706;N13.HOG0009810;N13.HOG0010314;N13.HOG0010674	Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0032787	monocarboxylic acid metabolic process	148	38	10.53	3.6087369420702755	3.3e-4	weight01	38	N13.HOG0000561;N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002709;N13.HOG0002821;N13.HOG0002865;N13.HOG0003382;N13.HOG0003838;N13.HOG0005629;N13.HOG0005679;N13.HOG0005902;N13.HOG0006012;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006510;N13.HOG0006707;N13.HOG0006783;N13.HOG0006902;N13.HOG0007413;N13.HOG0007450;N13.HOG0007686;N13.HOG0007797;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0008012;N13.HOG0008016;N13.HOG0008139;N13.HOG0008395;N13.HOG0008484;N13.HOG0008494;N13.HOG0008677;N13.HOG0008882;N13.HOG0008908;N13.HOG0011003;N13.HOG0011999	The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-).
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009069	serine family amino acid metabolic process	21	7	1.49	4.697986577181208	4.2e-4	weight01	7	N13.HOG0004957;N13.HOG0004983;N13.HOG0006699;N13.HOG0006706;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	The chemical reactions and pathways involving amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0046394	carboxylic acid biosynthetic process	103	28	7.33	3.819918144611187	4.3e-4	weight01	28	N13.HOG0000561;N13.HOG0001742;N13.HOG0001745;N13.HOG0002865;N13.HOG0003382;N13.HOG0003997;N13.HOG0004383;N13.HOG0004957;N13.HOG0004983;N13.HOG0005438;N13.HOG0005767;N13.HOG0005902;N13.HOG0006012;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0007450;N13.HOG0007840;N13.HOG0007931;N13.HOG0008395;N13.HOG0008484;N13.HOG0008677;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006094	gluconeogenesis	34	9	2.42	3.71900826446281	4.4e-4	weight01	9	N13.HOG0002865;N13.HOG0005902;N13.HOG0006174;N13.HOG0006298;N13.HOG0006699;N13.HOG0006806;N13.HOG0007840;N13.HOG0008395;N13.HOG0008484	The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0016999	antibiotic metabolic process	41	10	2.92	3.4246575342465753	4.4e-4	weight01	10	N13.HOG0002708;N13.HOG0002709;N13.HOG0003997;N13.HOG0005558;N13.HOG0006012;N13.HOG0007555;N13.HOG0007988;N13.HOG0008012;N13.HOG0010084;N13.HOG0011999	The chemical reactions and pathways involving an antibiotic, a substance produced by or derived from certain fungi, bacteria, and other organisms, that can destroy or inhibit the growth of other microorganisms.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0019359	nicotinamide nucleotide biosynthetic process	28	8	1.99	4.0201005025125625	5.3e-4	weight01	8	N13.HOG0001742;N13.HOG0002709;N13.HOG0002865;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of nicotinamide nucleotides, any nucleotide that contains combined nicotinamide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009152	purine ribonucleotide biosynthetic process	91	20	6.47	3.091190108191654	7.2e-4	weight01	20	N13.HOG0001742;N13.HOG0002474;N13.HOG0002865;N13.HOG0005767;N13.HOG0005834;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0006806;N13.HOG0007450;N13.HOG0007469;N13.HOG0007575;N13.HOG0007840;N13.HOG0008395;N13.HOG0008484;N13.HOG0008502	The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006406	mRNA export from nucleus	45	10	3.2	3.125	9.7e-4	weight01	10	N13.HOG0002495;N13.HOG0004297;N13.HOG0005785;N13.HOG0006291;N13.HOG0006539;N13.HOG0006797;N13.HOG0007453;N13.HOG0008706;N13.HOG0008968;N13.HOG0009717	The directed movement of mRNA from the nucleus to the cytoplasm.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0007589	body fluid secretion	24	7	1.71	4.093567251461988	0.00103	weight01	7	N13.HOG0004383;N13.HOG0004886;N13.HOG0005902;N13.HOG0006174;N13.HOG0008215;N13.HOG0010367;N13.HOG0011999	The controlled release of a fluid by a cell or tissue in an animal.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0031503	protein-containing complex localization	111	15	7.9	1.8987341772151898	0.00104	weight01	15	N13.HOG0002495;N13.HOG0002963;N13.HOG0004297;N13.HOG0005512;N13.HOG0005785;N13.HOG0006291;N13.HOG0006539;N13.HOG0006797;N13.HOG0007453;N13.HOG0007592;N13.HOG0008289;N13.HOG0008530;N13.HOG0008706;N13.HOG0008968;N13.HOG0008982	A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0010906	regulation of glucose metabolic process	38	9	2.7	3.333333333333333	0.00107	weight01	9	N13.HOG0005679;N13.HOG0006174;N13.HOG0006537;N13.HOG0006699;N13.HOG0006722;N13.HOG0007383;N13.HOG0007667;N13.HOG0007840;N13.HOG0008395	Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0001666	response to hypoxia	120	17	8.54	1.9906323185011712	0.00111	weight01	17	N13.HOG0000906;N13.HOG0001742;N13.HOG0002474;N13.HOG0002563;N13.HOG0002821;N13.HOG0002833;N13.HOG0005169;N13.HOG0005558;N13.HOG0005679;N13.HOG0006106;N13.HOG0006706;N13.HOG0007037;N13.HOG0008395;N13.HOG0009311;N13.HOG0009420;N13.HOG0010084;N13.HOG0011999	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:1901607	alpha-amino acid biosynthetic process	33	9	2.35	3.829787234042553	0.00134	weight01	9	N13.HOG0004383;N13.HOG0004957;N13.HOG0004983;N13.HOG0005902;N13.HOG0006699;N13.HOG0006706;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006633	fatty acid biosynthetic process	32	8	2.28	3.5087719298245617	0.00139	weight01	8	N13.HOG0000561;N13.HOG0003382;N13.HOG0006063;N13.HOG0006707;N13.HOG0007450;N13.HOG0007931;N13.HOG0008395;N13.HOG0008677	The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0005975	carbohydrate metabolic process	178	33	12.66	2.6066350710900474	0.00185	weight01	33	N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002310;N13.HOG0002563;N13.HOG0002709;N13.HOG0002865;N13.HOG0003075;N13.HOG0003614;N13.HOG0005107;N13.HOG0005142;N13.HOG0005461;N13.HOG0005629;N13.HOG0005679;N13.HOG0005716;N13.HOG0005902;N13.HOG0006174;N13.HOG0006298;N13.HOG0006537;N13.HOG0006699;N13.HOG0006722;N13.HOG0006783;N13.HOG0006806;N13.HOG0007383;N13.HOG0007412;N13.HOG0007555;N13.HOG0007592;N13.HOG0007667;N13.HOG0007840;N13.HOG0008012;N13.HOG0008395;N13.HOG0008484;N13.HOG0008818	The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0042866	pyruvate biosynthetic process	20	6	1.42	4.225352112676057	0.00203	weight01	6	N13.HOG0001742;N13.HOG0002865;N13.HOG0006174;N13.HOG0006298;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of pyruvate, 2-oxopropanoate.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0071364	cellular response to epidermal growth factor stimulus	20	6	1.42	4.225352112676057	0.00203	weight01	6	N13.HOG0002352;N13.HOG0004383;N13.HOG0005679;N13.HOG0010084;N13.HOG0011272;N13.HOG0011999	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0015908	fatty acid transport	20	6	1.42	4.225352112676057	0.00203	weight01	6	N13.HOG0000906;N13.HOG0003838;N13.HOG0004191;N13.HOG0005679;N13.HOG0005902;N13.HOG0007931	The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0032868	response to insulin	114	13	8.11	1.6029593094944514	0.00203	weight01	13	N13.HOG0002563;N13.HOG0004383;N13.HOG0005558;N13.HOG0005679;N13.HOG0005834;N13.HOG0005902;N13.HOG0006174;N13.HOG0007372;N13.HOG0007797;N13.HOG0007840;N13.HOG0008395;N13.HOG0008762;N13.HOG0010367	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0036503	ERAD pathway	34	8	2.42	3.3057851239669422	0.00211	weight01	8	N13.HOG0003332;N13.HOG0005899;N13.HOG0006381;N13.HOG0007010;N13.HOG0008814;N13.HOG0008828;N13.HOG0008844;N13.HOG0011108	The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.
