sample	Vv154	Vv155	Vv156	Vv158	Vv160	Vv161	Vv165	Vv166	Vv168	Vv169	Vv171	Vv172	Vv175	Vv176	Vv181	Vv183	Vv184	Vv187	Vv188	Vv190	Vv191	Vv193	Vv194	Vv195	Vv197	Vv199	Vv200	Vv201	Vv202	Vv204	Vv205	Vv207	Vv208	Vv210	Vv211	Vv214	Vv215	Vv217	Vv218	Vv219	Vv220	Vv223	Vv224	Vv226	Vv227	Vv228	Vv230	Vv231	Vv232	Vv235	Vv236	Vv239	Vv241	Vv242	Vv243	Vv245	Vv246	Vv248	Vv250	Vv251	Vv252	Vv254	Vv255	Vv257	Vv258	Vv259
Vv197	120.36289180233	134.452707877917	124.093604359737	106.688170245863	114.667753258343	114.00240212048	167.54069490814	172.370505821434	206.406756688676	202.419653640979	122.057341115112	116.051316510196	98.5851531938685	106.331848976536	135.541250751276	178.226533220169	169.350606372003	188.496495741729	203.147695325654	98.7930588253905	109.750496943578	76.9485458957951	107.706377698869	109.90250955784	0	127.168532553121	131.705042692387	150.204857965218	172.76003407816	185.675506970505	190.227251723407	135.682934572265	151.608485199161	106.319119320978	98.9972919571862	103.583209901343	84.1812474127505	122.297239055027	140.222814166135	165.824374953991	167.422230687866	190.987590477971	183.730613588354	142.091714728699	116.125935103169	97.4101909215737	82.6655483022359	112.686605160705	124.964735294186	133.33966327161	131.698952005224	150.107917703232	178.614610089179	174.198043944047	113.812542628974	114.885469683881	74.286334950407	113.633513004072	124.459159735487	131.766296482055	142.875348944498	134.955249701045	162.285635599985	167.133007329923	187.685704014851	186.962355894526
Vv199	162.394865401847	167.726604653993	164.40024667414	164.278560865336	95.7165834815627	89.352932468774	126.32549679526	137.381065989706	207.818186706406	206.778405287694	168.628186296649	175.567118455307	134.869420389564	134.305017814935	65.158723641387	151.366285913923	137.958656789863	194.060198721907	202.738529325254	158.730140399818	162.291348011535	152.782862709044	158.21358837863	111.606654616908	127.168532553121	0	84.6833767660535	96.2519033704508	163.193559930488	193.547171092528	197.176369374525	175.714085881905	189.631582344558	157.36759937319	160.883737082928	141.115379181227	121.106895408045	75.236187805181	80.9080985051839	138.943688685633	130.267316741018	208.008590190897	193.86506986293	184.738019982725	163.751393181392	134.758498355981	142.686986671034	95.8858886116924	108.697262231095	72.7864749184154	80.311424232589	105.57862621421	180.978887176837	177.882630913884	167.973083693499	175.910300242411	119.769674373019	139.794284142375	105.760419975264	117.037884102098	86.5642193884552	77.3588477304116	129.839865956549	147.906632328302	200.059202446096	192.227160002604
Vv200	167.775488006763	170.598547789047	177.863632428075	177.143968725819	110.253159299246	105.477480472848	106.240653278296	117.912114516408	195.697305742872	194.35010346836	183.381972956393	184.042629385133	154.736858552365	154.446140004781	85.8116174374105	132.615199183481	121.818974861823	186.753444611206	193.436417441775	165.476243779582	163.336363860264	165.274418589098	167.643965450539	136.62012718254	131.705042692387	84.6833767660535	0	83.0873215217011	131.784171637654	180.036855674967	188.617896355623	181.523981902172	197.485934932139	170.47050525184	172.147275858472	156.309296799872	129.150940846198	100.541698934967	93.054548920655	123.773732700387	117.684437815848	197.885832832227	184.401900379053	189.499601242732	169.810790070782	147.239111952663	157.699008897402	117.001968365492	123.477358319984	93.8515259304114	72.4948585355026	103.077232024286	170.644539249211	167.284550543481	177.714316918601	184.132894661618	135.576120432007	147.308537174629	116.758494505623	128.461303119994	85.5246239408073	89.1795688422667	113.103362382519	133.129329172116	190.590585760949	181.659216806844
Vv201	177.237884472233	182.387911092466	189.387637642028	185.713464948423	125.090978765065	117.460849059468	66.9350050663782	87.1502710905012	195.382069629717	195.263836285272	192.281301775053	193.200451642835	166.500729123132	165.150333843054	84.4815523874653	107.036184594844	88.5629928802549	187.777858804525	192.833280296401	176.801100926003	179.728886970396	174.50726134091	185.188718684493	150.153331913335	150.204857965218	96.2519033704508	83.0873215217011	0	129.90276427413	177.405829844081	189.582026771131	191.153321624237	207.085261095111	181.598545511095	182.871342139677	168.064087363298	141.951416221527	115.141151721985	104.550418715282	103.319205056707	110.068862788776	196.532655196332	181.922520611793	199.44151293616	180.338858579018	154.407214713921	167.502753375364	129.276307997139	136.143620477672	104.99498668629	96.6999205490796	92.1486749061769	166.581588060603	163.207941878703	189.96931401814	195.23088723819	147.684845429113	155.268301546514	133.831167255658	142.351635335494	98.0988644889507	107.176838715607	97.8955957694939	121.640432039561	187.391697951079	177.477756638028
Vv202	191.690096493313	194.371515849095	206.670030338066	205.174581750334	173.315098268262	167.370352512233	126.175452604141	130.989641828284	191.867392295799	189.805989818794	210.897659679325	200.175736286988	194.99519686178	196.26712321032	156.963909672479	114.511066475936	115.4053496657	186.224413098463	191.437528745077	190.831640841554	189.638161748516	193.388714445891	199.412617299003	190.419947360923	172.76003407816	163.193559930488	131.784171637654	129.90276427413	0	165.658269834765	187.656028894946	201.469809564814	213.520012341643	201.706514351388	198.693790642759	193.085785841259	171.057446961142	167.509926062492	162.009501229968	118.314916603392	150.797059859727	183.669173791054	166.882711911435	207.056721666898	194.360474646521	186.454317552708	190.066741802664	176.742288964688	180.935141694541	161.843908576789	144.827396688493	142.995116226311	155.641142590166	154.369331983483	204.04111590002	205.00590290741	177.939965328508	186.83420977967	175.266173644921	181.563958581543	152.734403663568	158.604726800905	122.461464078564	121.748359606022	173.537195324335	164.324479398747
Vv204	182.793505733742	186.250968186408	211.37160579407	206.234661925389	186.401715904771	183.495728733264	169.932031071402	164.763664676785	123.716256620785	118.443906461329	215.946578605841	194.053092371618	203.828780562403	207.098368517331	193.452414338492	147.190567062042	160.600436825799	125.056628102895	122.636650608196	192.955993563743	193.067293731506	198.241623399713	210.954525594155	206.710580049162	185.675506970505	193.547171092528	180.036855674967	177.405829844081	165.658269834765	0	122.234414954409	197.760781344986	202.958256705519	204.81600063667	199.623614329888	199.274466554786	172.173978155949	196.21964526884	203.074503163536	178.40659726086	199.000015369829	101.569673584679	71.5631389713269	196.056817894101	187.994224995511	189.932186067687	195.797929869963	194.798027772757	195.482892545124	193.857862973444	185.834313686051	195.776521180864	74.8520934112168	65.6312137441834	208.551297333725	206.686982840767	189.825796123853	191.482484342334	193.093229900169	195.0786873557	195.935375780992	194.041548758091	181.187015842436	177.213143690798	72.5092441704754	54.1117761928223
Vv205	179.039535458325	175.968733391358	193.406464081289	192.250983213109	181.555449171423	179.818767890432	185.863566712831	165.887150004374	75.5591774743069	79.7145826265767	196.901525814747	192.684999318569	194.893662991964	195.288471896402	201.452734429596	175.273704991864	181.823313630929	48.6703724117013	60.7782177125903	193.435679306094	189.152207587211	196.444625844125	202.191392303296	191.18118810534	190.227251723407	197.176369374525	188.617896355623	189.582026771131	187.656028894946	122.234414954409	0	195.154172395643	182.355330702919	204.1698481352	198.184213942311	194.082544505791	176.949259573504	197.943350703625	209.117033969362	194.420164734805	206.667485374872	119.999967185245	133.975913195831	176.221892809265	186.300827051389	187.111472933472	198.27961605508	190.345763161143	185.330071416478	198.952149786517	193.52187495511	207.032821244556	142.730405764721	136.298645158962	195.561859119691	196.358815032093	195.748701556753	179.798856997789	187.607780611534	182.830777656737	202.887327746613	198.78982513154	196.145751617041	194.265808961177	125.15495095464	133.987408184259
Vv207	87.0205580132902	95.8805750213537	115.539428348128	141.643454011863	158.631476463465	156.856927972005	202.007527171829	204.811531325627	212.439783204595	209.64922832196	125.080194017489	98.1106457952042	124.824786072096	129.594995459856	180.594015064669	202.989697335921	199.422221045193	192.423272099681	206.170195916116	87.6245546042522	89.1654354111752	130.5411038155	114.219620481332	151.565889225835	135.682934572265	175.714085881905	181.523981902172	191.153321624237	201.469809564814	197.760781344986	195.154172395643	0	113.470119132166	96.3108292925629	108.405127723826	101.019718008513	124.654519632786	164.318551966221	180.635951765897	187.041965310629	192.627823525456	199.869291489139	184.905853659919	113.061303099509	83.4006723112993	167.836383419526	114.751308103661	158.30495964483	167.827299248507	179.622266597408	180.673303551732	183.865108415352	190.804305228094	185.864955422519	133.351807112344	122.251344366473	136.54732157039	171.475865593741	166.412884786687	172.077560699259	185.659369161344	179.102682266285	190.948946123427	189.302081590458	200.652363592912	197.040734031562
Vv208	111.092572576481	104.469203049313	96.3346159328291	115.03597678895	170.186815753028	170.055545385868	217.554769129721	211.768928912902	193.776749251098	193.385017665039	96.6394402485565	110.363120704248	132.86220653608	133.583746468036	199.188831482647	217.032916348348	215.422342002422	183.14128360069	192.417372522225	121.841779134473	113.749952751293	131.371601107511	123.104545522773	146.252111661057	151.608485199161	189.631582344558	197.485934932139	207.085261095111	213.520012341643	202.958256705519	182.355330702919	113.470119132166	0	125.452007736205	119.912805500185	120.874592948596	140.304136421416	176.971805446819	198.170972226365	205.380720585256	211.913111952251	188.665701438565	191.231432579012	69.5367099913069	113.068595306202	156.886455023676	136.625709702031	167.151665026724	166.005106356348	188.138455913151	191.03726243607	201.481529009845	194.160507819393	190.815740414471	103.098550627132	102.06714563592	149.916222887678	149.782107706927	169.141409003747	159.329807651034	197.956809233956	188.804264320578	205.138344773593	201.620612558182	199.902721761121	202.249290635841
Vv210	92.3819397145208	108.230036521287	102.849861337026	119.443775433792	140.60246029093	141.110631363849	196.888718932295	201.837379055334	221.69138364432	217.893834739889	111.04663404374	92.6731706901114	97.6833657216151	106.683697298627	163.183213938179	203.798979353378	196.556509129536	201.284089219005	215.540978182727	75.9890292500069	89.2942401226572	102.236439438649	97.152836318279	129.361861225511	106.319119320978	157.36759937319	170.47050525184	181.598545511095	201.706514351388	204.81600063667	204.1698481352	96.3108292925629	125.452007736205	0	68.6981848738748	61.4904813657971	87.8968692609702	140.910086382133	159.731028800131	184.073772093754	183.698254194986	205.475538084822	192.23288561882	125.751498802296	85.7102640125097	140.6302071059	80.4567218464666	133.988289631197	147.627794086729	160.075356679553	164.852531787121	169.832624421812	194.989657226055	190.946993632054	116.445906368552	109.997283076656	102.977999318604	151.711295105672	145.415600016043	154.143777118	168.551210002751	160.529211141064	184.411113663416	186.233514220385	206.442844751517	203.525796423311
Vv211	103.378976693639	116.852736226727	110.277290316704	101.149413947797	146.283188151052	145.854845083176	196.90460166615	199.678924785251	213.662685580556	210.223864526073	108.125304005113	85.9039445656057	109.86558049393	117.985958503225	167.315659885505	202.253812098055	195.852077006747	195.04062972995	210.000210831738	86.2666376902721	100.757016480631	86.1096893278045	110.042283427946	134.996200121303	98.9972919571862	160.883737082928	172.147275858472	182.871342139677	198.693790642759	199.623614329888	198.184213942311	108.405127723826	119.912805500185	68.6981848738748	0	80.4216389105831	88.1819868315004	143.242436651104	163.326060123724	183.63751551314	183.423984480169	190.89789818773	187.406525598485	119.420211962744	99.1836765478073	121.399354388955	88.4619791917906	139.023223037541	150.254656339564	161.759816772731	166.84427391305	172.145176902898	190.954654095614	186.359257733226	103.94386335573	88.5733672666722	101.492937525275	132.993683795108	147.721339275311	152.184566096043	169.460627066686	161.744073849147	183.631631509909	184.002955658303	194.963419945704	198.523553922316
Vv214	90.8084237237714	97.7522222272499	95.7761031739245	117.366665418175	118.844433494326	121.235624414614	184.16820748418	187.583541500496	211.576722288744	209.590396072515	109.706836463757	101.36058793004	83.532056339952	90.514332185771	149.443633932377	193.191127981479	185.615009301012	192.080580349708	205.240747660137	86.1795444789868	90.2615764736594	105.724978782447	92.3427120079963	107.812379523764	103.583209901343	141.115379181227	156.309296799872	168.064087363298	193.085785841259	199.274466554786	194.082544505791	101.019718008513	120.874592948596	61.4904813657971	80.4216389105831	0	75.969145328662	120.927821975948	144.617617478688	173.248529197981	172.509673981915	201.290246422943	187.53905105133	123.335145015773	87.3995113513668	130.701953308449	82.9980463195983	111.542658830821	124.04894462221	141.886214760116	148.684859606516	158.592128090076	187.862430309568	183.806111979108	117.204722741083	114.069659607283	95.1651726952835	138.928356494336	123.57517857137	132.57501239684	153.110534352064	143.67168542894	173.546348654962	177.181254310281	202.432098045088	198.167090757993
Vv215	105.671992399501	115.838605103866	120.705450799758	118.13447081305	99.2167049539124	100.713374808637	155.309321497974	160.998340580537	190.381564573037	187.617111476543	127.031839779623	115.987825993512	97.4076812743575	105.016253678658	126.83790118911	165.017689349866	158.724650596627	174.231880600929	185.257759890378	100.4589558411	108.676949344049	103.685357905148	116.712074156435	110.105791838257	84.1812474127505	121.106895408045	129.150940846198	141.951416221527	171.057446961142	172.173978155949	176.949259573504	124.654519632786	140.304136421416	87.8968692609702	88.1819868315004	75.969145328662	0	102.359178354928	124.599296815063	155.890312400904	154.666045080146	180.211621744727	169.256222424532	135.398957670984	105.253076668675	100.995609255722	84.1668970916387	94.3161600336858	105.739999182257	120.76156497135	124.57205720151	142.912425790619	163.708940671281	159.294468578682	121.08897082937	121.848449281944	75.3561041565509	113.87301486888	101.213054563859	111.920976294946	130.976766765961	120.736864326716	154.254504417885	162.195067974318	177.074440114532	171.89753783319
Vv217	153.224068041601	156.472885246734	153.00515846769	156.13250794351	91.1400198079181	90.5480198857755	138.488627987526	146.812197364521	207.950373358679	207.534844778564	158.699258778889	166.750336527675	124.333747170035	125.440879868719	87.1354992948092	158.282021563436	147.348077310639	194.669609528069	203.507831362042	149.720688196205	152.787342783134	145.640548990518	148.926306624923	105.633609660559	122.297239055027	75.236187805181	100.541698934967	115.141151721985	167.509926062492	196.21964526884	197.943350703625	164.318551966221	176.971805446819	140.910086382133	143.242436651104	120.927821975948	102.359178354928	0	61.4588613111724	135.978261624146	127.298679105	204.947438276091	191.847974542283	175.068943175393	154.386523340415	125.283292211037	132.151892224431	79.0549281393544	95.0076446468943	67.8905056066116	89.5688168279619	108.055391890697	179.799034643895	176.967343664806	156.323436414295	163.29672987858	107.747983308486	130.559606910342	84.7169082868346	102.535129818766	82.2061798567629	69.4162113950244	130.59641241546	147.059920699158	200.729767957889	193.012118961675
Vv218	172.168884043596	176.634326269145	175.853418851407	177.281306698447	113.814938571365	109.554136075391	128.878847147222	141.362714105172	217.592297750102	216.529175563768	179.069447114286	183.910186458276	148.906944586398	149.42520944867	82.7498574650257	152.316895324285	139.850046081413	205.53208570429	213.503796307778	166.740703813562	170.927825893633	164.178304746863	170.219391419034	130.142860054396	140.222814166135	80.9080985051839	93.054548920655	104.550418715282	162.009501229968	203.074503163536	209.117033969362	180.635951765897	198.170972226365	159.731028800131	163.326060123724	144.617617478688	124.599296815063	61.4588613111724	0	122.929548493128	109.612515069394	212.360241400697	198.229400344723	194.472207948111	173.127163291407	144.028722650777	152.501090526711	104.491200661377	118.991401057381	71.8163827763938	86.9880666463656	90.9621646301141	186.843715332289	184.057428587188	177.157098461708	182.402528758169	128.662784700161	148.565548469844	108.368158292623	124.585455219706	67.7545985466023	69.7450180488645	116.203590755274	137.615251312583	207.510753354024	199.815787972098
Vv219	182.520938612322	186.665721353437	195.536306372927	195.906433488967	156.249542925975	150.122930061749	101.74673779058	114.087902831929	200.88203165196	197.717737339535	197.860277545792	191.531720913537	180.406703811432	181.01696510347	129.24396811936	102.694270163718	95.0753064352831	190.566826900255	199.339642027597	180.742424599224	184.121524680275	183.775798197333	190.657746636741	173.358417194696	165.824374953991	138.943688685633	123.773732700387	103.319205056707	118.314916603392	178.40659726086	194.420164734805	187.041965310629	205.380720585256	184.073772093754	183.63751551314	173.248529197981	155.890312400904	135.978261624146	122.929548493128	0	106.570703511978	187.04924624442	168.062499217826	201.28133963533	183.773579388846	174.536556498501	176.302565868129	155.506034903589	164.298868396091	133.196935506506	131.758892422843	93.7382563285385	159.547828756877	157.389141735747	194.243210956836	194.220111643619	163.52155645072	176.200493360293	158.13748609616	168.910259075853	117.329376798229	130.019676540616	68.6857035546439	75.3137596501751	179.770818187224	173.004798390676
Vv220	185.540380608897	189.856979549014	198.570913763983	197.731915202044	150.272116118043	144.080967338984	121.453864319039	133.41410151421	212.071844725909	210.337632600049	200.693849355664	197.289537477889	181.489904105847	181.452352081808	122.854642586091	143.953183483566	131.770209593544	202.721529378684	209.661985230684	184.207416071683	187.13701694633	188.160852551868	194.715688242989	169.428165270043	167.422230687866	130.267316741018	117.684437815848	110.068862788776	150.797059859727	199.000015369829	206.667485374872	192.627823525456	211.913111952251	183.698254194986	183.423984480169	172.509673981915	154.666045080146	127.298679105	109.612515069394	106.570703511978	0	205.950251790708	193.183998008529	205.812638294059	188.235909832774	173.70664364895	180.243127436773	148.627764294832	157.249468835604	128.420103884768	126.858312439868	102.282377734357	186.501339435989	182.338757099891	198.975335665691	199.125843437606	166.284444730226	173.719889805906	151.996387228661	162.676287452654	110.207755379619	123.473867630337	105.42367987188	127.346543311864	201.771752027536	196.943860555128
Vv223	187.174882237294	188.992964120018	207.716776186295	191.753602286764	199.793401431894	196.957109908184	191.479460125884	179.686633098919	114.868924347912	108.542470252787	206.343221037663	189.164996073064	207.527904578433	211.957782742367	209.435521535493	175.126735834166	184.107758750368	120.874073544343	117.518884341195	197.961038639791	197.407577645433	191.76606812454	213.591173776096	211.083044632543	190.987590477971	208.008590190897	197.885832832227	196.532655196332	183.669173791054	101.569673584679	119.999967185245	199.869291489139	188.665701438565	205.475538084822	190.89789818773	201.290246422943	180.211621744727	204.947438276091	212.360241400697	187.04924624442	205.950251790708	0	87.9794959824489	184.400844894546	193.801651629928	183.943654411962	201.068731640432	204.809699105819	204.370158039432	205.94676320475	200.535469433718	205.13270374729	114.675509447027	109.078793157033	196.17915400287	189.338159427927	197.091389039721	180.213552027334	201.306613850962	199.226096274534	205.871721240236	204.118787485943	189.924200091955	183.254169408088	71.8359270188087	102.110348411469
Vv224	175.792290757956	179.564922494299	202.818344704471	202.203631963168	189.903254365277	186.682038727794	177.763339261978	175.034900923093	139.381574029689	133.252033264352	208.35769774949	182.027413876058	198.412005841107	202.837956701699	194.32147095191	155.919731054556	166.676813021825	133.7704812397	137.790207791398	185.242431864431	185.101507252132	193.157588388111	201.762662962938	204.456848361943	183.730613588354	193.86506986293	184.401900379053	181.922520611793	166.882711911435	71.5631389713269	133.975913195831	184.905853659919	191.231432579012	192.23288561882	187.406525598485	187.53905105133	169.256222424532	191.847974542283	198.229400344723	168.062499217826	193.183998008529	87.9794959824489	0	190.050187151015	181.554647422873	192.604398810191	189.495604918719	195.269222052432	198.207174581914	192.342143696719	186.884251609606	187.922903572184	78.8692439529568	70.9931007511905	201.562833437137	196.508522305938	185.169948466804	194.187074984903	192.347461714009	197.046153514707	191.738517164721	190.573411051917	171.737890166299	162.725214001167	75.4695498348346	65.0478632236337
Vv226	101.583832974157	98.3462200985371	95.0937509734524	102.01636721638	162.122750128861	161.771065277336	208.931762079579	202.837400258286	186.235432324716	185.128400029767	88.1694201676432	103.303765352378	127.482837160453	128.470982201987	192.173933341033	209.283401782984	206.707390336851	176.464974494463	185.654451995775	112.285093719833	102.920064205782	121.138918564862	119.511907316506	143.346565023216	142.091714728699	184.738019982725	189.499601242732	199.44151293616	207.056721666898	196.056817894101	176.221892809265	113.061303099509	69.5367099913069	125.751498802296	119.420211962744	123.335145015773	135.398957670984	175.068943175393	194.472207948111	201.28133963533	205.812638294059	184.400844894546	190.050187151015	0	97.9951802945267	143.678200113706	124.848772952608	159.642103610907	159.096504449947	183.511571121966	184.510914100973	195.286889298442	188.403179769909	184.271702777185	92.3668060986558	92.3631683987313	143.51593121432	137.508829346242	166.223303713134	156.038427308331	194.171811545636	185.545292733582	201.624905587898	199.906401532061	194.506401400511	197.234962578227
Vv227	68.5448910948788	81.3007666976513	100.436358935265	120.828721127259	140.87591617022	140.315414345011	191.846840488019	194.156471529761	203.622631515947	201.108337267106	109.774781058605	84.8654111054801	104.519345211674	109.20748839717	169.910220477166	194.020780016924	190.266277002132	184.903002801397	197.845037369437	71.6994528695164	71.2833390284746	110.459786850368	98.1964844586496	134.881417844787	116.125935103169	163.751393181392	169.810790070782	180.338858579018	194.360474646521	187.994224995511	186.300827051389	83.4006723112993	113.068595306202	85.7102640125097	99.1836765478073	87.3995113513668	105.253076668675	154.386523340415	173.127163291407	183.773579388846	188.235909832774	193.801651629928	181.554647422873	97.9951802945267	0	143.741443320882	84.0399954817962	138.959906097418	147.715611676323	165.607338687194	166.44506060713	176.209495261722	180.944250309157	175.852964069424	116.945107834836	109.686304970979	116.356555761178	151.359979982426	152.9821390215	156.545905266735	176.337329417596	168.990796031373	186.783163608584	187.583214847504	193.920897060401	189.731297930092
Vv228	147.038079278877	155.71293600972	143.234126753301	99.9898873708623	117.75609327676	118.818946004929	167.382894294822	166.586440372339	195.290949906598	192.931771195261	127.266890352033	143.261600100524	121.965666830129	125.695932739242	141.27684092023	179.258968628923	171.822858186741	183.794298029645	193.339940823754	137.868639334922	148.713657189273	96.2653012522704	147.292071600369	119.423518051199	97.4101909215737	134.758498355981	147.239111952663	154.407214713921	186.454317552708	189.932186067687	187.111472933472	167.836383419526	156.886455023676	140.6302071059	121.399354388955	130.701953308449	100.995609255722	125.283292211037	144.028722650777	174.536556498501	173.70664364895	183.943654411962	192.604398810191	143.678200113706	143.741443320882	0	111.629548480463	108.006204105775	109.644055860077	128.018482354227	136.967627062302	157.079113651936	181.48766289003	177.306074223189	115.593047161861	122.018583613745	93.9720313209353	63.4826312389445	119.438246843728	114.183928789679	146.280703809078	136.597862252583	171.298942314587	179.452486201817	185.410988204928	189.800638902589
Vv230	98.8505430148073	117.528923963319	100.282545856183	102.781251224656	125.286073493882	125.49146033539	183.639608003522	188.923378352752	216.213918130197	212.764153008121	101.335716732412	94.7587696196368	82.0961179382999	87.9830805599376	148.335944155532	190.86405939843	182.656648613028	194.944369521562	210.487278928757	76.8907853497372	95.7313363915083	77.014836736004	89.8225828353256	114.925474535078	82.6655483022359	142.686986671034	157.699008897402	167.502753375364	190.066741802664	195.797929869963	198.27961605508	114.751308103661	136.625709702031	80.4567218464666	88.4619791917906	82.9980463195983	84.1668970916387	132.151892224431	152.501090526711	176.302565868129	180.243127436773	201.068731640432	189.495604918719	124.848772952608	84.0399954817962	111.629548480463	0	115.981698786704	130.10258115313	143.155445825712	148.547492033801	157.444500139687	184.130808065647	180.687572131373	100.674704176711	104.154095104202	72.0665390507013	130.75197999362	133.244308651716	139.667490802574	157.95458809282	148.963956728898	175.436979979241	177.417608236442	198.125889612747	194.435701677805
Vv231	140.833615553618	142.8180291788	137.538051831514	141.543294935176	72.1448179538701	72.3302352831643	148.929941225769	153.094108236594	200.632830578036	200.866939143417	143.739097615329	157.752489006982	104.38170389286	104.32838979412	105.959962543301	167.296075046163	156.279681223534	187.419255382015	195.967275568201	140.036741346094	141.54007351276	133.093004052539	133.330785971578	88.1456834596073	112.686605160705	95.8858886116924	117.001968365492	129.276307997139	176.742288964688	194.798027772757	190.345763161143	158.30495964483	167.151665026724	133.988289631197	139.023223037541	111.542658830821	94.3161600336858	79.0549281393544	104.491200661377	155.506034903589	148.627764294832	204.809699105819	195.269222052432	159.642103610907	138.959906097418	108.006204105775	115.981698786704	0	65.40088366467	84.5609689454841	103.514281670737	128.247192899204	180.505638965005	178.086521224651	145.359960369511	156.335799933048	96.8157825354526	116.316281670854	77.8563941704931	91.5438518675133	114.67517196714	101.016701287044	152.748634943432	166.059010117525	200.295732186725	193.232536810905
Vv232	148.371839683542	144.661481819118	137.525651744908	144.973705779194	70.2007791607024	80.1563558065191	152.264945779662	152.100246212799	193.698949589074	195.464285299664	146.945143831564	167.886994003526	112.035335129156	107.052055160133	119.427104155193	171.64373858132	163.058980164388	183.784419976917	190.754182195921	151.619167479047	150.081076691456	142.438358693273	139.148403011474	84.9150765954631	124.964735294186	108.697262231095	123.477358319984	136.143620477672	180.935141694541	195.482892545124	185.330071416478	167.827299248507	166.005106356348	147.627794086729	150.254656339564	124.04894462221	105.739999182257	95.0076446468943	118.991401057381	164.298868396091	157.249468835604	204.370158039432	198.207174581914	159.096504449947	147.715611676323	109.644055860077	130.10258115313	65.40088366467	0	97.9671834549144	112.674124809088	141.49505714049	181.756452074071	179.363392277455	145.911050688482	160.456605405375	109.807060520331	110.761064248502	69.5425639776938	72.9424078173643	123.394981759713	109.487155178859	159.976755009122	173.189273210935	201.025543497769	194.351187099234
Vv235	164.809618697534	168.947891495781	165.908989037422	165.795097293196	100.345999153875	96.6246446438366	129.663649696636	139.453428484582	207.313704067258	206.452511211415	169.242557823405	176.157176463875	138.845732551859	137.796563313766	81.3910393761334	150.041753680678	138.505242823394	195.676127326334	203.221261357697	162.525101035243	164.640619138719	155.557378339247	160.53690007949	117.37984209351	133.33966327161	72.7864749184154	93.8515259304114	104.99498668629	161.843908576789	193.857862973444	198.952149786517	179.622266597408	188.138455913151	160.075356679553	161.759816772731	141.886214760116	120.76156497135	67.8905056066116	71.8163827763938	133.196935506506	128.420103884768	205.94676320475	192.342143696719	183.511571121966	165.607338687194	128.018482354227	143.155445825712	84.5609689454841	97.9671834549144	0	68.2951349269453	92.429251607441	176.530672873744	174.635630093719	167.844317873812	176.338557591894	116.885457236352	134.714482582746	98.7786083202065	112.74459023118	76.3016595485178	67.4908924783651	124.448008404021	140.686413078405	198.060996162182	190.334038116475
Vv236	165.761230411124	169.825904584872	171.32415009662	170.089149304535	106.134301660247	102.113964224395	120.02640864044	130.552977109419	201.565628041118	200.002858344369	175.434146881529	177.436155896849	145.56377734951	145.543017267058	81.3971764810055	140.968326167006	129.472798517057	190.35372600284	197.992281806441	163.997293887669	161.734227299055	159.961661401783	163.109180081889	128.291852941664	131.698952005224	80.311424232589	72.4948585355026	96.6999205490796	144.827396688493	185.834313686051	193.52187495511	180.673303551732	191.03726243607	164.852531787121	166.84427391305	148.684859606516	124.57205720151	89.5688168279619	86.9880666463656	131.758892422843	126.858312439868	200.535469433718	186.884251609606	184.510914100973	166.44506060713	136.967627062302	148.547492033801	103.514281670737	112.674124809088	68.2951349269453	0	96.393390896623	171.32287601958	169.590887103031	172.050312698601	179.573320860967	126.946486609525	140.589854676966	112.127810022365	122.711114007952	85.2563552697379	83.3836416374888	121.626014611478	138.708405585184	192.534367583234	183.638450121877
Vv239	175.904430589817	183.789565611277	180.575037467743	181.693861291163	137.200289555527	131.083510046199	114.748222913632	130.215837213445	215.514945928201	213.038303434492	183.043041914111	182.229328724902	160.277959801941	160.172409941543	95.9895255457056	134.522109290544	118.19558662531	201.931489520161	212.782850867934	169.595815427799	174.817231204749	168.284845733698	173.68611062676	150.138642231079	150.107917703232	105.57862621421	103.077232024286	92.1486749061769	142.995116226311	195.776521180864	207.032821244556	183.865108415352	201.481529009845	169.832624421812	172.145176902898	158.592128090076	142.912425790619	108.055391890697	90.9621646301141	93.7382563285385	102.282377734357	205.13270374729	187.922903572184	195.286889298442	176.209495261722	157.079113651936	157.444500139687	128.247192899204	141.49505714049	92.429251607441	96.393390896623	0	174.769423578117	172.927586372409	181.825295780731	184.975827419712	140.90888796621	162.995901914886	139.906702817959	151.978854718042	85.9517787689614	100.705567040747	86.6756657430837	104.024770685336	196.796428993598	190.205757268918
Vv241	176.78115220892	179.542174155365	198.336974092233	196.742011845748	175.182270280906	173.314856612125	160.829434494603	160.128797769826	143.143962171878	139.041229139751	205.237471023447	187.387309384	190.434857771171	193.720374038513	179.892711849433	138.802178366864	150.39929635459	141.974564861627	144.561215449177	186.959938127049	185.594250857361	189.312527999955	197.503392267964	194.3040072523	178.614610089179	180.978887176837	170.644539249211	166.581588060603	155.641142590166	74.8520934112168	142.730405764721	190.804305228094	194.160507819393	194.989657226055	190.954654095614	187.862430309568	163.708940671281	179.799034643895	186.843715332289	159.547828756877	186.501339435989	114.675509447027	78.8692439529568	188.403179769909	180.944250309157	181.48766289003	184.130808065647	180.505638965005	181.756452074071	176.530672873744	171.32287601958	174.769423578117	0	41.0578055810254	195.559523426817	195.595339484068	176.606643606508	183.199706408155	179.158584396893	182.070946878409	180.157159112158	177.834535940356	161.506739764144	154.861796477307	91.1530745986839	61.7235576023075
