gene_id	gene_name	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
LOC107063613	LOC107063613	12.628104	0.857152	1.058515	0.440134	7.755662	4.87799	5.289242	5.551017	1.53067	6.118415	4.102479	2.762442	5.055285	1.068193	5.032007	10.907579	10.713242	3.518333	1.412768	1.634502	10.145888	5.687139	1.726441	4.345014	3.12711	3.219577	7.556733	1.914497	5.748439	15.639263	10.639855	16.58443	13.987055	1.262732	1.47356	2.297308	1.886108	2.87436	2.41132	3.460738	7.112374	6.973919	5.472504	12.950311	19.13923	18.251965	0.897446	1.169072	6.443922	5.458834	4.80283	6.032341	5.952568	9.474518	5.412348	3.680846	12.844839	6.79147	7.472489	7.416006	10.988747	7.950639	5.223762	1.566495	11.886167	1.060032	2.735323	2.896311	7.155706	3.961866	2.679345	2.665464	4.76368	3.192531	9.996224	9.138159	31.193543
LOC107063614	LOC107063614	12.583524	9.257387	9.741197	8.010134	18.498363	13.443258	16.487226	12.420594	10.410822	14.589126	16.201071	15.706398	10.933126	5.679352	12.68479	10.103126	6.924784	15.32398	7.053493	14.764987	15.796352	8.899091	10.176676	2.316961	13.971346	12.289091	11.6515	0.900498	11.021546	4.886566	13.568489	10.284909	14.664664	5.356114	14.50395	0.896206	0.328423	1.670461	5.224367	1.338007	11.318498	7.373913	6.550081	4.796275	13.008197	8.942745	4.242318	8.324615	9.352869	16.270806	6.715632	6.436048	3.890712	11.420496	7.737943	4.931873	4.445807	7.285494	4.072348	11.240887	11.637058	8.882784	4.2987	13.959969	8.618253	10.662108	1.643794	0.226298	8.121134	4.729188	0.279481	4.535315	14.526061	8.269558	10.645047	7.131856	11.107737
LOC107063615	LOC107063615	46.539551	65.296379	72.956819	70.602052	24.346726	167.604063	134.484355	62.473793	68.46375	90.772525	122.513236	240.033228	104.882529	65.935289	131.338827	46.028067	78.55495	65.253706	133.026491	80.098084	149.327335	30.556531	37.468458	17.595226	47.404277	77.134325	53.337006	8.404583	37.312326	20.09619	82.571255	60.445721	50.852881	185.172388	90.566176	5.223428	4.348077	7.445642	27.962652	2.603104	91.610801	27.414003	45.937816	20.574316	88.050409	56.876411	63.409533	83.855155	48.028423	118.044002	42.655332	53.954862	43.579783	63.574773	62.343232	40.460967	24.838582	60.791813	44.048737	83.708696	106.263375	68.600095	32.093912	94.214251	96.809117	73.554202	5.237794	1.131935	99.768749	29.5985	3.387699	71.388855	63.416846	51.426592	85.065195	41.163943	75.723647
LOC107063616	LOC107063616	1.960019	3.245509	6.384372	82.944956	3.044427	5.4203	5.584472	4.297716	2.555814	3.243758	4.309456	419.803873	34.938476	90.013887	21.512838	12.043527	22.618675	13.051427	93.969919	0.970204	194.512928	8.341623	13.278232	2.10526	356.876685	1714.992337	2890.337291	1696.753136	460.546321	0.896821	3.79468	0.832024	2.806158	1.630225	6.330075	139.518622	3.762431	1.925822	6.313473	0.453013	3.562074	0.916781	127.619735	2.232369	1.543463	2.192126	280.241735	264.92284	29.994081	2.464046	11.046168	109.205401	441.674098	0.841208	2732.231245	14.184239	2485.502127	18.609128	14.594021	15.071719	4.462257	38.451232	3.418443	0.994004	2.339994	3.677195	13.169708	1014.0239	2.168919	5.830214	4.433645	296.314288	1.833869	34.021368	3.740508	3.850741	1.774029
LOC107063618	LOC107063618	0.037983	0	0.131889	0.088763	0.233975	0.134719	0	0.060951	0.137248	0.092913	0	0.038397	0.051437	0.196279	0.057014	0.035652	0	0.598114	0	0.17723	0.09915	0.115405	0.166651	0.084021	0.092396	0.030992	0.062871	0	0.147107	0.036309	0.032776	0.075066	0.11056	0.031001	0.179052	0	0.02869	0.235005	0.053082	0.092482	0.132819	0.074575	0.083247	0.057553	0.087538	0	0.059802	0.031619	0.323137	0.135791	0	0.142558	0.027496	0.084079	0.060313	0	0	0.047038	0	0.044105	0.036041	0	0	0.036206	0.101276	0.066281	0.114943	0.019799	0	0.132989	0	0	0.205338	0.063517	0.078469	0	0
LOC107063619	LOC107063619	50.130333	44.689531	27.303779	25.152289	58.421164	75.118388	86.132312	52.420362	36.204094	53.639398	70.370009	143.64402	48.946689	14.561376	67.712422	81.825324	55.396032	25.76736	22.770715	48.027005	73.258344	29.315623	11.417099	9.990267	38.809092	40.85073	31.850286	0	37.598528	13.957653	46.156493	45.816591	42.2608	19.975662	48.938733	4.282599	3.959355	6.025929	21.67928	1e-06	34.548468	11.594072	17.312616	11.927974	43.580885	28.751271	10.674064	25.807246	10.398938	100.053927	35.24409	40.832841	16.770002	34.707916	41.855798	31.782918	21.225394	41.587717	28.877073	54.178954	67.874694	42.641603	36.313382	41.684382	41.423458	56.256433	7.793942	4.006414	37.010814	26.194379	3.016014	14.175249	38.599887	28.151781	37.926141	0	57.532612
LOC107063620	LOC107063620	0.108064	0	0	0	0.23704	0.032032	0.03082	0	0	0.027434	0	0	0	0	0	0.126506	0	0.029427	0.0353	0	0.029315	0	0.073996	0.099458	0	0.027466	0	0.02528	0	0	0.029061	0	0	0	0	0.063284	0.101866	0.023155	0.023916	0.082035	0	0.132261	0.024581	0.076451	0.077482	0.031339	0.02649	0.027993	0	0	0	0.025252	0.024363	0.02482	0.026702	0	0	0	0	0	0	0.05617	0.034667	0	0.029264	0	0.020406	0.071597	0	0.047166	0.064135	0.05501	0.334107	0	0	0.035476	0
LOC107063621	LOC107063621	57.846138	98.544408	76.350385	48.948087	12.777895	24.132175	25.274612	32.757247	54.21531	26.930226	35.275861	14.492196	80.948344	13.303774	70.606681	79.596361	118.852377	32.333927	13.826155	99.144239	17.898988	120.624249	17.579225	25.384061	19.86473	14.163797	19.21141	3.678902	21.752787	109.463964	159.949927	168.73933	200.759549	9.927321	31.99603	12.802844	19.003074	29.336464	19.023829	26.342221	22.913892	32.645906	15.94708	89.911451	130.821674	69.848695	10.303965	17.138505	22.173981	22.887509	29.988167	44.738252	7.037394	33.523967	154.457458	56.082741	60.226702	166.800856	82.117922	62.748761	31.406417	82.383051	48.021186	76.753372	40.976428	210.34058	13.810715	6.919712	40.790908	25.517716	14.75067	10.955815	35.019404	69.739852	169.840645	81.221969	126.145924
LOC107063622	LOC107063622	6.761851	9.546299	9.897393	2.073309	3.887526	7.25459	8.759427	12.691984	8.110389	6.579764	11.084329	2.739037	4.506301	1.871919	3.796124	6.864639	5.186162	8.101613	5.459893	14.857009	2.910835	36.466365	6.380683	7.279194	4.493293	5.774685	5.129868	2.731062	4.832247	10.430527	14.971504	13.013218	33.146514	1.152926	4.660338	6.941049	5.892575	8.833387	6.289815	6.20418	6.833355	11.613968	5.675436	11.14666	6.603555	7.131113	2.924418	3.511067	10.883429	8.350407	14.743151	10.467278	2.521631	10.763524	26.343399	12.424838	13.379146	14.418001	3.620851	5.836527	2.184258	4.790546	4.62655	13.752908	2.673809	23.461376	6.152499	1.267336	6.056551	6.640151	3.061766	1.99724	4.064109	5.723696	7.096308	5.36406	7.000606
LOC107063623	LOC107063623	8.295091	20.286994	19.167876	3.450083	22.48031	21.556328	46.694359	45.474101	9.339617	18.588824	44.078321	2.436564	8.838003	1.595108	8.564787	9.525975	6.592715	24.42822	12.997695	32.348966	2.18943	23.099307	14.02687	26.50432	2.696829	2.431057	1.516039	1.008431	1.924633	10.77874	19.332262	8.710244	21.815737	8.229706	12.622418	3.964548	12.596274	19.269862	9.80022	34.751006	15.276863	29.407511	4.575808	13.677385	13.807588	14.416837	14.026997	16.993048	3.969382	4.555499	3.334965	2.331518	1.345436	28.925373	1.917842	5.88842	2.15032	2.94073	3.031814	14.675475	5.134233	8.734432	3.02931	17.313745	4.496372	23.452106	9.314018	0.701837	14.315835	12.712056	3.073256	0.428694	7.499297	6.68179	4.292139	7.530707	7.120471
LOC107063624	LOC107063624	0.957965	1.687355	1.337771	0.171498	0.161479	0.535543	0.438104	0.659509	1.101657	0.239499	0.422195	0.898113	1.953644	0.252743	3.05261	0.75828	1.824238	1.51021	0.730901	0.890241	0	2.984522	0.724921	2.121048	0.149498	0.119992	0.1518	0.258845	0.170659	0.344858	1.677789	2.629904	0.969119	0.80844	0.86479	0.673258	3.627376	3.485825	0.769209	1.24889	1.351489	1.116884	0.428885	0.917201	1.030051	0.409971	0.399762	0.882173	0.522154	0.459045	0.490653	0.57876	0.106247	0.622642	3.145551	0.268054	0.812733	0.90872	1.047309	1.405174	0.835677	2.882867	0.578534	0.979212	0.489282	0.960094	1.216444	0.076548	0.711898	0.900851	0.537593	0.029953	0.618691	0.674897	0.985792	0.889235	0.820587
LOC107063625	LOC107063625	13.639527	22.103435	24.548307	17.830733	15.059449	8.712659	10.267963	20.573511	32.388924	16.175587	14.421693	3.949391	6.185851	18.1269	5.662311	21.666268	4.570086	16.54023	20.643103	28.206804	15.558773	15.534761	21.421904	9.947698	13.469265	14.71105	14.767746	14.412292	16.216211	11.640791	12.167215	13.475268	11.788799	22.57911	24.94108	8.998131	12.065696	10.445875	19.648581	11.207559	12.601556	10.334247	10.051035	7.813033	7.727515	9.486058	19.60222	20.244539	15.48416	14.297976	10.468207	11.141599	10.07984	19.048478	9.760499	9.686832	9.840964	4.870583	4.389369	6.641538	17.862139	6.293147	6.302347	26.53503	18.613224	24.92915	20.199016	19.540282	18.248352	14.11541	10.695123	10.868316	11.733156	28.476864	7.321422	9.657759	12.065141
LOC107063626	LOC107063626	3.347425	4.693049	4.574909	4.709197	1.003117	0.357888	0.682343	1.062875	4.854006	0.328107	0.567805	0.336706	0.635333	1.941539	1.211162	4.912747	0.877852	1.549125	2.653895	6.729559	0.694587	0.933782	2.164378	0.892848	1.163343	2.021359	0.978406	1.781633	1.196576	1.521763	1.952467	2.855117	1.104038	1.895633	4.526646	1.222111	1.475455	0.723258	1.473626	1.022935	1.218669	0.992056	0.860778	1.049212	0.748389	0.573598	2.624542	3.0908	0.632888	0.727521	0.717188	0.699089	0.755264	0.675794	0.770705	0.691522	0.261904	0.282902	0.323189	0.440193	0.246397	0.255802	1.677344	4.355524	0.948468	3.617373	1.893137	0.745457	0.735331	0.673718	0.704837	1.014305	0.915952	6.78553	1.072418	2.042182	2.631886
LOC107063627	LOC107063627	9.730521	25.848804	34.45979	16.720409	9.066613	14.829519	13.184679	7.034542	35.519659	5.578119	5.454205	23.680654	3.202879	21.597722	4.465793	14.151494	5.402467	20.491422	24.445001	31.704579	9.560992	6.727399	27.356908	3.427232	7.81976	10.189368	6.447766	1.768282	4.658826	1.30078	2.075048	6.346414	3.670003	17.1223	37.26352	2.502683	0.678425	3.033619	6.205397	1.749235	6.770905	5.424078	5.529971	1.024252	3.573801	1.710741	14.034566	28.693432	8.250329	10.403084	5.738611	7.736062	10.082264	2.30369	3.287886	4.486946	2.392715	1.796393	1.262326	3.283036	3.508207	2.971462	4.060373	35.409847	2.37165	20.04533	3.818357	0.447435	2.346606	6.223772	0.860224	9.755751	5.223854	16.885444	3.553065	1.9933	7.883231
LOC107063629	LOC107063629	3.764016	13.833615	17.42129	16.894664	5.707492	11.760539	8.302084	6.577808	21.718828	12.05499	10.727345	19.2224	5.395422	23.535059	4.445946	7.093905	5.589628	17.884708	29.94713	23.380848	15.701531	9.858306	7.992006	3.837514	6.765134	13.619695	13.972964	7.65422	8.940489	4.374709	13.575283	8.451057	8.738416	34.774516	19.664651	4.564582	5.99947	4.298125	5.232167	4.858412	14.982261	3.396366	6.849125	3.978515	5.390952	3.96409	22.37019	16.896089	10.108114	15.230463	9.209874	13.732442	8.408829	9.072189	10.089395	11.891184	6.711776	6.76996	6.761063	6.38408	10.286095	5.609986	3.692792	20.173898	11.752961	13.799601	12.050566	3.1568	8.209506	6.910422	2.775569	12.318737	10.225745	9.518465	7.851805	6.174668	7.766936
LOC107063630	LOC107063630	0	0.098192	0.100167	0	0.050851	0	0	0.046447	0.052359	0	0	0.058356	0	0	0	0.05413	0	0	0	0.054132	0	0.044223	0	0	0	0.047256	0	0	0	0	0	0	0	0.189802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221409	0.051462	0	0	0	0	0	0	0	0	0	0	0	0
LOC107063631	LOC107063631	0.518499	0.22079	0.196971	0.655707	1.283059	1.091092	0.266822	2.286533	0.263196	2.374633	1.1737	0.458677	0.175507	1.893635	0.389295	0.365157	0.482498	0.622581	0.271691	0.332244	1.015367	0.368389	0.747799	0.095718	0.31515	0.158518	0.321152	0.218938	0.426244	0.154811	0.251615	2.40112	0.157217	1.293601	1.891781	0.081182	0.122537	0.356431	0.294127	0.236789	0.424298	0.095432	1.040476	0.196057	0.372507	0.361736	0.280258	0.10767	2.176968	1.676806	2.596492	5.124103	1.33571	0.3103	4.904312	1.749505	0.957881	0.520712	0.453966	0.450865	1.567019	0.378233	0.433422	0.277582	0.661958	0.197412	0.137465	0.118403	0.478697	1.497384	0.123411	1.24398	0.029228	0.18941	0.267933	0.136508	0.398503
LOC107063632	LOC107063632	193.630989	73.719168	68.075661	67.305584	3.303209	17.315697	28.282758	25.922188	50.150478	25.298712	19.299957	10.816797	63.235993	26.697325	69.446534	184.520213	137.372651	9.857661	24.415929	57.85741	15.255252	12.021236	16.652726	18.405321	12.652097	24.260472	13.959667	15.83439	24.754304	97.072042	31.065837	83.207156	32.793745	16.503053	35.073838	10.269599	9.919609	17.141909	19.385922	11.860167	13.4289	25.04168	28.440432	26.666209	110.161117	42.39879	18.467171	19.4779	6.052358	11.502143	8.226652	9.719835	14.117221	23.211359	13.030896	16.089113	10.153591	36.898994	52.420413	35.545969	31.285058	49.172432	160.02937	43.952837	49.633938	43.731149	17.129711	10.467506	64.876515	21.114311	6.192241	27.692496	36.401665	195.360839	72.418432	83.911504	155.540448
LOC107063633	LOC107063633	7.473824	1.962794	3.596823	7.418301	15.34443	30.868384	39.718131	23.867612	3.261809	32.624727	28.9227	54.319541	29.930658	3.10388	48.056907	2.081954	13.667349	5.470429	7.947427	3.259812	54.078389	6.534217	4.395403	3.772206	17.013411	11.812426	21.266767	0.481928	14.861679	6.463245	13.459923	10.91925	29.574474	7.69018	4.418096	0.493259	0.220728	0.90223	6.065382	0.319739	22.816531	8.50304	11.081114	6.037326	29.662059	19.903959	3.849547	5.371495	24.596899	40.002975	18.031417	23.495598	5.269426	19.722773	32.478196	16.200639	13.847667	27.152012	12.709792	43.673605	55.311595	38.211801	3.567505	5.158585	37.104117	3.725652	0.761112	0.182828	25.330039	7.06431	0.629497	11.417258	17.820155	0.851706	35.875963	18.850193	23.704534
LOC107063634	LOC107063634	1.487714	3.682679	1.916993	1.687724	0.714275	1.560554	1.941004	3.14971	2.487525	3.425088	0.720496	0.410109	0.671739	1.207114	0.608729	1.945588	0.608872	4.269221	0.708644	1.811969	3.058795	2.266702	9.768968	1.294062	2.670417	3.203582	1.683622	1.958956	2.203215	0.99186	1.595513	1.960743	1.137234	0.958998	0.894079	0.677316	1.462071	1.828657	1.135278	1.645842	1.895429	0.885216	0.626712	0.445055	1.511323	0.714392	0.675425	0.602161	2.993363	3.352172	1.826897	2.170459	2.189632	0.80017	1.076564	0.923979	1.194014	0.72758	0.293221	0.734305	2.183852	0.602021	0.837975	1.334831	1.403741	3.117768	4.358824	3.096813	1.917298	3.284166	2.373937	1.763441	0.811343	2.869812	1.023821	0.71282	1.209608
LOC107063635	LOC107063635	0.077141	0.098505	0.133927	0.030049	0.203658	0.102612	0	0.061899	0.20908	0.031455	0.034157	0.077981	0.104469	42.298282	0	0.036203	0.052151	0.101248	0.202102	0.143998	0.033561	0.029305	0.169199	0	0.062554	0.031474	0.191576	0	2.300789	0.036873	0	27.40471	0	33.313686	37.569834	0.024151	0.058262	0.026516	0	0.328685	0.168621	0.113594	0.084546	0	0.044458	0	0.09179	0.256928	0.098446	0.03448	0.027875	0	0.05585	0	0	0.056369	0.092648	0.382207	0	0	0	0.064346	0.039754	0.257408	0	0.100988	0.093366	0.060309	0.142537	0.02701	0.024476	0.15734	0.069498	0.096764	0.03984	0.040638	0.129359
LOC107063636	LOC107063636	6.186464	8.436613	11.600609	5.800548	4.179552	4.603749	2.87067	4.003246	11.794289	3.693899	2.726278	3.116987	3.209907	9.434431	3.508762	7.61306	1.919411	3.828298	7.99369	7.187963	6.597236	3.074544	17.948156	1.68238	4.32392	6.664362	2.382348	1.870386	2.461893	2.815039	2.526559	3.255444	5.643038	5.141024	6.027236	1.814562	0.801059	1.127697	3.243436	3.955635	8.259337	6.794172	4.377209	0.865612	1.55998	1.383783	3.990538	6.079397	5.480577	6.626852	2.968233	3.842049	3.650953	0.979927	2.274356	0.688177	1.224451	0.943515	1.045981	1.971149	2.814869	2.448015	2.53446	12.050349	2.136869	9.996721	1.70819	0.183645	3.241058	4.351518	0.574425	6.805685	2.397712	6.610594	3.339609	0.967308	2.236933
LOC107063637	LOC107063637	31.893636	37.862648	35.052562	28.772774	15.016484	11.714555	15.100248	19.566365	49.904527	17.779901	16.325399	5.714414	11.521916	30.175058	10.292618	37.938089	14.611182	30.412593	18.331319	30.737129	21.140557	21.859435	35.396804	12.686775	24.436432	29.735405	29.433087	21.059828	34.435222	32.783452	43.387754	35.44764	27.942739	21.966922	29.412386	16.030997	20.796548	15.947336	25.804258	31.925635	54.3967	16.131332	20.379225	35.376312	16.335207	20.055436	22.346196	22.458507	21.396416	18.635315	13.506584	16.010468	21.031928	18.602817	14.90376	17.134588	26.054796	11.110986	10.492826	13.561444	21.812157	12.667732	17.881734	35.340697	18.709048	40.460619	28.159134	21.509828	19.441621	17.603829	11.955327	16.293942	18.643577	40.022014	14.312227	14.317097	19.394854
LOC107063638	LOC107063638	0.532257	3.802302	4.848021	2.74365	1.499596	0.756725	1.317577	0.855723	8.052456	0.740784	0.474132	2.377026	1.153595	4.197362	1.037511	0.898348	1.559899	1.357006	3.234924	7.476308	0.601671	0.895046	1.569008	0.469114	1.253482	1.436375	0.753299	0.915986	0.827155	0.407622	1.562674	0.789455	0.516382	2.314387	4.02902	0.599573	1.082	1.097861	0.894665	1.29492	1.02796	1.202117	0.390099	0.607908	0.679277	0.34776	3.532179	4.234843	0.861452	1.195292	0.57867	0.963312	0.811572	0.513051	0.594907	0.819914	0.899757	0.927705	0.23168	0.868884	0.607359	0.533455	0.495857	8.407281	0.711051	3.320819	1.348437	0.718776	0.49254	0.857787	0.594649	0.822933	0.956477	1.295469	0.712459	0.842093	0.595426
LOC107063639	LOC107063639	24.612875	43.261543	44.888489	28.854213	39.367303	38.554239	40.052758	71.993154	57.325457	64.560756	36.412866	22.615009	13.528814	32.081276	14.214298	36.194073	10.018535	71.495261	27.479544	49.96907	69.893814	87.035943	108.044792	51.748036	75.787153	80.716904	57.124997	82.459196	79.726824	44.608144	92.759418	32.687281	38.312371	23.161331	45.734424	54.844611	86.613356	54.096761	62.783158	65.576548	55.375764	40.331093	52.760976	62.823457	21.230464	38.478996	31.263921	40.433876	68.705546	68.587898	51.315436	59.862079	64.7085	51.805404	40.468773	39.429303	52.270483	20.588512	13.887988	29.493495	74.964211	16.789822	16.599949	61.222085	59.924104	55.470847	106.485831	127.639336	62.078746	63.664239	76.300665	43.017813	34.171008	56.161461	15.399366	14.199222	21.348719
LOC107063640	LOC107063640	2.003968	4.36197	5.597466	2.184876	2.119219	2.787178	2.18272	1.263713	6.175148	1.373354	1.551307	2.343949	1.173787	6.085003	1.714786	2.159768	1.809659	3.209729	6.695396	4.737038	1.955163	1.918712	10.622892	1.054511	1.580498	2.354255	1.400889	0.908062	1.475652	0.439848	1.345151	2.288029	1.230937	3.629522	6.619692	0.772752	0.931692	0.895731	2.198802	1.519298	3.526996	0.682396	1.121929	0.551426	1.04052	0.582213	4.757863	6.281556	4.033695	4.408892	1.203908	1.444508	2.177241	0.768771	0.972493	1.558828	0.828928	1.599048	0.894139	0.80758	1.299761	1.852583	1.232465	8.283525	1.013338	4.111276	1.239775	0.300825	1.234044	1.581094	0.618964	1.486736	1.416751	1.716136	1.826908	0.718005	1.769347
LOC107063641	LOC107063641	22.597064	36.258188	39.621125	18.425945	10.463909	27.963605	30.66701	17.435663	38.544071	21.243698	22.078254	17.194648	13.707909	17.949443	18.18462	28.02047	16.612183	17.623246	20.598238	38.558444	33.380529	11.464309	16.850619	4.925515	17.052421	17.625173	13.745509	1.18134	11.971024	6.824563	10.53239	16.8505	14.143379	15.026364	39.488398	1.297598	0.780352	2.711422	7.206167	1.769149	19.573227	8.777627	11.217641	5.998611	19.790306	14.254739	11.077217	24.5197	15.91882	22.913788	7.351785	10.201832	8.207316	10.082284	10.047654	6.358099	5.561115	9.823014	5.783944	12.261518	23.439951	13.074337	9.360234	39.654538	16.51527	39.730982	3.009008	0.590701	15.732509	9.39592	1.025895	9.322582	16.768525	22.164463	16.890069	8.089399	23.100498
LOC107063642	LOC107063642	45.387842	90.950722	87.700159	43.496724	30.057686	24.362198	27.241961	41.668912	85.956588	35.892034	30.377611	15.871546	13.468622	21.424754	12.776806	71.820722	16.295195	39.095664	30.034151	91.353448	40.900311	38.186438	27.127706	20.243346	30.94353	34.482303	29.254363	20.092897	36.753269	18.756938	31.946355	37.49134	24.485107	19.968879	59.978053	17.08564	17.710714	20.488243	29.913358	17.029145	30.272323	14.864599	17.021062	16.893	22.54499	18.484467	23.61739	34.175546	40.439591	56.921948	26.575383	29.589422	21.713004	25.534164	22.448182	20.638295	17.948842	13.986695	10.034749	18.284474	24.763897	14.243134	24.167974	69.240395	20.832929	87.794012	39.9829	28.336171	21.088896	38.470556	13.205032	15.96222	33.823577	83.317022	17.424695	22.999535	34.039896
LOC107063643	LOC107063643	25.707153	41.815842	51.138341	24.838277	27.144249	25.152909	34.063853	24.693621	52.371189	24.405511	27.162642	15.575317	13.017273	20.220882	14.413624	30.341008	11.772984	27.43741	23.836309	52.364536	27.125152	21.843261	22.378715	8.591247	26.608394	22.545295	18.575715	4.958147	24.161669	13.892287	17.831265	19.702122	20.716625	19.154267	37.70327	4.774427	2.757757	8.659791	18.947512	7.657021	22.588621	14.138281	15.555355	8.695772	18.868132	13.477295	16.559519	24.600152	22.505564	28.504273	13.646022	14.338474	13.595477	19.492274	12.853249	10.607299	9.549045	9.277947	5.912242	10.632465	15.485095	8.786123	9.746441	40.642039	13.370428	38.616239	11.64557	4.769696	14.699524	16.495967	3.374913	14.871074	27.874937	30.325024	17.348311	15.595864	25.942676
LOC107063644	LOC107063644	4.237605	12.78782	11.332488	10.108756	3.116127	2.020897	2.193217	3.294622	9.851345	2.120499	1.335077	1.158892	1.418392	6.389161	2.043718	8.696775	2.15285	6.834117	4.521698	13.660764	4.08004	3.580885	6.541767	3.041807	3.614384	4.971394	2.947823	7.367016	3.058197	2.931855	1.979989	5.110802	2.273307	4.578048	7.570268	4.256578	5.600225	4.05223	5.069314	4.61965	3.38446	3.230613	2.300314	1.372111	2.490755	1.395223	4.792689	5.106357	3.025265	3.359354	1.483934	1.806594	2.608122	2.050358	0.755304	1.648479	1.122298	0.929918	0.437801	1.424366	2.511398	0.927627	2.938585	8.311643	2.396552	5.817457	7.989844	3.138002	2.674772	3.190947	1.865809	1.25838	2.698834	10.268759	1.909018	2.207949	3.065478
LOC107063645	LOC107063645	1.921753	1.795883	1.284089	1.023062	0.188538	0.967313	0.396937	0.174002	1.982619	0.726047	0	0.215066	1.156298	1.368596	0.631411	1.585784	0	1.179401	0.222921	1.03344	0.551077	0.693192	0.889151	0.301681	0.523937	0.891087	0.56332	0.9381	1.363303	0.412949	0.370882	1.274312	0.206912	1.474791	1.254095	0.26614	0.312052	0	0.45787	0.257722	0.974666	0.209788	0.644743	0.68174	0	0.406594	0.870228	0.756899	0.368061	0.400715	0.317354	0	0.636825	1.153955	0.178881	0.486488	0.361515	0.278386	0	0	0.413947	0.359005	1.379463	1.693747	0.385855	1.004004	0.498298	0.428579	1.002613	0.450229	0.26927	0.676404	0.186745	1.484907	0.434633	1.134831	0.715427
LOC107063646	LOC107063646	195.750122	257.730747	264.622679	163.519935	109.505176	135.922341	132.090046	137.565872	229.723579	169.975691	87.988798	73.945982	81.784739	105.282747	74.73817	239.392559	130.426307	145.860749	122.955615	235.33159	169.212421	136.360265	214.740528	122.283241	152.927499	170.078785	151.80883	224.899131	182.1828	126.290963	203.211883	140.18218	112.710393	129.441361	165.434344	126.078728	216.331828	117.724796	136.08241	173.025275	142.387214	92.176804	154.64794	140.181312	101.608053	115.137307	114.391767	113.56709	185.965342	151.753045	151.861141	167.596279	180.993521	109.658382	134.990949	153.437	214.536546	102.897225	111.954852	96.282419	161.548324	104.927346	224.937953	189.164317	131.958332	228.815044	255.339767	306.611737	123.746081	178.549528	231.298328	134.000792	106.943762	278.227291	85.212652	73.74893	110.902026
LOC107063647	LOC107063647	11.971074	14.284861	14.245551	10.010646	21.858714	12.262524	16.398433	13.53991	16.810322	12.34722	11.983974	7.057325	6.860788	9.364897	5.946901	11.612396	5.255513	16.998099	9.233083	15.319927	15.338643	12.729481	16.918276	4.56037	15.880532	11.905295	13.153076	2.695805	15.10816	8.125794	11.71787	8.50865	11.688555	8.134494	13.951757	2.764433	1.674584	4.404722	9.622622	4.981689	19.994358	9.042922	10.481572	6.92403	9.392904	8.720579	7.617406	10.480348	12.428285	15.718889	7.463073	8.818473	8.114335	9.665244	7.582921	6.31215	5.365036	3.657	3.061496	5.32911	9.66687	4.167954	4.328762	15.992048	8.362085	12.805602	6.832223	3.821416	8.194748	7.665839	2.186035	8.519451	16.647334	11.488776	8.331562	6.559402	10.293098
LOC107063648	LOC107063648	43.912426	46.340791	46.325525	28.512685	74.974522	54.231245	75.445221	55.700875	45.33264	49.761839	56.962703	65.433625	26.418694	20.801082	28.446353	49.033088	26.979546	41.572765	25.195094	51.761011	57.80649	45.156269	31.791967	19.233832	48.413318	39.828749	39.111554	10.211156	43.842746	25.643595	42.144611	32.724935	42.579074	19.042238	51.93662	12.707967	6.365297	17.908175	36.604039	13.242264	37.302998	24.939783	24.252928	16.592205	32.890177	25.896666	19.113808	30.147544	46.431549	72.357711	31.854321	33.684376	21.152532	51.481872	34.942967	29.949216	23.026661	22.449072	14.026261	28.443402	49.723916	24.146948	17.238364	49.478784	33.586415	49.973578	25.976078	11.604848	34.879662	30.522598	6.482718	20.120876	59.148421	35.458661	30.076092	24.176311	44.596983
LOC107063649	LOC107063649	6.637132	13.332216	15.555307	6.154055	9.077216	4.671562	5.645743	5.389111	14.245388	4.173036	4.448828	2.490821	2.079581	5.198202	1.610631	7.921579	1.687898	8.090269	5.467412	12.740609	5.525194	5.768737	10.935876	6.190582	5.635312	6.754492	3.729055	9.316902	4.750701	4.06938	5.725063	6.155231	4.555876	4.245148	10.143532	6.589858	8.137752	8.108753	7.685448	7.943207	4.498949	6.514904	2.70517	2.539696	2.062459	2.20953	5.373405	6.37107	5.445152	4.080752	2.111594	2.516889	3.309181	3.987718	1.536737	1.774563	1.919395	1.39548	0.997819	1.846459	2.856584	2.174012	2.353296	11.353985	2.855906	9.821285	9.667285	4.587522	4.145957	5.112657	2.888502	3.481877	7.193261	12.210936	3.086231	2.441157	4.536078
