gene_id	gene_name	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
LOC107066936	LOC107066936	7.492648	8.962292	8.907885	5.623734	6.992892	4.158101	5.247334	4.229605	9.317652	4.619979	5.821058	4.270044	3.17222	3.88389	4.169523	8.570973	4.243463	4.378134	4.897995	9.659811	6.85977	3.309573	5.011173	1.795814	4.351225	4.784843	4.626236	1.395478	4.973617	1.914749	3.751291	5.369822	3.925339	2.89176	8.21918	1.373089	1.174634	1.190059	2.827619	1.400882	6.163613	2.105275	2.361888	1.394314	4.702297	3.311752	2.675774	5.524544	4.085373	5.178973	2.050307	2.341871	1.59018	2.087834	2.859674	1.83624	1.557137	2.296988	1.347009	3.483451	4.275513	3.749991	2.337155	8.548647	3.435019	6.919042	1.938692	0.722718	3.671036	3.151615	0.681175	1.882874	5.531243	5.733184	5.884357	3.980533	6.491662
LOC107066937	LOC107066937	39.710903	23.38428	40.661021	203.129917	14.269722	10.116104	6.849526	6.81988	31.92008	6.511515	6.837964	198.456851	19.362274	16.516671	15.295511	27.327067	127.294015	14.396406	11.377695	31.164925	5.836341	12.179773	35.398446	5.358415	5.330791	7.450715	7.780095	167.937763	6.4994	10.336599	15.525336	96.041315	10.157141	7.562279	94.6101	224.180803	28.85502	9.936015	43.971444	7.080178	11.181084	5.959477	102.955062	11.696154	35.024449	7.392107	24.728971	44.772897	8.505521	7.779578	138.043581	152.95402	162.663756	11.771301	3.959681	50.595157	7.290064	7.312199	25.769545	20.095789	5.350823	39.179466	36.479026	31.504855	13.616061	18.086138	16.079048	126.397925	6.564782	5.262317	6.377066	82.501175	8.462838	33.605643	33.394472	17.296044	57.937427
LOC107066938	LOC107066938	8.802069	15.805652	23.949308	7.904349	3.183897	13.475134	15.118249	9.165254	16.804546	8.843368	9.357575	25.929052	7.855953	11.130836	12.819942	12.595724	10.384253	7.190992	13.716082	17.934471	12.780845	3.42505	3.898962	2.258136	4.49652	7.225994	3.773071	0.354302	2.643527	2.273938	6.612392	8.267125	3.957457	13.622911	33.253019	0.717351	0.32926	0.594336	3.900304	0.719514	9.258862	2.799758	3.526306	2.055723	7.889633	3.521837	19.891486	33.916921	3.190541	10.348194	3.906305	5.472637	5.046106	5.695751	4.092761	3.415829	1.787256	4.875283	3.001395	4.44977	9.060526	7.197202	3.872153	18.246413	6.880184	18.863566	0.484601	0.126252	4.785941	2.720924	0.323762	4.794986	2.380516	7.609962	3.059959	2.280053	7.033497
LOC107066939	LOC107066939	3.562288	2.49505	3.817425	3.927284	6.226519	3.118469	5.234797	3.621228	3.701158	4.373664	6.624294	4.923758	9.511286	4.674374	11.076262	3.487754	8.4089	5.341004	4.501433	4.021856	4.91988	1.921377	7.550248	2.309089	4.636715	4.069329	5.188276	0.666447	3.133818	5.215145	4.433008	5.594269	7.725311	2.878791	4.311629	1.01635	1.065133	1.224619	2.091068	2.102863	6.115109	8.126999	3.262991	2.552147	4.131417	4.595666	2.979271	3.289493	4.819141	4.939714	3.075045	2.40921	3.004431	3.572628	2.550452	1.421523	2.445116	4.368465	2.33636	7.328485	8.56724	7.525098	1.843251	5.715751	7.883991	2.116766	0.474081	0.10886	7.028585	3.854119	1.428776	4.220944	3.012936	3.118887	7.457625	3.867575	6.910973
LOC107066940	LOC107066940	147.885906	98.990781	85.159832	67.189416	202.903029	177.919637	159.712104	178.507589	89.432204	168.117919	150.583398	90.627463	80.004628	45.977015	63.485367	124.540244	70.102564	105.39806	46.131771	102.087723	114.814348	151.274552	54.210122	162.296692	145.155312	81.029071	175.736182	63.303802	173.083015	105.483609	96.155111	78.105955	122.600082	44.623742	102.842817	77.792943	73.319806	163.278559	93.347857	89.406215	149.141117	106.497852	104.303685	96.392395	116.353607	117.585237	45.807573	54.068325	226.466903	205.788049	197.405312	175.137256	95.751413	106.242834	144.782063	118.805907	175.037268	79.71002	90.455013	105.882985	109.59706	83.252119	91.558065	85.174142	86.042958	85.81324	90.506338	111.300114	72.390036	142.007245	130.958418	105.257232	168.336758	102.771549	125.254417	124.034169	152.349717
LOC107066941	LOC107066941	39.937352	35.199187	33.921834	23.412996	26.567874	31.619267	30.044151	37.349638	38.379859	34.562971	30.776453	15.587094	24.268036	24.839479	20.454384	29.215371	35.331421	40.500151	24.096747	33.472407	39.118819	49.273608	25.995535	41.635361	44.073312	27.578864	48.16407	24.122985	53.602302	48.173789	33.836808	27.560665	37.831989	33.036175	31.105561	20.338047	22.86734	34.291312	27.287766	41.764423	46.223526	27.751805	33.535572	35.58353	53.994742	40.209212	25.812551	23.374905	55.727253	39.697822	54.748841	42.938681	37.788055	33.503425	37.844373	33.341137	49.203989	23.58233	31.374647	37.360453	42.239878	34.231438	28.003593	30.25125	30.967372	35.862841	31.673938	33.812168	27.30314	29.211822	30.398992	24.383974	29.680281	37.329925	39.859249	34.499367	52.252707
LOC107066942	LOC107066942	31.580832	67.828304	65.413718	40.104796	32.232355	23.952273	28.964485	30.581282	59.943689	29.775471	18.742519	10.328256	16.6714	54.928479	14.870197	52.755775	14.284421	34.304522	44.131084	63.454325	31.436769	32.217425	53.905651	25.975639	25.84374	40.197194	33.302972	54.536514	39.907775	17.84795	50.566386	35.690705	20.267791	39.397154	38.897735	30.158962	56.095267	31.797615	35.741814	56.688989	37.389812	36.265331	26.445634	18.465362	13.899544	21.275131	44.092328	47.162712	39.398888	30.56301	22.390764	21.09916	34.221297	22.626038	18.704806	23.807316	24.26981	14.418508	10.903489	21.300195	22.050635	18.621236	21.613882	62.789639	20.753641	48.673155	52.117179	55.74859	20.789549	38.058427	34.922181	28.617065	29.443932	64.810163	14.407514	20.494204	23.365241
LOC107066943	LOC107066943	9.101599	17.283047	21.48602	9.488324	12.568683	7.631579	9.028516	17.466959	22.118399	15.393085	9.32301	2.994974	4.593854	19.755375	5.165619	17.796558	3.342171	16.048211	20.074677	24.442998	16.2648	17.11145	13.349498	11.254003	14.701507	13.655541	13.370708	13.866525	16.489786	8.728595	9.731138	9.969548	8.307331	16.144401	18.253404	10.118004	12.355951	12.675716	13.200767	10.695874	12.649237	8.105634	9.648625	7.575753	5.91628	7.748964	15.072611	17.183883	13.756947	12.645895	8.362295	7.864408	7.924856	9.505493	8.651062	5.756368	7.208255	3.94012	2.897407	6.222938	11.543469	4.717718	2.926718	21.642313	8.876964	16.586256	23.717146	16.07605	10.326614	16.112241	8.949983	8.244207	9.339506	17.175573	6.262353	7.325098	8.071984
LOC107066944	LOC107066944	1.652683	3.921699	4.433862	3.190874	0.545238	0.601183	1.106639	0.922526	4.338751	0.456194	0.598925	0.3879	0.35959	3.5717	0.221626	1.302739	0.43963	2.111336	1.546446	3.408617	0.462405	3.417959	1.201003	0.436175	1.793277	1.851859	2.361517	0.376788	1.049744	0.479223	0.763718	3.614882	1.345892	3.530789	4.887308	0.573033	0.535981	0.466602	0.72085	0.539198	1.081085	0.405565	0.451969	0.691221	1.355227	0.576235	2.712898	2.448577	0.878136	0.65759	0.319361	0.972264	1.109094	0.434353	1.144618	0.387259	1.177597	0.509405	0.413318	0.376088	0.86709	0.443953	0.51573	4.49047	0.707412	7.027768	0.572661	0.292881	0.599236	0.557797	0.318472	0.53056	0.772335	1.945446	0.213562	0.721309	1.036474
LOC107066945	LOC107066945	17.095404	29.391516	36.750799	6.714931	24.772514	15.609945	16.810981	10.072667	23.797356	9.323797	15.347031	31.939397	17.099514	8.337806	13.367792	23.517573	12.328965	7.604867	14.451786	39.009309	12.243841	4.496189	4.043596	4.189156	8.206051	4.141829	4.398042	0.898358	8.182161	5.074708	5.948997	12.326404	13.766075	8.868382	34.762879	1.434681	1.150412	4.205961	4.816804	1.65974	12.02478	5.175693	4.148907	3.170562	11.220241	7.11702	6.338078	16.842429	7.950478	12.275591	5.87496	4.769004	3.21892	3.474873	5.721469	4.762187	2.191633	9.326602	7.267271	9.542787	10.314844	10.52028	10.374252	29.658131	7.095549	53.494031	1.810423	0.368173	6.035152	3.071441	0.465167	5.991433	9.639711	9.9883	14.086693	8.955532	12.685502
LOC107066946	LOC107066946	0.319315	2.662304	0.542962	0.511432	0	0	0.297007	0	0	0	0.304903	0	0	0	0.466588	1.772718	0	0.297303	0.990365	0	1.085456	0	0.326696	0	0	0.268084	0.569236	0.233471	0	0.308341	0.278723	0.636558	0.309894	0	0	0	0.232217	0.221766	0	0.773417	0.295124	0.629053	0	0	0.399079	0.303313	0	0	0	0	0	0	0	0.740486	0	0	0	0	0	0	0	0.53453	0	0	0.287128	0	0.184035	0	0.301026	0.447182	0	0.24959	0.276624	0	0	0.337395	0.355422
LOC107066947	LOC107066947	32.333883	37.43092	35.786623	33.747843	20.313877	16.095144	17.560968	20.732845	41.82262	20.365892	23.258214	11.825298	15.100632	12.980819	9.979774	44.072899	14.119476	20.976219	14.30028	41.566211	27.136985	16.500534	10.630751	10.265974	21.079819	20.078246	22.788763	6.259361	25.047252	14.515647	11.64204	17.070604	16.805953	18.863817	34.706323	7.86376	3.899615	9.122186	21.157028	10.335102	21.414326	13.693419	13.962632	10.992306	21.646197	17.380796	16.071538	20.049781	17.463	21.528582	13.588228	12.130357	8.86227	26.495835	15.625742	11.708726	11.718195	10.640825	6.989709	16.332767	15.002881	11.994565	16.542816	34.337845	14.829519	32.47315	14.632719	6.022552	14.583348	15.222083	3.494553	12.586435	15.70575	34.250426	15.721241	19.155963	26.843423
LOC107066948	LOC107066948	25.137013	11.578909	11.272568	14.646088	7.733833	10.613211	13.042048	6.934182	12.803454	6.426044	11.263449	4.278041	3.52636	4.171108	3.968451	28.588918	11.057318	6.640787	3.600826	20.209728	6.798349	7.384779	4.485617	9.712145	5.86446	3.481382	11.606242	2.414989	13.750757	3.526026	8.020486	3.466539	10.387575	4.42536	12.884204	3.419942	2.569072	4.873337	6.165018	8.763945	11.155864	19.13902	11.595463	9.502892	11.785476	6.733003	4.525257	6.709612	11.629341	12.179667	9.014324	11.586601	9.657965	5.788009	7.719508	5.757963	9.866436	4.700233	5.427029	4.575506	8.440521	4.46414	10.579498	19.090415	2.860409	12.675417	6.460359	4.318801	2.004358	6.204736	5.53179	5.904152	7.563017	17.532911	7.772273	5.981669	13.74752
LOC107066949	LOC107066949	0.788383	0.236749	0.362179	0.470309	2.000277	1.235083	1.614558	5.140231	0.41959	3.562448	2.348242	2.015571	4.146239	0.921774	4.382941	0.870096	1.502876	4.556247	1.360741	0.433603	6.373399	3.711536	2.029305	1.842565	1.430139	3.068792	2.810964	1.285268	1.439377	2.928207	0.520437	3.484085	2.879625	1.062859	0.438099	1.190219	1.328762	1.498531	2.141467	4.006596	9.955648	1.13828	3.665549	5.108637	4.988564	5.53442	0.731589	0.581018	2.210971	2.909476	1.476972	2.233593	2.757424	1.990037	1.99434	3.362215	0.297902	4.031935	2.364229	4.479849	7.665914	3.406482	0.479078	0.354483	7.592678	0.528087	2.801611	2.17137	4.974337	2.566402	1.588723	1.473561	2.294655	0.543988	4.930256	4.155589	1.762775
LOC107066950	LOC107066950	82.455888	16.549361	16.916523	21.881866	121.013307	113.207838	77.087044	146.520113	12.581667	131.708342	115.546969	32.784608	88.03882	12.443343	61.106056	23.520739	64.816668	76.06185	19.150158	22.579929	105.34147	112.774983	7.102551	130.231124	90.575567	35.959067	155.589407	33.717172	129.086693	139.68907	63.850455	62.184453	172.005289	20.317073	17.92225	51.879988	42.547373	84.132706	66.086359	72.083075	113.315231	120.152428	108.798611	83.722188	129.335299	130.10032	13.064483	13.283965	140.661577	102.457965	108.555803	79.753588	45.765649	89.95623	90.457951	86.888403	135.809709	93.263638	85.826305	113.217032	96.6283	79.745398	68.746522	13.535617	75.18121	13.480992	39.170815	51.318243	54.390901	87.024082	59.794808	93.170364	99.96742	19.205203	114.7544	158.59027	135.10702
LOC107066951	LOC107066951	2.034875	0.076881	0.510032	0	1671.979014	419.82025	329.228267	626.978321	0.081841	538.383724	420.023953	79.967904	176.483012	1.01089	120.415352	0.169461	13.070995	631.797399	0.047305	0.295548	410.49154	863.128432	28.544285	667.24	568.623476	164.123116	894.313365	194.254807	786.024961	1201.283402	715.751692	196.784018	1529.919894	0.736572	0.085176	236.056773	310.528015	471.728406	493.035904	597.417434	358.379133	756.609169	379.687488	538.217689	842.871373	629.881344	0.0713	7.820329	1270.059605	289.845693	576.417154	287.325601	194.918602	376.528262	442.387604	806.054924	1027.097423	328.346654	319.016984	415.84622	798.553613	262.302942	1.210944	0.042993	371.931359	0.039604	90.094178	287.970341	243.601209	375.019118	537.266641	698.127839	739.447112	0	233.935734	401.295751	57.303734
LOC107066952	LOC107066952	11.983567	18.692965	21.812914	12.616727	9.599753	7.097135	9.350604	9.839226	25.096523	9.286437	8.377001	3.530982	3.991207	12.966759	4.667224	17.962642	5.161355	10.07191	12.189312	23.829728	10.151161	9.201879	9.754005	7.264376	8.283193	9.455841	9.683581	6.879481	13.832402	7.898121	9.70243	11.142313	7.368294	10.700933	22.051905	6.120562	4.216631	8.193765	9.462272	5.306943	13.675164	6.510716	6.429328	6.541696	7.291495	7.033705	11.259598	17.21727	10.244398	9.54632	5.897391	6.338384	5.236025	7.90532	5.127736	6.240798	4.888462	4.355916	3.245045	5.237547	6.895961	5.662927	6.757121	21.863019	6.516342	20.268596	10.330647	7.024888	7.691015	9.152293	4.047152	6.412044	13.468066	21.133954	6.52384	7.355818	10.386344
LOC107066953	LOC107066953	13.902927	1.763713	0.875134	2.342787	18.541896	13.025785	6.481486	12.901484	0.661762	10.182627	15.613707	3.300047	9.745084	0.884043	6.872979	2.979818	5.711709	7.159306	1.448333	1.781187	14.907686	7.312277	0.646149	9.69218	7.022684	1.737013	12.863485	1.636791	11.764299	10.434584	6.742174	4.627327	12.204082	1.698397	1.673902	3.647046	1.57979	4.942665	5.448516	5.10377	12.502676	11.273811	7.328327	7.74892	20.286054	8.869874	1.178249	1.040725	20.21454	8.898192	12.343272	6.440304	2.942732	9.315985	4.109971	10.936922	18.724213	8.449993	7.850506	8.881472	12.750609	7.896582	8.222727	1.335179	7.3069	1.249867	2.699934	5.774964	3.334311	6.590302	1.404623	6.100847	8.0244	1.023616	11.971263	18.523074	14.78341
LOC107066954	LOC107066954	0.082066	0.34828	0.213286	0.12883	0.072324	0	0	0	0	0.270821	0.07396	0	0.11127	0.503719	0.122757	0.076796	0	0	0.085985	0	0	0	0.266292	0.059833	0.133668	0.067398	0.207284	0.122262	0.192449	0	0	0.731226	0	0.543962	0.312736	0.171573	0.18423	0	0.115457	0	0.072619	0	0.121028	0	0.096448	0.076959	0.195826	0.139063	0	0.14886	0.059822	0.062425	0.179782	0.122831	0.198625	0	0.13352	0	0.090522	0	0.078351	0.13733	0.171331	0.237609	0.073372	0.073093	0	0	0.076187	0	0	0.132889	0.073351	0.208118	0.084421	0.173491	0.091756
LOC107066955	LOC107066955	10.212616	18.213536	14.591951	9.443142	6.56868	4.743483	7.116659	9.363435	14.237384	8.106979	6.751271	1.775634	2.501897	7.141004	2.881623	13.807759	2.662623	14.906711	5.206302	14.011751	9.777366	9.925803	25.159702	3.714027	9.241706	9.255209	6.046311	5.019894	6.637616	3.793775	4.861729	8.932189	5.134251	4.991281	8.118704	2.851652	3.431642	4.658199	7.377968	5.855919	8.288216	5.10262	4.627559	2.316934	3.755983	2.596722	4.712906	5.640959	7.637005	9.165357	4.095364	4.023144	5.853832	3.122194	2.992382	3.178168	2.520286	1.850386	1.36346	2.297997	4.638338	2.733094	2.973186	11.580941	3.914554	16.217244	10.831715	5.306102	3.94231	9.216937	2.420557	6.823788	5.782433	20.807796	3.967405	4.765856	7.69717
LOC107066956	LOC107066956	3.35944	4.468477	4.935246	2.576369	3.196585	4.751747	4.692145	2.436374	5.4549	2.832622	3.361711	3.20746	1.577312	4.392122	2.318481	3.382867	2.196323	4.698893	2.338567	3.535958	4.193114	2.704495	7.125355	1.767059	3.933895	3.525661	3.112901	2.237079	2.791558	1.315002	4.1058	4.194543	2.177404	2.424398	4.393651	1.429826	1.380429	1.680042	2.914374	2.154943	5.582747	3.518337	2.350151	1.488078	1.985391	1.569224	1.962006	2.624097	3.554289	4.377484	1.892752	1.979651	3.683943	2.192824	1.380597	1.473842	1.521165	1.431107	0.910061	1.272046	3.443127	1.189458	1.256553	4.354295	2.553761	4.269627	2.113494	0.913766	2.748296	2.350049	1.027064	2.239788	5.378602	4.468378	2.375169	1.309799	3.171074
LOC107066957	LOC107066957	1.238637	1.991838	1.070967	0.391699	1.858046	1.444596	1.486628	1.707369	2.046684	0.723328	3.860342	4.998282	4.034658	0.220972	4.247247	0.809039	2.144125	1.114277	3.113804	3.418188	4.616479	0.487503	0.66114	1.07216	5.063847	1.023514	1.165988	0	9.276762	4.535208	4.935054	4.422438	7.806697	8.016252	4.886351	0.077321	0.091874	0.170427	0.175354	0	2.327873	3.042513	1.934839	0.868849	3.70858	1.403217	0.895401	2.668301	1.273564	1.480864	0.182065	1.240386	0.911963	1.503111	1.116087	0.647952	0.818513	2.211129	1.254165	3.532825	2.259696	4.156817	1.832317	2.418981	2.672497	1.800531	0.073566	0.189858	1.501806	0.522263	0.078367	0.597327	2.417112	1.26962	1.142254	0.656603	1.80043
LOC107066959	LOC107066959	34.801931	0.076092	0	36.940087	2.925368	7.597036	12.958521	21.003675	0.327256	14.385101	4.784034	5.343359	8.028304	10.177459	7.788278	44.881662	21.270497	6.942182	42.66379	0.084692	10.823728	15.730205	5.226233	5.612983	19.66425	23.524773	10.225153	15.688781	14.746789	14.732789	13.964012	22.118602	8.525528	14.827643	0.085607	14.80007	8.644329	9.808593	19.708285	21.990165	11.611617	3.259772	8.545506	9.677025	20.838083	9.769282	40.524032	2.744236	11.802685	13.701464	12.965403	10.941523	9.446029	6.863531	9.796201	10.363145	13.463055	10.965574	7.54651	8.872022	10.029748	9.310905	28.432736	0.260256	9.472334	0.160352	23.883809	14.966587	9.584191	13.837771	3.409167	9.573174	7.125233	53.176023	12.447425	7.778741	28.080186
LOC107066960	LOC107066960	31.686526	0	0.098952	3.0699	0.807276	10.659143	18.253539	30.759046	0.419305	21.608466	9.087489	4.96342	8.84785	0.711505	10.240137	17.303058	12.664009	13.439222	0.239658	0	13.292119	32.377617	6.123959	8.354043	31.39844	28.601058	12.776499	28.402881	20.702224	13.215284	9.507943	10.093245	9.761545	0	0.329459	23.001511	16.663347	14.951317	24.904024	29.666688	18.583776	3.371517	11.973958	18.486737	22.644912	12.077149	0.183354	0.196388	16.453521	25.588894	23.748334	14.849674	13.53488	12.975143	14.847734	14.411353	16.384761	13.812456	10.250595	13.831425	21.938936	12.852746	21.095025	0	17.974633	0.206927	35.674568	30.459129	17.159431	20.571484	6.226272	12.708888	2.236091	18.716669	11.73152	11.392518	18.673798
LOC107066961	LOC107066961	0	0	0.271481	0	0	0.290434	0	0	0	0	0	0	0	0.593277	0	0	0	0	0	0	0.271364	0	0	0	0	0	0	0	0.511136	0	0	1.273117	0	0.844855	0.315594	0	0	0	0	0	0	0	0	0	0	0.303313	0.26195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107066962	LOC107066962	5.494575	0.080598	0.164403	0	12.383756	35.873261	50.779492	15.14354	0.085728	28.729397	38.432599	10.053765	21.431858	0.081901	16.626409	0.266591	16.370622	12.261343	0.14891	0.088594	28.468251	8.849023	37.400283	18.292169	32.062015	7.237277	31.908599	13.905886	20.917177	45.72744	45.184929	13.43889	22.518385	0.077568	0.044757	6.226368	7.355747	11.853885	18.660725	38.384343	53.803982	28.507731	12.96777	19.474362	19.184056	18.153569	0.03737	0.23747	28.391704	22.464799	26.507682	29.737736	15.080878	11.989047	39.395831	35.074082	42.347159	18.538013	18.40202	24.704098	20.072321	13.443977	0.489464	0	14.03676	0.124529	12.101534	19.388848	14.148665	7.200499	31.641395	28.514097	32.465253	0.079394	16.034439	11.136237	7.943248
LOC107066963	LOC107066963	0.368856	0.499288	1.771857	0.117983	0.114502	0.057589	0.079312	0.052122	1.797803	0.229008	0.03817	0.043881	0.117466	0.148522	0.163029	0.509732	0.176548	0.151061	0.090959	1.23064	0.188932	0.081859	0.406717	0.305259	0.070262	0.070646	0.124917	0.048945	0.067004	0.04142	0	0.085702	0.084217	0.07045	0.387185	0.013594	0.049339	0.119312	0.060497	0.237971	0.094419	0.149072	0.047392	0.049054	0.14894	0.040296	0.272262	0.089733	0.092169	0.443645	0.062516	0.064831	0.156569	0.047782	0.017126	0.015785	0.069065	0.133599	0.093057	0.025083	0.020542	0.072288	0.200277	0.658845	0.019242	1.296439	0.131798	0.090832	0.10004	0.030368	0.08266	0.03551	0.196081	0.831192	0.089786	0	0.097021
LOC107066964	LOC107066964	21.625422	23.78212	25.220734	15.353806	26.065809	23.999006	22.600216	23.947027	30.059726	24.00532	21.324192	7.496586	8.78268	12.311186	7.002849	23.55734	7.152077	27.406065	13.421617	27.354018	20.120987	21.884256	33.870686	13.972638	22.955587	19.289713	15.861479	9.788938	18.280284	10.890041	17.005658	14.397441	13.979945	12.496979	20.288245	10.150514	10.246836	13.10856	20.790797	12.486992	22.624832	15.548041	17.260736	11.813558	14.113156	12.244028	12.374817	14.462161	20.531106	21.441968	11.667123	11.728755	13.473608	18.550862	11.3536	11.008941	8.422894	5.372605	5.194895	8.391105	13.386159	6.693917	7.618489	22.452632	12.563615	21.489572	18.48363	8.012159	13.580316	18.046865	5.544672	16.023211	15.641509	25.533897	10.685729	12.832025	16.137764
LOC107066965	LOC107066965	436.406859	357.261625	257.138823	241.750315	64.050022	206.3256	184.813963	187.64082	251.330634	311.577362	181.719097	404.030613	184.609403	249.470109	207.573364	487.383018	288.75506	155.680394	202.109846	295.317754	239.072053	143.244279	241.595511	189.618569	205.519463	173.570135	417.578111	81.123421	220.608665	247.019484	57.173077	170.890246	172.593606	211.431769	303.028852	135.465686	100.823154	134.573975	80.174986	204.652633	295.534546	311.543191	310.708724	342.240652	505.736619	473.321909	270.219737	300.162164	198.065627	375.817458	192.880296	193.843051	335.047267	143.211947	207.307083	335.053441	222.345308	153.635894	254.875056	388.496741	272.322432	516.410822	650.054426	174.220046	298.178893	217.694556	101.026741	162.483055	266.158618	293.253892	230.948763	609.025682	55.466824	364.024941	358.0086	327.16368	319.882692
LOC107066966	LOC107066966	11.259232	15.573012	8.646754	6.097872	1.775595	8.917624	5.604036	8.684386	9.326163	22.521362	7.570558	10.734972	10.355814	1.653077	13.692978	10.085453	13.219834	5.909259	3.571744	10.299139	6.756251	6.343616	2.309382	4.41445	9.381669	6.874478	17.459451	6.630815	15.230269	9.138955	3.316537	8.397761	7.988339	4.845396	5.893983	4.636009	5.885325	3.186459	2.440991	7.524638	8.24255	4.543543	14.701517	8.325065	33.665627	28.701	2.946292	5.863431	7.620554	7.723214	10.152461	11.362294	10.480724	4.962088	14.292598	12.351008	13.757417	4.970468	10.449965	13.106454	24.730121	27.385558	13.183296	8.364359	6.359262	12.810879	11.28514	4.246314	1.698293	11.733111	10.654782	10.52827	1.232911	10.991344	18.01784	22.446579	8.75981
LOC107066967	LOC107066967	9.765023	21.714298	20.683146	14.770411	12.701807	10.36451	7.622133	15.434262	25.531226	12.580581	11.015695	3.67956	7.251906	15.329395	6.380537	16.975757	6.037003	20.052773	11.124722	24.008303	13.665624	15.318451	26.443727	14.029124	17.159839	19.081641	10.356414	13.749317	14.827967	8.25386	12.729014	14.80576	8.946186	10.193822	19.545272	12.647826	15.441598	15.50927	16.561518	15.155558	11.986246	12.711795	10.276784	6.483853	6.272293	5.737439	12.068912	12.71494	11.113609	12.07124	8.579296	7.12401	12.38268	11.293362	7.241358	6.350907	9.127228	4.573448	3.583234	6.368214	6.433501	5.448811	5.97917	19.197954	7.063338	18.530643	23.342104	13.568268	9.420448	13.970016	9.135102	11.303415	11.924377	25.520532	5.982102	7.697824	8.751711
LOC107066968	LOC107066968	0.144621	0.041011	0.125483	135.049076	0.042437	0.256836	0.088349	0.735827	0.130893	1.103596	0.385701	34.158242	0.195921	2.292988	0.072309	0.045217	0.065072	0.126937	3.738228	0.811641	36.728525	0.220629	1.264927	0.283619	26.21611	43.962694	134.626139	11.731993	36.259537	1.660561	0.041618	0.285944	1.920353	22.386736	1.503471	29.993114	3.306405	0.165716	0.809691	0.351919	0.084522	0.236652	45.529503	0.476389	0.279022	0.539503	4.222463	2.377315	2.503871	3.112667	6.108505	15.317828	25.526391	0.071374	91.353878	1.801084	33.233998	0	0.366341	0.168401	1.053597	0.160981	0	2.350273	1.029711	0.084525	1.047983	8.197315	1.78339	0.607887	0.611614	81.791742	0.130064	0.363681	0.248742	0.101654	0.377258
LOC107066969	LOC107066969	0	0	0	0	0	0	1.972714	0	0	0	0	0	0	0	0	0	0	0	0	0	1.717488	1.614322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.885794	0	0	0	0	0	1.65641	0	0	0	0	1.548974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107066970	LOC107066970	0.479776	0.666992	0.416734	0.745837	0.799635	0.804655	0.438662	0.343889	0.728227	0.389892	0.40037	0.076597	0.239266	3.202265	0.379371	0.593077	0.444879	0.814018	1.931876	0.563943	0.505641	0.629676	0.333735	0.224168	0.408994	0.267345	0.291151	0.11386	0.741333	0.168771	0.522665	1.04743	0.245023	2.831998	1.257999	0.204362	0.057377	0.330697	0.281774	0.522993	0.461963	0.371779	0.294377	0.209569	0.434018	0.164233	1.248653	0.941196	0.300434	0.292169	0.200218	0.528709	0.346449	0.204127	0.259431	0.220653	0.261566	0.311344	0.135598	0.175318	0.215263	0.168309	0.103699	1.127294	0.179239	1.051318	0.352509	0.092418	0.186356	0.123714	0.064125	0.185851	0.456932	0.547233	0.182801	0.106312	0.338742
LOC107066971	LOC107066971	1.013936	1.399256	1.531353	1.197747	2.9888	1.758557	1.887692	1.261913	1.803014	0.912208	0.896605	0.919004	0.520777	45.625224	0.687252	0.656502	0.331126	3.483538	1.428991	1.597702	0.943232	1.060998	4.683332	0.722418	2.268451	1.283184	1.098312	0.99695	7.932017	0.757487	0.925035	36.225421	1.682629	35.179009	36.99159	0.459794	0.211414	0.697024	1.001217	1.152636	3.56808	1.347134	1.559521	0.744778	1.017757	0.260296	1.182706	1.781979	1.100285	1.404811	1.060515	1.232402	2.782487	0.721663	0.72095	0.33182	1.257757	0.994835	0.311275	0.243642	0.530597	0.291551	0.287983	3.27853	0.502577	1.736408	0.719964	0.437723	0.742639	0.293766	0.199707	1.198818	2.096403	1.314549	0.68639	0.368271	0.586299
