run	node	biological_label	n_significant_expanded_HOGs	n_GO_annotated_foreground_HOGs	n_tested_HOGs_before_TE_filter	n_TE_HOGs_excluded_from_background	n_tested_HOGs	n_GO_annotated_background_HOGs	n_nominally_significant_GO_terms	ontologies	algorithm	statistic	family_p_cutoff	branch_p_cutoff	p_value_rule	downstream_TE_policy	GO_p_cutoff	GO_p_adjustment	top_nodes_per_ontology
wasp	25	crown Vespinae (advanced eusocial wasps)	8	8	8827	23	8804	7436	55	BP,MF,CC	weight01	fisher	0.05	0.01	CAFE family p < 0.05 and branch p < 0.01	Conservatively annotated TE HOGs excluded from foreground, background, totals and biological interpretation	0.05	none	Inf
