species	term	gene
pd	map05205	LOC107072972
pd	map05418	LOC107072972
pd	map04145	LOC107072973
pd	map04151	LOC107072973
pd	map04510	LOC107072973
pd	map04512	LOC107072973
pd	map04514	LOC107072973
pd	map04640	LOC107072973
pd	map04810	LOC107072973
pd	map04919	LOC107072973
pd	map05100	LOC107072973
pd	map05131	LOC107072973
pd	map05133	LOC107072973
pd	map05165	LOC107072973
pd	map05200	LOC107072973
pd	map05205	LOC107072973
pd	map05206	LOC107072973
pd	map05222	LOC107072973
pd	map05410	LOC107072973
pd	map05412	LOC107072973
pd	map05414	LOC107072973
pd	map05418	LOC107072973
pd	map04390	LOC107072974
pd	map04391	LOC107072974
pd	map04392	LOC107072974
pd	map04010	LOC107072975
pd	map04214	LOC107072975
pd	map04390	LOC107072975
pd	map04391	LOC107072975
pd	map04392	LOC107072975
pd	map03018	LOC107072979
pd	map00562	LOC107072984
pd	map00920	LOC107072984
pd	map01100	LOC107072984
pd	map01120	LOC107072984
pd	map04070	LOC107072984
pd	map04612	LOC107072985
pd	map05152	LOC107072985
pd	map05166	LOC107072985
pd	map00520	LOC107072988
pd	map01100	LOC107072988
pd	map04210	LOC107072988
pd	map04214	LOC107072988
pd	map04215	LOC107072988
pd	map05012	LOC107072988
pd	map04150	LOC107072989
pd	map04310	LOC107072989
pd	map04390	LOC107072989
pd	map04550	LOC107072989
pd	map04916	LOC107072989
pd	map04934	LOC107072989
pd	map05165	LOC107072989
pd	map05166	LOC107072989
pd	map05200	LOC107072989
pd	map05205	LOC107072989
pd	map05217	LOC107072989
pd	map05224	LOC107072989
pd	map05225	LOC107072989
pd	map05226	LOC107072989
pd	map04064	LOC107072992
pd	map04380	LOC107072992
pd	map04662	LOC107072992
pd	map05340	LOC107072992
pd	map04120	LOC107072996
pd	map04212	LOC107073000
pd	map00230	LOC107073001
pd	map00240	LOC107073001
pd	map01100	LOC107073001
pd	map03020	LOC107073001
pd	map04623	LOC107073001
pd	map05169	LOC107073001
pd	map00260	LOC107073002
pd	map00680	LOC107073002
pd	map01100	LOC107073002
pd	map01120	LOC107073002
pd	map01130	LOC107073002
pd	map01200	LOC107073002
pd	map01230	LOC107073002
pd	map03018	LOC107073004
pd	map03013	LOC107073006
pd	map00190	LOC107073014
pd	map01100	LOC107073014
pd	map04260	LOC107073014
pd	map04714	LOC107073014
pd	map04932	LOC107073014
pd	map05010	LOC107073014
pd	map05012	LOC107073014
pd	map05016	LOC107073014
pd	map04111	LOC107073015
pd	map05200	LOC107073015
pd	map05222	LOC107073015
pd	map00020	LOC107073020
pd	map01100	LOC107073020
pd	map01110	LOC107073020
pd	map01120	LOC107073020
pd	map01130	LOC107073020
pd	map01200	LOC107073020
pd	map01210	LOC107073020
pd	map01230	LOC107073020
pd	map00062	LOC107073032
pd	map01040	LOC107073032
pd	map01110	LOC107073032
pd	map01212	LOC107073032
pd	map01521	LOC107073034
pd	map01522	LOC107073034
pd	map04010	LOC107073034
pd	map04014	LOC107073034
pd	map04015	LOC107073034
pd	map04022	LOC107073034
pd	map04066	LOC107073034
pd	map04068	LOC107073034
pd	map04072	LOC107073034
pd	map04114	LOC107073034
pd	map04115	LOC107073034
pd	map04140	LOC107073034
pd	map04150	LOC107073034
pd	map04151	LOC107073034
pd	map04152	LOC107073034
pd	map04211	LOC107073034
pd	map04213	LOC107073034
pd	map04510	LOC107073034
pd	map04550	LOC107073034
pd	map04730	LOC107073034
pd	map04750	LOC107073034
pd	map04810	LOC107073034
pd	map04910	LOC107073034
pd	map04911	LOC107073034
pd	map04913	LOC107073034
pd	map04914	LOC107073034
pd	map04917	LOC107073034
pd	map04923	LOC107073034
pd	map04930	LOC107073034
pd	map04931	LOC107073034
pd	map04932	LOC107073034
pd	map04940	LOC107073034
pd	map04950	LOC107073034
pd	map04960	LOC107073034
pd	map05200	LOC107073034
pd	map05202	LOC107073034
pd	map05205	LOC107073034
pd	map05214	LOC107073034
pd	map05215	LOC107073034
pd	map05218	LOC107073034
pd	map05224	LOC107073034
pd	map05225	LOC107073034
pd	map05410	LOC107073034
pd	map05414	LOC107073034
pd	map04212	LOC107073035
pd	map05134	LOC107073035
pd	map03013	LOC107073036
pd	map00310	LOC107073041
pd	map04130	LOC107073043
pd	map00230	LOC107073045
pd	map01522	LOC107073045
pd	map04015	LOC107073045
pd	map04022	LOC107073045
pd	map04024	LOC107073045
pd	map04062	LOC107073045
pd	map04072	LOC107073045
pd	map04114	LOC107073045
pd	map04211	LOC107073045
pd	map04213	LOC107073045
pd	map04261	LOC107073045
pd	map04270	LOC107073045
pd	map04371	LOC107073045
pd	map04540	LOC107073045
pd	map04611	LOC107073045
pd	map04713	LOC107073045
pd	map04714	LOC107073045
pd	map04723	LOC107073045
pd	map04724	LOC107073045
pd	map04725	LOC107073045
pd	map04726	LOC107073045
pd	map04727	LOC107073045
pd	map04728	LOC107073045
pd	map04742	LOC107073045
pd	map04750	LOC107073045
pd	map04911	LOC107073045
pd	map04912	LOC107073045
pd	map04913	LOC107073045
pd	map04914	LOC107073045
pd	map04915	LOC107073045
pd	map04916	LOC107073045
pd	map04918	LOC107073045
pd	map04921	LOC107073045
pd	map04923	LOC107073045
pd	map04924	LOC107073045
pd	map04925	LOC107073045
pd	map04926	LOC107073045
pd	map04927	LOC107073045
pd	map04934	LOC107073045
pd	map04961	LOC107073045
pd	map04962	LOC107073045
pd	map04970	LOC107073045
pd	map04971	LOC107073045
pd	map04972	LOC107073045
pd	map04976	LOC107073045
pd	map05012	LOC107073045
pd	map05030	LOC107073045
pd	map05031	LOC107073045
pd	map05032	LOC107073045
pd	map05034	LOC107073045
pd	map05166	LOC107073045
pd	map05200	LOC107073045
pd	map05414	LOC107073045
pd	map00330	LOC107073056
pd	map01100	LOC107073056
pd	map00010	LOC107073058
pd	map00230	LOC107073058
pd	map00620	LOC107073058
pd	map01100	LOC107073058
pd	map01110	LOC107073058
pd	map01120	LOC107073058
pd	map01130	LOC107073058
pd	map01200	LOC107073058
pd	map01230	LOC107073058
pd	map04910	LOC107073058
pd	map04922	LOC107073058
pd	map04930	LOC107073058
pd	map04932	LOC107073058
pd	map04950	LOC107073058
pd	map05165	LOC107073058
pd	map05203	LOC107073058
pd	map05230	LOC107073058
pd	map03015	LOC107073065
pd	map04141	LOC107073066
pd	map00010	LOC107073067
pd	map00230	LOC107073067
pd	map00620	LOC107073067
pd	map01100	LOC107073067
pd	map01110	LOC107073067
pd	map01120	LOC107073067
pd	map01130	LOC107073067
pd	map01200	LOC107073067
pd	map01230	LOC107073067
pd	map04910	LOC107073067
pd	map04922	LOC107073067
pd	map04930	LOC107073067
pd	map04932	LOC107073067
pd	map04950	LOC107073067
pd	map05165	LOC107073067
pd	map05203	LOC107073067
pd	map05230	LOC107073067
pd	map00860	LOC107073069
pd	map03022	LOC107073076
pd	map05168	LOC107073076
pd	map03013	LOC107073079
pd	map00350	LOC107073081
pd	map00950	LOC107073081
pd	map00965	LOC107073081
pd	map01100	LOC107073081
pd	map01110	LOC107073081
pd	map04916	LOC107073081
pd	map03008	LOC107073086
pd	map03018	LOC107073086
pd	map00900	LOC107073091
pd	map01130	LOC107073091
pd	map01524	LOC107073095
pd	map04115	LOC107073095
pd	map04210	LOC107073095
pd	map04214	LOC107073095
pd	map04215	LOC107073095
pd	map05010	LOC107073095
pd	map05012	LOC107073095
pd	map05014	LOC107073095
pd	map05016	LOC107073095
pd	map05134	LOC107073095
pd	map05152	LOC107073095
pd	map05161	LOC107073095
pd	map05200	LOC107073095
pd	map05222	LOC107073095
pd	map01524	LOC107073098
pd	map04064	LOC107073098
pd	map04120	LOC107073098
pd	map04210	LOC107073098
pd	map04214	LOC107073098
pd	map04215	LOC107073098
pd	map04217	LOC107073098
pd	map04510	LOC107073098
pd	map04621	LOC107073098
pd	map05145	LOC107073098
pd	map05166	LOC107073098
pd	map05200	LOC107073098
pd	map05222	LOC107073098
pd	map00020	LOC107073100
pd	map00640	LOC107073100
pd	map01100	LOC107073100
pd	map01110	LOC107073100
pd	map01120	LOC107073100
pd	map01130	LOC107073100
pd	map01200	LOC107073100
pd	map00310	LOC107073104
pd	map04330	LOC107073107
pd	map04217	LOC107073109
pd	map04218	LOC107073109
pd	map04962	LOC107073110
pd	map05010	LOC107073115
pd	map05231	LOC107073119
pd	map04915	LOC107073120
pd	map00330	LOC107073121
pd	map01100	LOC107073121
pd	map04216	LOC107073121
pd	map04150	LOC107073124
pd	map00680	LOC107073130
pd	map01120	LOC107073130
pd	map01200	LOC107073130
pd	map04622	LOC107073131
pd	map00220	LOC107073132
pd	map00250	LOC107073132
pd	map00630	LOC107073132
pd	map00910	LOC107073132
pd	map01100	LOC107073132
pd	map01120	LOC107073132
pd	map01230	LOC107073132
pd	map02020	LOC107073132
pd	map04217	LOC107073132
pd	map04724	LOC107073132
pd	map04727	LOC107073132
pd	map03010	LOC107073137
pd	map00430	LOC107073139
pd	map01100	LOC107073139
pd	map04015	LOC107073140
pd	map04144	LOC107073140
pd	map04360	LOC107073140
pd	map04390	LOC107073140
pd	map04391	LOC107073140
pd	map04530	LOC107073140
pd	map05165	LOC107073140
pd	map03060	LOC107073143
pd	map04141	LOC107073143
pd	map04145	LOC107073143
pd	map05110	LOC107073143
pd	map04022	LOC107073149
pd	map04024	LOC107073149
pd	map04260	LOC107073149
pd	map04261	LOC107073149
pd	map04911	LOC107073149
pd	map04918	LOC107073149
pd	map04919	LOC107073149
pd	map04925	LOC107073149
pd	map04960	LOC107073149
pd	map04961	LOC107073149
pd	map04964	LOC107073149
pd	map04970	LOC107073149
pd	map04971	LOC107073149
pd	map04972	LOC107073149
pd	map04973	LOC107073149
pd	map04974	LOC107073149
pd	map04976	LOC107073149
pd	map04978	LOC107073149
pd	map03050	LOC107073150
pd	map05169	LOC107073150
pd	map04711	LOC107073153
pd	map04111	LOC107073154
pd	map00564	LOC107073155
pd	map05231	LOC107073155
pd	map03010	LOC107073157
pd	map04022	LOC107073159
pd	map04024	LOC107073159
pd	map04260	LOC107073159
pd	map04261	LOC107073159
pd	map04911	LOC107073159
pd	map04918	LOC107073159
pd	map04919	LOC107073159
pd	map04925	LOC107073159
pd	map04960	LOC107073159
pd	map04961	LOC107073159
pd	map04964	LOC107073159
pd	map04970	LOC107073159
pd	map04971	LOC107073159
pd	map04972	LOC107073159
pd	map04973	LOC107073159
pd	map04974	LOC107073159
pd	map04976	LOC107073159
pd	map04978	LOC107073159
pd	map05202	LOC107073161
pd	map04022	LOC107073165
pd	map04024	LOC107073165
pd	map04260	LOC107073165
pd	map04261	LOC107073165
pd	map04911	LOC107073165
pd	map04918	LOC107073165
pd	map04919	LOC107073165
pd	map04925	LOC107073165
pd	map04960	LOC107073165
pd	map04961	LOC107073165
pd	map04964	LOC107073165
pd	map04970	LOC107073165
pd	map04971	LOC107073165
pd	map04972	LOC107073165
pd	map04973	LOC107073165
pd	map04974	LOC107073165
pd	map04976	LOC107073165
pd	map04978	LOC107073165
pd	map04140	LOC107073166
pd	map04727	LOC107073173
pd	map04022	LOC107073183
pd	map04024	LOC107073183
pd	map04062	LOC107073183
pd	map04071	LOC107073183
pd	map04270	LOC107073183
pd	map04310	LOC107073183
pd	map04350	LOC107073183
pd	map04360	LOC107073183
pd	map04510	LOC107073183
pd	map04530	LOC107073183
pd	map04611	LOC107073183
pd	map04670	LOC107073183
pd	map04810	LOC107073183
pd	map04921	LOC107073183
pd	map05130	LOC107073183
pd	map05131	LOC107073183
pd	map05132	LOC107073183
pd	map05200	LOC107073183
pd	map05205	LOC107073183
pd	map05206	LOC107073183
pd	map00030	LOC107073191
pd	map00053	LOC107073191
pd	map00930	LOC107073191
pd	map01100	LOC107073191
pd	map01110	LOC107073191
pd	map01120	LOC107073191
pd	map01130	LOC107073191
pd	map01200	LOC107073191
pd	map01220	LOC107073191
pd	map04111	LOC107073191
pd	map00514	LOC107073192
pd	map00515	LOC107073192
pd	map01100	LOC107073192
pd	map00510	LOC107073193
pd	map00513	LOC107073193
pd	map01100	LOC107073193
pd	map04141	LOC107073193
pd	map04130	LOC107073196
pd	map01524	LOC107073197
pd	map03430	LOC107073197
pd	map05200	LOC107073197
pd	map05210	LOC107073197
pd	map04150	LOC107073199
pd	map04122	LOC107073201
pd	map00052	LOC107073202
pd	map00520	LOC107073202
pd	map01100	LOC107073202
pd	map04917	LOC107073202
pd	map05206	LOC107073203
pd	map03050	LOC107073204
pd	map04710	LOC107073205
pd	map04711	LOC107073205
pd	map04713	LOC107073205
pd	map05168	LOC107073205
pd	map05202	LOC107073205
pd	map05221	LOC107073205
pd	map04146	LOC107073208
pd	map03015	LOC107073210
pd	map04071	LOC107073210
pd	map04151	LOC107073210
pd	map04152	LOC107073210
pd	map04261	LOC107073210
pd	map04728	LOC107073210
pd	map05165	LOC107073210
pd	map03010	LOC107073215
pd	map03040	LOC107073217
pd	map04141	LOC107073220
pd	map04212	LOC107073220
pd	map05200	LOC107073220
pd	map05225	LOC107073220
pd	map05418	LOC107073220
pd	map03013	LOC107073223
pd	map01522	LOC107073233
pd	map04320	LOC107073233
pd	map04330	LOC107073233
pd	map04371	LOC107073233
pd	map04390	LOC107073233
pd	map04391	LOC107073233
pd	map04658	LOC107073233
pd	map04668	LOC107073233
pd	map04919	LOC107073233
pd	map05020	LOC107073233
pd	map05165	LOC107073233
pd	map05200	LOC107073233
pd	map05206	LOC107073233
pd	map05224	LOC107073233
pd	map04210	LOC107073234
pd	map04218	LOC107073235
pd	map04144	LOC107073236
pd	map04141	LOC107073237
pd	map00230	LOC107073239
pd	map02025	LOC107073239
pd	map04113	LOC107073239
pd	map04213	LOC107073239
pd	map04214	LOC107073241
pd	map04215	LOC107073241
pd	map00562	LOC107073244
pd	map01100	LOC107073244
pd	map04014	LOC107073244
pd	map04015	LOC107073244
pd	map04020	LOC107073244
pd	map04024	LOC107073244
pd	map04070	LOC107073244
pd	map04919	LOC107073244
pd	map04933	LOC107073244
pd	map05205	LOC107073244
pd	map00513	LOC107073245
pd	map00601	LOC107073245
pd	map01100	LOC107073245
pd	map03040	LOC107073247
pd	map04010	LOC107073247
pd	map04141	LOC107073247
pd	map04144	LOC107073247
pd	map04213	LOC107073247
pd	map04612	LOC107073247
pd	map04915	LOC107073247
pd	map05134	LOC107073247
pd	map05145	LOC107073247
pd	map05162	LOC107073247
pd	map05164	LOC107073247
pd	map05169	LOC107073247
pd	map04138	LOC107073249
pd	map04721	LOC107073249
pd	map03040	LOC107073252
pd	map03018	LOC107073253
pd	map00310	LOC107073256
pd	map00073	LOC107073257
pd	map04146	LOC107073257
pd	map04212	LOC107073257
pd	map04141	LOC107073259
pd	map05134	LOC107073259
pd	map04974	LOC107073271
pd	map03040	LOC107073273
pd	map04624	LOC107073281
pd	map03018	LOC107073282
pd	map04624	LOC107073285
pd	map04624	LOC107073287
pd	map03013	LOC107073292
pd	map04141	LOC107073292
pd	map04150	LOC107073292
pd	map00230	LOC107073293
pd	map00240	LOC107073293
pd	map03030	LOC107073296
pd	map03420	LOC107073296
pd	map03430	LOC107073296
pd	map05130	LOC107073297
pd	map00030	LOC107073309
pd	map00053	LOC107073309
pd	map00930	LOC107073309
pd	map01100	LOC107073309
pd	map01110	LOC107073309
pd	map01120	LOC107073309
pd	map01130	LOC107073309
pd	map01200	LOC107073309
pd	map01220	LOC107073309
pd	map04111	LOC107073309
pd	map04080	LOC107073310
pd	map00230	LOC107073311
pd	map01522	LOC107073311
pd	map04015	LOC107073311
pd	map04020	LOC107073311
pd	map04022	LOC107073311
pd	map04024	LOC107073311
pd	map04062	LOC107073311
pd	map04072	LOC107073311
pd	map04114	LOC107073311
pd	map04211	LOC107073311
pd	map04213	LOC107073311
pd	map04261	LOC107073311
pd	map04270	LOC107073311
pd	map04371	LOC107073311
pd	map04540	LOC107073311
pd	map04611	LOC107073311
pd	map04713	LOC107073311
pd	map04714	LOC107073311
pd	map04723	LOC107073311
pd	map04724	LOC107073311
pd	map04725	LOC107073311
pd	map04727	LOC107073311
pd	map04742	LOC107073311
pd	map04750	LOC107073311
pd	map04911	LOC107073311
pd	map04912	LOC107073311
pd	map04913	LOC107073311
pd	map04914	LOC107073311
pd	map04915	LOC107073311
pd	map04916	LOC107073311
pd	map04918	LOC107073311
pd	map04921	LOC107073311
pd	map04922	LOC107073311
pd	map04923	LOC107073311
pd	map04925	LOC107073311
pd	map04926	LOC107073311
pd	map04927	LOC107073311
pd	map04934	LOC107073311
pd	map04970	LOC107073311
pd	map04971	LOC107073311
pd	map04972	LOC107073311
pd	map04976	LOC107073311
pd	map05032	LOC107073311
pd	map05166	LOC107073311
pd	map05200	LOC107073311
pd	map05414	LOC107073311
pd	map00030	LOC107073312
pd	map00053	LOC107073312
pd	map00930	LOC107073312
pd	map01100	LOC107073312
pd	map01110	LOC107073312
pd	map01120	LOC107073312
pd	map01130	LOC107073312
pd	map01200	LOC107073312
pd	map01220	LOC107073312
pd	map04111	LOC107073312
pd	map00511	LOC107073314
pd	map00513	LOC107073314
pd	map00520	LOC107073314
pd	map00531	LOC107073314
pd	map00603	LOC107073314
pd	map00604	LOC107073314
pd	map01100	LOC107073314
pd	map04142	LOC107073314
pd	map04136	LOC107073317
pd	map04140	LOC107073317
pd	map04211	LOC107073317
pd	map00310	LOC107073318
pd	map05206	LOC107073318
pd	map03022	LOC107073319
pd	map05168	LOC107073319
pd	map03050	LOC107073323
pd	map00230	LOC107073324
pd	map00240	LOC107073324
pd	map01100	LOC107073324
pd	map03020	LOC107073324
pd	map05016	LOC107073324
pd	map05169	LOC107073324
pd	map04927	LOC107073326
pd	map04934	LOC107073326
pd	map05202	LOC107073326
pd	map04010	LOC107073336
pd	map04022	LOC107073336
pd	map04071	LOC107073336
pd	map04072	LOC107073336
pd	map04270	LOC107073336
pd	map04371	LOC107073336
pd	map04611	LOC107073336
pd	map04730	LOC107073336
pd	map04810	LOC107073336
pd	map05200	LOC107073336
pd	map04142	LOC107073342
pd	map04979	LOC107073342
pd	map04142	LOC107073346
pd	map04979	LOC107073346
pd	map04919	LOC107073353
pd	map04139	LOC107073356
pd	map05168	LOC107073358
pd	map04010	LOC107073361
pd	map04013	LOC107073361
pd	map04015	LOC107073361
pd	map04212	LOC107073361
pd	map04218	LOC107073361
pd	map04380	LOC107073361
pd	map04620	LOC107073361
pd	map04624	LOC107073361
pd	map04664	LOC107073361
pd	map04668	LOC107073361
pd	map04714	LOC107073361
pd	map04750	LOC107073361
pd	map04912	LOC107073361
pd	map05014	LOC107073361
pd	map05145	LOC107073361
pd	map05164	LOC107073361
pd	map05167	LOC107073361
pd	map05169	LOC107073361
pd	map05418	LOC107073361
pd	map03410	LOC107073364
pd	map04140	LOC107073364
pd	map04217	LOC107073364
pd	map03040	LOC107073366
pd	map00190	LOC107073367
pd	map01100	LOC107073367
pd	map04714	LOC107073367
pd	map04723	LOC107073367
pd	map04932	LOC107073367
pd	map05010	LOC107073367
pd	map05012	LOC107073367
pd	map05016	LOC107073367
pd	map04130	LOC107073371
pd	map04138	LOC107073371
pd	map00532	LOC107073372
pd	map00534	LOC107073372
pd	map01100	LOC107073372
pd	map00051	LOC107073374
pd	map00520	LOC107073374
pd	map01100	LOC107073374
pd	map01110	LOC107073374
pd	map01130	LOC107073374
pd	map00563	LOC107073375
pd	map01100	LOC107073375
pd	map04141	LOC107073378
pd	map04919	LOC107073380
pd	map00230	LOC107073394
pd	map00240	LOC107073394
pd	map01100	LOC107073394
pd	map03030	LOC107073394
pd	map04014	LOC107073396
pd	map04137	LOC107073396
pd	map05012	LOC107073396
pd	map03013	LOC107073398
pd	map04138	LOC107073399
pd	map00500	LOC107073400
pd	map01100	LOC107073400
pd	map01110	LOC107073400
pd	map00230	LOC107073402
pd	map00240	LOC107073402
pd	map01100	LOC107073402
pd	map03030	LOC107073402
pd	map03410	LOC107073402
pd	map03420	LOC107073402
pd	map03430	LOC107073402
pd	map03440	LOC107073402
pd	map05166	LOC107073402
pd	map04610	LOC107073434
pd	map04624	LOC107073434
pd	map05150	LOC107073434
pd	map04919	LOC107073436
pd	map04710	LOC107073439
pd	map04711	LOC107073439
pd	map04728	LOC107073439
pd	map05168	LOC107073439
pd	map00073	LOC107073445
pd	map04146	LOC107073445
pd	map04212	LOC107073445
pd	map00073	LOC107073446
pd	map04146	LOC107073446
pd	map04212	LOC107073446
pd	map01040	LOC107073447
pd	map01212	LOC107073447
pd	map03320	LOC107073447
pd	map04152	LOC107073447
pd	map04212	LOC107073447
pd	map03018	LOC107073452
pd	map01523	LOC107073455
pd	map02010	LOC107073455
pd	map04024	LOC107073455
pd	map04976	LOC107073455
pd	map04120	LOC107073458
pd	map04141	LOC107073458
pd	map04520	LOC107073463
pd	map04810	LOC107073463
pd	map05205	LOC107073463
pd	map00190	LOC107073468
pd	map01100	LOC107073468
pd	map04714	LOC107073468
pd	map04723	LOC107073468
pd	map04932	LOC107073468
pd	map05010	LOC107073468
pd	map05012	LOC107073468
pd	map05016	LOC107073468
pd	map04151	LOC107073470
pd	map04662	LOC107073470
pd	map00970	LOC107073477
pd	map04624	LOC107073479
pd	map04624	LOC107073480
pd	map04624	LOC107073481
pd	map04624	LOC107073482
pd	map03013	LOC107073483
pd	map03015	LOC107073483
pd	map00310	LOC107073488
pd	map01100	LOC107073488
pd	map04080	LOC107073492
pd	map04926	LOC107073492
pd	map03015	LOC107073494
pd	map00100	LOC107073495
pd	map04142	LOC107073495
pd	map04979	LOC107073495
pd	map04610	LOC107073496
pd	map04624	LOC107073496
pd	map05150	LOC107073496
pd	map00310	LOC107073511
pd	map03018	LOC107073531
pd	map00061	LOC107073534
pd	map01100	LOC107073534
pd	map01212	LOC107073534
pd	map04152	LOC107073534
pd	map04910	LOC107073534
pd	map04624	LOC107073537
pd	map04624	LOC107073538
pd	map04136	LOC107073539
pd	map04138	LOC107073539
pd	map04140	LOC107073539
pd	map04150	LOC107073539
pd	map04151	LOC107073539
pd	map04714	LOC107073539
pd	map00230	LOC107073546
pd	map00240	LOC107073546
pd	map00760	LOC107073546
pd	map01100	LOC107073546
pd	map01110	LOC107073546
pd	map00073	LOC107073550
pd	map04146	LOC107073550
pd	map04212	LOC107073550
pd	map00280	LOC107073555
pd	map00640	LOC107073555
pd	map01100	LOC107073555
pd	map01110	LOC107073555
