term	gene
map04979	N13.HOG0001769
map01524	N13.HOG0001776
map04010	N13.HOG0001776
map04115	N13.HOG0001776
map04210	N13.HOG0001776
map04214	N13.HOG0001776
map04215	N13.HOG0001776
map04650	N13.HOG0001776
map04657	N13.HOG0001776
map04668	N13.HOG0001776
map04726	N13.HOG0001776
map04932	N13.HOG0001776
map04933	N13.HOG0001776
map05010	N13.HOG0001776
map05012	N13.HOG0001776
map05014	N13.HOG0001776
map05016	N13.HOG0001776
map05120	N13.HOG0001776
map05133	N13.HOG0001776
map05134	N13.HOG0001776
map05145	N13.HOG0001776
map05146	N13.HOG0001776
map05152	N13.HOG0001776
map05161	N13.HOG0001776
map05165	N13.HOG0001776
map05167	N13.HOG0001776
map05168	N13.HOG0001776
map05200	N13.HOG0001776
map05203	N13.HOG0001776
map05205	N13.HOG0001776
map05206	N13.HOG0001776
map05210	N13.HOG0001776
map05222	N13.HOG0001776
map05416	N13.HOG0001776
map01524	N13.HOG0001778
map04010	N13.HOG0001778
map04115	N13.HOG0001778
map04210	N13.HOG0001778
map04214	N13.HOG0001778
map04215	N13.HOG0001778
map04650	N13.HOG0001778
map04657	N13.HOG0001778
map04668	N13.HOG0001778
map04726	N13.HOG0001778
map04932	N13.HOG0001778
map04933	N13.HOG0001778
map05010	N13.HOG0001778
map05012	N13.HOG0001778
map05014	N13.HOG0001778
map05016	N13.HOG0001778
map05120	N13.HOG0001778
map05133	N13.HOG0001778
map05134	N13.HOG0001778
map05145	N13.HOG0001778
map05146	N13.HOG0001778
map05152	N13.HOG0001778
map05161	N13.HOG0001778
map05165	N13.HOG0001778
map05167	N13.HOG0001778
map05168	N13.HOG0001778
map05200	N13.HOG0001778
map05203	N13.HOG0001778
map05205	N13.HOG0001778
map05206	N13.HOG0001778
map05210	N13.HOG0001778
map05222	N13.HOG0001778
map05416	N13.HOG0001778
map01523	N13.HOG0001784
map01523	N13.HOG0001786
map04144	N13.HOG0001786
map05206	N13.HOG0001788
map05206	N13.HOG0001789
map03013	N13.HOG0001818
map00340	N13.HOG0001822
map00350	N13.HOG0001822
map00360	N13.HOG0001822
map00380	N13.HOG0001822
map00901	N13.HOG0001822
map00950	N13.HOG0001822
map00965	N13.HOG0001822
map01100	N13.HOG0001822
map01110	N13.HOG0001822
map04726	N13.HOG0001822
map04728	N13.HOG0001822
map05030	N13.HOG0001822
map05031	N13.HOG0001822
map05034	N13.HOG0001822
map00350	N13.HOG0001823
map00360	N13.HOG0001823
map00380	N13.HOG0001823
map00901	N13.HOG0001823
map00950	N13.HOG0001823
map00965	N13.HOG0001823
map01100	N13.HOG0001823
map01110	N13.HOG0001823
map04726	N13.HOG0001823
map04728	N13.HOG0001823
map05030	N13.HOG0001823
map05031	N13.HOG0001823
map05034	N13.HOG0001823
map00340	N13.HOG0001824
map00350	N13.HOG0001824
map00360	N13.HOG0001824
map00380	N13.HOG0001824
map00901	N13.HOG0001824
map00950	N13.HOG0001824
map00965	N13.HOG0001824
map01100	N13.HOG0001824
map01110	N13.HOG0001824
map04726	N13.HOG0001824
map04728	N13.HOG0001824
map05030	N13.HOG0001824
map05031	N13.HOG0001824
map05034	N13.HOG0001824
map00564	N13.HOG0001825
map00565	N13.HOG0001825
map00590	N13.HOG0001825
map00591	N13.HOG0001825
map00592	N13.HOG0001825
map01100	N13.HOG0001825
map01110	N13.HOG0001825
map04014	N13.HOG0001825
map04270	N13.HOG0001825
map04972	N13.HOG0001825
map04975	N13.HOG0001825
map00564	N13.HOG0001828
map00565	N13.HOG0001828
map00590	N13.HOG0001828
map00591	N13.HOG0001828
map00592	N13.HOG0001828
map01100	N13.HOG0001828
map01110	N13.HOG0001828
map04014	N13.HOG0001828
map04270	N13.HOG0001828
map04972	N13.HOG0001828
map04975	N13.HOG0001828
map00982	N13.HOG0001830
map01120	N13.HOG0001830
map04614	N13.HOG0001852
map04924	N13.HOG0001852
map05142	N13.HOG0001852
map05410	N13.HOG0001852
map04614	N13.HOG0001853
map04924	N13.HOG0001853
map05142	N13.HOG0001853
map05410	N13.HOG0001853
map04010	N13.HOG0001854
map04260	N13.HOG0001854
map04261	N13.HOG0001854
map04921	N13.HOG0001854
map05410	N13.HOG0001854
map05412	N13.HOG0001854
map05414	N13.HOG0001854
map04010	N13.HOG0001855
map04260	N13.HOG0001855
map04261	N13.HOG0001855
map04921	N13.HOG0001855
map05410	N13.HOG0001855
map05412	N13.HOG0001855
map05414	N13.HOG0001855
map04010	N13.HOG0001856
map04260	N13.HOG0001856
map04261	N13.HOG0001856
map04921	N13.HOG0001856
map05410	N13.HOG0001856
map05412	N13.HOG0001856
map05414	N13.HOG0001856
map00330	N13.HOG0001873
map00480	N13.HOG0001873
map01100	N13.HOG0001873
map01110	N13.HOG0001873
map01130	N13.HOG0001873
map00330	N13.HOG0001874
map00480	N13.HOG0001874
map01100	N13.HOG0001874
map01110	N13.HOG0001874
map01130	N13.HOG0001874
map05100	N13.HOG0001882
map04360	N13.HOG0001888
map04724	N13.HOG0001888
map04726	N13.HOG0001888
map04745	N13.HOG0001888
map04972	N13.HOG0001888
map04360	N13.HOG0001889
map04745	N13.HOG0001889
map04360	N13.HOG0001890
map04724	N13.HOG0001890
map04726	N13.HOG0001890
map04745	N13.HOG0001890
map04972	N13.HOG0001890
map03013	N13.HOG0001891
map04145	N13.HOG0001899
map04913	N13.HOG0001899
map04925	N13.HOG0001899
map04927	N13.HOG0001899
map04934	N13.HOG0001899
map04975	N13.HOG0001899
map04976	N13.HOG0001899
map04977	N13.HOG0001899
map04979	N13.HOG0001899
map05160	N13.HOG0001899
map03320	N13.HOG0001900
map04142	N13.HOG0001900
map04145	N13.HOG0001900
map04152	N13.HOG0001900
map04512	N13.HOG0001900
map04640	N13.HOG0001900
map04913	N13.HOG0001900
map04920	N13.HOG0001900
map04925	N13.HOG0001900
map04927	N13.HOG0001900
map04931	N13.HOG0001900
map04934	N13.HOG0001900
map04975	N13.HOG0001900
map04976	N13.HOG0001900
map04977	N13.HOG0001900
map04979	N13.HOG0001900
map05144	N13.HOG0001900
map05160	N13.HOG0001900
map00260	N13.HOG0001911
map00620	N13.HOG0001911
map00630	N13.HOG0001911
map00670	N13.HOG0001911
map01100	N13.HOG0001911
map01110	N13.HOG0001911
map01120	N13.HOG0001911
map00260	N13.HOG0001912
map00620	N13.HOG0001912
map00630	N13.HOG0001912
map01100	N13.HOG0001912
map01110	N13.HOG0001912
map01120	N13.HOG0001912
map00260	N13.HOG0001913
map00620	N13.HOG0001913
map00630	N13.HOG0001913
map00670	N13.HOG0001913
map01100	N13.HOG0001913
map01110	N13.HOG0001913
map01120	N13.HOG0001913
map04745	N13.HOG0001916
map00062	N13.HOG0001917
map01040	N13.HOG0001917
map01110	N13.HOG0001917
map01212	N13.HOG0001917
map04725	N13.HOG0001919
map05231	N13.HOG0001919
map04725	N13.HOG0001920
map05231	N13.HOG0001920
map00910	N13.HOG0001924
map00910	N13.HOG0001925
map04964	N13.HOG0001925
map00910	N13.HOG0001926
map04964	N13.HOG0001926
map00561	N13.HOG0001930
map01100	N13.HOG0001930
map03320	N13.HOG0001930
map04626	N13.HOG0001930
map00561	N13.HOG0001931
map01100	N13.HOG0001931
map03320	N13.HOG0001931
map04626	N13.HOG0001931
map00561	N13.HOG0001932
map01100	N13.HOG0001932
map03320	N13.HOG0001932
map04626	N13.HOG0001932
map04130	N13.HOG0001939
map04022	N13.HOG0001942
map04218	N13.HOG0001942
map04530	N13.HOG0001942
map04919	N13.HOG0001942
map04022	N13.HOG0001944
map04218	N13.HOG0001944
map04530	N13.HOG0001944
map04919	N13.HOG0001944
map02010	N13.HOG0001946
map04146	N13.HOG0001946
map03013	N13.HOG0001959
map02010	N13.HOG0001960
map00531	N13.HOG0001965
map01100	N13.HOG0001965
map05205	N13.HOG0001965
map00300	N13.HOG0001967
map00310	N13.HOG0001967
map00380	N13.HOG0001967
map01100	N13.HOG0001967
map01130	N13.HOG0001967
map01210	N13.HOG0001967
map00300	N13.HOG0001968
map00310	N13.HOG0001968
map00380	N13.HOG0001968
map01100	N13.HOG0001968
map01130	N13.HOG0001968
map01210	N13.HOG0001968
map05165	N13.HOG0001978
map04724	N13.HOG0001979
map05014	N13.HOG0001979
map04724	N13.HOG0001980
map04724	N13.HOG0001981
map05014	N13.HOG0001981
map04144	N13.HOG0001995
map04666	N13.HOG0001995
map04810	N13.HOG0001995
map05100	N13.HOG0001995
map05130	N13.HOG0001995
map05131	N13.HOG0001995
map05132	N13.HOG0001995
map04144	N13.HOG0001997
map04666	N13.HOG0001997
map04810	N13.HOG0001997
map05100	N13.HOG0001997
map05130	N13.HOG0001997
map05131	N13.HOG0001997
map05132	N13.HOG0001997
map00230	N13.HOG0002002
map00240	N13.HOG0002002
map01100	N13.HOG0002002
map03020	N13.HOG0002002
map05016	N13.HOG0002002
map05168	N13.HOG0002002
map05169	N13.HOG0002002
map00230	N13.HOG0002004
map00240	N13.HOG0002004
map01100	N13.HOG0002004
map03020	N13.HOG0002004
map05016	N13.HOG0002004
map05168	N13.HOG0002004
map05169	N13.HOG0002004
map00511	N13.HOG0002005
map00513	N13.HOG0002005
map01100	N13.HOG0002005
map00511	N13.HOG0002006
map00513	N13.HOG0002006
map01100	N13.HOG0002006
map04120	N13.HOG0002006
map04144	N13.HOG0002006
map04340	N13.HOG0002006
map04341	N13.HOG0002006
map04350	N13.HOG0002006
map04530	N13.HOG0002009
map04530	N13.HOG0002010
map04217	N13.HOG0002019
map03320	N13.HOG0002021
map04931	N13.HOG0002021
map03320	N13.HOG0002022
map04931	N13.HOG0002022
map03320	N13.HOG0002023
map04931	N13.HOG0002023
map04391	N13.HOG0002026
map04392	N13.HOG0002026
map04624	N13.HOG0002029
map00010	N13.HOG0002030
map00020	N13.HOG0002030
map00620	N13.HOG0002030
map01100	N13.HOG0002030
map01110	N13.HOG0002030
map01120	N13.HOG0002030
map01130	N13.HOG0002030
map01200	N13.HOG0002030
map04066	N13.HOG0002030
map04922	N13.HOG0002030
map05230	N13.HOG0002030
map00010	N13.HOG0002033
map00020	N13.HOG0002033
map00620	N13.HOG0002033
map01100	N13.HOG0002033
map01110	N13.HOG0002033
map01120	N13.HOG0002033
map01130	N13.HOG0002033
map01200	N13.HOG0002033
map04066	N13.HOG0002033
map04922	N13.HOG0002033
map05230	N13.HOG0002033
map00020	N13.HOG0002034
map00270	N13.HOG0002034
map00620	N13.HOG0002034
map00630	N13.HOG0002034
map00710	N13.HOG0002034
map01100	N13.HOG0002034
map01110	N13.HOG0002034
map01120	N13.HOG0002034
map01130	N13.HOG0002034
map01200	N13.HOG0002034
map00020	N13.HOG0002036
map00270	N13.HOG0002036
map00620	N13.HOG0002036
map00630	N13.HOG0002036
map00710	N13.HOG0002036
map01100	N13.HOG0002036
map01110	N13.HOG0002036
map01120	N13.HOG0002036
map01130	N13.HOG0002036
map01200	N13.HOG0002036
map00020	N13.HOG0002037
map00270	N13.HOG0002037
map00620	N13.HOG0002037
map00630	N13.HOG0002037
map00710	N13.HOG0002037
map01100	N13.HOG0002037
map01110	N13.HOG0002037
map01120	N13.HOG0002037
map01130	N13.HOG0002037
map01200	N13.HOG0002037
map01524	N13.HOG0002046
map04010	N13.HOG0002046
map04013	N13.HOG0002046
map04071	N13.HOG0002046
map04141	N13.HOG0002046
map04210	N13.HOG0002046
map04214	N13.HOG0002046
map04530	N13.HOG0002046
map04668	N13.HOG0002046
map04714	N13.HOG0002046
map04722	N13.HOG0002046
map04932	N13.HOG0002046
map05014	N13.HOG0002046
map05418	N13.HOG0002046
map05206	N13.HOG0002054
map05206	N13.HOG0002056
map00010	N13.HOG0002057
map00052	N13.HOG0002057
map01100	N13.HOG0002057
map01110	N13.HOG0002057
map01120	N13.HOG0002057
map01130	N13.HOG0002057
map00010	N13.HOG0002059
map00052	N13.HOG0002059
map01100	N13.HOG0002059
map01110	N13.HOG0002059
map01120	N13.HOG0002059
map01130	N13.HOG0002059
map00190	N13.HOG0002060
map01100	N13.HOG0002060
map02020	N13.HOG0002060
map04260	N13.HOG0002060
map04714	N13.HOG0002060
map04932	N13.HOG0002060
map05010	N13.HOG0002060
map05012	N13.HOG0002060
map05016	N13.HOG0002060
map00190	N13.HOG0002061
map01100	N13.HOG0002061
map02020	N13.HOG0002061
map04260	N13.HOG0002061
map04714	N13.HOG0002061
map04932	N13.HOG0002061
map05010	N13.HOG0002061
map05012	N13.HOG0002061
map05016	N13.HOG0002061
map00230	N13.HOG0002073
map04024	N13.HOG0002073
map04371	N13.HOG0002073
map04713	N13.HOG0002073
map04714	N13.HOG0002073
map00230	N13.HOG0002074
map04024	N13.HOG0002074
map04371	N13.HOG0002074
map04713	N13.HOG0002074
map04714	N13.HOG0002074
map00630	N13.HOG0002075
map00981	N13.HOG0002075
map01100	N13.HOG0002075
map01110	N13.HOG0002075
map01130	N13.HOG0002075
map01200	N13.HOG0002075
map00630	N13.HOG0002077
map01100	N13.HOG0002077
map01110	N13.HOG0002077
map01130	N13.HOG0002077
map01200	N13.HOG0002077
map00562	N13.HOG0002088
map01100	N13.HOG0002088
map04070	N13.HOG0002088
map00562	N13.HOG0002089
map01100	N13.HOG0002089
map04070	N13.HOG0002089
map04360	N13.HOG0002094
map04360	N13.HOG0002099
map04624	N13.HOG0002105
map04624	N13.HOG0002106
map04624	N13.HOG0002120
map01100	N13.HOG0002129
map04550	N13.HOG0002129
map05202	N13.HOG0002129
map05206	N13.HOG0002129
map00010	N13.HOG0002132
map00562	N13.HOG0002132
map01100	N13.HOG0002132
map04022	N13.HOG0002143
map04270	N13.HOG0002143
map04540	N13.HOG0002143
map04611	N13.HOG0002143
map04713	N13.HOG0002143
map04714	N13.HOG0002143
map04730	N13.HOG0002143
map04740	N13.HOG0002143
map04923	N13.HOG0002143
map04970	N13.HOG0002143
map04013	N13.HOG0002144
map00830	N13.HOG0002173
map01100	N13.HOG0002173
map00830	N13.HOG0002175
map01100	N13.HOG0002175
map04010	N13.HOG0002187
map04510	N13.HOG0002187
map05132	N13.HOG0002187
map05205	N13.HOG0002187
map05014	N13.HOG0002190
map03440	N13.HOG0002191
map03460	N13.HOG0002191
map04010	N13.HOG0002195
map04020	N13.HOG0002195
map04713	N13.HOG0002195
map04742	N13.HOG0002195
map04925	N13.HOG0002195
map04927	N13.HOG0002195
map04934	N13.HOG0002195
map04742	N13.HOG0002197
map04072	N13.HOG0002200
map04080	N13.HOG0002200
map04724	N13.HOG0002200
map05030	N13.HOG0002200
map04020	N13.HOG0002202
map04068	N13.HOG0002202
map04072	N13.HOG0002202
map04080	N13.HOG0002202
map04540	N13.HOG0002202
map04720	N13.HOG0002202
map04723	N13.HOG0002202
map04724	N13.HOG0002202
map04730	N13.HOG0002202
map04742	N13.HOG0002202
map04915	N13.HOG0002202
map05030	N13.HOG0002202
map00511	N13.HOG0002218
map00511	N13.HOG0002223
map00600	N13.HOG0002223
map01100	N13.HOG0002223
map04142	N13.HOG0002223
map04142	N13.HOG0002228
map04142	N13.HOG0002229
map00052	N13.HOG0002230
map00460	N13.HOG0002230
map00500	N13.HOG0002230
map00940	N13.HOG0002230
map01100	N13.HOG0002230
map01110	N13.HOG0002230
map04973	N13.HOG0002230
map00052	N13.HOG0002231
map00460	N13.HOG0002231
map00500	N13.HOG0002231
map00940	N13.HOG0002231
map01100	N13.HOG0002231
map01110	N13.HOG0002231
map04973	N13.HOG0002231
map00052	N13.HOG0002232
map00460	N13.HOG0002232
map00500	N13.HOG0002232
map00940	N13.HOG0002232
map01100	N13.HOG0002232
map01110	N13.HOG0002232
map04973	N13.HOG0002232
map00970	N13.HOG0002240
map04146	N13.HOG0002240
map05410	N13.HOG0002241
map05414	N13.HOG0002241
map04020	N13.HOG0002243
map04022	N13.HOG0002243
map04270	N13.HOG0002243
map04371	N13.HOG0002243
map04510	N13.HOG0002243
map04611	N13.HOG0002243
map04810	N13.HOG0002243
map04921	N13.HOG0002243
map04971	N13.HOG0002243
map04624	N13.HOG0002246
map05205	N13.HOG0002246
map03008	N13.HOG0002248
map04320	N13.HOG0002251
map04320	N13.HOG0002253
map01521	N13.HOG0002258
map04010	N13.HOG0002258
map04014	N13.HOG0002258
map04015	N13.HOG0002258
map04060	N13.HOG0002258
map04066	N13.HOG0002258
map04144	N13.HOG0002258
map04151	N13.HOG0002258
map04510	N13.HOG0002258
map04520	N13.HOG0002258
map04550	N13.HOG0002258
map04714	N13.HOG0002258
map04810	N13.HOG0002258
map05200	N13.HOG0002258
map05202	N13.HOG0002258
map05205	N13.HOG0002258
map05215	N13.HOG0002258
map05218	N13.HOG0002258
map05224	N13.HOG0002258
map05226	N13.HOG0002258
map05230	N13.HOG0002258
map05323	N13.HOG0002258
map00190	N13.HOG0002273
map01100	N13.HOG0002273
map04145	N13.HOG0002273
map04150	N13.HOG0002273
map04721	N13.HOG0002273
map04966	N13.HOG0002273
map05110	N13.HOG0002273
map05120	N13.HOG0002273
map05323	N13.HOG0002273
map04614	N13.HOG0002279
map04614	N13.HOG0002280
map04550	N13.HOG0002284
map00030	N13.HOG0002285
map00053	N13.HOG0002285
map00930	N13.HOG0002285
map01100	N13.HOG0002285
map01110	N13.HOG0002285
map01120	N13.HOG0002285
map01130	N13.HOG0002285
map01200	N13.HOG0002285
map01220	N13.HOG0002285
map04974	N13.HOG0002295
map00250	N13.HOG0002296
map00250	N13.HOG0002297
map00260	N13.HOG0002300
map00330	N13.HOG0002300
map00340	N13.HOG0002300
map00350	N13.HOG0002300
map00360	N13.HOG0002300
map00380	N13.HOG0002300
map00950	N13.HOG0002300
map00982	N13.HOG0002300
map01100	N13.HOG0002300
map01110	N13.HOG0002300
map04726	N13.HOG0002300
map04728	N13.HOG0002300
map05030	N13.HOG0002300
map05031	N13.HOG0002300
map05034	N13.HOG0002300
map00260	N13.HOG0002301
map00330	N13.HOG0002301
map00340	N13.HOG0002301
map00350	N13.HOG0002301
map00360	N13.HOG0002301
map00380	N13.HOG0002301
map00950	N13.HOG0002301
map00982	N13.HOG0002301
map01100	N13.HOG0002301
map01110	N13.HOG0002301
map04726	N13.HOG0002301
map04728	N13.HOG0002301
map05030	N13.HOG0002301
map05031	N13.HOG0002301
map05034	N13.HOG0002301
map04624	N13.HOG0002309
map04624	N13.HOG0002310
map04512	N13.HOG0002321
map04512	N13.HOG0002322
map04512	N13.HOG0002323
map03040	N13.HOG0002326
map04010	N13.HOG0002326
map04141	N13.HOG0002326
map04144	N13.HOG0002326
map04213	N13.HOG0002326
map04612	N13.HOG0002326
map04915	N13.HOG0002326
map05134	N13.HOG0002326
map05145	N13.HOG0002326
map05162	N13.HOG0002326
map05164	N13.HOG0002326
map05169	N13.HOG0002326
map03040	N13.HOG0002327
map04010	N13.HOG0002327
map04141	N13.HOG0002327
map04144	N13.HOG0002327
map04213	N13.HOG0002327
map04612	N13.HOG0002327
map04915	N13.HOG0002327
map05134	N13.HOG0002327
map05145	N13.HOG0002327
map05162	N13.HOG0002327
map05164	N13.HOG0002327
map05169	N13.HOG0002327
map04144	N13.HOG0002329
map04217	N13.HOG0002329
map04020	N13.HOG0002331
map04080	N13.HOG0002331
map04725	N13.HOG0002331
map05033	N13.HOG0002331
map05204	N13.HOG0002331
map04020	N13.HOG0002332
map04080	N13.HOG0002332
map04725	N13.HOG0002332
map05033	N13.HOG0002332
map05204	N13.HOG0002332
map00190	N13.HOG0002333
map01100	N13.HOG0002333
map04145	N13.HOG0002333
map04150	N13.HOG0002333
map04721	N13.HOG0002333
map04966	N13.HOG0002333
map05110	N13.HOG0002333
map05120	N13.HOG0002333
map05323	N13.HOG0002333
map00190	N13.HOG0002334
map01100	N13.HOG0002334
map04145	N13.HOG0002334
map04150	N13.HOG0002334
map04721	N13.HOG0002334
map04966	N13.HOG0002334
map05110	N13.HOG0002334
map05120	N13.HOG0002334
map05323	N13.HOG0002334
map00900	N13.HOG0002336
map01100	N13.HOG0002336
map01110	N13.HOG0002336
map01130	N13.HOG0002336
map05164	N13.HOG0002336
map05166	N13.HOG0002336
map03013	N13.HOG0002339
map04062	N13.HOG0002339
map04666	N13.HOG0002339
map03013	N13.HOG0002340
map04062	N13.HOG0002340
map04666	N13.HOG0002340
map00230	N13.HOG0002349
map01522	N13.HOG0002349
map02025	N13.HOG0002349
map04015	N13.HOG0002349
map04020	N13.HOG0002349
map04022	N13.HOG0002349
map04024	N13.HOG0002349
map04062	N13.HOG0002349
map04072	N13.HOG0002349
map04113	N13.HOG0002349
map04114	N13.HOG0002349
map04211	N13.HOG0002349
map04213	N13.HOG0002349
map04261	N13.HOG0002349
map04270	N13.HOG0002349
map04371	N13.HOG0002349
map04540	N13.HOG0002349
map04611	N13.HOG0002349
map04713	N13.HOG0002349
map04714	N13.HOG0002349
map04720	N13.HOG0002349
map04723	N13.HOG0002349
map04724	N13.HOG0002349
map04725	N13.HOG0002349
map04726	N13.HOG0002349
map04727	N13.HOG0002349
map04728	N13.HOG0002349
map04740	N13.HOG0002349
map04742	N13.HOG0002349
map04750	N13.HOG0002349
map04911	N13.HOG0002349
map04912	N13.HOG0002349
map04913	N13.HOG0002349
map04914	N13.HOG0002349
map04915	N13.HOG0002349
map04916	N13.HOG0002349
map04918	N13.HOG0002349
map04921	N13.HOG0002349
map04923	N13.HOG0002349
map04924	N13.HOG0002349
map04925	N13.HOG0002349
map04926	N13.HOG0002349
map04927	N13.HOG0002349
map04934	N13.HOG0002349
map04962	N13.HOG0002349
map04970	N13.HOG0002349
map04971	N13.HOG0002349
map04972	N13.HOG0002349
map04976	N13.HOG0002349
map05012	N13.HOG0002349
map05030	N13.HOG0002349
map05031	N13.HOG0002349
map05032	N13.HOG0002349
map05034	N13.HOG0002349
map05110	N13.HOG0002349
map05166	N13.HOG0002349
map05200	N13.HOG0002349
map05414	N13.HOG0002349
map00230	N13.HOG0002350
map01522	N13.HOG0002350
map04015	N13.HOG0002350
map04022	N13.HOG0002350
map04024	N13.HOG0002350
map04062	N13.HOG0002350
map04072	N13.HOG0002350
map04114	N13.HOG0002350
map04211	N13.HOG0002350
map04213	N13.HOG0002350
map04261	N13.HOG0002350
map04270	N13.HOG0002350
map04371	N13.HOG0002350
map04540	N13.HOG0002350
map04611	N13.HOG0002350
map04713	N13.HOG0002350
map04714	N13.HOG0002350
map04723	N13.HOG0002350
map04724	N13.HOG0002350
map04725	N13.HOG0002350
map04726	N13.HOG0002350
map04727	N13.HOG0002350
map04728	N13.HOG0002350
map04742	N13.HOG0002350
map04750	N13.HOG0002350
map04911	N13.HOG0002350
map04912	N13.HOG0002350
map04913	N13.HOG0002350
map04914	N13.HOG0002350
map04915	N13.HOG0002350
map04916	N13.HOG0002350
map04918	N13.HOG0002350
map04921	N13.HOG0002350
map04923	N13.HOG0002350
map04924	N13.HOG0002350
map04925	N13.HOG0002350
map04926	N13.HOG0002350
map04927	N13.HOG0002350
map04934	N13.HOG0002350
map04961	N13.HOG0002350
map04962	N13.HOG0002350
map04970	N13.HOG0002350
map04971	N13.HOG0002350
map04972	N13.HOG0002350
map04976	N13.HOG0002350
map05012	N13.HOG0002350
map05030	N13.HOG0002350
map05031	N13.HOG0002350
map05032	N13.HOG0002350
map05034	N13.HOG0002350
map05166	N13.HOG0002350
map05200	N13.HOG0002350
map05414	N13.HOG0002350
map03013	N13.HOG0002351
map05134	N13.HOG0002351
map03013	N13.HOG0002352
map05134	N13.HOG0002352
map03013	N13.HOG0002353
map05134	N13.HOG0002353
map04740	N13.HOG0002354
map03018	N13.HOG0002358
map00430	N13.HOG0002359
map00460	N13.HOG0002359
map00480	N13.HOG0002359
map00590	N13.HOG0002359
map01100	N13.HOG0002359
map00430	N13.HOG0002360
map00460	N13.HOG0002360
map00480	N13.HOG0002360
map00590	N13.HOG0002360
map01100	N13.HOG0002360
map00020	N13.HOG0002361
map00310	N13.HOG0002361
map00380	N13.HOG0002361
map01100	N13.HOG0002361
map01110	N13.HOG0002361
map01120	N13.HOG0002361
map01130	N13.HOG0002361
map01200	N13.HOG0002361
map00020	N13.HOG0002362
map00310	N13.HOG0002362
map00380	N13.HOG0002362
map01100	N13.HOG0002362
map01110	N13.HOG0002362
map01120	N13.HOG0002362
map01130	N13.HOG0002362
map01200	N13.HOG0002362
map00010	N13.HOG0002366
map00040	N13.HOG0002366
map00051	N13.HOG0002366
map00052	N13.HOG0002366
map00561	N13.HOG0002366
map00790	N13.HOG0002366
map00930	N13.HOG0002366
map01100	N13.HOG0002366
map01110	N13.HOG0002366
map01120	N13.HOG0002366
map01130	N13.HOG0002366
map01220	N13.HOG0002366
map00010	N13.HOG0002367
map00040	N13.HOG0002367
map00561	N13.HOG0002367
map00930	N13.HOG0002367
map01100	N13.HOG0002367
map01110	N13.HOG0002367
map01120	N13.HOG0002367
map01130	N13.HOG0002367
