XM_015318957.1	LOC107065331	LOC107065331
XM_015318951.1	LOC107065331	LOC107065331
XM_015318943.1	LOC107065331	LOC107065331
XM_015335381.1	LOC107074183	LOC107074183
XM_015335394.1	LOC107074188	LOC107074188
XM_015335444.1	LOC107074207	LOC107074207
XM_015335503.1	LOC107074250	LOC107074250
XM_015335493.1	LOC107074239	LOC107074239
XM_015335457.1	LOC107074215	LOC107074215
XM_015335466.1	LOC107074215	LOC107074215
XM_015335408.1	LOC107074192	LOC107074192
XM_015335432.1	LOC107074195	LOC107074195
XM_015335423.1	LOC107074195	LOC107074195
XM_015335480.1	LOC107074225	LOC107074225
XM_015335485.1	LOC107074225	LOC107074225
XR_001476864.1	LOC107074259	LOC107074259
XR_001476863.1	LOC107074259	LOC107074259
XM_015316663.1	LOC107064235	LOC107064235
XM_015316673.1	LOC107064246	LOC107064246
XM_015316707.1	LOC107064262	LOC107064262
XM_015316695.1	LOC107064250	LOC107064250
XM_015316687.1	LOC107064250	LOC107064250
XM_015318221.1	LOC107064983	LOC107064983
XM_015318298.1	LOC107065001	LOC107065001
Trnai-uau	Trnai-uau	Trnai-uau
XM_015318157.1	LOC107064954	LOC107064954
XM_015318171.1	LOC107064956	LOC107064956
XM_015318145.1	LOC107064943	LOC107064943
XM_015318185.1	LOC107064961	LOC107064961
XM_015334680.1	LOC107073860	LOC107073860
XM_015334661.1	LOC107073860	LOC107073860
XM_015334650.1	LOC107073860	LOC107073860
XM_015334670.1	LOC107073860	LOC107073860
XM_015334690.1	LOC107073860	LOC107073860
XM_015334698.1	LOC107073860	LOC107073860
XM_015334734.1	LOC107073887	LOC107073887
XM_015334745.1	LOC107073887	LOC107073887
XM_015334754.1	LOC107073887	LOC107073887
XM_015331092.1	LOC107071567	LOC107071567
XM_015334769.1	LOC107073893	LOC107073893
XM_015334784.1	LOC107073899	LOC107073899
XM_015334711.1	LOC107073877	LOC107073877
XM_015334720.1	LOC107073877	LOC107073877
XM_015334820.1	LOC107073902	LOC107073902
XM_015334830.1	LOC107073902	LOC107073902
XM_015334810.1	LOC107073902	LOC107073902
XM_015334857.1	LOC107073902	LOC107073902
XM_015334839.1	LOC107073902	LOC107073902
XM_015334848.1	LOC107073902	LOC107073902
XM_015334799.1	LOC107073902	LOC107073902
XM_015334869.1	LOC107073923	LOC107073923
XM_015334882.1	LOC107073930	LOC107073930
XM_015317673.1	LOC107064692	LOC107064692
XM_015317661.1	LOC107064681	LOC107064681
XM_015335283.1	LOC107074138	LOC107074138
XM_015335274.1	LOC107074138	LOC107074138
XM_015335263.1	LOC107074138	LOC107074138
XM_015333533.1	LOC107072866	LOC107072866
XM_015335298.1	LOC107074146	LOC107074146
XM_015335310.1	LOC107074151	LOC107074151
XM_015335323.1	LOC107074157	LOC107074157
XR_001476851.1	LOC107074171	LOC107074171
XM_015335337.1	LOC107074163	LOC107074163
XM_015335366.1	LOC107074175	LOC107074175
XM_015335357.1	LOC107074175	LOC107074175
XM_015316851.1	LOC107064304	LOC107064304
XM_015316839.1	LOC107064301	LOC107064301
XM_015316757.1	LOC107064284	LOC107064284
XM_015316775.1	LOC107064284	LOC107064284
XM_015316767.1	LOC107064284	LOC107064284
XM_015316746.1	LOC107064284	LOC107064284
XM_015316786.1	LOC107064284	LOC107064284
XM_015316796.1	LOC107064284	LOC107064284
XM_015316823.1	LOC107064300	LOC107064300
XM_015316812.1	LOC107064300	LOC107064300
XM_015318098.1	LOC107064886	LOC107064886
XM_015318170.1	LOC107064886	LOC107064886
XM_015317833.1	LOC107064789	LOC107064789
XM_015318606.1	LOC107065156	LOC107065156
XM_015318599.1	LOC107065156	LOC107065156
XM_015316495.1	LOC107064138	LOC107064138
XM_015316505.1	LOC107064138	LOC107064138
XM_015334464.1	LOC107073543	LOC107073543
XR_001475451.1	LOC107064145	LOC107064145
XM_015316531.1	LOC107064145	LOC107064145
XM_015316518.1	LOC107064145	LOC107064145
XM_015316992.1	LOC107064353	LOC107064353
XM_015317000.1	LOC107064353	LOC107064353
XM_015316983.1	LOC107064353	LOC107064353
XM_015317010.1	LOC107064353	LOC107064353
XM_015317023.1	LOC107064372	LOC107064372
XM_015317030.1	LOC107064372	LOC107064372
XM_015316888.1	LOC107064320	LOC107064320
XM_015316865.1	LOC107064311	LOC107064311
XM_015316876.1	LOC107064311	LOC107064311
XM_015317271.1	LOC107064514	LOC107064514
XM_015317263.1	LOC107064514	LOC107064514
XM_015317289.1	LOC107064514	LOC107064514
XM_015317309.1	LOC107064514	LOC107064514
XM_015317298.1	LOC107064514	LOC107064514
