Node	HOG	change	pvalue	direction	significant
Polistes_dominula	N0.HOG0000022	2	0.312191	expansion	FALSE
Polistes_dominula	N0.HOG0000105	-2	0.353902	contraction	FALSE
Polistes_dominula	N0.HOG0000032	-4	0.358543	contraction	FALSE
Polistes_dominula	N0.HOG0000108	1	0.391303	expansion	FALSE
Polistes_dominula	N0.HOG0000003	2	0.41853	expansion	FALSE
Polistes_dominula	N0.HOG0000009	1	0.503615	expansion	FALSE
Polistes_dominula	N0.HOG0000158	1	0.613455	expansion	FALSE
Polistes_dominula	N0.HOG0000004	1	0.618401	expansion	FALSE
Polistes_dominula	N0.HOG0000050	-1	0.70542	contraction	FALSE
Polistes_dominula	N0.HOG0000101	-1	0.834238	contraction	FALSE
Polistes_exclamans	N0.HOG0000951	35	8.22885e-28	expansion	TRUE
Polistes_exclamans	N0.HOG0000047	26	1.38352e-23	expansion	TRUE
Polistes_exclamans	N0.HOG0000041	28	5.95429e-22	expansion	TRUE
Polistes_exclamans	N0.HOG0002570	19	9.9967e-17	expansion	TRUE
Polistes_exclamans	N0.HOG0000038	21	5.30146e-16	expansion	TRUE
Polistes_exclamans	N0.HOG0000128	14	1.58049e-13	expansion	TRUE
Polistes_exclamans	N0.HOG0000022	17	1.60292e-13	expansion	TRUE
Polistes_exclamans	N0.HOG0000032	17	9.20818e-08	expansion	TRUE
Polistes_exclamans	N0.HOG0000158	11	1.72695e-07	expansion	TRUE
Polistes_exclamans	N0.HOG0000096	-6	3.23473e-05	contraction	TRUE
Polistes_exclamans	N0.HOG0000050	6	0.000178229	expansion	TRUE
Polistes_exclamans	N0.HOG0000105	5	0.000744315	expansion	TRUE
Polistes_exclamans	N0.HOG0000009	-4	0.00125265	contraction	TRUE
Polistes_exclamans	N0.HOG0000017	5	0.00413879	expansion	TRUE
Polistes_exclamans	N0.HOG0000060	-4	0.00766984	contraction	TRUE
Polistes_exclamans	N0.HOG0000122	-3	0.0100946	contraction	TRUE
Polistes_exclamans	N0.HOG0000018	2	0.0904253	expansion	FALSE
Polistes_exclamans	N0.HOG0000049	2	0.118552	expansion	FALSE
Polistes_exclamans	N0.HOG0000001	-2	0.127263	contraction	FALSE
Polistes_exclamans	N0.HOG0000108	-1	0.211883	contraction	FALSE
Polistes_exclamans	N0.HOG0000002	1	0.315935	expansion	FALSE
Polistes_exclamans	N0.HOG0000101	1	0.531162	expansion	FALSE
Polistes_exclamans	N0.HOG0000003	-1	0.659573	contraction	FALSE
Polistes_fuscatus	N0.HOG0000291	1		expansion	FALSE
Polistes_fuscatus	N0.HOG0000101	55	1.23585e-29	expansion	TRUE
Polistes_fuscatus	N0.HOG0000096	42	7.31322e-28	expansion	TRUE
Polistes_fuscatus	N0.HOG0000009	25	8.24222e-17	expansion	TRUE
Polistes_fuscatus	N0.HOG0000122	26	1.18358e-16	expansion	TRUE
Polistes_fuscatus	N0.HOG0000002	14	2.18452e-08	expansion	TRUE
Polistes_fuscatus	N0.HOG0000001	12	2.48735e-07	expansion	TRUE
Polistes_fuscatus	N0.HOG0000017	11	1.11331e-05	expansion	TRUE
Polistes_fuscatus	N0.HOG0000056	11	0.000101563	expansion	TRUE
Polistes_fuscatus	N0.HOG0000060	10	0.000150924	expansion	TRUE
Polistes_fuscatus	N0.HOG0000047	-5	0.000233913	contraction	TRUE
Polistes_fuscatus	N0.HOG0000022	-5	0.00461385	contraction	TRUE
Polistes_fuscatus	N0.HOG0000003	5	0.0443098	expansion	TRUE
Polistes_fuscatus	N0.HOG0000050	-3	0.0563272	contraction	FALSE
Polistes_fuscatus	N0.HOG0000128	-2	0.0576591	contraction	FALSE
Polistes_fuscatus	N0.HOG0000018	3	0.0990055	expansion	FALSE
Polistes_fuscatus	N0.HOG0000004	3	0.104405	expansion	FALSE
Polistes_fuscatus	N0.HOG0000032	5	0.12714	expansion	FALSE
Polistes_fuscatus	N0.HOG0000118	1	0.130381	expansion	FALSE
Polistes_fuscatus	N0.HOG0000041	2	0.232632	expansion	FALSE
Polistes_fuscatus	N0.HOG0002570	1	0.336396	expansion	FALSE
Polistes_fuscatus	N0.HOG0000049	1	0.499743	expansion	FALSE
Polistes_fuscatus	N0.HOG0000105	-1	0.613868	contraction	FALSE
Polistes_fuscatus	N0.HOG0000951	-1	0.675701	contraction	FALSE
Polistes_fuscatus	N0.HOG0000158	-1	0.690932	contraction	FALSE
Tiphia_femorata	N0.HOG0000291	23		expansion	FALSE
Tiphia_femorata	N0.HOG0000129	9		expansion	FALSE
Tiphia_femorata	N0.HOG0000049	23	0.000158805	expansion	TRUE
Tiphia_femorata	N0.HOG0000003	-6	0.0395966	contraction	TRUE
Tiphia_femorata	N0.HOG0000018	-6	0.131733	contraction	FALSE
Tiphia_femorata	N0.HOG0000017	4	0.307177	expansion	FALSE
Tiphia_femorata	N0.HOG0000096	-3	0.488281	contraction	FALSE
Tiphia_femorata	N0.HOG0000050	-4	0.496502	contraction	FALSE
Tiphia_femorata	N0.HOG0000004	4	0.499059	expansion	FALSE
Tiphia_femorata	N0.HOG0000032	-3	0.586426	contraction	FALSE
Tiphia_femorata	N0.HOG0000060	-3	0.586426	contraction	FALSE
Tiphia_femorata	N0.HOG0000001	-2	0.625	contraction	FALSE
Tiphia_femorata	N0.HOG0000038	-2	0.625	contraction	FALSE
Tiphia_femorata	N0.HOG0000047	-2	0.625	contraction	FALSE
Tiphia_femorata	N0.HOG0000022	-3	0.643997	contraction	FALSE
Tiphia_femorata	N0.HOG0000009	-2	0.71875	contraction	FALSE
Tiphia_femorata	N0.HOG0000108	-2	0.71875	contraction	FALSE
Tiphia_femorata	N0.HOG0002570	-1	0.75	contraction	FALSE
Tiphia_femorata	N0.HOG0000056	-2	0.765625	contraction	FALSE
Tiphia_femorata	N0.HOG0000128	-2	0.81543	contraction	FALSE
Tiphia_femorata	N0.HOG0000041	-1	0.875	contraction	FALSE
Tiphia_femorata	N0.HOG0000002	-1	0.90625	contraction	FALSE
Tiphia_femorata	N0.HOG0000105	-1	0.90625	contraction	FALSE
Vespa_crabro	N0.HOG0000158	-12	5.18554e-10	contraction	TRUE
Vespa_crabro	N0.HOG0000105	-6	1.60431e-05	contraction	TRUE
Vespa_crabro	N0.HOG0000101	5	0.000598164	expansion	TRUE
Vespa_crabro	N0.HOG0000047	2	0.000689757	expansion	TRUE
Vespa_crabro	N0.HOG0000050	-6	0.000709147	contraction	TRUE
Vespa_crabro	N0.HOG0000056	-3	0.00371953	contraction	TRUE
Vespa_crabro	N0.HOG0000096	-2	0.0183602	contraction	TRUE
Vespa_crabro	N0.HOG0000032	-3	0.0193738	contraction	TRUE
Vespa_crabro	N0.HOG0000017	-1	0.0543698	contraction	FALSE
Vespa_crabro	N0.HOG0000038	3	0.0642057	expansion	FALSE
Vespa_crabro	N0.HOG0000004	-2	0.152366	contraction	FALSE
Vespa_crabro	N0.HOG0000009	-2	0.230472	contraction	FALSE
Vespa_crabro	N0.HOG0000060	1	0.284649	expansion	FALSE
Vespa_mandarinia	N0.HOG0000041	13	1.2528e-13	expansion	TRUE
Vespa_mandarinia	N0.HOG0000118	7	3.66341e-10	expansion	TRUE
Vespa_mandarinia	N0.HOG0000018	3	2.56365e-05	expansion	TRUE
Vespa_mandarinia	N0.HOG0000009	6	0.000526621	expansion	TRUE
Vespa_mandarinia	N0.HOG0000038	5	0.00276375	expansion	TRUE
Vespa_mandarinia	N0.HOG0000105	3	0.0257421	expansion	TRUE
Vespa_mandarinia	N0.HOG0000047	-1	0.0543698	contraction	FALSE
Vespa_mandarinia	N0.HOG0000307	-1	0.0543698	contraction	FALSE
Vespa_mandarinia	N0.HOG0000004	2	0.0784672	expansion	FALSE
Vespa_mandarinia	N0.HOG0000158	3	0.0901467	expansion	FALSE
Vespa_mandarinia	N0.HOG0000050	3	0.103315	expansion	FALSE
Vespa_mandarinia	N0.HOG0000060	-2	0.142886	contraction	FALSE
Vespa_mandarinia	N0.HOG0000096	1	0.143232	expansion	FALSE
Vespa_mandarinia	N0.HOG0000056	1	0.19066	expansion	FALSE
Vespa_mandarinia	N0.HOG0000032	1	0.318328	expansion	FALSE
Vespa_mandarinia	N0.HOG0000108	-1	0.476324	contraction	FALSE
Vespa_mandarinia	N0.HOG0000101	-1	0.503196	contraction	FALSE
Vespa_velutina	N0.HOG0000291	-1		contraction	FALSE
Vespa_velutina	N0.HOG0000158	23	3.12934e-14	expansion	TRUE
Vespa_velutina	N0.HOG0000105	9	6.36838e-06	expansion	TRUE
Vespa_velutina	N0.HOG0000108	6	0.000800916	expansion	TRUE
Vespa_velutina	N0.HOG0000032	6	0.00151121	expansion	TRUE
Vespa_velutina	N0.HOG0000038	-5	0.00158488	contraction	TRUE
Vespa_velutina	N0.HOG0000118	-2	0.00272523	contraction	TRUE
Vespa_velutina	N0.HOG0000050	7	0.00348811	expansion	TRUE
Vespa_velutina	N0.HOG0000041	-2	0.0284459	contraction	TRUE
Vespa_velutina	N0.HOG0000056	3	0.0315248	expansion	TRUE
Vespa_velutina	N0.HOG0000009	4	0.0515163	expansion	FALSE
Vespa_velutina	N0.HOG0000047	-1	0.0891804	contraction	FALSE
Vespa_velutina	N0.HOG0000307	-1	0.0891804	contraction	FALSE
Vespa_velutina	N0.HOG0000096	2	0.100016	expansion	FALSE
Vespa_velutina	N0.HOG0000060	2	0.148777	expansion	FALSE
Vespa_velutina	N0.HOG0000049	-2	0.225026	contraction	FALSE
Vespa_velutina	N0.HOG0000101	-1	0.591242	contraction	FALSE
Vespula_germanica	N0.HOG0000158	9	0.00189865	expansion	TRUE
Vespula_germanica	N0.HOG0000022	5	0.00777818	expansion	TRUE
Vespula_germanica	N0.HOG0000105	-4	0.01231	contraction	TRUE
Vespula_germanica	N0.HOG0000049	6	0.0271902	expansion	TRUE
Vespula_germanica	N0.HOG0000004	5	0.0719411	expansion	FALSE
Vespula_germanica	N0.HOG0000003	3	0.0961073	expansion	FALSE
Vespula_germanica	N0.HOG0000096	-1	0.172656	contraction	FALSE
Vespula_germanica	N0.HOG0000128	1	0.182914	expansion	FALSE
Vespula_germanica	N0.HOG0000017	1	0.23584	expansion	FALSE
Vespula_germanica	N0.HOG0000108	3	0.240142	expansion	FALSE
Vespula_germanica	N0.HOG0000101	1	0.360373	expansion	FALSE
Vespula_germanica	N0.HOG0000032	-1	0.38479	contraction	FALSE
Vespula_germanica	N0.HOG0000060	1	0.467601	expansion	FALSE
Vespula_germanica	N0.HOG0000050	-1	0.799041	contraction	FALSE
Vespula_pensylvanica	N0.HOG0000291	-1		contraction	FALSE
Vespula_pensylvanica	N0.HOG0000022	-7	2.19467e-09	contraction	TRUE
Vespula_pensylvanica	N0.HOG0000101	-3	0.000508172	contraction	TRUE
Vespula_pensylvanica	N0.HOG0000049	-4	0.00361397	contraction	TRUE
Vespula_pensylvanica	N0.HOG0000158	-3	0.0159624	contraction	TRUE
Vespula_pensylvanica	N0.HOG0000108	2	0.134943	expansion	FALSE
Vespula_pensylvanica	N0.HOG0000056	-1	0.354758	contraction	FALSE
Vespula_pensylvanica	N0.HOG0000060	-1	0.354758	contraction	FALSE
Vespula_pensylvanica	N0.HOG0000003	-1	0.376391	contraction	FALSE
Vespula_pensylvanica	N0.HOG0000004	-1	0.525039	contraction	FALSE
Vespula_vulgaris	N0.HOG0000022	3	0.00492058	expansion	TRUE
Vespula_vulgaris	N0.HOG0000049	3	0.0427519	expansion	TRUE
Vespula_vulgaris	N0.HOG0000096	-1	0.0515309	contraction	FALSE
Vespula_vulgaris	N0.HOG0000158	2	0.0805392	expansion	FALSE
Vespula_vulgaris	N0.HOG0000050	2	0.162542	expansion	FALSE
Vespula_vulgaris	N0.HOG0000004	1	0.305846	expansion	FALSE
Vespula_vulgaris	N0.HOG0000108	-1	0.599498	contraction	FALSE
