Node	HOG	change	pvalue	direction	significant
29	N0.HOG0000001	-1	0.374188	contraction	FALSE
29	N0.HOG0000108	2	0.378133	expansion	FALSE
29	N0.HOG0000049	-1	0.774871	contraction	FALSE
30	N0.HOG0000038	10	3.4615e-10	expansion	TRUE
30	N0.HOG0000041	5	1.46356e-06	expansion	TRUE
30	N0.HOG0000158	-3	0.0310724	contraction	TRUE
30	N0.HOG0000001	-1	0.0394406	contraction	TRUE
30	N0.HOG0000108	-2	0.0425549	contraction	TRUE
30	N0.HOG0000101	2	0.0776564	expansion	FALSE
30	N0.HOG0000022	-1	0.142226	contraction	FALSE
30	N0.HOG0000049	1	0.197625	expansion	FALSE
30	N0.HOG0000003	1	0.218354	expansion	FALSE
30	N0.HOG0000009	1	0.29986	expansion	FALSE
30	N0.HOG0000105	-1	0.425855	contraction	FALSE
30	N0.HOG0000050	-1	0.585745	contraction	FALSE
31	N0.HOG0000129	3		expansion	FALSE
31	N0.HOG0000158	-6	0.00132299	contraction	TRUE
31	N0.HOG0000017	3	0.0115822	expansion	TRUE
31	N0.HOG0000128	2	0.0603269	expansion	FALSE
31	N0.HOG0000105	-2	0.179958	contraction	FALSE
31	N0.HOG0000108	-2	0.307762	contraction	FALSE
31	N0.HOG0000038	-1	0.359656	contraction	FALSE
31	N0.HOG0000009	-1	0.410976	contraction	FALSE
31	N0.HOG0000050	-2	0.433128	contraction	FALSE
31	N0.HOG0000004	1	0.531394	expansion	FALSE
31	N0.HOG0000056	-1	0.545201	contraction	FALSE
31	N0.HOG0000101	-1	0.545201	contraction	FALSE
31	N0.HOG0000032	-1	0.587147	contraction	FALSE
31	N0.HOG0000003	-1	0.619694	contraction	FALSE
31	N0.HOG0000049	-1	0.667144	contraction	FALSE
32	N0.HOG0000129	2		expansion	FALSE
32	N0.HOG0000101	-3	0.00286706	contraction	TRUE
32	N0.HOG0000032	-2	0.0415081	contraction	TRUE
32	N0.HOG0000158	-2	0.0431361	contraction	TRUE
32	N0.HOG0000118	1	0.0465956	expansion	TRUE
32	N0.HOG0000041	-1	0.127673	contraction	FALSE
32	N0.HOG0000017	1	0.176739	expansion	FALSE
32	N0.HOG0000096	-1	0.180587	contraction	FALSE
32	N0.HOG0000050	-2	0.258308	contraction	FALSE
32	N0.HOG0000060	1	0.280961	expansion	FALSE
32	N0.HOG0000105	-1	0.340037	contraction	FALSE
32	N0.HOG0000003	-1	0.464044	contraction	FALSE
33	N0.HOG0000129	2		expansion	FALSE
33	N0.HOG0000291	1		expansion	FALSE
33	N0.HOG0000158	-1	0.148143	contraction	FALSE
33	N0.HOG0000951	-1	0.148143	contraction	FALSE
33	N0.HOG0000018	1	0.290297	expansion	FALSE
33	N0.HOG0000004	2	0.355266	expansion	FALSE
33	N0.HOG0000056	-1	0.432497	contraction	FALSE
33	N0.HOG0000017	1	0.434125	expansion	FALSE
33	N0.HOG0000003	-1	0.510121	contraction	FALSE
33	N0.HOG0000032	-1	0.510121	contraction	FALSE
33	N0.HOG0000060	-1	0.510121	contraction	FALSE
33	N0.HOG0000050	-1	0.586627	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000049	-8	0.0321105	contraction	TRUE
Ancistrocerus_nigricornis	N0.HOG0000032	-7	0.0327197	contraction	TRUE
Ancistrocerus_nigricornis	N0.HOG0000101	-5	0.06084	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000018	-4	0.125757	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000017	6	0.142091	expansion	FALSE
Ancistrocerus_nigricornis	N0.HOG0000158	3	0.194885	expansion	FALSE
Ancistrocerus_nigricornis	N0.HOG0000003	4	0.239427	expansion	FALSE
Ancistrocerus_nigricornis	N0.HOG0000096	-3	0.352188	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000108	-3	0.352188	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000060	-4	0.442634	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000050	2	0.464959	expansion	FALSE
Ancistrocerus_nigricornis	N0.HOG0000038	-2	0.62559	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000047	-2	0.62559	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000002	-2	0.707418	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000009	-2	0.707418	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000951	-1	0.75	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000105	-2	0.753714	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000122	-1	0.766156	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000056	-2	0.804737	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000128	-2	0.804737	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000001	-1	0.867478	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000041	-1	0.867478	contraction	FALSE
Ancistrocerus_nigricornis	N0.HOG0000118	-1	0.900193	contraction	FALSE
Anoplius_nigerrimus	N0.HOG0000129	13		expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000291	-3		contraction	FALSE
Anoplius_nigerrimus	N0.HOG0000158	1	0	expansion	TRUE
Anoplius_nigerrimus	N0.HOG0000951	1	0	expansion	TRUE
Anoplius_nigerrimus	N0.HOG0000018	40	5.13569e-09	expansion	TRUE
Anoplius_nigerrimus	N0.HOG0000049	-10	0.010168	contraction	TRUE
Anoplius_nigerrimus	N0.HOG0000004	16	0.0432214	expansion	TRUE
Anoplius_nigerrimus	N0.HOG0000118	5	0.0595703	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000047	3	0.0859375	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000307	3	0.0859375	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000096	3	0.142578	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000001	2	0.148437	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000002	2	0.185547	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000017	6	0.189081	expansion	FALSE
Anoplius_nigerrimus	N0.HOG0000050	-6	0.195996	contraction	FALSE
