tx	gene_id	Vv154	Vv155	Vv156	Vv158	Vv160	Vv161	Vv165	Vv166	Vv168	Vv169	Vv171	Vv172	Vv175	Vv176	Vv181	Vv183	Vv184	Vv187	Vv188	Vv190	Vv191	Vv193	Vv194	Vv195	Vv197	Vv199	Vv200	Vv201	Vv202	Vv204	Vv205	Vv207	Vv208	Vv210	Vv211	Vv214	Vv215	Vv217	Vv218	Vv219	Vv220	Vv223	Vv224	Vv226	Vv227	Vv228	Vv230	Vv231	Vv232	Vv235	Vv236	Vv239	Vv241	Vv242	Vv243	Vv245	Vv246	Vv248	Vv250	Vv251	Vv252	Vv254	Vv255	Vv257	Vv258	Vv259
XR_007785300.1	LOC127072015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_007785299.1	LOC127072015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293571	0	0
XR_007785289.1	LOC127072015	0	0	0.038065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033396	0	0	0	0	0	0	0	0	0.015577	0	0	0.164574	0	0	0	0	0	0.222363	0	0	0	0	0.058822	0	0	0	0	0	0	0	0	0	0	0.121129	0	0	0	0.495565	0	0	0	0	0
XR_007785295.1	LOC127072015	0	0	0	0	0.037763	0	0	0.152264	0	0	0	0	0.023652	0	0.268271	0.826229	0.204492	0.229924	0.405642	0.018284	0.026759	0	0	0	0.229216	0	0	0.185454	0.665189	0.542216	0.255994	0	0	0	0	0.031288	1.080148	0	0.275167	0	0	0	0	0	0	0	0	0	0.254518	0	0.95338	0.10288	0	0	0	0	0	0.027511	0.26795	0	0	0	0.318985	0	0.273067	0
XR_007785293.1	LOC127072015	0	0	0	0	0.032604	0	0.098177	0.25727	0	0.149409	0	0	0	0	0	0	0	0	0.20863	0	0	0	0	0	0	0	0	0	0	0	0.058923	0	0	0	0	0	0	0	0.036322	0	0	0.065586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094462	0	0	0	0	0	0.130827	0
XR_007785291.1	LOC127072015	0	0.039093	0	0	0	0	0	0	0	0.228224	0	0	0	0	0	0	0	0	0.073401	0	0	0	0	0	0	0	0.767516	0	0	0	0	0	0	0	0	0	0	0	0	0.175476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198816	0.275236
XR_007785288.1	LOC127072015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_007785297.1	LOC127072015	0	0	0	0	0	0.086504	0	0.087294	0.238341	0.43487	0	0	0	0	0.219119	0.245078	0	0.036517	0.150842	0.008788	0.071793	0.016739	0	0.077443	0.236703	0.023902	0.546291	0	0	0.071827	0.167487	0	0.070527	0	0	0	0	0.250118	0.02965	0	0	0.269295	0.521086	0	0	0	0	0.114925	0	0	0.055558	0	0	0.11926	0.0768	0.032155	0	0.180377	0.559873	0.125745	0	0	0.167877	0.046368	0.093727	0.242001
XR_007785294.1	LOC127072015	0.034243	0	0	0	0	0.104606	0.177866	0	0.341523	0.042165	0	0	0	0	0.076118	0.084107	0	0.070146	0	0	0	0.013393	0	0	0.032906	0	0	0	0	0.125674	0.022916	0	0	0	0	0	0	0	0	0	0	0.031993	0.048532	0	0	0	0	0.037395	0	0.099315	0.08156	0	0	0	0	0	0	0	0.047484	0.031881	0	0.132138	0	0	0	0.145726
XR_007785292.1	LOC127072015	0	0	0	0.011136	0.068337	0	0	0	0	0.238457	0	0	0	0.022764	0.022797	0.02929	0.228057	0	0.072999	0	0	0.011224	0	0.025459	0	0	0.13687	0	0.086017	0.025203	0	0	0	0	0	0	0.072456	0	0.015274	0	0.106292	0	0	0	0	0	0	0	0	0	0.023799	0.03499	0.021929	0	0	0	0.02723	0	0.107932	0.02533	0	0	0	0	0.14255	0
XR_007785298.1	LOC127072015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033939	0	0	0	0	0	0	0	0	0.044773	0	0.090273	0	0.084958	0.031464	0	0	0	0	0	0	0	0	0	0	0	0.013901	0	0	0	0	0	0	0	0	0	0	0	0.099713	0	0	0	0	0.016242	0	0	0	0	0	0	0
XR_007785296.1	LOC127072015	0	0	0	0	0.028153	0.045095	0	0.103188	0.212154	0.272535	0	0	0	0	0.02327	0	0	0.029713	0.104542	0	0	0	0	0	0	0	0.094893	0	0.028119	0.100832	0	0	0	0	0	0	0.05649	0.140688	0.036942	0	0	0	0.254891	0	0	0	0	0	0	0	0.082138	0.020968	0	0.10618	0	0	0	0	0	0.064165	0.031593	0.051403	0.043295	0	0	0.154164
XR_007785302.1	LOC127072015	0	0	0	0	0	0	0	0.031999	0.017948	0	0	0	0	0	0	0	0	0.031659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006069	0	0	0	0	0.013731	0	0	0	0	0	0	0	0	0	0	0	0	0.045806	0	0	0
XR_007785301.1	LOC127072015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_007785290.1	LOC127072015	0	0	0	0.010494	0.12154	0.203528	0.153851	0.084467	0.135898	0.596909	0.009974	0	0	0	0.222031	0	0.128854	0.10295	0.278747	0	0	0	0	0	0.049753	0.103051	0.566614	0	0.538756	0.045028	0.063741	0	0	0	0	0.019909	0.029944	0.254076	0.018845	0	0	0.402317	0.401926	0	0	0.09684	0.034896	0	0.144127	0.078654	0.889525	0	0.208758	0	0	0	0.053784	0.025831	0.121257	0.031851	0	0.26493	0	0.058336	0.137099	0.339568
XM_051011858.1	LOC127071962	0	0	0	0	0	0	0	0	0.6625	0.790741	0	0	0	0	0	0	0	0.387798	0	0	0	0	0	0	0	0	0	0	1.116116	1.486432	0.494753	0	0	0.220121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290861	0	0	0.876607	0	0	0	0	0	0	0	0	0	0	1.939714	0.772647
XM_051011887.1	LOC127071962	0	0	0	0	0	0	0	0	0.062007	0.180362	0	0	0	0	0	0	0	0.242359	0	0	0	0	0	0	0	0.041211	0	0	0.58382	0.157079	0.046621	0	0	0	0	0	0	0	0	0	0.155025	0.076669	0	0	0	0	0	0	0	0	0.071304	0	0	0	0	0.038183	0.151559	0	0	0	0	0.044347	0	0	0.063005	0
XM_051011867.1	LOC127071962	0	0	0	0	0	0	0	0.405282	0.103362	0.143153	0	0.261859	0	0	0	0	0	0	0	0	0.211033	0.145049	0	0	0	0	0	0	10.749368	0.113584	0.273307	0	0	0	0	0.071494	0	0	0	0	0	0	0	0	0.174087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11009	0
XM_051011876.1	LOC127071962	0	0.055557	0	0	0.052954	0.116068	0.182063	0	0.385653	0.4733	0	0	0	0.109873	0	0	0	0.157303	0.065587	0	0	0	0.140875	0	0	0	0	0	1.292436	0	0.196226	0	0	0	0	0	0	0	0	0	0	0.092509	0.066398	0	0	0	0	0	0.159538	0.068589	0	0.163729	0.206187	0.606378	0	0	0	0	0	0.154585	0	0	0	0	0.180067	0.412686
XM_051011847.1	LOC127071962	0.475134	0.287549	0.336084	0.273852	0.191391	0	0	0	2.797123	1.043549	0.297973	0	0.115228	0	0.171451	0.462787	0.073632	0.65495	2.239863	0.218414	0.448345	0	0.071613	0.058229	0.193303	0	0.3025	0.238456	0	1.38488	0.82759	0.047962	0.224927	0	0.064894	0	0.152225	0.097099	0.028687	0.260101	0	1.649981	1.296736	0.397313	0	0.146125	0.189354	0.152517	0	0	0	0	1.40101	0	0.285591	0.118134	0	0.140099	0.091141	0	0.060561	0	0.042741	0.093726	1.923735	1.59435
XM_051011633.1	LOC127071863	0	0.047297	0	0	0.106442	0.154749	0.254513	0	0.508098	0	0.018054	0	0	0.028521	0.076698	0.377247	0.177892	0.54955	0.658516	0.066096	0.085006	0	0.027528	0	0.040652	0	0	0.271874	0.574934	0.297343	0.543644	0	0.037192	0	0.046462	0	0	0	0	0.147206	0	0	0.12264	0.081173	0.057512	0.056164	0	0	0	0	0.123335	0.088864	0.51381	0.440709	0	0	0	0	0	0.258447	0	0	0	0	0.596866	0
XM_051011650.1	LOC127071863	0	0	0.025713	0	0	0	0	0	0	0.500155	0	0	0	0	0	0	0	0	0	0	0	0.012062	0	0	0	0.023756	0.147444	0	0	0	0	0.014817	0	0	0	0.041764	0.032851	0	0	0	0	0.255731	0.173695	0	0	0	0	0	0.085504	0	0	0	0	0	0	0	0	0.019751	0.089856	0	0.073214	0	0	0	0	0
XM_051011641.1	LOC127071863	0	0	0	0	0.098992	0	0	0.241191	0	0.113994	0	0	0	0	0	0	0	0	0	0	0	0	0.027025	0	0	0	0	0	0.35983	0.21564	0	0	0	0.024585	0.012201	0	0.07833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043207	0	0	0	0	0	0	0.119044	0.927691
XR_007785263.1	LOC127071863	0.007488	0	0	0.013234	0	0	0	0	0	0	0	0.006947	0.012038	0	0	0	0	0	0	0	0	0	0	0.018208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076896	0.036195	0	0.156903	0	0	0	0	0	0.023653	0.032029	0	0.017217	0	0	0	0	0.006412	0.006494	0.055982	0	0	0	0	0.061358	0.120193	0.029453	0	0
unassigned_transcript_1	Trnac-gca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_051011945.1	LOC127071981	70.582322	50.215947	69.465281	75.291468	44.565285	50.19019	81.60505	84.451051	75.786063	73.536056	72.850574	89.022604	56.683501	48.813479	62.386412	130.360664	95.198508	73.984022	65.559644	81.96015	92.960923	66.918701	80.218502	43.21656	59.891212	46.081577	57.342479	75.962014	140.13845	149.459761	68.464537	61.972832	62.103885	58.986143	70.994077	55.055696	70.9968	54.163328	49.611238	64.583889	56.783133	112.344757	124.596124	51.040282	64.419632	63.689102	67.410381	44.951185	45.018342	58.385834	65.614009	69.961796	145.309165	137.574226	85.977569	92.993171	80.953293	65.045367	60.899656	63.989271	59.297169	59.715492	75.229523	83.231823	126.970585	156.390894
XM_051011713.1	LOC127071900	1.467857	1.810841	1.910397	2.524386	5.258458	5.224591	12.831317	18.290891	14.106393	15.691299	2.164282	2.342934	2.385966	2.639499	8.006396	26.061595	23.933873	10.040921	14.078364	2.35168	1.988822	2.618002	2.200463	2.628316	3.324409	4.964125	7.638884	11.046661	13.672828	21.951102	10.956461	2.284246	0.676779	1.385043	1.787118	1.063943	2.727107	4.221441	5.41278	8.183991	7.570749	6.88424	9.701269	1.004366	2.653509	4.927551	3.10467	4.341146	4.829094	5.646461	8.163043	6.765576	23.504905	25.387981	2.08366	1.122896	3.055369	5.093665	3.544944	3.903107	4.94191	3.95442	5.779813	5.66801	19.13749	22.804821
XM_051011721.1	LOC127071900	0	0.216009	0	0.074503	0.84785	0.89994	3.097042	0.42495	1.146497	1.043271	0.085995	0	0.341236	0.093552	0.880427	1.92515	1.82347	0.792498	0.754267	0	0	0.178196	0.258699	0.456305	0.287059	0.665363	0.598384	1.737688	2.166726	1.627578	1.11313	0	0	0.112672	0	0.071519	0.243781	1.020834	0.522571	0.524093	0.573532	1.762645	1.145406	0	0	0.138742	0	0.689099	0.556905	1.252167	0.458941	1.530122	1.075777	1.81891	0	0.295052	0.38351	0.328998	0.567646	0.200025	0.644536	0.567733	0.167025	0.401844	2.103867	2.352833
XM_051011734.1	LOC127071900	0	0.542815	0	0.064619	0.578177	0.20182	0.408309	0.718014	1.636723	1.37519	0.20087	0.284912	0.112457	0.136424	0.153993	2.898205	0.915344	2.572736	1.245138	0.43491	0.82322	0	0.471839	0	0.046889	0.579738	0	0.351198	0.313816	1.662966	0.628408	0	0.897432	0	0	0.099289	0.153354	0.327206	0.094466	0	0.269829	0.787619	0.668783	0.728984	0.172325	0.35231	0.149626	0.052755	0.310252	0	0.222343	0.11459	0.95456	1.548513	0	0.1661	0.269306	0.297945	0	0.269775	0	0.097659	0	0	1.745017	1.942276
XM_051011742.1	LOC127071900	0	0	0	0	0	0	0.082488	0.077811	0.551358	0.696575	0	0	0.094417	0	0.043593	0.222357	0.428659	0.288156	0.636171	0	0	0	0	0.045969	0	0	0	0.298564	0	0.938798	0.842933	0	0	0	0	0.043248	0.133958	0	0.054336	0.076001	0.168671	0.347343	0	0.145103	0	0	0	0.103671	0.051515	0	0.044836	0	0.715318	0.339171	0.067067	0	0	0	0.143426	0	0.228484	0	0	0	0.424326	0.137041
XM_051011727.1	LOC127071900	0	0	0.184855	0	0.524224	0.058944	1.428585	0.953495	0.872601	1.36994	0.060658	0.224316	0.053261	0	0.502969	2.472051	0.496227	1.16695	1.047471	0	0.190672	0.176388	0.214887	0.081129	0.187783	0	0.273396	0	1.805271	1.06596	0.524284	0.12399	0.305001	0.187173	0	0.329088	0.188794	0.159698	0.148258	1.443829	0.403031	2.524527	1.830351	1.035347	0	0	0	0.256275	0	0.62529	0.259555	0.398124	1.585874	1.331424	0.161567	0.403749	0.264225	0.43531	0	0.203846	0.450721	0.079325	0.697872	0.167505	2.397821	2.618507
XM_051011750.1	LOC127071900	1.419051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466246	0.129777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_007785285.1	LOC127071994	4.825941	3.729754	3.115671	2.599514	4.256115	7.590922	12.726386	18.041829	13.083994	11.696167	5.994234	2.34941	1.308799	0.550198	8.0171	8.746437	8.404968	5.871494	4.899673	5.858174	10.928016	4.180885	8.791034	1.665803	3.840417	8.595212	12.165146	17.267833	19.273766	12.678508	6.124589	1.584138	2.97928	3.346424	2.531953	1.221937	3.691115	4.802659	4.441525	12.52777	5.577288	13.156461	9.54108	2.089722	4.900232	5.436018	5.533436	2.208931	2.974258	8.564671	5.203791	9.710858	11.8428	11.338612	6.002665	5.61589	5.741086	2.299049	7.553441	5.214622	12.242353	7.10952	14.710538	12.66646	8.000676	13.655616
XM_051011971.1	LOC127071994	31.024786	25.236585	22.439461	23.941114	18.781986	17.216412	29.288398	29.123918	58.799768	64.596225	20.864981	27.748274	15.990961	17.205519	26.657954	55.912354	36.690494	57.556646	56.035321	28.416839	23.745781	17.779032	19.865846	12.642506	14.171444	15.997065	22.974374	23.971874	33.841035	52.107135	47.83648	19.832059	21.6019	21.953374	24.596847	20.561972	28.038916	18.316832	20.640223	31.350853	28.786212	71.803904	72.011786	21.824631	24.288949	19.161463	23.06619	14.581166	17.807072	21.530921	26.593726	34.193886	51.539407	60.969659	17.344808	22.469875	18.484049	20.290697	14.406553	14.969011	20.133059	14.999938	19.657618	27.082039	71.927823	69.336931
XM_051011695.1	LOC127071884	0	0	0.05512	0.21694	1.486855	2.583794	7.183641	7.494009	10.220394	7.205616	0	0.008635	0.01434	0.051418	0.892078	2.837508	2.415598	3.258393	18.576012	0	0.008954	0.053473	0	1.509159	0.068323	4.106255	2.641077	6.977103	3.682318	2.76635	10.737064	0	0	0.018405	0.020623	0.061313	0.303755	0.914529	2.443404	0.482103	3.170402	0.433876	0.765219	0	0.009103	0.62345	0.014551	0.739688	2.129575	1.072435	1.353738	1.200721	1.898804	2.099569	0.08651	0.008336	0.12885	0.945599	3.144704	2.739985	4.340858	2.173697	4.122826	3.693904	1.142722	3.144418
XM_051011702.1	LOC127071884	0.027426	0.020579	0.028293	0.05132	0.369047	0.48755	1.863287	2.449288	1.817189	1.012564	0.026395	0.014941	0.072478	0.03082	0.274384	1.057712	0.718855	0.583488	2.447409	0.009765	0.007123	0.062636	0.001738	0.226382	0.035344	0.827959	0.594931	1.43554	0.656009	0.457884	1.448095	0.030877	0.048221	0.04154	0.029388	0.032883	0.1312	0.331992	0.765905	0.352034	0.767619	0.253239	0.193516	0.048977	0.032486	0.197672	0.024253	0.195794	0.463958	0.397916	0.431249	0.308152	0.475705	0.563437	0.062576	0.067643	0.073212	0.335218	0.935399	0.85371	1.095044	0.824361	1.32962	0.898389	0.187749	0.537294
XM_051011680.1	LOC127071884	3.091941	3.642083	3.364643	7.229171	22.546852	19.31264	47.963725	50.437991	26.969161	22.597615	3.038809	1.57182	4.979444	4.826497	26.185792	53.48822	36.236036	19.023665	32.651376	2.099417	2.647524	3.215143	1.934347	8.154057	4.985632	15.024327	20.130808	22.11522	24.950431	19.620478	12.629464	2.106545	2.71733	2.932473	4.059052	4.391284	11.078197	21.454508	21.072774	19.371789	15.255358	15.299249	12.936651	2.932253	1.978606	11.696396	2.774783	11.839159	16.270914	19.468098	21.72271	16.261157	26.641727	25.746067	3.214221	2.614132	4.531151	17.910598	11.232718	14.979033	16.260543	16.796871	12.254088	7.579629	14.816335	20.016939
XR_007785268.1	LOC127071884	0	0	0.015686	0.114976	17.392228	18.994276	53.454362	71.30471	7.443832	4.416743	0	0	1.574408	0.887256	20.474972	33.389427	17.966604	1.46961	4.191825	0.011915	0.011066	0.709333	0.033521	2.200309	2.609846	14.971273	21.056203	32.013847	22.063804	1.119912	4.488646	0.012473	0	0.0743	0.037876	0.040338	4.385713	20.739388	36.143488	9.700776	20.814997	0.569162	0.22581	0	0	11.727407	0.280301	10.863844	15.777663	25.835853	27.928277	23.505815	12.464358	7.725211	0.238906	0.011589	5.700465	4.791456	21.79512	28.899018	23.506763	23.415701	28.061067	16.667813	0.354774	5.798755
XR_007785303.1	LOC127072038	945.297346	853.515113	601.495404	569.834819	496.110413	498.413494	579.539627	595.740265	1138.490505	1279.029508	613.290741	759.072712	502.271554	548.182259	543.930544	724.723905	624.231087	1547.150517	1184.361192	621.628929	628.831945	524.288524	464.141605	441.285291	434.625189	433.122448	595.234898	510.168868	682.826205	1034.627295	1189.42804	720.484575	562.755507	620.354349	580.884865	638.912783	603.323408	550.590438	543.904077	1256.408188	1184.84794	1277.279472	1280.131613	598.511386	634.340698	466.265548	516.899025	456.427291	386.922985	595.640001	587.194977	1257.451101	983.785359	969.037542	397.955616	553.625265	467.353322	512.333074	380.529898	351.836245	530.988554	402.434587	826.675106	819.746846	1110.35637	1009.50622
XM_051011552.1	LOC127071815	0.172636	0.409575	0.074397	0	0.778519	0.78278	2.613312	2.690899	5.450532	5.259645	0.070801	0.06128	0.093033	0.087756	0.741423	3.302387	1.729438	3.144859	6.975146	0.081401	0.117306	0.103059	0.052551	0.198671	0.212462	0.629621	1.101614	1.965606	1.341324	4.889316	4.715039	0.163819	0.131945	0.127741	0.145223	0.18099	0.459465	0.329141	0.671459	0.558364	2.326204	1.314548	2.19679	0.134654	0.146864	0.410591	0.08657	0.290569	0.696949	0.594473	1.113053	0.854335	1.824216	2.413226	0.032501	0.029463	0.164465	0.688516	0.553269	1.093392	1.172476	0.859537	0.753028	0.832746	3.173611	3.441309
XM_051011544.1	LOC127071815	0	0	0	0	0	0	0.045181	0	0.152227	0.186267	0	0	0	0	0	0	0.044948	0	0.537325	0	0	0	0	0	0	0	0.033168	0.136252	0	0.195309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017883	0	0	0	0.021172	0	0	0	0	0	0	0	0	0	0	0	0.02589	0	0	0.032816	0
XM_051011534.1	LOC127071815	0	0	0	0.113764	0.239673	0.093995	0.387793	1.068431	4.963647	4.097501	0	0	0	0.034515	0.144143	0.886373	0.34342	2.340713	4.037972	0	0	0	0	0.02417	0	0.090904	0.641504	0.191352	0.45277	2.527615	1.907567	0	0	0	0	0	0.158452	0.04888	0.069943	0	0.319593	1.467263	0.895511	0	0	0.146188	0	0.07545	0.294354	0.320708	0.3778	0.033324	1.387696	1.661117	0	0	0.07514	0.260865	0.221721	0.031942	0.389219	0.168458	0.248488	0	1.079934	1.927787
XM_051011523.1	LOC127071815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_051011668.1	LOC127071878	0.011778	0.005559	0.012994	0.010359	0.08841	0.11813	0.607901	1.131374	2.117623	1.635384	0	0.002726	0.014126	0.01168	0.115135	0.896905	0.474488	1.067851	1.472027	0.002714	0.002688	0.004874	0.004975	0.035588	0.02618	0.124713	0.305385	0.399029	0.317608	1.680196	1.287042	0.003003	0.007639	0.015191	0.013378	0.014482	0.088202	0.066369	0.212745	0.084596	0.703537	0.624352	0.686773	0.002565	0.002627	0.086848	0.018485	0.062827	0.140991	0.14797	0.252123	0.145768	0.756727	1.17142	0.015061	0.005086	0.053501	0.151313	0.133821	0.225583	0.324531	0.226219	0.3296	0.10376	0.738507	1.170149
XM_051011566.1	LOC127071828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_051011605.1	LOC127071828	0.091219	0	0	0	0	0.042876	0.270382	0	0.397334	0	0	0	0	0	0.039446	0	0.127142	0	0.113991	0	0	0	0	0	0	0	0	0.128104	0	0.892502	0	0	0	0	0	0	0.062579	0	0.078431	0.120587	0	0.120907	0	0	0	0	0.023314	0	0	0	0	0.12283	0.194552	0.417439	0	0	0	0.173612	0.055424	0	0.068679	0.042107	0	0.067554	0	0
XM_051011574.1	LOC127071828	0	0	0	0	0.1899	0	0.541205	1.329271	0.578907	1.129765	0	0	0	0.154974	0	0.54789	0.398975	0	0.449957	0	0	0	0	0	0.060276	0.052238	0.106293	0.119239	0	0	0	0	0	0	0	0	0	0	0	0.204266	0.089227	1.271196	1.29541	0	0.143782	0.241324	0	0	0.050088	0	0.091585	0.124926	0.359516	0.128754	0	0	0.051836	0	0.298786	0.157722	0.623498	0.083179	0.484255	0.833199	0.457735	0.321797
XM_051011611.1	LOC127071828	0	0	0	0	0	0	0	0	0	0.069727	0	0	0	0	0	0	0	0	0.081685	0	0	0	0	0	0	0	0	0	0	0	0.640697	0	0	0	0	0	0	0	0	0	0	0.140765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_051011620.1	LOC127071828	0	0.19491	0.1406	0.196992	0.824904	0.955874	3.461664	3.345839	1.498504	0.926987	0.108376	0.075703	0.130891	0	0.842025	2.467183	1.451516	0.837147	0.984547	0.041866	0.082502	0.117614	0.04966	0.173591	0.112911	0.489592	1.211832	1.506389	1.835343	1.305472	0	0.100903	0.062868	0	0.140819	0.096375	0.425244	0.862062	1.403311	2.088044	1.601732	1.447894	1.265839	0.108714	0	0.379378	0.121223	0.575936	0.649254	0.858526	0.746815	0.493531	1.451843	1.497614	0.080746	0.096731	0.246332	0.597198	1.539032	1.420436	1.3563	1.10318	4.401255	2.590839	0.623223	1.192818
XM_051011584.1	LOC127071828	0	0	0	0	0.037381	0.0266	0.571607	0.253903	0.087197	0.047163	0	0	0	0	0	0.467702	0.050223	0.191075	0	0	0	0	0	0	0	0	0.039718	0.127193	0.164771	0.141037	0.312133	0	0	0	0	0	0	0.081516	0.032686	0.119374	0.219572	0.045257	0.114286	0	0	0	0	0	0	0	0.136772	0	0	0.203871	0	0	0	0.019527	0.059767	0.111378	0.063318	0.197118	0.340566	0.571179	0	0.242719
XM_051011601.1	LOC127071828	0	0	0	0	0	0	0	0	0.133116	0	0	0	0	0	0	0.070862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052999	0	0	0	0	0	0	0	0	0	0	0	0
XM_051011593.1	LOC127071828	0	0	0	0	0.050831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02461	0	0	0.02574	0	0	0	0	0	0	0	0	0	0.029042	0.08547	0	0.032895	0.028719	0	0	0	0	0	0	0	0	0	0	0.05736	0	0.031157	0	0.068966	0	0	0.031833	0	0	0	0.109435	0	0	0	0	0	0.075362	0
XR_007785304.1	LOC127072044	0.103358	0	0	0.035932	0.100002	0.163442	0.268785	0	0.429973	0.238479	0	0	0.032535	0	0	0	0.159929	0.290401	0.234308	0	0.152907	0	0.034629	0.083523	0	0.109688	0	0.059319	0.064063	0.055236	0.458662	0	0	0	0	0.033251	0	0	0	0	0.060244	0.052284	0.155752	0	0	0.145148	0.031776	0	0	0.04639	0	0	0.058825	0.05619	0	0	0	0.716013	0.038708	0.376438	0.051061	0.048039	0	0.138536	0.146629	0.153281
XR_007785305.1	LOC127072044	4.379481	4.788046	0.792546	1.16025	3.680235	2.8249	7.023904	7.146036	10.491574	11.035857	1.000722	1.879987	1.313311	1.388928	1.960518	10.903596	6.972533	8.24759	16.568886	1.701447	2.428963	1.380161	0.954103	1.945014	1.54796	2.203561	2.037509	2.374086	5.033463	13.620796	6.892802	1.606959	1.432791	0.687881	0.697067	1.700976	3.191419	2.215852	1.555553	3.472317	2.480799	11.137764	12.373096	2.059248	1.441257	2.069296	1.872276	2.196081	2.261187	2.122221	2.433091	0.927197	6.901039	7.803115	0.5765	0.842385	0.950622	3.113776	1.200073	0.337122	1.830394	1.013168	1.579905	1.095336	11.552346	9.127027
XM_051011958.1	LOC127071988	1.103335	1.118981	0.200137	0.309944	1.847168	1.105434	4.706481	4.682459	15.361404	19.926429	0.210476	0.343747	0.281835	0.225998	0.846586	3.743261	2.42175	12.028379	13.861929	0.582269	0.550021	0.223666	0.232424	0.696606	0.390136	1.069407	2.56334	2.558751	2.144989	16.264431	14.039595	0.452148	0.325248	0.547226	0.381355	0.470489	1.402265	0.583048	0.66819	1.992816	1.713065	8.62858	7.800582	0.575418	0.662183	0.733157	0.310845	0.769722	2.261808	1.015263	2.075539	2.597809	6.341777	8.181468	0.148143	0.275108	0.502585	0.575998	1.87938	2.033724	2.075564	2.361037	2.013344	2.028637	8.849765	8.828403
XM_051011932.1	LOC127071971	20.066293	18.986309	22.155284	15.461641	10.317754	11.331595	20.865819	14.629369	27.50935	29.891988	17.650928	25.459469	13.663498	6.731396	9.25347	26.010086	19.886735	22.86568	13.923879	31.005741	23.171139	18.849488	22.658245	11.279445	14.929748	10.464399	10.827924	16.892983	38.006681	41.038929	27.027881	18.871269	12.828907	15.798681	18.375154	11.191979	14.84589	14.908997	10.627814	19.903437	15.163828	29.40855	29.712717	18.084742	19.036036	14.949063	19.004965	10.702908	9.150158	16.164149	14.700711	16.370149	32.426099	30.820997	11.963625	16.565784	15.257929	13.467101	8.634215	10.574814	11.548517	12.082944	15.901751	20.683933	31.680977	30.605468
